[10:02:08]	LightRinger has connected.
[10:46:07]	Private TK-3822 has killed Agent Zeak Rold with weapon_lightsaber.
[10:46:11]	Trooper Third Class Rex Barkow ran 'Equip' on item 'E-11 Stun Blaster' (#1615)
[10:46:12]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:12]	Trooper Third Class Rex Barkow has taken 2 damage from Private TK-3822.
[10:46:12]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:12]	Trooper Third Class Rex Barkow has taken 2 damage from Private TK-3822.
[10:46:12]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:12]	Trooper Third Class Rex Barkow has taken 3 damage from Private TK-3822.
[10:46:12]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:12]	Agent Zeak Rold has taken 1 damage from Private TK-3822.
[10:46:12]	Trooper Third Class Rex Barkow has taken 4 damage from Private TK-3822.
[10:46:12]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:12]	Agent Zeak Rold has taken 1 damage from Private TK-3822.
[10:46:12]	Trooper Third Class Rex Barkow has taken 5 damage from Private TK-3822.
[10:46:12]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:12]	Agent Zeak Rold has taken 1 damage from Private TK-3822.
[10:46:12]	Trooper Third Class Rex Barkow has taken 8 damage from Private TK-3822.
[10:46:12]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:12]	Agent Zeak Rold has taken 2 damage from Private TK-3822.
[10:46:12]	Trooper Third Class Rex Barkow has taken 10 damage from Private TK-3822.
[10:46:12]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:12]	Agent Zeak Rold has taken 2 damage from Private TK-3822.
[10:46:12]	Trooper Third Class Rex Barkow has taken 10 damage from Private TK-3822.
[10:46:12]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:12]	Agent Zeak Rold has taken 2 damage from Private TK-3822.
[10:46:12]	Trooper Third Class Rex Barkow has taken 8 damage from Private TK-3822.
[10:46:12]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:12]	Agent Zeak Rold has taken 2 damage from Private TK-3822.
[10:46:12]	Trooper Third Class Rex Barkow has taken 7 damage from Private TK-3822.
[10:46:13]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:13]	Agent Zeak Rold has taken 2 damage from Private TK-3822.
[10:46:13]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:13]	Agent Zeak Rold has taken 2 damage from Private TK-3822.
[10:46:13]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:13]	Agent Zeak Rold has taken 3 damage from Private TK-3822.
[10:46:13]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:13]	Agent Zeak Rold has taken 3 damage from Private TK-3822.
[10:46:13]	Lieutenant Shunk Tump has taken 3 damage from Private TK-3822.
[10:46:13]	Agent Zeak Rold has taken 3 damage from Private TK-3822.
[10:46:13]	Lieutenant Shunk Tump has taken 3 damage from Private TK-3822.
[10:46:13]	Agent Zeak Rold has taken 4 damage from Private TK-3822.
[10:46:13]	Lieutenant Shunk Tump has taken 3 damage from Private TK-3822.
[10:46:13]	Agent Zeak Rold has taken 4 damage from Private TK-3822.
[10:46:13]	Lieutenant Shunk Tump has taken 3 damage from Private TK-3822.
[10:46:13]	Agent Zeak Rold has taken 4 damage from Private TK-3822.
[10:46:13]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:13]	Agent Zeak Rold has taken 4 damage from Private TK-3822.
[10:46:14]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:14]	Agent Zeak Rold has taken 4 damage from Private TK-3822.
[10:46:14]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:14]	Agent Zeak Rold has taken 4 damage from Private TK-3822.
[10:46:14]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:14]	Agent Zeak Rold has taken 3 damage from Private TK-3822.
[10:46:14]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:14]	Agent Zeak Rold has taken 3 damage from Private TK-3822.
[10:46:14]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:14]	Agent Zeak Rold has taken 3 damage from Private TK-3822.
[10:46:14]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:14]	Agent Zeak Rold has taken 3 damage from Private TK-3822.
[10:46:14]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:14]	Agent Zeak Rold has taken 2 damage from Private TK-3822.
[10:46:14]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:14]	Agent Zeak Rold has taken 2 damage from Private TK-3822.
[10:46:14]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:14]	Agent Zeak Rold has taken 2 damage from Private TK-3822.
[10:46:14]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:14]	Agent Zeak Rold has taken 2 damage from Private TK-3822.
[10:46:15]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:15]	Lieutenant Shunk Tump has taken 2 damage from Private TK-3822.
[10:46:15]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:18]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:18]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[10:46:20]	Private TK-3822 has taken 13 damage from Lieutenant Shunk Tump.
[10:46:21]	Lieutenant Shunk Tump has taken 10 damage from Private TK-3822.
[10:46:21]	Lieutenant Shunk Tump has taken 10 damage from Private TK-3822.
[10:46:21]	Lieutenant Shunk Tump has taken 25 damage from Private TK-3822.
[10:46:21]	Private TK-3822 has killed Lieutenant Shunk Tump with weapon_lightsaber.
[10:46:21]	Private TK-3822 has taken 0 damage from Trooper Third Class Rex Barkow.
[10:46:26]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:28]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:30]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:32]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:34]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:36]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:38]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:40]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:42]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:44]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:47]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[10:46:48]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:48]	Private TK-3822 has taken 13 damage from Lieutenant Shunk Tump.
[10:46:49]	Private TK-3822 has taken 13 damage from Lieutenant Shunk Tump.
[10:46:50]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:46:51]	Private TK-3822 has taken 13 damage from Lieutenant Shunk Tump.
[10:46:52]	Private TK-3822 has taken 0 damage from Trooper Third Class Rex Barkow.
[10:46:53]	Private TK-3822 has taken 13 damage from Lieutenant Shunk Tump.
[10:46:55]	Private TK-3822 has taken 13 damage from Lieutenant Shunk Tump.
[10:46:55]	Lieutenant Shunk Tump has killed Private TK-3822 with ix_hands.
[10:46:56]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[10:47:05]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:47:06]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2443)
[10:47:10]	Trooper Third Class Rex Barkow has taken 2 damage from Agent Zeak Rold.
[10:47:12]	Private TK-3822 has taken 2 damage from Agent Zeak Rold.
[10:47:14]	Lieutenant Shunk Tump has taken 2 damage from Agent Zeak Rold.
[10:47:15]	[OOC] Private TK-3822: ...
[10:47:20]	Lieutenant Shunk Tump ran 'Equip' on item 'RK-3 Blaster' (#1487)
[10:47:22]	Lieutenant Shunk Tump ran 'use' on item 'Tibanna Cartridge' (#2365)
[10:47:27]	ZeakRold (STEAM_0:0:64918996) has disconnected.
[10:47:36]	Private TK-3822 has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[10:47:37]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[10:47:40]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[10:47:44]	Private TK-3822 has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[10:47:49]	Private TK-3822 has spawned 'models/props_c17/FurnitureCouch001a.mdl'.
[10:47:49]	Lieutenant Shunk Tump ran 'EquipUn' on item 'RK-3 Blaster' (#1487)
[10:47:50]	Lieutenant Shunk Tump ran 'Equip' on item 'Defender Pistol' (#2529)
[10:47:55]	Lieutenant Shunk Tump ran 'EquipUn' on item 'Defender Pistol' (#2529)
[10:47:57]	Lieutenant Shunk Tump ran 'Equip' on item 'RK-3 Blaster' (#1487)
[10:48:09]	Private TK-3822 has spawned 'models/hunter/blocks/cube2x3x025.mdl'.
[10:48:27]	Trooper Third Class Rex Barkow used command '/CharFallOver'.
[10:48:30]	Private TK-3822 has spawned 'models/hunter/blocks/cube1x8x05.mdl'.
[10:48:32]	Lieutenant Shunk Tump has taken 500 damage from Private TK-3822.
[10:48:32]	Private TK-3822 has killed Lieutenant Shunk Tump with weapon_physgun.
[10:48:32]	Private TK-3822 has taken 500 damage from Private TK-3822.
[10:48:32]	Private TK-3822 has killed Private TK-3822.
[10:48:33]	Trooper Third Class Rex Barkow used command '/CharGetUp'.
[10:48:35]	[OOC] Private TK-3822: wtf
[10:48:40]	[OOC] Private TK-3822: wtf you done
[10:48:43]	Private TK-3822 has spawned 'models/hunter/blocks/cube1x8x05.mdl'.
[10:48:55]	Private TK-3822 has taken 5 damage from Private TK-3822.
[10:48:56]	[Y] Trooper Third Class Rex Barkow: Help.
[10:49:07]	Private TK-3822 has taken 12 damage from Trooper Third Class Rex Barkow.
[10:49:16]	Private TK-3822 has spawned 'models/hunter/blocks/cube2x2x2.mdl'.
[10:49:18]	Private TK-3822 has spawned 'models/hunter/blocks/cube2x2x1.mdl'.
[10:49:28]	Private TK-3822 has spawned 'models/hunter/blocks/cube6x6x6.mdl'.
[10:49:29]	Trooper Third Class Rex Barkow used command '/CharFallOver'.
[10:49:29]	Trooper Third Class Rex Barkow has taken 50 damage from worldspawn.
[10:49:29]	worldspawn has killed Trooper Third Class Rex Barkow.
[10:49:36]	Private TK-3822 has spawned 'models/hunter/blocks/cube8x8x8.mdl'.
[10:49:38]	Trooper Third Class Rex Barkow ran 'Equip' on item 'E-11 Stun Blaster' (#1615)
[10:50:30]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[10:50:31]	Private TK-3822 has taken 13 damage from Lieutenant Shunk Tump.
[10:50:31]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[10:50:37]	Private TK-3822 has taken 25 damage from worldspawn.
[10:51:13]	Private TK-3822 has taken 2 damage from Trooper Third Class Rex Barkow.
[10:51:35]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:35]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:35]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:35]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:36]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:36]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:36]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:36]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:37]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:37]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:37]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:37]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:38]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:38]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:38]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:38]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:39]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:39]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:39]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:39]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:40]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:40]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:40]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:40]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:40]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:41]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:41]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:41]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:42]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:42]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:42]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:42]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:43]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:43]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:43]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:43]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:44]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:44]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:44]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:44]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:45]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:45]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:45]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:45]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:45]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:46]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:46]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:46]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:46]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:51:47]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:11]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:11]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:12]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:12]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:12]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:12]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:13]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:13]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:13]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:13]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:14]	Lieutenant Shunk Tump has taken 1 damage from entityflame.
[10:52:14]	Lieutenant Shunk Tump has taken 1 damage from entityflame.
[10:52:14]	Lieutenant Shunk Tump has taken 1 damage from entityflame.
[10:52:14]	Lieutenant Shunk Tump has taken 1 damage from entityflame.
[10:52:14]	Lieutenant Shunk Tump has taken 1 damage from entityflame.
[10:52:15]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:15]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:15]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:15]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:15]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:16]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:16]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:16]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:16]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:17]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:17]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:17]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:17]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:18]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:18]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:18]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:18]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:19]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:19]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:19]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:19]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:20]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:20]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:20]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:20]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:21]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:21]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:21]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:21]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:21]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:22]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:22]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:22]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:23]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:23]	Trooper Third Class Rex Barkow has taken 1 damage from entityflame.
[10:52:28]	Private TK-3822 has taken 20 damage from worldspawn.
[10:52:32]	Trooper Third Class Rex Barkow has taken 25 damage from Private TK-3822.
[10:52:32]	Private TK-3822 has killed Trooper Third Class Rex Barkow with weapon_lightsaber.
