[19:21:16]	Doughnut has connected.
[22:33:15]	Lieutenant Shunk Tump has spawned a 'NPC [972][npc_combine_s]'.
[22:33:15]	Lieutenant Shunk Tump has spawned a 'NPC [1008][npc_combine_s]'.
[22:33:16]	Lieutenant Shunk Tump has spawned a 'NPC [1003][npc_combine_s]'.
[22:33:30]	Lieutenant Shunk Tump has spawned a 'NPC [972][npc_combine_s]'.
[22:34:18]	Lieutenant Shunk Tump has spawned a 'NPC [972][npc_vj_rebeltrooper]'.
[22:34:21]	Sergeant Bullwark Tump has taken 9 damage from Rebel Trooper.
[22:34:22]	Sergeant Bullwark Tump has taken 9 damage from Rebel Trooper.
[22:34:23]	Sergeant Bullwark Tump has taken 9 damage from Rebel Trooper.
[22:34:25]	Sergeant Bullwark Tump has taken 9 damage from Rebel Trooper.
[22:34:26]	Sergeant Bullwark Tump has taken 9 damage from Rebel Trooper.
[22:34:27]	Sergeant Bullwark Tump has taken 9 damage from Rebel Trooper.
[22:34:31]	Sergeant Bullwark Tump has taken 9 damage from Rebel Trooper.
[22:34:33]	Sergeant Bullwark Tump has taken 9 damage from Rebel Trooper.
[22:34:34]	Sergeant Bullwark Tump has taken 9 damage from Rebel Trooper.
[22:34:34]	Rebel Trooper has killed Sergeant Bullwark Tump.
[22:34:46]	Sergeant Bullwark Tump ran 'Equip' on item 'E-11 Blaster' (#1486)
[22:35:28]	Lieutenant Shunk Tump has spawned a 'NPC [972][npc_combine_s]'.
[22:36:30]	Lieutenant Shunk Tump has spawned a 'NPC [972][npc_combine_s]'.
[22:36:31]	Lieutenant Shunk Tump has spawned a 'NPC [1008][npc_combine_s]'.
[22:36:32]	Lieutenant Shunk Tump has spawned a 'NPC [1021][npc_combine_s]'.
[22:37:33]	Lieutenant Shunk Tump exited observer at their location.
[22:37:35]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[22:37:54]	Lieutenant Shunk Tump ran 'Equip' on item 'RK-3 Blaster' (#1487)
[22:37:57]	Lieutenant Shunk Tump ran 'use' on item 'Tibanna Cartridge' (#1488)
[22:37:59]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[22:38:01]	Sergeant Bullwark Tump has taken 31 damage from Lieutenant Shunk Tump.
[22:38:04]	Sergeant Bullwark Tump has taken 29 damage from Lieutenant Shunk Tump.
[22:38:06]	Lieutenant Shunk Tump entered observer.
[22:38:06]	Lieutenant Shunk Tump exited observer at their location.
[22:38:07]	Sergeant Bullwark Tump has taken 30 damage from Lieutenant Shunk Tump.
[22:38:08]	Lieutenant Shunk Tump entered observer.
[22:38:09]	Lieutenant Shunk Tump exited observer at their location.
[22:38:10]	Sergeant Bullwark Tump has taken 31 damage from Lieutenant Shunk Tump.
[22:38:10]	Lieutenant Shunk Tump has killed Sergeant Bullwark Tump with rw_sw_rk3.
[22:38:19]	Lieutenant Shunk Tump entered observer.
[22:38:20]	Sergeant Bullwark Tump ran 'Equip' on item 'E-11 Blaster' (#1486)
[22:38:41]	Lieutenant Shunk Tump exited observer at their location.
[22:38:53]	Lieutenant Shunk Tump used command '/CharDesc'.
[22:40:39]	[OOC] Sergeant Bullwark Tump: Owen Tump
[22:40:41]	Lieutenant Shunk Tump used command '/CharDesc Height: 6'0 | Age: Looks to be in his mid 40s | Wide semi-muscular build | Wearing a clean army officers uniform with rank badges indicating that he's a Lieutenant.'.
[22:41:01]	Lieutenant Shunk Tump used command '/CharSetName serg Sergeant Owen ''Bullwark'' Tump'.
[22:41:12]	[OOC] Sergeant Owen ''Bullwark'' Tump: Bulwark
[22:41:18]	Lieutenant Shunk Tump used command '/CharSetName serg Sergeant Owen ''Bulwark'' Tump'.
[22:41:45]	Lieutenant Shunk Tump used command '/CharDesc'.
[22:41:55]	Lieutenant Shunk Tump used command '/CharDesc Height: 6'0 | Age: Looks to be in his mid 40s | Wide semi-muscular build | Wearing a clean army officers uniform with rank badges indicating that he's a Lieutenant. | Speaks in a depp, commanding tone'.
[22:43:43]	[ME] Lieutenant Shunk Tump: nods, clicks the back of my heels and turns
[22:44:16]	Lieutenant Shunk Tump entered observer.
[22:44:23]	Lieutenant Shunk Tump exited observer at their location.
[22:45:46]	Lieutenant Shunk Tump entered observer.
[22:46:02]	Lieutenant Shunk Tump used command '/CharDesc'.
[22:46:04]	Lieutenant Shunk Tump used command '/CharDesc Height: 6'0 | Age: Looks to be in his mid 40s | Wide semi-muscular build | Wearing a clean army officers uniform with rank badges indicating that he's a Lieutenant. | Speaks in a deep, commanding tone'.
[22:47:17]	Lieutenant Shunk Tump exited observer at their location.
[22:47:17]	Lieutenant Shunk Tump entered observer.
[22:47:21]	Lieutenant Shunk Tump exited observer at their location.
[22:47:22]	Lieutenant Shunk Tump entered observer.
[22:48:02]	Lieutenant Shunk Tump exited observer at their location.
[22:48:20]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[22:48:25]	Doughnut (STEAM_0:1:127409364) deleted character 'Sergeant PT-8675'
[22:48:28]	Doughnut loaded the character 'Petty Officer Second Class Arnold Jackson'
[22:49:03]	FB|| light ROOM has connected.
[22:49:26]	FB|| light ROOM loaded the character 'TNK Private First Class Mitchell Lazarus'
[22:49:37]	FB|| light ROOM loaded the character 'Sergeant Owen ''Bulwark'' Tump'
[22:50:21]	Petty Officer Second Class Arnold Jackson entered observer.
[22:50:22]	Sergeant Owen ''Bulwark'' Tump used the 'Armory' vendor.
[22:50:23]	Sergeant Owen ''Bulwark'' Tump has gained 0 credits.
[22:50:23]	Sergeant Owen ''Bulwark'' Tump has gained a 'Tibanna Cartridge' #1495.
[22:50:24]	Sergeant Owen ''Bulwark'' Tump has gained 0 credits.
[22:50:24]	Sergeant Owen ''Bulwark'' Tump has gained a 'Tibanna Cartridge' #1496.
[22:50:24]	Sergeant Owen ''Bulwark'' Tump has gained 0 credits.
[22:50:24]	Sergeant Owen ''Bulwark'' Tump has gained a 'Tibanna Cartridge' #1497.
[22:50:25]	Sergeant Owen ''Bulwark'' Tump has gained 0 credits.
[22:50:25]	Sergeant Owen ''Bulwark'' Tump has gained a 'Tibanna Cartridge' #1498.
[22:50:27]	Sergeant Owen ''Bulwark'' Tump ran 'use' on item 'Tibanna Cartridge' (#1498)
[22:50:28]	Sergeant Owen ''Bulwark'' Tump ran 'use' on item 'Tibanna Cartridge' (#1495)
[22:50:28]	Sergeant Owen ''Bulwark'' Tump ran 'use' on item 'Tibanna Cartridge' (#1496)
[22:50:29]	Sergeant Owen ''Bulwark'' Tump ran 'use' on item 'Tibanna Cartridge' (#1497)
[22:53:56]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[22:54:02]	Doughnut loaded the character 'Lieutenant Shunk Tump'
[22:54:03]	Lieutenant Shunk Tump entered observer.
[22:54:07]	Lieutenant Shunk Tump exited observer at their location.
[22:55:05]	[LOOC] Sergeant Owen ''Bulwark'' Tump: have happened*
[23:00:50]	Chicken has connected.
[23:01:49]	Chicken created the character 'Darth Tump'
[23:01:49]	Chicken loaded the character 'Darth Tump'
[23:04:09]	Chicken created the character 'Bartholomew Tump'
[23:04:13]	Chicken loaded the character 'Bartholomew Tump'
[23:04:40]	Doughnut loaded the character 'Petty Officer Second Class Arnold Jackson'
[23:04:41]	Petty Officer Second Class Arnold Jackson entered observer.
[23:04:46]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[23:05:09]	[Y] Bartholomew Tump: TUMP! LETS GO BOWLING!
[23:05:54]	Chicken (STEAM_0:0:143523274) has disconnected.
[23:06:04]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[23:06:11]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[23:06:57]	Chicken has connected.
[23:07:22]	Chicken loaded the character 'Bartholomew Tump'
[23:07:39]	[LOOC] Sergeant Owen ''Bulwark'' Tump: clarify*
[23:07:50]	[ME] Bartholomew Tump: takes owens helmet off
[23:08:09]	[Y] Petty Officer Second Class Arnold Jackson: Give the trooper his uniform back.
[23:08:10]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[23:08:41]	[ME] Sergeant Owen ''Bulwark'' Tump: Back hands the other Tump in the nose and yells "DO NOT DISGRACE OUR GOD THE NI'SHAW"!!
[23:08:45]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[23:08:53]	[ME] Bartholomew Tump: rubs face
[23:09:02]	[ME] Bartholomew Tump: gives helmet
[23:09:15]	[ME] Sergeant Owen ''Bulwark'' Tump: Takes the helmet and places it on.
[23:09:25]	[ME] Sergeant Owen ''Bulwark'' Tump: Clears his throat.
[23:10:19]	Petty Officer Second Class Arnold Jackson entered observer.
[23:10:30]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[23:10:41]	Petty Officer Second Class Arnold Jackson has spawned a 'Entity [968][kingpommes_lfs_tie_fighter]'.
[23:10:43]	Petty Officer Second Class Arnold Jackson entered observer.
[23:10:46]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[23:10:55]	Petty Officer Second Class Arnold Jackson entered observer.
[23:12:36]	Petty Officer Second Class Arnold Jackson has spawned a 'Entity [970][kingpommes_lfs_tie_fighter]'.
[23:12:58]	Petty Officer Second Class Arnold Jackson has spawned a 'Entity [983][kingpommes_lfs_tie_fighter]'.
[23:13:12]	Petty Officer Second Class Arnold Jackson has spawned a 'Entity [970][kingpommes_lfs_tie_fighter]'.
[23:13:52]	Petty Officer Second Class Arnold Jackson has spawned a 'Entity [970][lunasflightschool_alligator]'.
[23:14:15]	Petty Officer Second Class Arnold Jackson has spawned a 'Entity [983][kingpommes_lfs_t85]'.
[23:14:33]	Petty Officer Second Class Arnold Jackson has spawned a 'Entity [983][lunasflightschool_xwing]'.
[23:14:47]	Petty Officer Second Class Arnold Jackson has spawned a 'Entity [991][lunasflightschool_xwing]'.
[23:14:58]	Bartholomew Tump has taken 100 damage from worldspawn.
[23:14:58]	worldspawn has killed Bartholomew Tump.
[23:15:24]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[23:16:14]	Petty Officer Second Class Arnold Jackson used command '/CharSetName barth Crewman Third Class Bartholomew Tump'.
[23:16:19]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/navy/worker/playermodel_male_01.mdl'.
[23:16:23]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/navy/shuttlepilots/npc_male_01.mdl'.
[23:16:33]	Petty Officer Second Class Arnold Jackson used command '/CharSetModel barth models/kriegsyntax/imperial/navy/shuttlepilots/playermodel_male_01.mdl'.
[23:16:49]	[LOOC] Sergeant Owen ''Bulwark'' Tump: models/sw1_tiepilot.mdl
[23:17:04]	Petty Officer Second Class Arnold Jackson used command '/CharSetModel bulwark models/ragdoll/markus/swbf2/characters/hero/imperial_pilots/pilot_imperial_orig_01_ragdoll/pilot_imperial_orig_01_ragdoll.mdl'.
[23:17:24]	Petty Officer Second Class Arnold Jackson used command '/CharSetModel barth Models/player/markus/swbf2/characters/hero/imperial_pilots/pilot_imperial_orig_01/pilot_imperial_orig_01.mdl.'.
[23:17:29]	Petty Officer Second Class Arnold Jackson used command '/CharSetModel barth Models/player/markus/swbf2/characters/hero/imperial_pilots/pilot_imperial_orig_01/pilot_imperial_orig_01.mdl'.
[23:17:38]	Crewman Third Class Bartholomew Tump used the 'Armory' vendor.
[23:17:39]	Petty Officer Second Class Arnold Jackson has spawned 'models/npc/markus/swbf2/characters/imperial/imperial_tanktrooper/imperial_tanktrooper_04.mdl'.
[23:17:41]	Petty Officer Second Class Arnold Jackson has spawned 'models/npc/markus/swbf2/characters/imperial/imperial_tanktrooper/imperial_tanktrooper_03.mdl'.
[23:17:43]	Crewman Third Class Bartholomew Tump has gained 0 credits.
[23:17:43]	Crewman Third Class Bartholomew Tump has gained a 'Comlink' #1495.
[23:17:45]	Crewman Third Class Bartholomew Tump has gained 0 credits.
[23:17:45]	Crewman Third Class Bartholomew Tump has gained a 'E-11 Blaster' #1496.
[23:17:48]	Crewman Third Class Bartholomew Tump has gained 0 credits.
[23:17:48]	Crewman Third Class Bartholomew Tump has gained a 'Tibanna Cartridge' #1497.
[23:17:48]	Crewman Third Class Bartholomew Tump has gained 0 credits.
[23:17:48]	Crewman Third Class Bartholomew Tump has gained a 'Tibanna Cartridge' #1498.
[23:17:48]	Crewman Third Class Bartholomew Tump has gained 0 credits.
[23:17:48]	Crewman Third Class Bartholomew Tump has gained a 'Tibanna Cartridge' #1499.
[23:17:49]	Crewman Third Class Bartholomew Tump has gained 0 credits.
[23:17:49]	Crewman Third Class Bartholomew Tump has gained a 'Tibanna Cartridge' #1500.
[23:17:50]	Petty Officer Second Class Arnold Jackson used command '/CharSetModel bulwark models/npc/markus/swbf2/characters/imperial/imperial_tanktrooper/imperial_tanktrooper_03.mdl'.
[23:17:52]	Crewman Third Class Bartholomew Tump has gained 0 credits.
[23:17:52]	Crewman Third Class Bartholomew Tump has gained a 'Flashlight' #1501.
[23:18:00]	Crewman Third Class Bartholomew Tump ran 'Equip' on item 'E-11 Blaster' (#1496)
[23:18:03]	Petty Officer Second Class Arnold Jackson used command '/CharSetModel bulwark models/player/markus/swbf2/characters/imperial/imperial_tanktrooper/imperial_tanktrooper_03.mdl'.
[23:18:56]	[ME] Crewman Third Class Bartholomew Tump: nods head rapitally
[23:19:31]	Doughnut loaded the character 'Lieutenant Shunk Tump'
[23:19:32]	Lieutenant Shunk Tump entered observer.
[23:19:36]	Lieutenant Shunk Tump exited observer at their location.
[23:19:50]	[ME] Crewman Third Class Bartholomew Tump: stares at father
[23:22:12]	[LOOC] Sergeant Owen ''Bulwark'' Tump: Shafar
[23:22:56]	[LOOC] Sergeant Owen ''Bulwark'' Tump: Ni'Shaw-Dak followers believed that innocent people following other religions were doomed, and thus killing them was not wrong.
[23:23:44]	Lieutenant Shunk Tump used command '/CharGiveFlag bartholomew P'.
[23:34:31]	[ME] Crewman Third Class Bartholomew Tump: sit
[23:35:06]	Lieutenant Shunk Tump used command '/CharGiveFlag bartholomew pet'.
[23:35:16]	Crewman Third Class Bartholomew Tump has spawned 'models/Gibs/Antlion_gib_Large_2.mdl'.
[23:35:18]	Lieutenant Shunk Tump entered observer.
[23:35:25]	Lieutenant Shunk Tump exited observer at their location.
[23:35:39]	Crewman Third Class Bartholomew Tump has spawned 'models/Gibs/Antlion_gib_Large_2.mdl'.
[23:35:53]	Crewman Third Class Bartholomew Tump has spawned 'models/props_c17/metalPot002a.mdl'.
[23:35:58]	Crewman Third Class Bartholomew Tump has spawned 'models/Gibs/Antlion_gib_Large_2.mdl'.
[23:36:11]	Lieutenant Shunk Tump entered observer.
[23:36:12]	Lieutenant Shunk Tump exited observer at their location.
[23:36:14]	Lieutenant Shunk Tump entered observer.
[23:36:32]	Lieutenant Shunk Tump exited observer at their location.
[23:36:34]	Lieutenant Shunk Tump entered observer.
[23:36:34]	Lieutenant Shunk Tump exited observer at their location.
[23:37:19]	Crewman Third Class Bartholomew Tump has spawned 'models/props_c17/metalPot002a.mdl'.
[23:37:25]	Crewman Third Class Bartholomew Tump has spawned 'models/Gibs/Antlion_gib_Large_2.mdl'.
[23:38:24]	Crewman Third Class Bartholomew Tump has spawned 'models/props_c17/furnitureStove001a.mdl'.
[23:41:21]	Lieutenant Shunk Tump has spawned 'models/carlwheezer/playermodels/carlwheezer.mdl'.
[23:42:31]	Lieutenant Shunk Tump has spawned 'models/cire992/props/kitchen05.mdl'.
[23:42:41]	Lieutenant Shunk Tump entered observer.
[23:43:20]	Lieutenant Shunk Tump exited observer at their location.
[23:43:40]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[23:43:44]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[23:43:50]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[23:43:52]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[23:44:11]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[23:44:16]	Crewman Third Class Bartholomew Tump has spawned 'models/noesis/donut.mdl'.
[23:44:40]	Lieutenant Shunk Tump has taken 25 damage from Crewman Third Class Bartholomew Tump.
[23:44:40]	Lieutenant Shunk Tump has taken 25 damage from Crewman Third Class Bartholomew Tump.
[23:44:41]	Lieutenant Shunk Tump has taken 25 damage from Crewman Third Class Bartholomew Tump.
[23:44:41]	Crewman Third Class Bartholomew Tump has taken 25 damage from Lieutenant Shunk Tump.
[23:44:41]	Lieutenant Shunk Tump has taken 25 damage from Crewman Third Class Bartholomew Tump.
[23:44:41]	Crewman Third Class Bartholomew Tump has killed Lieutenant Shunk Tump with weapon_lightsaber.
[23:44:44]	Crewman Third Class Bartholomew Tump has taken 30 damage from Sergeant Owen ''Bulwark'' Tump.
[23:44:45]	Crewman Third Class Bartholomew Tump has taken 29 damage from Sergeant Owen ''Bulwark'' Tump.
[23:44:45]	Crewman Third Class Bartholomew Tump has taken 29 damage from Sergeant Owen ''Bulwark'' Tump.
[23:44:45]	Sergeant Owen ''Bulwark'' Tump has killed Crewman Third Class Bartholomew Tump with rw_sw_e11.
[23:44:49]	Lieutenant Shunk Tump entered observer.
[23:44:53]	Lieutenant Shunk Tump exited observer at their location.
[23:44:54]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[23:45:06]	Sergeant Owen ''Bulwark'' Tump has taken 25 damage from Lieutenant Shunk Tump.
[23:45:06]	Sergeant Owen ''Bulwark'' Tump has taken 25 damage from Lieutenant Shunk Tump.
[23:45:06]	Sergeant Owen ''Bulwark'' Tump has taken 25 damage from Lieutenant Shunk Tump.
[23:45:07]	Sergeant Owen ''Bulwark'' Tump has taken 25 damage from Lieutenant Shunk Tump.
[23:45:07]	Lieutenant Shunk Tump has killed Sergeant Owen ''Bulwark'' Tump with weapon_lightsaber.
[23:45:56]	Lieutenant Shunk Tump has killed Lieutenant Shunk Tump.
[23:46:02]	Lieutenant Shunk Tump entered observer.
[23:46:06]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:46:07]	Lieutenant Shunk Tump exited observer at their location.
[23:46:07]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:46:10]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[23:46:10]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:46:10]	Sergeant Owen ''Bulwark'' Tump ran 'Equip' on item 'E-11 Blaster' (#1486)
[23:46:11]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:46:13]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:46:14]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:46:15]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:46:16]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:46:22]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:46:25]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:46:28]	Crewman Third Class Bartholomew Tump has spawned 'models/noesis/donut.mdl'.
[23:47:01]	[LOOC] Crewman Third Class Bartholomew Tump: /me eggs doughnuts house
[23:47:02]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:47:10]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:47:13]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[23:47:14]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:47:15]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:47:16]	[LOOC] Sergeant Owen ''Bulwark'' Tump: You have disgraced the Ni'Shaw, I shall slay you.
[23:47:18]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:47:20]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/egg.mdl'.
[23:47:23]	Crewman Third Class Bartholomew Tump has taken 25 damage from Lieutenant Shunk Tump.
[23:47:23]	Crewman Third Class Bartholomew Tump has taken 25 damage from Lieutenant Shunk Tump.
[23:47:23]	Crewman Third Class Bartholomew Tump has taken 25 damage from Lieutenant Shunk Tump.
[23:47:23]	Crewman Third Class Bartholomew Tump has taken 25 damage from Lieutenant Shunk Tump.
[23:47:23]	Lieutenant Shunk Tump has killed Crewman Third Class Bartholomew Tump with weapon_lightsaber.
[23:47:38]	[OOC] Crewman Third Class Bartholomew Tump: tp back loser
[23:47:49]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/cannon.mdl'.
[23:47:50]	Lieutenant Shunk Tump has taken 5 damage from prop_physics.
[23:47:50]	Lieutenant Shunk Tump has taken 5 damage from prop_physics.
[23:47:50]	Lieutenant Shunk Tump has taken 20 damage from prop_physics.
[23:47:50]	Lieutenant Shunk Tump has taken 5 damage from prop_physics.
[23:47:50]	Sergeant Owen ''Bulwark'' Tump has taken 20 damage from prop_physics.
[23:47:50]	Lieutenant Shunk Tump has taken 5 damage from prop_physics.
[23:47:53]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[23:48:31]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/potato.mdl'.
[23:48:51]	[ME] Crewman Third Class Bartholomew Tump: places potato for family
[23:48:53]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/potato.mdl'.
[23:48:54]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/potato.mdl'.
[23:49:02]	Lieutenant Shunk Tump has killed Lieutenant Shunk Tump.
[23:49:04]	Crewman Third Class Bartholomew Tump has spawned 'models/props_phx/misc/soccerball.mdl'.
[23:49:26]	Crewman Third Class Bartholomew Tump has taken 29 damage from Sergeant Owen ''Bulwark'' Tump.
[23:49:26]	Crewman Third Class Bartholomew Tump has taken 29 damage from Sergeant Owen ''Bulwark'' Tump.
[23:49:26]	Crewman Third Class Bartholomew Tump has taken 29 damage from Sergeant Owen ''Bulwark'' Tump.
[23:49:27]	Crewman Third Class Bartholomew Tump has taken 30 damage from Sergeant Owen ''Bulwark'' Tump.
[23:49:27]	Sergeant Owen ''Bulwark'' Tump has killed Crewman Third Class Bartholomew Tump with rw_sw_e11.
[23:49:35]	Lieutenant Shunk Tump has killed Lieutenant Shunk Tump.
[23:49:46]	Doughnut (STEAM_0:1:127409364) has disconnected.
[23:50:04]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:04]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:04]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:04]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:04]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:04]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:04]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:04]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:05]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:05]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:05]	Crewman Third Class Bartholomew Tump has taken 1 damage from liftDoor4_2.
[23:50:37]	Doughnut has connected.
[23:51:04]	Crewman Third Class Bartholomew Tump has taken 30 damage from Sergeant Owen ''Bulwark'' Tump.
[23:51:05]	Crewman Third Class Bartholomew Tump has taken 30 damage from Sergeant Owen ''Bulwark'' Tump.
[23:51:05]	Crewman Third Class Bartholomew Tump has taken 29 damage from Sergeant Owen ''Bulwark'' Tump.
[23:51:05]	Crewman Third Class Bartholomew Tump has taken 30 damage from Sergeant Owen ''Bulwark'' Tump.
[23:51:05]	Sergeant Owen ''Bulwark'' Tump has killed Crewman Third Class Bartholomew Tump with rw_sw_e11.
[23:51:53]	Doughnut loaded the character 'Lieutenant Shunk Tump'
[23:54:06]	Lieutenant Shunk Tump has spawned 'models/hunter/blocks/cube05x05x025.mdl'.
[23:54:11]	Crewman Third Class Bartholomew Tump has spawned 'models/props_vehicles/truck001a.mdl'.
[23:54:12]	Crewman Third Class Bartholomew Tump has taken 10 damage from prop_physics.
[23:54:21]	Crewman Third Class Bartholomew Tump has spawned 'models/weapons/w_smg_p90.mdl'.
[23:54:59]	Crewman Third Class Bartholomew Tump has taken 30 damage from Sergeant Owen ''Bulwark'' Tump.
[23:54:59]	Crewman Third Class Bartholomew Tump has taken 29 damage from Sergeant Owen ''Bulwark'' Tump.
[23:55:00]	Crewman Third Class Bartholomew Tump has taken 30 damage from Sergeant Owen ''Bulwark'' Tump.
[23:55:00]	Crewman Third Class Bartholomew Tump has taken 31 damage from Sergeant Owen ''Bulwark'' Tump.
[23:55:00]	Sergeant Owen ''Bulwark'' Tump has killed Crewman Third Class Bartholomew Tump with rw_sw_e11.
[23:59:46]	[LOOC] Sergeant Owen ''Bulwark'' Tump: DOUGHNUT
[23:59:58]	[LOOC] Sergeant Owen ''Bulwark'' Tump: I will join a seperate VC, we can still talk in IC if you so wish.
