[00:00:00]	[OOC] Unknown: rejoin*
[00:34:48]	Petty Officer First Class Cynthia Pritchett entered observer.
[00:34:58]	Crewman Third Class Red Giddeon used command '/c of a much lower voltage'.
[00:35:01]	Petty Officer First Class Cynthia Pritchett exited observer at their location.
[00:35:04]	Petty Officer First Class Cynthia Pritchett entered observer.
[00:35:05]	Petty Officer First Class Cynthia Pritchett exited observer at their location.
[00:35:12]	Petty Officer First Class Cynthia Pritchett used command '/c Again, the droid is incapable of killing you.'.
[00:35:17]	Petty Officer First Class Cynthia Pritchett used command '/c Both programatically and physically.'.
[00:35:42]	Flight Sub-Lieutenant Erik Crogour used command '/comm If he zapped me enough I'm sure he would'.
[00:35:47]	Crewman Third Class Red Giddeon used command '/c ive seen oftherwise'.
[00:35:56]	Petty Officer First Class Cynthia Pritchett used command '/c As someone who has been trained in electronic safety, no.'.
[00:35:59]	Petty Officer First Class Cynthia Pritchett used command '/c He couldn't have.'.
[00:36:05]	Petty Officer First Class Cynthia Pritchett entered observer.
[00:36:06]	Petty Officer First Class Cynthia Pritchett exited observer at their location.
[00:36:07]	Petty Officer First Class Cynthia Pritchett entered observer.
[00:36:08]	Petty Officer First Class Cynthia Pritchett exited observer at their location.
[00:36:10]	Petty Officer First Class Cynthia Pritchett entered observer.
[00:36:16]	Petty Officer First Class Cynthia Pritchett exited observer at their location.
[00:36:20]	Petty Officer First Class Cynthia Pritchett used command '/c Again, it gives jolts.'.
[00:36:31]	Crewman Third Class Red Giddeon used command '/c may have not been your droid, but ive seen some pretty messed up droid battles with those things'.
[00:36:36]	Petty Officer First Class Cynthia Pritchett used command '/c It's used to zap electronics at a small voltage.'.
[00:36:42]	Petty Officer First Class Cynthia Pritchett used command '/c Okay? Those are battle droids.'.
[00:37:41]	[ME] Petty Officer First Class Cynthia Pritchett: looks at crogour.
[00:38:56]	[ME] Flight Sub-Lieutenant Erik Crogour: gets into a fighting position
[00:41:42]	[LOOC] Petty Officer First Class Cynthia Pritchett: Lord Vader*
[00:41:46]	[LOOC] Petty Officer First Class Cynthia Pritchett: nobody calls him darth, nobody knows that title
[00:41:51]	[LOOC] Flight Sub-Lieutenant Erik Crogour: Whoops
[00:41:53]	[LOOC] Flight Sub-Lieutenant Erik Crogour: lmao\
[00:41:54]	[LOOC] Petty Officer First Class Cynthia Pritchett: all good
[00:43:20]	[ME] Flight Sub-Lieutenant Erik Crogour: throws a punch towards Pritchett "Enough with your pro droid bullshit!"
[00:43:22]	Flight Sub-Lieutenant Erik Crogour rolled 98 out of 100.
[00:43:22]	Flight Sub-Lieutenant Erik Crogour used command '/Roll'.
[00:43:27]	[LOOC] Petty Officer First Class Cynthia Pritchett: first off, roll strength
[00:43:32]	[LOOC] Flight Sub-Lieutenant Erik Crogour: I just did
[00:43:34]	[LOOC] Petty Officer First Class Cynthia Pritchett: no,
[00:43:36]	[LOOC] Petty Officer First Class Cynthia Pritchett: /rollstat str
[00:43:38]	[LOOC] Flight Sub-Lieutenant Erik Crogour: oh
[00:43:42]	[LOOC] Flight Sub-Lieutenant Erik Crogour: fuckin gay
[00:43:46]	[LOOC] Petty Officer First Class Cynthia Pritchett: lmao
[00:43:47]	[LOOC] Flight Sub-Lieutenant Erik Crogour: lmao jk
[00:43:48]	[ME] Petty Officer First Class Cynthia Pritchett: would attempt to step to the side out of the way
[00:43:55]	[LOOC] Petty Officer First Class Cynthia Pritchett: i'm rolling agi, you're rolling str
[00:44:01]	[ME] Petty Officer First Class Cynthia Pritchett: is punched square in the face.
[00:44:03]	[LOOC] Petty Officer First Class Cynthia Pritchett: punch me
[00:44:08]	Petty Officer First Class Cynthia Pritchett has taken 7 damage from Flight Sub-Lieutenant Erik Crogour.
[00:44:42]	[LOOC] Petty Officer First Class Cynthia Pritchett: She*
[00:44:52]	Petty Officer First Class Cynthia Pritchett used command '/DoorSetHidden true'.
[00:46:06]	[ME] Flight Sub-Lieutenant Erik Crogour: relaxes his fists and starts to do deep breathes
[00:48:10]	[ME] Petty Officer First Class Cynthia Pritchett: leaves.
[00:48:23]	[LOOC] Flight Sub-Lieutenant Erik Crogour: void
[00:49:08]	Petty Officer First Class Cynthia Pritchett entered observer.
[00:50:57]	Petty Officer First Class Cynthia Pritchett exited observer at their location.
[00:50:58]	Petty Officer First Class Cynthia Pritchett entered observer.
[01:08:07]	Crewman Third Class Red Giddeon used command '/c Pritchett'.
[01:08:12]	Petty Officer First Class Cynthia Pritchett used command '/c Yes?'.
[01:08:38]	Crewman Third Class Red Giddeon used command '/c your not rewiring modifying that thing to kill us or something right'.
[01:08:59]	Petty Officer First Class Cynthia Pritchett used command '/c You're kidding.'.
[01:09:03]	Petty Officer First Class Cynthia Pritchett used command '/c You trust me that little.'.
[01:09:09]	Petty Officer First Class Cynthia Pritchett used command '/c No, Giddeon. I'm not programming a droid to kill you.'.
[01:09:18]	Crewman Third Class Red Giddeon used command '/c well, after what happeneed...'.
[01:09:34]	Crewman Third Class Red Giddeon used command '/c I honestly wouldnt blame you.'.
[01:09:56]	Petty Officer First Class Cynthia Pritchett used command '/c No, that's still unacceptable.'.
[01:10:02]	Petty Officer First Class Cynthia Pritchett used command '/c That's still, yknow.'.
[01:10:03]	Petty Officer First Class Cynthia Pritchett used command '/c Murder.'.
[01:10:25]	Crewman Third Class Red Giddeon used command '/c Murders everywhere Pritchett'.
[01:10:58]	Petty Officer First Class Cynthia Pritchett used command '/c I'm not one.'.
[01:11:01]	Flight Sub-Lieutenant Erik Crogour used command '/comm We're in the Imperial Military.'.
[01:11:17]	Crewman Third Class Red Giddeon used command '/c Ill keep that in mind'.
[01:11:49]	[OOC] Petty Officer First Class Cynthia Pritchett: i love adobe illustrator
[01:11:54]	Petty Officer First Class Cynthia Pritchett used command '/c Okay, we kill bad guys.'.
[01:11:56]	Petty Officer First Class Cynthia Pritchett used command '/c Not our own.'.
[01:12:13]	Flight Sub-Lieutenant Erik Crogour used command '/comm What if our own become people we kill?'.
[01:12:30]	Crewman Third Class Red Giddeon used command '/c but, could you, hear me out, rewire that think to kill for us?'.
[01:14:20]	Petty Officer First Class Cynthia Pritchett used command '/c Of course I could, but I would never.'.
[01:14:31]	Petty Officer First Class Cynthia Pritchett used command '/c In the same regard you can shoot me with your blasters'.
[01:14:57]	[LOOC] Flight Sub-Lieutenant Erik Crogour: Damn
[01:15:08]	[LOOC] Flight Sub-Lieutenant Erik Crogour: I almost had a cool gun
[01:15:59]	Crewman Third Class Red Giddeon used command '/c i guess thats true'.
[01:16:12]	[LOOC] Flight Sub-Lieutenant Erik Crogour: I was checking somethng
[01:17:43]	[ME] Crewman Third Class Red Giddeon: grabs a bottle of space beer
[01:17:57]	[OOC] Petty Officer First Class Cynthia Pritchett: adobe illustraot
[01:17:59]	[OOC] Petty Officer First Class Cynthia Pritchett: no idea how ot use it
[01:18:12]	[OOC] Crewman Third Class Red Giddeon: /me ?
[01:18:26]	[OOC] Flight Sub-Lieutenant Erik Crogour: ?
[01:18:26]	[OOC] Petty Officer First Class Cynthia Pritchett: no, that's just me making merch
[01:18:37]	[LOOC] Flight Sub-Lieutenant Erik Crogour: Brb
[01:18:59]	[OOC] Flight Sub-Lieutenant Erik Crogour: How does one make a droid
[01:19:06]	[ME] Crewman Third Class Red Giddeon: sips from bottle slowley
[01:19:07]	[OOC] Petty Officer First Class Cynthia Pritchett: go ahead and create one from the character create menu
[01:19:12]	[OOC] Petty Officer First Class Cynthia Pritchett: also vutta do you use illustrator often
[01:19:26]	[OOC] Flight Sub-Lieutenant Erik Crogour: There is only Stormtrooper, Navy, Army, and Unknown
[01:19:41]	[OOC] Flight Sub-Lieutenant Erik Crogour: Also I've only used it once, but I had a template
[01:20:27]	[ME] Crewman Third Class Red Giddeon: is getting sleepy
[01:20:45]	[OOC] Crewman Third Class Red Giddeon: im not sure what that is
[01:20:49]	[OOC] Petty Officer First Class Cynthia Pritchett: alright
[01:20:51]	[OOC] Petty Officer First Class Cynthia Pritchett: it's an adobe software
[01:20:54]	[OOC] Petty Officer First Class Cynthia Pritchett: oh, i didn't whitelist you fuck
[01:21:01]	[OOC] Petty Officer First Class Cynthia Pritchett: wait, unknown?
[01:21:03]	[OOC] Petty Officer First Class Cynthia Pritchett: click on unknown
[01:21:57]	[OOC] Petty Officer First Class Cynthia Pritchett: what models come up
[01:22:10]	[OOC] Flight Sub-Lieutenant Erik Crogour: Basic city 17 citizens
[01:22:14]	[OOC] Petty Officer First Class Cynthia Pritchett: wtf
[01:22:16]	Petty Officer First Class Cynthia Pritchett used command '/PlyWhitelist erik droid'.
[01:22:22]	[OOC] Petty Officer First Class Cynthia Pritchett: try again nowthat i rewhitelisted you
[01:22:37]	[OOC] Flight Sub-Lieutenant Erik Crogour: Still the same
[01:22:52]	[OOC] Petty Officer First Class Cynthia Pritchett: fuck me
[01:22:56]	[OOC] Petty Officer First Class Cynthia Pritchett: we may have to restart
[01:22:57]	[OOC] Petty Officer First Class Cynthia Pritchett: hold on
[01:23:20]	[OOC] Flight Sub-Lieutenant Erik Crogour: Cool test
[01:24:04]	[OOC] Petty Officer First Class Cynthia Pritchett: found hte issue
[01:24:11]	[OOC] Flight Sub-Lieutenant Erik Crogour: What was it?
[01:25:09]	[OOC] Flight Sub-Lieutenant Erik Crogour: NOOO AHHH I was going to be a fucking Probe Droid
[01:25:13]	[OOC] Crewman Third Class Red Giddeon: alr yall im literally about to face plant onto my pc, imma head out. night yall
[01:25:16]	[OOC] Flight Sub-Lieutenant Erik Crogour: But the model is an ERROR
[01:25:21]	[OOC] Flight Sub-Lieutenant Erik Crogour: Gn Red
[01:25:25]	[OOC] Petty Officer First Class Cynthia Pritchett: probably a server ocntent thng
[01:25:31]	[OOC] Petty Officer First Class Cynthia Pritchett: alright man, gooinght
[01:25:36]	[OOC] Petty Officer First Class Cynthia Pritchett: yuo can amke it, i'll try ot fix it, one sec
[01:25:38]	NeoChex (STEAM_0:1:74406306) has disconnected.
[01:25:39]	[OOC] Flight Sub-Lieutenant Erik Crogour: I've subbed to all the content today
[01:25:43]	Petty Officer First Class Cynthia Pritchett exited observer at their location.
[01:26:03]	Petty Officer First Class Cynthia Pritchett has spawned 'models/gagprobe/gagprobe.mdl'.
[01:26:06]	[OOC] Petty Officer First Class Cynthia Pritchett: yeah it may be a sever problem
[01:26:09]	[OOC] Petty Officer First Class Cynthia Pritchett: hod lno
[01:26:15]	Vutta created the character 'Probe Droid'
[01:26:16]	[OOC] Petty Officer First Class Cynthia Pritchett: yeah we have ot add another mode lt tohe content
[01:26:19]	Vutta loaded the character 'Probe Droid'
[01:26:20]	[OOC] Petty Officer First Class Cynthia Pritchett: you can create one but you won'
[01:26:24]	[OOC] Petty Officer First Class Cynthia Pritchett: won't get the model unitl tomorrow
[01:26:24]	Petty Officer First Class Cynthia Pritchett entered observer.
[01:27:01]	[OOC] Probe Droid: What would a KX-series security droid do
[01:27:08]	Petty Officer First Class Cynthia Pritchett used command '/DoorSetHidden true'.
[01:27:12]	[OOC] Probe Droid: Like I know it's all security stuff
[01:27:18]	[OOC] Probe Droid: But what would it intale
[01:27:20]	[OOC] Petty Officer First Class Cynthia Pritchett: wait why idd your name not get set
[01:27:21]	[OOC] Petty Officer First Class Cynthia Pritchett: hold on
[01:27:32]	[OOC] Petty Officer First Class Cynthia Pritchett: oh i didn't set hte probe droid naming we good
[01:27:33]	[OOC] Petty Officer First Class Cynthia Pritchett: anyways
[01:27:48]	[OOC] Petty Officer First Class Cynthia Pritchett: removing belligerent people, sometimes acting as an assistant to navy troopers
[01:27:52]	Petty Officer First Class Cynthia Pritchett exited observer at their location.
[01:27:52]	Petty Officer First Class Cynthia Pritchett entered observer.
[01:27:56]	Petty Officer First Class Cynthia Pritchett used command '/CharGiveFlag probe D'.
[01:28:06]	[OOC] Petty Officer First Class Cynthia Pritchett: sometimes just patrolling
[01:28:11]	[OOC] Petty Officer First Class Cynthia Pritchett: or possibly even a combat unity
[01:28:14]	[OOC] Petty Officer First Class Cynthia Pritchett: unit
[01:28:23]	[OOC] Probe Droid: What about Probe droid
[01:28:58]	[OOC] Petty Officer First Class Cynthia Pritchett: tyou're deployed circumstancially
[01:29:04]	[OOC] Petty Officer First Class Cynthia Pritchett: you don't have to pick just one
[01:29:28]	[OOC] Probe Droid: I can have multiple droids?
[01:29:40]	[OOC] Petty Officer First Class Cynthia Pritchett: yeah
[01:29:42]	[OOC] Probe Droid: I was thinking Probe, KX, or Mouse
[01:30:27]	[OOC] Petty Officer First Class Cynthia Pritchett: go ahead
[01:30:30]	Vutta created the character 'Mouse Droid'
[01:30:35]	Vutta loaded the character 'MSE-6-q810j'
[01:30:41]	[OOC] MSE-6-q810j: Vroom Vroom
[01:31:15]	[OOC] MSE-6-q810j: Sucks there isn't like a Mouse droid swep
[01:32:29]	[OOC] Petty Officer First Class Cynthia Pritchett: there is not
[01:32:30]	Petty Officer First Class Cynthia Pritchett exited observer at their location.
[01:32:32]	Petty Officer First Class Cynthia Pritchett entered observer.
[01:32:39]	Petty Officer First Class Cynthia Pritchett used command '/CharSetName mse MSE-6-Q810J'.
[01:32:42]	[OOC] Petty Officer First Class Cynthia Pritchett: i need to do some more fixes and stuff
[01:32:46]	[OOC] Petty Officer First Class Cynthia Pritchett: right now i'm relaxing and doing design
[01:32:50]	[OOC] Petty Officer First Class Cynthia Pritchett: been a long day
[01:33:13]	[OOC] MSE-6-Q810J: Yhea it's all good
[01:34:32]	[OOC] MSE-6-Q810J: Alright well today was fun I'll see if I can get on tomorrow 
[01:34:47]	[OOC] MSE-6-Q810J: Goodnight
[01:34:55]	Vutta (STEAM_0:0:70853523) has disconnected.
[01:57:34]	Petty Officer First Class Cynthia Pritchett exited observer at their location.
[01:57:35]	Petty Officer First Class Cynthia Pritchett entered observer.
[02:00:31]	matt saton (STEAM_0:1:53097688) has disconnected (timed out).
[10:38:13]	NeoChex has connected.
[10:43:14]	NeoChex (STEAM_0:1:74406306) has disconnected (timed out).
[12:01:21]	FB|| light ROOM has connected.
[12:01:41]	FB|| light ROOM loaded the character 'Private First Class TX-7062'
[12:03:37]	Private First Class TX-7062 used the 'Armory' vendor.
[12:06:19]	NamRm has connected.
[12:11:12]	Private First Class TX-7062 used the 'Armory' vendor.
[12:14:50]	Private First Class TX-7062 used command '/CharDesc'.
[12:14:57]	Private First Class TX-7062 used command '/CharDesc Black snow trooper armor | around 5'9 | blue filters on his helmet | E-22 holstered | '.
[12:19:15]	Private First Class TX-7062 used command '/CharDesc'.
[12:19:32]	Private First Class TX-7062 used command '/CharDesc Black snow trooper armor | around 5'9 |all terrain boots | E-22 holstered | '.
[12:20:31]	NamRm loaded the character 'Lance Corporal LS-7979'
[12:21:42]	Private First Class TX-7062 used the 'Armory' vendor.
[12:21:43]	Lance Corporal LS-7979 used the 'Armory' vendor.
[12:21:45]	Lance Corporal LS-7979 has gained 0 credits.
[12:21:45]	Lance Corporal LS-7979 has gained a 'Tibanna Cartridge' #820.
[12:21:45]	Lance Corporal LS-7979 has gained 0 credits.
[12:21:45]	Lance Corporal LS-7979 has gained a 'Tibanna Cartridge' #821.
[12:21:46]	Lance Corporal LS-7979 has gained 0 credits.
[12:21:46]	Lance Corporal LS-7979 has gained a 'Tibanna Cartridge' #822.
[12:21:46]	Lance Corporal LS-7979 has gained 0 credits.
[12:21:46]	Lance Corporal LS-7979 has gained a 'Tibanna Cartridge' #823.
[12:21:47]	Lance Corporal LS-7979 has gained 0 credits.
[12:21:47]	Lance Corporal LS-7979 has gained a 'Tibanna Cartridge' #824.
[12:21:47]	Lance Corporal LS-7979 has gained 0 credits.
[12:21:47]	Lance Corporal LS-7979 has gained a 'Tibanna Cartridge' #825.
