[00:10:52]	_--Ashley--_ has connected.
[00:49:04]	Alex Palovichov ran 'take' on item 'Empty Glass Bottle' (#27146)
[00:49:04]	Alex Palovichov has gained a 'Empty Glass Bottle' #27146.
[00:49:22]	Denford F. MacMillian opened the '' #253 container.
[00:49:27]	Denford F. MacMillian closed the '' #253 container.
[00:49:31]	Alex Palovichov opened the '' #239 container.
[00:49:36]	Spooky Wolf has connected.
[00:49:38]	Alex Palovichov closed the '' #239 container.
[00:49:46]	[LOOC] Denford F. MacMillian: fuck, brb.
[00:49:48]	Alex Palovichov opened the '' #239 container.
[00:49:52]	Alex Palovichov closed the '' #239 container.
[00:50:13]	Ashley Adams ran 'HealOther' on item 'Stimshot' (#27108)
[00:50:18]	Ashley Adams ran 'HealOther' on item 'Stimshot' (#27108)
[00:50:33]	Ashley Adams ran 'HealOther' on item 'Stimshot' (#27108)
[00:51:19]	Alex Palovichov opened the '' #2396 container.
[00:51:21]	Ashley Adams ran 'EquipUn' on item 'Combat Knife' (#27068)
[00:51:22]	Alex Palovichov closed the '' #2396 container.
[00:51:29]	Alex Palovichov ran 'EquipUn' on item 'Crowbar' (#24740)
[00:51:30]	Alex Palovichov ran 'Equip' on item 'Crowbar' (#24740)
[00:51:31]	Alex Palovichov ran 'EquipUn' on item 'Crowbar' (#24740)
[00:51:33]	Alex Palovichov ran 'Equip' on item 'Crowbar' (#24740)
[00:51:43]	Ashley Adams ran 'EquipUn' on item 'Fingerless Gloves' (#26098)
[00:51:44]	Ashley Adams ran 'Equip' on item 'Fingerless Gloves' (#26098)
[00:52:32]	Alex Palovichov ran 'EquipUn' on item 'Crowbar' (#24740)
[00:52:33]	Alex Palovichov ran 'Equip' on item 'Crowbar' (#24740)
[00:52:47]	[LOOC] Denford F. MacMillian: bacl
[00:52:52]	[LOOC] Denford F. MacMillian: *back.
[00:52:53]	[OOC] Ashley Adams: wb
[00:53:33]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[00:53:40]	Alex Palovichov opened the '' #2395 container.
[00:53:41]	Alex Palovichov closed the '' #2395 container.
[00:53:45]	Alex Palovichov opened the '' #2383 container.
[00:53:47]	Alex Palovichov closed the '' #2383 container.
[00:53:51]	Spooky Wolf loaded the character 'Anastasia Ivanovich'
[00:53:52]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[00:53:56]	Alex Palovichov opened the '' #2384 container.
[00:53:58]	Alex Palovichov closed the '' #2384 container.
[00:54:02]	Alex Palovichov ran 'Edit' on item 'Paper' (#24871)
[00:54:09]	Alex Palovichov opened the '' #2385 container.
[00:54:11]	Alex Palovichov closed the '' #2385 container.
[00:54:15]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[00:54:24]	Alex Palovichov opened the '' #2415 container.
[00:54:26]	Alex Palovichov closed the '' #2415 container.
[00:54:26]	[OOC] Anastasia Ivanovich: fellow rpers
[00:54:29]	[OOC] Denford F. MacMillian: Hello gamer.
[00:54:30]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[00:54:34]	[OOC] Ashley Adams: HEY! Ana!
[00:54:39]	Alex Palovichov opened the '' #2387 container.
[00:54:44]	[W] Denford F. MacMillian: The guy in there...He seems to be a big kiss ass.
[00:54:45]	Alex Palovichov closed the '' #2387 container.
[00:54:49]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[00:54:53]	Alex Palovichov opened the '' #2386 container.
[00:54:56]	[OOC] Anastasia Ivanovich: empty ass streets but I don't want to meta unless everyone is all at the same spot
[00:55:04]	[OOC] Ashley Adams: we are.
[00:55:16]	Alex Palovichov closed the '' #2386 container.
[00:55:16]	Alex Palovichov opened the '' #2387 container.
[00:55:19]	Alex Palovichov closed the '' #2387 container.
[00:55:21]	[OOC] Anastasia Ivanovich: meta?
[00:55:32]	Alex Palovichov used the 'Infestation Control Storage' vendor.
[00:55:32]	[OOC] Ashley Adams: were just sitting near the theator
[00:55:37]	[OOC] Ashley Adams: theater
[00:55:47]	Alex Palovichov has gained 0 tokens.
[00:55:47]	Alex Palovichov has gained a 'Health Kit' #27149.
[00:55:53]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[00:56:19]	Ashley Adams ran 'drop' on item 'Empty Combine Air Tank' (#27122)
[00:56:19]	Ashley Adams has lost a 'Empty Combine Air Tank' #27122.
[00:56:24]	Ashley Adams ran 'take' on item 'Empty Combine Air Tank' (#27122)
[00:56:24]	Ashley Adams has gained a 'Empty Combine Air Tank' #27122.
[00:56:37]	Alex Palovichov opened the '' #2395 container.
[00:56:39]	Alex Palovichov closed the '' #2395 container.
[00:56:40]	Alex Palovichov opened the '' #2385 container.
[00:56:42]	Alex Palovichov closed the '' #2385 container.
[00:56:42]	Alex Palovichov opened the '' #2384 container.
[00:56:42]	Alex Palovichov closed the '' #2384 container.
[00:56:44]	Alex Palovichov opened the '' #2384 container.
[00:56:47]	Alex Palovichov closed the '' #2384 container.
[00:56:50]	Alex Palovichov opened the '' #2383 container.
[00:57:03]	[LOOC] Ashley Adams: been
[00:57:10]	Alex Palovichov closed the '' #2383 container.
[00:57:28]	[ME] Denford F. MacMillian: looks over to Ana, giving a slow nod then a nod to the door, signalling something.
[00:57:41]	[LOOC] Ashley Adams: I Legit thought someone stole my thing, cause I didnt see the wheel.
[00:57:49]	[Y] Alex Palovichov: What the fuck?!
[00:58:00]	[Y] Denford F. MacMillian: QUIT YOUR YAPPING! What did you do now.
[00:58:01]	[Y] Alex Palovichov: When the fuck! DID THEY HAVE A WATER PIPE HERE!
[00:58:08]	[Y] Ashley Adams: Are you okay in there?
[00:58:15]	[Y] Alex Palovichov: THERE IS WATER LEAKING EVERYWHERE!
[00:58:20]	[Y] Denford F. MacMillian: Which level?
[00:58:23]	[ME] Anastasia Ivanovich: sighed.
[00:58:25]	[Y] Ashley Adams: Shit you need help?
[00:58:25]	[Y] Alex Palovichov: WHAT DO YOU THINK!
[00:58:30]	[Y] Alex Palovichov: NO! I GOT IT!
[00:58:33]	[Y] Alex Palovichov: I THINK...
[00:58:51]	[Y] Alex Palovichov: ITS GOOD!
[00:59:03]	[Y] Alex Palovichov: FUCK! NOW I GOTTA CLEAN THIS SHIT!
[00:59:10]	Alex Palovichov opened the '' #2383 container.
[00:59:11]	Alex Palovichov closed the '' #2383 container.
[00:59:13]	Alex Palovichov opened the '' #2384 container.
[00:59:15]	Alex Palovichov closed the '' #2384 container.
[00:59:31]	Alex Palovichov opened the '' #2396 container.
[00:59:35]	Alex Palovichov closed the '' #2396 container.
[00:59:36]	Alex Palovichov opened the '' #2396 container.
[00:59:40]	Alex Palovichov has gained a 'Combine Hazmat Worker Suit' #23889.
[00:59:42]	Alex Palovichov closed the '' #2396 container.
[00:59:44]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[00:59:45]	Alex Palovichov ran 'Equip' on item 'Combine Hazmat Worker Suit' (#23889)
[00:59:49]	Alex Palovichov ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#23889)
[00:59:50]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[00:59:52]	Alex Palovichov ran 'combine' on item 'Documents Case' (#24746)
[01:00:04]	Alex Palovichov opened the '' #2387 container.
[01:00:12]	Alex Palovichov closed the '' #2387 container.
[01:00:18]	[Y] Alex Palovichov: The fuck yall doing with my elevator?
[01:00:19]	Alex Palovichov opened the '' #2386 container.
[01:00:23]	Denford F. MacMillian ran 'View' on item 'Notepad' (#25191)
[01:00:24]	Alex Palovichov closed the '' #2386 container.
[01:00:28]	[Y] Ashley Adams: Coming to see if you need help!
[01:00:33]	[Y] Alex Palovichov: I said I don't!
[01:00:37]	[Y] Denford F. MacMillian: Are you sure?
[01:00:40]	[Y] Alex Palovichov: VERY SURE!
[01:00:48]	[Y] Denford F. MacMillian: Horse shit.
[01:00:52]	[Y] Alex Palovichov: Ey!
[01:00:57]	[W] Ashley Adams: He defiently didnt say that.
[01:00:58]	[Y] Alex Palovichov: I ehard that!
[01:01:02]	[LOOC] Alex Palovichov: heard*
[01:01:03]	[Y] Denford F. MacMillian: I know.
[01:01:06]	[Y] Denford F. MacMillian: It was meant for you.
[01:01:09]	[Y] Denford F. MacMillian: You orange fuck head.
[01:01:13]	[Y] Alex Palovichov: I'll write that down!
[01:01:16]	[Y] Denford F. MacMillian: Do it.
[01:01:18]	[Y] Alex Palovichov: CCA Will hear bout it!
[01:01:19]	[Y] Denford F. MacMillian: I don't really care.
[01:01:23]	[Y] Denford F. MacMillian: Good.
[01:01:23]	[Y] Alex Palovichov: The CCA will!
[01:01:37]	[W] Anastasia Ivanovich: Man.
[01:01:55]	[W] Anastasia Ivanovich: I really need to join the Conscripts. Hopefully I won't have to deal with this bullshit.
[01:02:30]	[Y] Alex Palovichov: That seems to be -2 LP! and a detainment INCLUDING a moderate re-education!@.
[01:02:39]	[Y] Denford F. MacMillian: Shut the fuck up, it's a level 1 violation.
[01:02:40]	[Y] Denford F. MacMillian: Not a level 2.
[01:02:42]	[Y] Alex Palovichov: Nope!
[01:02:43]	[ME] Ashley Adams: laughs
[01:02:47]	[ME] Anastasia Ivanovich: sighed.
[01:03:04]	[Y] Alex Palovichov: Verbal harrasment of a Citizen!
[01:03:08]	[Y] Denford F. MacMillian: Alex.
[01:03:10]	[Y] Denford F. MacMillian: We get it.
[01:03:15]	[Y] Alex Palovichov: OBVIOUSLY NOT!
[01:03:24]	[Y] Denford F. MacMillian: I'll just grab the CCA, they'll come here...
[01:03:25]	[Y] Denford F. MacMillian: Alright?
[01:03:29]	[Y] Denford F. MacMillian: Totally gonna grab the CCA.
[01:03:46]	Alex Palovichov ran 'View' on item 'Notepad' (#25186)
[01:04:16]	[W] Ashley Adams: That you are.
[01:04:29]	[ME] Anastasia Ivanovich: takes a seat.
[01:04:30]	Alex Palovichov opened the '' #2415 container.
[01:04:32]	Alex Palovichov ran 'View' on item 'Notepad' (#25188)
[01:04:35]	Alex Palovichov ran 'View' on item 'Notepad' (#25187)
[01:04:36]	[LOOC] Ashley Adams: brb
[01:04:38]	Alex Palovichov ran 'View' on item 'Notepad' (#24922)
[01:04:43]	Alex Palovichov ran 'Edit' on item 'Paper' (#25319)
[01:04:47]	Alex Palovichov has gained a 'Paper' #25319.
[01:04:48]	Alex Palovichov has gained a 'Pin' #25320.
[01:04:49]	Alex Palovichov closed the '' #2415 container.
[01:04:52]	Alex Palovichov ran 'Edit' on item 'Paper' (#25319)
[01:06:12]	Alex Palovichov ran 'drop' on item 'Paper' (#25319)
[01:06:12]	Alex Palovichov has lost a 'Paper' #25319.
[01:06:24]	Alex Palovichov ran 'Attach' on item 'Pin' (#25320)
[01:06:34]	Alex Palovichov used command '/CharDesc'.
[01:06:45]	[LOOC] Denford F. MacMillian: *save.
[01:06:45]	Alex Palovichov used command '/CharDesc [ICT Supervisor Badge] [Black Armband] Standing at around 6'0" | Orange CWU uniform | Cheerful sounding Russian Accent | Stained White Mask | Smells of vodka | '.
[01:07:55]	Alex Palovichov opened the 'Samples Fridge' #2397 container.
[01:07:57]	Alex Palovichov closed the 'Samples Fridge' #2397 container.
[01:08:42]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[01:09:15]	[ME] Anastasia Ivanovich: 's clothing barely fit.
[01:09:33]	Alex Palovichov has gained a 'Corrugated Hose' #27150.
[01:09:35]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[01:09:40]	[LOOC] Ashley Adams: brb
[01:10:00]	Alex Palovichov has gained a 'Pliers' #27151.
[01:10:02]	[LOOC] Ashley Adams: back
[01:10:03]	[ME] Denford F. MacMillian: walked over to Ana and showed her the hazmat suit, it was exactly like Ana's situation as it would barely fit him. He looked like some buff dude who would crack some skulls, but his personality says otherwise.
[01:10:03]	Alex Palovichov has gained a 'A Roll of Toilet Paper' #27152.
[01:10:16]	[ME] Anastasia Ivanovich: shrugged.
[01:10:21]	Alex Palovichov opened the '' #2549 container.
[01:10:23]	Alex Palovichov closed the '' #2549 container.
[01:10:23]	[LOOC] Anastasia Ivanovich: forgot to ask Q to fix my stats
[01:10:23]	Alex Palovichov opened the '' #240 container.
[01:10:24]	[LOOC] Anastasia Ivanovich: FUCK
[01:10:27]	Alex Palovichov closed the '' #240 container.
[01:10:32]	Alex Palovichov ran 'drop' on item 'A Roll of Toilet Paper' (#27152)
[01:10:32]	Alex Palovichov has lost a 'A Roll of Toilet Paper' #27152.
[01:10:33]	Alex Palovichov ran 'drop' on item 'Pliers' (#27151)
[01:10:33]	Alex Palovichov has lost a 'Pliers' #27151.
[01:10:35]	Alex Palovichov destroyed a 'Pliers' #27151.
[01:10:36]	Alex Palovichov destroyed a 'A Roll of Toilet Paper' #27152.
[01:10:48]	Alex Palovichov ran 'take' on item 'Empty Consulate Water Can' (#27144)
[01:10:48]	Alex Palovichov has gained a 'Empty Consulate Water Can' #27144.
[01:10:51]	Anastasia Ivanovich ran 'drop' on item 'Empty Flavored Consulate Water Can' (#26828)
[01:10:51]	Anastasia Ivanovich has lost a 'Empty Flavored Consulate Water Can' #26828.
[01:10:55]	Anastasia Ivanovich destroyed a 'Empty Flavored Consulate Water Can' #26828.
[01:10:59]	Alex Palovichov ran 'drop' on item 'Empty Consulate Water Can' (#27144)
[01:10:59]	Alex Palovichov has lost a 'Empty Consulate Water Can' #27144.
[01:11:01]	Anastasia Ivanovich ran 'Consume' on item 'Consulate Water' (#26600)
[01:11:23]	[ME] Anastasia Ivanovich: literally punched it out of existence.
[01:11:27]	[IT] Anastasia Ivanovich: Holy Shit.
[01:11:29]	Alex Palovichov used command '/CharDesc'.
[01:11:41]	Alex Palovichov used command '/CharDesc [ICT Supervisor Badge] [Black Armband] A well bult man standing at around 6'0" | Orange CWU uniform | Cheerful sounding Russian Accent | Stained White Mask | Smells of vodka | '.
[01:11:45]	Alex Palovichov used command '/CharDesc'.
[01:11:52]	Alex Palovichov used command '/CharDesc [ICT Supervisor Badge] [Black Armband] A well built man standing at around 6'0" | Orange CWU uniform | Cheerful sounding Russian Accent | Stained White Mask | Smells of vodka | '.
[01:11:54]	Ashley Adams ran 'drop' on item 'Padlock' (#27135)
[01:11:54]	Ashley Adams has lost a 'Padlock' #27135.
[01:12:01]	Ashley Adams destroyed a 'Padlock' #27135.
[01:12:02]	Alex Palovichov has gained a 'Broken Clock' #27151.
[01:12:03]	Alex Palovichov opened the '' #251 container.
[01:12:05]	Alex Palovichov closed the '' #251 container.
[01:12:11]	Alex Palovichov ran 'drop' on item 'Broken Clock' (#27151)
[01:12:11]	Alex Palovichov has lost a 'Broken Clock' #27151.
[01:12:22]	Alex Palovichov destroyed a 'Boot' #27141.
[01:12:23]	Alex Palovichov destroyed a 'Empty Sparkling Consulate Water Can' #27140.
[01:12:23]	Alex Palovichov destroyed a 'Rock' #27015.
[01:12:24]	Alex Palovichov destroyed a 'Pack of Nails' #27019.
[01:12:27]	Alex Palovichov destroyed a 'Broken Clock' #27151.
[01:12:58]	Alex Palovichov destroyed a 'AA Battery' #23540.
[01:12:59]	Alex Palovichov destroyed a 'Spark Plug' #26820.
[01:13:09]	Alex Palovichov ran 'take' on item 'Citizen Filter' (#26836)
[01:13:09]	Alex Palovichov has gained a 'Citizen Filter' #26836.
[01:13:09]	Alex Palovichov used the 'Shopkeeper' vendor.
[01:13:11]	Alex Palovichov has lost 3 tokens.
[01:13:11]	Alex Palovichov has gained a 'UU Brand Chips' #27151.
[01:13:15]	[ME] Anastasia Ivanovich: shitgrinned.
[01:13:17]	Alex Palovichov ran 'Consume' on item 'UU Brand Chips' (#27151)
[01:13:25]	Alex Palovichov ran 'take' on item 'Padlock' (#27014)
[01:13:25]	Alex Palovichov has gained a 'Padlock' #27014.
[01:13:28]	Alex Palovichov ran 'take' on item 'Reinforced Padlock' (#26995)
[01:13:28]	Alex Palovichov has gained a 'Reinforced Padlock' #26995.
[01:13:29]	Alex Palovichov ran 'take' on item 'Padlock' (#27024)
[01:13:29]	Alex Palovichov has gained a 'Padlock' #27024.
[01:13:32]	Alex Palovichov destroyed a 'Gas Analyser' #26954.
[01:13:32]	Alex Palovichov destroyed a 'Small Thermos' #26949.
[01:13:33]	Alex Palovichov destroyed a 'Car Battery' #26298.
[01:13:36]	Alex Palovichov ran 'take' on item 'Piece of Plexiglass' (#27048)
[01:13:36]	Alex Palovichov has gained a 'Piece of Plexiglass' #27048.
[01:13:38]	Alex Palovichov destroyed a 'Gas Analyser' #26630.
[01:13:41]	[ME] Anastasia Ivanovich: looked to the short lady... She considered.
[01:13:43]	[ME] Denford F. MacMillian: chuckled under the hazmat suit before coughing, his condition could be better. He seems wounded for some reason.
[01:13:44]	Anastasia Ivanovich rolled 19 out of 20.
[01:13:44]	Anastasia Ivanovich used command '/Roll 20'.
[01:13:45]	Alex Palovichov opened the '' #252 container.
[01:13:47]	Alex Palovichov closed the '' #252 container.
[01:13:48]	Alex Palovichov opened the '' #2548 container.
[01:13:50]	Alex Palovichov closed the '' #2548 container.
[01:13:53]	Alex Palovichov destroyed a 'Shovel' #26962.
[01:13:54]	Alex Palovichov ran 'take' on item 'Notepad' (#27021)
[01:13:54]	Alex Palovichov has gained a 'Notepad' #27021.
[01:14:01]	Alex Palovichov has gained a 'Graphics Card' #27151.
[01:14:07]	[LOOC] Ashley Adams: that roll though
[01:14:08]	Alex Palovichov ran 'drop' on item 'Graphics Card' (#27151)
[01:14:08]	Alex Palovichov has lost a 'Graphics Card' #27151.
[01:14:10]	Alex Palovichov destroyed a 'Graphics Card' #27151.
[01:14:14]	Alex Palovichov ran 'take' on item 'Pin' (#27054)
[01:14:14]	Alex Palovichov has gained a 'Pin' #27054.
[01:14:28]	Alex Palovichov opened the '' #308 container.
[01:14:30]	Alex Palovichov closed the '' #308 container.
[01:14:32]	[ME] Anastasia Ivanovich: sighed.
[01:14:37]	Alex Palovichov has gained a 'Empty Consulate Water Can' #27151.
[01:16:08]	[ME] Ashley Adams: would chuckle
[01:16:17]	Alex Palovichov opened the '' #2395 container.
[01:16:20]	Alex Palovichov closed the '' #2395 container.
[01:16:21]	Alex Palovichov opened the '' #2385 container.
[01:16:25]	Alex Palovichov closed the '' #2385 container.
[01:16:27]	Alex Palovichov ran 'drop' on item 'Piece of Plexiglass' (#27048)
[01:16:27]	Alex Palovichov has lost a 'Piece of Plexiglass' #27048.
[01:16:34]	Alex Palovichov ran 'Edit' on item 'Notepad' (#27021)
[01:17:04]	Alex Palovichov ran 'drop' on item 'Notepad' (#27021)
[01:17:04]	Alex Palovichov has lost a 'Notepad' #27021.
[01:17:10]	Denford F. MacMillian has taken 5 damage from Ashley Adams.
[01:17:10]	Ashley Adams has killed Denford F. MacMillian with ix_hands.
[01:17:13]	Alex Palovichov ran 'take' on item 'Notepad' (#27021)
[01:17:13]	Alex Palovichov has gained a 'Notepad' #27021.
[01:17:13]	Alex Palovichov opened the '' #2384 container.
[01:17:13]	[OOC] Denford F. MacMillian: HAHAHAHAHA
[01:17:13]	Alex Palovichov closed the '' #2384 container.
[01:17:14]	Alex Palovichov opened the '' #2415 container.
[01:17:16]	Alex Palovichov has gained a 'Pin' #24898.
[01:17:17]	[OOC] Anastasia Ivanovich: by allah that was funn af
[01:17:17]	Alex Palovichov closed the '' #2415 container.
[01:17:21]	Alex Palovichov ran 'drop' on item 'Notepad' (#27021)
[01:17:21]	Alex Palovichov has lost a 'Notepad' #27021.
[01:17:22]	[OOC] Ashley Adams: XD
[01:17:23]	[LOOC] Anastasia Ivanovich: now we wait
[01:17:28]	[OOC] Denford F. MacMillian: That fixes the HP issue.
[01:17:32]	[LOOC] Anastasia Ivanovich: I don't want to RP w/o him LOL
[01:17:34]	Alex Palovichov ran 'Attach' on item 'Pin' (#24898)
[01:17:39]	[LOOC] Ashley Adams: same tbh
[01:17:40]	Denford F. MacMillian ran 'take' on item 'Relocation Coupon' (#24192)
[01:17:40]	Denford F. MacMillian has gained a 'Relocation Coupon' #24192.
[01:17:41]	Alex Palovichov ran 'Attach' on item 'Pin' (#24898)
[01:17:43]	Denford F. MacMillian ran 'take' on item 'Citizen ID' (#26931)
[01:17:43]	Denford F. MacMillian has gained a 'Citizen ID' #26931.
[01:17:43]	Alex Palovichov ran 'View' on item 'Notepad' (#27021)
[01:17:44]	Denford F. MacMillian ran 'take' on item 'Citizen ID' (#26930)
[01:17:44]	Denford F. MacMillian has gained a 'Citizen ID' #26930.
[01:17:45]	Alex Palovichov opened the '' #2385 container.
[01:17:45]	Denford F. MacMillian ran 'take' on item 'Citizen ID' (#26929)
[01:17:45]	Denford F. MacMillian has gained a 'Citizen ID' #26929.
[01:17:47]	[LOOC] Ashley Adams: that was fucking funny
[01:17:48]	[OOC] Anastasia Ivanovich: come back
[01:17:48]	Denford F. MacMillian ran 'take' on item 'Relocation Coupon' (#26335)
[01:17:48]	Denford F. MacMillian has gained a 'Relocation Coupon' #26335.
[01:17:50]	Alex Palovichov closed the '' #2385 container.
[01:17:50]	Denford F. MacMillian ran 'take' on item 'Relocation Coupon' (#26116)
[01:17:50]	Denford F. MacMillian has gained a 'Relocation Coupon' #26116.
[01:17:51]	Denford F. MacMillian ran 'take' on item 'Relocation Coupon' (#26904)
[01:17:51]	Denford F. MacMillian has gained a 'Relocation Coupon' #26904.
[01:17:54]	Denford F. MacMillian ran 'take' on item 'Citizen ID' (#26932)
[01:17:54]	Denford F. MacMillian has gained a 'Citizen ID' #26932.
[01:17:55]	[OOC] Anastasia Ivanovich: and ROLL FOR INJURY :troll:
[01:17:58]	Alex Palovichov opened the '' #2383 container.
[01:17:58]	[OOC] Anastasia Ivanovich: jk nah
[01:18:03]	Denford F. MacMillian opened the '' #2585 container.
