[00:00:17]	[LOOC] Gregory Smith: locked
[17:46:10]	[CGN] Painevan loaded the character 'Karl Von Habsburg'
[17:46:12]	[OOC] Dennis Arturius: I don't even know where it is, i'm goiong to search it
[17:46:14]	[OOC] Journey Robertson: Pain can you save the shit i've placed down in the rooftops. I need it for shit
[17:46:19]	[OOC] CCA.C14-UNION.i5.39867: its in train station
[17:46:20]	[OOC] Karl Von Habsburg: sure in a sec
[17:46:35]	[OOC] Journey Robertson: And yes i've been allowed to take this path via boxes.
[17:47:05]	[ME] Dennis Arturius:  grabs his ID from his pocket
[17:47:05]	[LOOC] CCA.C14-UNION.i5.39867: city-14*
[17:47:08]	Dennis Arturius used command '/Apply'.
[17:47:25]	[ME] CCA.C14-UNION.i5.39867: types onto his PDA, before presenting the man with a brown coloured package.
[17:47:28]	[ME] Dennis Arturius: puts his ID in his pocket again
[17:47:32]	CCA.C14-UNION.i5.39867 ran 'drop' on item 'Minimal Grade Ration' (#18758)
[17:47:32]	CCA.C14-UNION.i5.39867 has lost a 'Minimal Grade Ration' #18758.
[17:47:34]	Dennis Arturius ran 'take' on item 'Minimal Grade Ration' (#18758)
[17:47:34]	Dennis Arturius has gained a 'Minimal Grade Ration' #18758.
[17:47:41]	Karl Von Habsburg used command '/Apply'.
[17:47:42]	Dennis Arturius ran 'Open' on item 'Minimal Grade Ration' (#18758)
[17:47:42]	Dennis Arturius has gained a 'Minimal Grade Citizen Supplements' #25780.
[17:47:42]	Dennis Arturius has gained a 'Breen's Water' #25781.
[17:47:42]	Dennis Arturius has gained 10 tokens.
[17:47:45]	Dennis Arturius ran 'Eat' on item 'Minimal Grade Citizen Supplements' (#25780)
[17:47:46]	Dennis Arturius ran 'Drink' on item 'Breen's Water' (#25781)
[17:47:47]	Karl Von Habsburg ran 'Equip' on item 'Yellow Loyalist Armband' (#22128)
[17:47:50]	[ME] CCA.C14-UNION.i5.39867: types onto his PDA
[17:47:53]	CCA.C14-UNION.i5.39867 used command '/OldViewData karl'.
[17:48:11]	[ME] CCA.C14-UNION.i5.39867: presents the man with one standard, blue coloured ration packet
[17:48:14]	CCA.C14-UNION.i5.39867 ran 'drop' on item 'Standard Grade Ration' (#25715)
[17:48:14]	CCA.C14-UNION.i5.39867 has lost a 'Standard Grade Ration' #25715.
[17:48:18]	Karl Von Habsburg ran 'take' on item 'Standard Grade Ration' (#25715)
[17:48:18]	Karl Von Habsburg has gained a 'Standard Grade Ration' #25715.
[17:48:23]	Karl Von Habsburg ran 'Open' on item 'Standard Grade Ration' (#25715)
[17:48:23]	Karl Von Habsburg has gained a 'Standard Grade Citizen Food Product' #25780.
[17:48:23]	Karl Von Habsburg has gained a 'Standard Grade Citizen Supplements' #25781.
[17:48:23]	Karl Von Habsburg has gained a 'Breen's Water' #25782.
[17:48:23]	Karl Von Habsburg has gained 20 tokens.
[17:48:37]	Karl Von Habsburg ran 'Drink' on item 'Breen's Water' (#18596)
[17:48:39]	[OOC] CCA.C14-UNION.i5.39867: is this our first malignant 
[17:48:40]	[OOC] CCA.C14-UNION.i5.39867: lol
[17:48:42]	Karl Von Habsburg ran 'Eat' on item 'Standard Grade Citizen Supplements' (#25781)
[17:48:44]	Karl Von Habsburg ran 'Eat' on item 'Standard Grade Citizen Food Product' (#25780)
[17:48:51]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[17:48:52]	[OOC] Karl Von Habsburg: yep
[17:48:52]	[OOC] Dennis Arturius: lololol lmao xd
[17:48:56]	Karl Von Habsburg entered observer.
[17:49:06]	Karl Von Habsburg exited observer at their location.
[17:49:14]	[OOC] Dennis Arturius: Can i ask what's a malignant?
[17:49:19]	[LOOC] Journey Robertson: Yeah, and the ones near the building to my left
[17:49:22]	[LOOC] Journey Robertson: That one
[17:49:24]	[OOC] CCA.C14-UNION.i5.39867: thats right dennis arturius, go eat your brown minimal ration packet worm XDDD
[17:49:33]	[OOC] Dennis Arturius: ;.;
[17:49:34]	[OOC] CCA.C14-UNION.i5.39867: thats what you get for not staying loyal
[17:49:40]	[OOC] CCA.C14-UNION.i5.39867: old man
[17:49:40]	[LOOC] Journey Robertson: nah, i've just been using them to climn
[17:49:44]	[OOC] Dennis Arturius: *Points the middle finger*
[17:49:45]	[LOOC] Journey Robertson: Climb*
[17:49:52]	[OOC] Dennis Arturius: what's a malignant?
[17:49:52]	[LOOC] Journey Robertson: Thanks
[17:49:59]	[OOC] CCA.C14-UNION.i5.39867: status you get when you have below -10 points
[17:50:01]	Karl Von Habsburg has spawned 'models/props_junk/wood_crate002a.mdl'.
[17:50:05]	[OOC] CCA.C14-UNION.i5.39867: minimal housing and minimal rations
[17:50:05]	Karl Von Habsburg entered observer.
[17:50:09]	[OOC] CCA.C14-UNION.i5.39867: treated very poorly
[17:50:13]	[OOC] Dennis Arturius: am i the first malignant?
[17:50:22]	[OOC] Dennis Arturius: in the SV?
[17:50:26]	[OOC] CCA.C14-UNION.i5.39867: denied basic health care and needs, too
[17:50:28]	[OOC] Karl Von Habsburg: Not really
[17:50:29]	[OOC] CCA.C14-UNION.i5.39867: and idk
[17:50:30]	[OOC] Karl Von Habsburg: But
[17:50:30]	[LOOC] Journey Robertson: I have done a small amount of climbing to get here. 
[17:50:32]	[OOC] Karl Von Habsburg: Yes
[17:50:34]	[OOC] Dennis Arturius: Oh
[17:50:36]	[OOC] Dennis Arturius: Oh!
[17:50:38]	[OOC] CCA.C14-UNION.i5.39867: only malignant alive i guess
[17:50:39]	[OOC] CCA.C14-UNION.i5.39867: lol
[17:50:39]	[OOC] Dennis Arturius: I'm glad
[17:50:43]	[LOOC] Journey Robertson: yeah
[17:50:45]	[LOOC] Journey Robertson: I know
[17:50:49]	[OOC] CCA.C14-UNION.i5.39867: last one got killed
[17:50:49]	[OOC] Dennis Arturius: Alive untill you  kill him
[17:50:52]	Karl Von Habsburg has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[17:50:54]	[OOC] Journey Robertson: thanks Pain.
[17:50:55]	[OOC] Dennis Arturius: Like elizabeth :(
[17:51:02]	[OOC] CCA.C14-UNION.i5.39867: rodgriouh ouh
[17:51:05]	Karl Von Habsburg has spawned 'models/props_junk/cardboard_box003a_gib01.mdl'.
[17:51:10]	[OOC] Journey Robertson: Don't remind me of him ;-;
[17:51:13]	Karl Von Habsburg has spawned 'models/props_junk/cardboard_box003a.mdl'.
[17:51:20]	[OOC] CCA.C14-UNION.i5.39867: did the nuggets get removed?
[17:51:22]	[OOC] CCA.C14-UNION.i5.39867: noooooooooooooooooooooo
[17:51:34]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[17:51:42]	[OOC] CCA.C14-UNION.EpU.72633: Pain did you want to be on CCA?
[17:51:48]	[ME] Karl Von Habsburg: Shows ID, Name:TK-66068-394, Rank: Private, Regiment: Stormtrooper
[17:53:11]	FB|| light ROOM loaded the character 'Journey Robertson'
[17:53:14]	[OOC] Journey Robertson: brb
[17:53:20]	[OOC] James Albright: ota guide is done
[17:53:39]	[LOOC] Dennis Arturius: are*
[17:53:51]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[17:54:07]	Karl Von Habsburg exited observer at their location.
[17:54:08]	Karl Von Habsburg entered observer.
[17:54:09]	Karl Von Habsburg exited observer at their location.
[17:54:16]	[OOC] Karl Von Habsburg: epic
[17:54:17]	Karl Von Habsburg entered observer.
[17:54:44]	[ME] Dennis Arturius: Says in a way to get angrier the officer: Final warning
[17:54:58]	[Y] CCA.C14-UNION.i5.39867: <:: Wrong way. ::>
[17:55:03]	[Y] Dennis Arturius: I'M GOING BAKC TO CITY 8.
[17:55:14]	James Albright used command '/ToggleRaise'.
[17:55:54]	[OOC] CCA.C14-UNION.i5.39867: how do i change bol notes
[17:55:58]	[OOC] CCA.C14-UNION.i5.39867: in view objectives
[17:56:05]	[OOC] James Albright: you don't, you have to have someone higher up do it
[17:56:06]	CCA.C14-UNION.i5.39867 used command '/ViewObjectives'.
[17:56:09]	[OOC] Dennis Arturius: <::Haha.::>
[17:56:13]	[OOC] CCA.C14-UNION.i5.39867: how do i do that
[17:56:23]	[OOC] Dennis Arturius: calling a SqL or EpU, no?
[17:56:28]	[OOC] Karl Von Habsburg: yes
[17:56:34]	[OOC] CCA.C14-UNION.i5.39867: epu can you hop on for a minute if you're not busy
[17:56:52]	Karl Von Habsburg has spawned a 'Entity [1609][npc_wall_pounding_zombie]'.
[17:57:04]	Dennis Arturius has taken 10 damage from npc_zombie_torso.
[17:57:07]	Dennis Arturius has taken 10 damage from npc_zombie_torso.
[17:57:07]	npc_zombie_torso has killed Dennis Arturius.
[17:57:11]	[OOC] Dennis Arturius: Fuck
[17:57:15]	[OOC] Dennis Arturius: The zombie
[17:57:17]	[OOC] Karl Von Habsburg: Imagine dying
[17:57:22]	[OOC] CCA.C14-UNION.i5.39867: lol nice NLR
[17:57:29]	[OOC] Dennis Arturius: NLR?
[17:57:33]	[OOC] CCA.C14-UNION.i5.39867: new life rule
[17:57:36]	[OOC] Karl Von Habsburg:  New life rule
[17:57:36]	[OOC] Dennis Arturius: ik
[17:57:43]	[OOC] Dennis Arturius: but i can't go to that way again
[17:57:48]	[OOC] CCA.C14-UNION.i5.39867: yeah i know
[17:57:56]	[OOC] Karl Von Habsburg: You have to wait at least five minutes to go there
[17:58:00]	[OOC] Dennis Arturius: IK
[17:58:11]	CCA.C14-UNION.i5.39867 used command '/PM karl can i still apprehend him or no'.
[17:58:12]	[OOC] Dennis Arturius: I know the rules
[17:58:16]	[OOC] Dennis Arturius: almost the basics
[17:58:21]	Karl Von Habsburg used command '/PM Union you don't know he is in there'.
[17:58:27]	Karl Von Habsburg used command '/PM Union however'.
[17:58:31]	Karl Von Habsburg used command '/PM union you can arrest him'.
[17:58:43]	CCA.C14-UNION.i5.39867 used command '/PM karl i can arrest him ok'.
[17:58:47]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[17:58:51]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[17:58:56]	[ME] CCA.C14-UNION.i5.39867: flicks on his stunstick, running towards the citizen
[17:59:00]	[OOC] Journey Robertson: Back and holy shit i fucking hate skeletonized guns
[17:59:04]	[LOOC] CCA.C14-UNION.i5.39867: lock what
[17:59:05]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[17:59:11]	[LOOC] CCA.C14-UNION.i5.39867: which one
[17:59:14]	Karl Von Habsburg exited observer at their location.
[17:59:20]	[LOOC] CCA.C14-UNION.i5.39867: i didnt lock it
[17:59:25]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[17:59:26]	Karl Von Habsburg entered observer.
[17:59:28]	Karl Von Habsburg exited observer at their location.
[17:59:30]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[17:59:37]	[LOOC] CCA.C14-UNION.EpU.72633: Thanks
[17:59:39]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[17:59:56]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit is 10-8, status is green. Updating 10-20 to Plaza for 10-50'.
[17:59:58]	Karl Von Habsburg entered observer.
[18:00:02]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:00:23]	[Y] CCA.C14-UNION.i5.39867: <:: Don't move. ::>
[18:00:26]	[Y] CCA.C14-UNION.i5.39867: <:: Get up here! ::>
[18:00:37]	[ME] CCA.C14-UNION.i5.39867: points the gun into the citizen's head, holding him at gunpoint as he walks up the ladder
[18:00:39]	[IT] CCA.C14-UNION.i5.39867: fear rp
[18:00:44]	[OOC] CCA.C14-UNION.EpU.72633: Pain i could barely hear you so i'll just ignore what you said
[18:01:01]	[ME] Dennis Arturius: puts the hands against the car
[18:01:02]	[ME] CCA.C14-UNION.i5.39867: slowly moves behind the citizen, still holding his weapon
[18:01:16]	CCA.C14-UNION.i5.39867 used command '/Radio Malignant status citizen here, resisted arrest and ran into the sewers.'.
[18:01:27]	[ME] Dennis Arturius: cries
[18:01:28]	CCA.C14-UNION.i5.39867 used command '/Radio Turned himself in after being shot.'.
[18:01:38]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy that, whats his name?'.
[18:01:56]	CCA.C14-UNION.i5.39867 used command '/Radio Previous accounts of resisting arrest and verbal harassment, name is Dennis Arturius.'.
[18:01:58]	CCA.C14-UNION.i5.39867 used command '/Radio I've got him here.'.
[18:02:06]	Karl Von Habsburg has spawned a 'NPC [1619][npc_zombie]'.
[18:02:08]	Karl Von Habsburg has spawned a 'NPC [1624][npc_zombie]'.
[18:02:12]	Karl Von Habsburg has spawned a 'NPC [1625][npc_headcrab]'.
[18:02:22]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:02:35]	Karl Von Habsburg has spawned a 'NPC [1619][npc_poisonzombie]'.
[18:02:49]	[Y] CCA.C14-UNION.EpU.72633: <:: ONE VIROME SPOTTED. ::>
[18:02:57]	[ME] Dennis Arturius: put the hands against the dumpster
[18:02:58]	[ME] CCA.C14-UNION.i5.39867: grips the mans arms, attempting to tie them together
[18:03:03]	[IT] CCA.C14-UNION.i5.39867: unless he resists this attempt
[18:03:06]	CCA.C14-UNION.EpU.72633 used command '/Radio i5 did you just shoot him?'.
[18:03:08]	[ME] Dennis Arturius: doesn't resists
[18:03:09]	CCA.C14-UNION.i5.39867 used command '/Radio 1-2'.
[18:03:13]	CCA.C14-UNION.i5.39867 used command '/Radio 10-2*'.
[18:03:20]	CCA.C14-UNION.i5.39867 ran 'Use' on item 'Zip Tie' (#22602)
[18:03:34]	Karl Von Habsburg has spawned a 'NPC [1397][npc_headcrab]'.
[18:03:38]	[OOC] James Albright: the forum is beautiful
[18:03:51]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[18:03:52]	[ME] Dennis Arturius: points the middle finger
[18:03:57]	[LOOC] CCA.C14-UNION.i5.39867: lol
[18:03:58]	[LOOC] Dennis Arturius: oh
[18:04:02]	[OOC] James Albright: look in #genreal
[18:04:08]	[LOOC] Dennis Arturius: lol, i didn't think in that
[18:04:24]	Karl Von Habsburg has spawned a 'NPC [1619][npc_headcrab]'.
[18:04:25]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[18:04:28]	Karl Von Habsburg has spawned a 'NPC [1624][npc_headcrab]'.
[18:04:33]	Karl Von Habsburg has spawned a 'NPC [1625][npc_headcrab]'.
[18:04:39]	Karl Von Habsburg has spawned a 'NPC [1627][npc_headcrab_black]'.
[18:04:41]	[LOOC] CCA.C14-UNION.EpU.72633: I wish I could understand him but I can't
[18:04:45]	Karl Von Habsburg has spawned a 'NPC [1628][npc_headcrab]'.
[18:05:18]	[LOOC] Dennis Arturius: that
[18:05:31]	[Y] CCA.C14-UNION.EpU.72633: <:: SHUT IT. ::>
[18:06:00]	[LOOC] CCA.C14-UNION.EpU.72633: Idiot*
[18:06:10]	Karl Von Habsburg has spawned a 'NPC [1629][npc_headcrab]'.
[18:06:14]	Karl Von Habsburg has spawned a 'NPC [1636][npc_zombie_torso]'.
[18:06:24]	[Y] CCA.C14-UNION.i5.39867: <:: Necrotic. ::>
[18:06:26]	[Y] CCA.C14-UNION.i5.39867: <:: Move back, right now! ::>
[18:06:38]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:06:45]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:06:45]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:06:51]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:06:52]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:06:54]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:06:58]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:06:59]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:07:18]	Karl Von Habsburg exited observer at their location.
[18:07:22]	[ME] CCA.C14-UNION.i5.39867: grips the citizen, procuring a black piece of cloth from his vest
[18:07:23]	Karl Von Habsburg entered observer.
[18:07:28]	[ME] CCA.C14-UNION.i5.39867: ties it around the mans head
[18:07:35]	[ME] CCA.C14-UNION.i5.39867: places him onto the chair, guiding him towards it
[18:07:38]	[ME] CCA.C14-UNION.i5.39867: straps him onto it
[18:07:52]	CCA.C14-UNION.i5.39867 used command '/Radio Got it.'.
[18:08:00]	Karl Von Habsburg has spawned a 'NPC [1627][npc_headcrab]'.
[18:08:27]	CCA.C14-UNION.EpU.72633 used command '/Radio parasitic amputated.'.
[18:08:51]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[18:09:06]	[OOC] Karl Von Habsburg: I got to get off guys cause of a thunderstorm, message Q if you need something.
[18:09:11]	[OOC] CCA.C14-UNION.EpU.72633: BET
[18:09:25]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[18:09:33]	[OOC] Karl Von Habsburg: If anyone gets amputated make sure they get off their characters
[18:09:41]	[Y] Dennis Arturius: YOU NORMALLY CAN GIVE ME NORMAL RATIONS.
[18:09:43]	[OOC] CCA.C14-UNION.EpU.72633: Alright
[18:09:45]	[CGN] Painevan (STEAM_0:0:68118061) has disconnected.
[18:10:12]	[Y] Dennis Arturius: BUT YOU FUCKED IT ALL.
[18:11:17]	[ME] CCA.C14-UNION.i5.39867: unstraps the citizen, moving him towards the cell
[18:11:27]	[ME] CCA.C14-UNION.i5.39867: moves him inside, before closing the door
[18:11:43]	Dennis Arturius used command '/CharFallOver'.
[18:11:45]	[ME] CCA.C14-UNION.i5.39867: types onto his PDA device
[18:11:59]	CCA.C14-UNION.i5.39867 used command '/OldViewData den'.
[18:12:02]	[ME] Dennis Arturius: falls onto the floor
[18:13:23]	CCA.C14-UNION.i5.39867 used command '/Radio EpU.'.
[18:13:26]	[OOC] CCA.C14-UNION.EpU.72633: Alrighty, imma go a-
[18:13:28]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy?'.
[18:13:51]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[18:13:55]	CCA.C14-UNION.i5.39867 used command '/Radio Suspect has amassed a total of 24 loyalist points. Requesting your assistance in the amputation procedure.'.
[18:14:03]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy that'.
[18:14:07]	CCA.C14-UNION.i5.39867 used command '/Radio Minus 24, I mean.'.
[18:14:11]	CCA.C14-UNION.i5.39867 used command '/Radio 10-20 is Nomad.'.
[18:14:14]	CCA.C14-UNION.EpU.72633 used command '/Radio I know what you mean'.
[18:14:25]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[18:14:55]	Dennis Arturius used command '/CharGetUp'.
[18:15:00]	[ME] Dennis Arturius: gets up
[18:15:30]	[LOOC] Dennis Arturius: oh right
[18:15:34]	[LOOC] Dennis Arturius: fuck
[18:15:49]	[ME] CCA.C14-UNION.EpU.72633: Simply takes out his Combat knife staring at the civvie
[18:15:57]	[LOOC] CCA.C14-UNION.EpU.72633: This is gonna be so fucking edgy
[18:16:12]	[ME] CCA.C14-UNION.i5.39867: stares at the EpU, glancing at his knife
[18:16:19]	[OOC] CCA.C14-UNION.i5.39867: bro these cries seem so real LMAO
[18:16:26]	[OOC] Dennis Arturius: lmao
[18:16:35]	[ME] Dennis Arturius: cries
[18:16:42]	[OOC] CCA.C14-UNION.i5.39867: makes me feel really bad
[18:16:43]	[ME] Dennis Arturius: the tears go through the blindfold
[18:16:46]	[ME] CCA.C14-UNION.EpU.72633: Simply closes in on the civvie and stabs his directly in the neck (Which would be not exactly healthy for a civvie)
[18:16:47]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:16:47]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:16:48]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:16:48]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:16:48]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:16:49]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:16:49]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:16:49]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:16:50]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:16:51]	Dennis Arturius used command '/CharFallOver'.
[18:16:58]	[LOOC] CCA.C14-UNION.EpU.72633: I gotta keep fucking hitting him with it
[18:16:59]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:16:59]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:17:00]	[OOC] Dennis Arturius: That's what i want to do
[18:17:00]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:17:00]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:17:00]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:17:00]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:17:00]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:17:00]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:17:01]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:17:01]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:17:01]	Dennis Arturius has taken 5 damage from CCA.C14-UNION.EpU.72633.
[18:17:01]	CCA.C14-UNION.EpU.72633 has killed Dennis Arturius with weapon_knife.
[18:17:09]	[OOC] Dennis Arturius: Oh, PK?
[18:17:15]	[OOC] Dennis Arturius: again?
[18:17:15]	[ME] CCA.C14-UNION.i5.39867: the units eyes widen behind the mask as he sees the knife going into the mans neck. The functionaries head turns away immidiately as he groans.
[18:17:17]	[ME] CCA.C14-UNION.i5.39867: steps back
[18:17:18]	[OOC] CCA.C14-UNION.EpU.72633: yeah, get off your char
[18:17:24]	Vendo Pan™ loaded the character 'Gregory Smith'
[18:17:37]	[OOC] Gregory Smith: I'm in m yloyalist one
[18:17:52]	[OOC] CCA.C14-UNION.i5.39867: Q
[18:18:09]	CCA.C14-UNION.EpU.72633 used command '/Radio Amputation of anti-citizen successful. Updating 10-20 to Outpost storm. Going 10-7'.
[18:18:24]	[OOC] CCA.C14-UNION.EpU.72633: Gonna go for a bit
[18:18:29]	CCA.C14-UNION.i5.39867 used command '/Radio Copy that, sir. You have blood on your vest, by the way.'.
[18:18:34]	CCA.C14-UNION.EpU.72633 used command '/Radio I noticed'.
[18:18:51]	CCA.C14-UNION.i5.39867 has gained 10 tokens.
[18:19:02]	CCA.C14-UNION.i5.39867 used command '/Radio Gonna head on break, too. Making my way to the barracks.'.
[18:19:04]	[OOC] Gregory Smith: Well, my cries made Sand feel bad
[18:19:08]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy'.
[18:19:10]	[OOC] Gregory Smith: So Dennis made his work
[18:19:14]	[OOC] CCA.C14-UNION.EpU.72633: me not so much
[18:19:17]	[OOC] CCA.C14-UNION.i5.39867: epu doesnt even care
[18:19:23]	[OOC] Gregory Smith: EpU no,
[18:19:25]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[18:19:29]	[OOC] Gregory Smith: He's brainwashed, no?
[18:19:30]	[OOC] CCA.C14-UNION.i5.39867: i5 isn't going t-800
[18:19:34]	[OOC] CCA.C14-UNION.EpU.72633: Alright see you guys later.
[18:19:35]	[OOC] CCA.C14-UNION.i5.39867: heavily yeah
[18:19:38]	[OOC] CCA.C14-UNION.i5.39867: cya lightroom
[18:19:39]	[OOC] Gregory Smith: Bye
[18:19:42]	[OOC] CCA.C14-UNION.EpU.72633: And it's good that your not a t-800
[18:19:44]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[18:19:53]	[OOC] Gregory Smith: what's a t-800?
[18:21:21]	[OOC] CCA.C14-UNION.i5.39867: terminator 800
[18:21:24]	[OOC] CCA.C14-UNION.i5.39867: team for a very edgy CP
[18:21:28]	[OOC] CCA.C14-UNION.i5.39867: term&
[18:21:32]	[OOC] CCA.C14-UNION.i5.39867: term*
[18:21:36]	[OOC] CCA.C14-UNION.i5.39867: especially a lower rank one
[18:21:52]	sand (STEAM_0:0:38537787) has disconnected.
[18:22:47]	sand has connected.
[18:22:58]	[OOC] Gregory Smith: Is Sand Philip?
[18:23:17]	[OOC] Gregory Smith: I mean Is Sand the player PhilipIsBored?
[18:23:31]	sand loaded the character 'Emily Brown'
[18:23:42]	Emily Brown ran 'EquipUn' on item 'Purple Loyalist Armband' (#21986)
[18:23:43]	Emily Brown ran 'Equip' on item 'Purple Loyalist Armband' (#21986)
[18:25:41]	[ME] Emily Brown: swipes the card over the lock, before pulling open the door
[18:25:44]	[ME] Emily Brown: smells the inside of the shop
[18:26:04]	[ME] Gregory Smith: looks at the shop
[18:26:06]	Emily Brown ran 'take' on item 'Sewn Cloth' (#21147)
[18:26:06]	Emily Brown has gained a 'Sewn Cloth' #21147.
[18:26:13]	Emily Brown used the 'Storage' vendor.
[18:26:20]	Emily Brown ran 'View' on item 'Paper' (#18677)
[18:26:27]	Emily Brown used the 'Storage' vendor.
[18:27:02]	Gregory Smith ran 'View' on item 'Notepad' (#18954)
[18:27:07]	[ME] Emily Brown: points below the counter
[18:27:13]	Gregory Smith ran 'View' on item 'Notepad' (#18954)
[18:27:18]	Gregory Smith ran 'View' on item 'Notepad' (#18952)
[18:27:32]	[LOOC] Gregory Smith: Wait, i'll see discord
[18:27:37]	[LOOC] Emily Brown: k
[18:28:05]	[ME] Emily Brown: pulls out a notepad and pen.
[18:28:17]	[LOOC] Gregory Smith: wait
[18:29:00]	[LOOC] Gregory Smith: sorry
[18:29:03]	[LOOC] Emily Brown: np
[18:29:09]	[LOOC] Emily Brown: void that
[18:29:09]	Gregory Smith ran 'View' on item 'Notepad' (#18952)
[18:29:23]	Gregory Smith ran 'View' on item 'Notepad' (#18952)
[18:29:38]	Gregory Smith ran 'View' on item 'Notepad' (#18952)
[18:29:48]	[LOOC] Emily Brown: you would have to keep getting your bodygroup changed
[18:29:52]	[LOOC] Emily Brown: cwu cant really buy clothes
[18:29:58]	[LOOC] Emily Brown: because they're broken
[18:29:58]	[LOOC] Gregory Smith: Oh
[18:30:00]	Gregory Smith ran 'View' on item 'Notepad' (#18954)
[18:30:08]	Gregory Smith ran 'View' on item 'Notepad' (#18954)
[18:30:27]	Emily Brown used the 'Storage' vendor.
[18:30:30]	Emily Brown has gained 0 tokens.
[18:30:30]	Emily Brown has gained a 'Flashlight' #25783.
[18:30:41]	[LOOC] Gregory Smith: what do you mean with receipts?
[18:30:51]	[ME] Emily Brown: pulls out a standard, black flashlight out of the cabinet
[18:30:56]	[LOOC] Emily Brown: do you know what a reciept
[18:30:58]	[LOOC] Emily Brown: is
[18:31:03]	[LOOC] Gregory Smith: Nope
[18:31:08]	[LOOC] Gregory Smith: i still learning english
[18:31:11]	[LOOC] Emily Brown: after you shop
[18:31:16]	[LOOC] Emily Brown: the paper the cashier gives you
[18:31:23]	[LOOC] Gregory Smith: Ohh
[18:31:31]	[ME] Emily Brown: places it onto the counter
[18:31:34]	Emily Brown ran 'drop' on item 'Flashlight' (#25783)
[18:31:34]	Emily Brown has lost a 'Flashlight' #25783.
[18:31:47]	[ME] Gregory Smith: grabs tokens from his pocket
[18:31:54]	[ME] Gregory Smith: puts 40 Tokens onto the table
[18:31:58]	Gregory Smith has lost 40 tokens.
[18:31:58]	Gregory Smith used command '/DropTokens 40'.
[18:32:13]	[ME] Emily Brown: swipes the tokens off of the counter
[18:32:16]	[ME] Emily Brown: places them into the register
[18:32:18]	Emily Brown has gained 40 tokens.
[18:32:44]	[ME] Gregory Smith: grabs the flashlight
