[00:13:47]	beansman67 has connected.
[11:05:50]	CCA.C08-GRID.i3.08313 ran 'take' on item 'LA71 (Pulse SMG)' (#13907)
[11:05:50]	CCA.C08-GRID.i3.08313 has gained a 'LA71 (Pulse SMG)' #13907.
[11:06:02]	[ME] CCA.C08-UNION.i5.99915: Hands the man the blood sample
[11:06:04]	CCA.C08-UNION.i5.99915 ran 'drop' on item 'Blood Sample' (#13906)
[11:06:04]	CCA.C08-UNION.i5.99915 has lost a 'Blood Sample' #13906.
[11:06:05]	CCA.C08-UNION.i5.99915 has gained 10 tokens.
[11:06:08]	[ME] CCA.C08-GRID.i3.08313: holds out his hand for the blood sample and gently takes it.
[11:06:10]	CCA.C08-GRID.i3.08313 ran 'take' on item 'Blood Sample' (#13906)
[11:06:10]	CCA.C08-GRID.i3.08313 has gained a 'Blood Sample' #13906.
[11:06:16]	[LOOC] CCA.C08-GRID.i3.08313: do you ahve your sound on
[11:06:27]	[LOOC] CCA.C08-UNION.i5.99915: ye
[11:06:29]	[LOOC] CCA.C08-GRID.i3.08313: epic
[11:06:51]	[ME] CCA.C08-GRID.i3.08313: would open up a panel on the device and pour in the blood to what seems to be a funnel or something like one.
[11:07:20]	[ME] CCA.C08-GRID.i3.08313: closes the panel and then places the empty vial on top of the device.
[11:08:35]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[11:08:51]	[ME] CCA.C08-GRID.i3.08313: opens up a big panel and places inside the pulse SMG, placing different... nodes? Something? You can't quite tell, around the gun.
[11:09:01]	[IT] CCA.C08-GRID.i3.08313: He seems to fasten it in using some other ways, but however he does it is lost on you.
[11:09:15]	[ME] CCA.C08-GRID.i3.08313: closes the panel, and then presses a button on the device.
[11:09:28]	[LOOC] CCA.C08-GRID.i3.08313: hodl on
[11:09:30]	CCA.C08-GRID.i3.08313 ran 'drop' on item 'KIBA Arms Ammocase' (#13898)
[11:09:30]	CCA.C08-GRID.i3.08313 has lost a 'KIBA Arms Ammocase' #13898.
[11:09:30]	CCA.C08-GRID.i3.08313 has lost a 'Smoke Grenade' #13904.
[11:09:30]	CCA.C08-GRID.i3.08313 has lost a 'LA71 (Pulse SMG)' #13907.
[11:09:30]	CCA.C08-GRID.i3.08313 has lost a 'Smoke Grenade' #13903.
[11:09:31]	CCA.C08-GRID.i3.08313 ran 'take' on item 'KIBA Arms Ammocase' (#13898)
[11:09:31]	CCA.C08-GRID.i3.08313 has gained a 'KIBA Arms Ammocase' #13898.
[11:09:31]	CCA.C08-GRID.i3.08313 has gained a 'Smoke Grenade' #13904.
[11:09:31]	CCA.C08-GRID.i3.08313 has gained a 'LA71 (Pulse SMG)' #13907.
[11:09:31]	CCA.C08-GRID.i3.08313 has gained a 'Smoke Grenade' #13903.
[11:09:32]	CCA.C08-GRID.i3.08313 ran 'drop' on item 'LA71 (Pulse SMG)' (#13907)
[11:09:32]	CCA.C08-GRID.i3.08313 has lost a 'LA71 (Pulse SMG)' #13907.
[11:09:33]	CCA.C08-GRID.i3.08313 ran 'drop' on item 'KIBA Arms Ammocase' (#13898)
[11:09:33]	CCA.C08-GRID.i3.08313 has lost a 'KIBA Arms Ammocase' #13898.
[11:09:33]	CCA.C08-GRID.i3.08313 has lost a 'Smoke Grenade' #13904.
[11:09:33]	CCA.C08-GRID.i3.08313 has lost a 'Smoke Grenade' #13903.
[11:09:34]	CCA.C08-GRID.i3.08313 ran 'take' on item 'LA71 (Pulse SMG)' (#13907)
[11:09:37]	CCA.C08-GRID.i3.08313 ran 'take' on item 'LA71 (Pulse SMG)' (#13907)
[11:09:37]	CCA.C08-GRID.i3.08313 has gained a 'LA71 (Pulse SMG)' #13907.
[11:10:04]	[ME] CCA.C08-GRID.i3.08313: opens up the big panel and takes the pulse SMG back out.
[11:10:22]	[ME] CCA.C08-GRID.i3.08313: hands the pulse SMG back to the unit, again, barrel down.
[11:10:23]	CCA.C08-GRID.i3.08313 ran 'drop' on item 'LA71 (Pulse SMG)' (#13907)
[11:10:23]	CCA.C08-GRID.i3.08313 has lost a 'LA71 (Pulse SMG)' #13907.
[11:10:29]	CCA.C08-UNION.i5.99915 ran 'take' on item 'LA71 (Pulse SMG)' (#13907)
[11:10:29]	CCA.C08-UNION.i5.99915 has gained a 'LA71 (Pulse SMG)' #13907.
[11:10:32]	CCA.C08-UNION.i5.99915 ran 'Equip' on item 'LA71 (Pulse SMG)' (#13907)
[11:10:34]	CCA.C08-UNION.i5.99915 ran 'Equip' on item 'LA71 (Pulse SMG)' (#13907)
[11:11:05]	CCA.C08-UNION.i5.99915 has gained 10 tokens.
[11:11:08]	[ME] CCA.C08-UNION.i5.99915: Attempts to wrap his hand around the grip and let the striker down, He seems to not be able to pull the trigger
[11:11:54]	[ME] CCA.C08-UNION.i5.99915: Hands off the SMG Again, The barrel towards the eastward wall
[11:11:57]	CCA.C08-UNION.i5.99915 ran 'drop' on item 'LA71 (Pulse SMG)' (#13907)
[11:11:57]	CCA.C08-UNION.i5.99915 has lost a 'LA71 (Pulse SMG)' #13907.
[11:12:09]	[ME] CCA.C08-GRID.i3.08313: takes the gun and take sout a small magazine of pulse ammunition.
[11:12:42]	[ME] CCA.C08-GRID.i3.08313: loads the magazine into the gun and then aims it toward the far wall.
[11:12:44]	CCA.C08-GRID.i3.08313 ran 'take' on item 'LA71 (Pulse SMG)' (#13907)
[11:12:44]	CCA.C08-GRID.i3.08313 has gained a 'LA71 (Pulse SMG)' #13907.
[11:12:49]	CCA.C08-GRID.i3.08313 ran 'Equip' on item 'LA71 (Pulse SMG)' (#13907)
[11:12:52]	CCA.C08-GRID.i3.08313 ran 'EquipUn' on item 'MP7' (#10131)
[11:12:53]	CCA.C08-GRID.i3.08313 ran 'Equip' on item 'LA71 (Pulse SMG)' (#13907)
[11:12:58]	CCA.C08-GRID.i3.08313 used command '/ToggleRaise'.
[11:13:01]	[Y] CCA.C08-GRID.i3.08313: <:: FIRE IN THE HOLE! ::>
[11:13:11]	CCA.C08-GRID.i3.08313 used command '/CharFallOver 0.1'.
[11:13:13]	[LOOC] CCA.C08-GRID.i3.08313: uh
[11:13:14]	[LOOC] CCA.C08-GRID.i3.08313: wtf
[11:13:16]	CCA.C08-GRID.i3.08313 used command '/ToggleRaise'.
[11:13:35]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[11:13:43]	[ME] CCA.C08-GRID.i3.08313: proceeds to fire the weapon into the farthest wall.
[11:14:20]	[Y] CCA.C08-GRID.i3.08313: <:: Pull! ::>
[11:14:22]	CCA.C08-GRID.i3.08313 destroyed a 'Suitcase' #12079.
[11:14:38]	CCA.C08-UNION.i5.99915 ran 'drop' on item 'Suitcase' (#12080)
[11:14:38]	CCA.C08-UNION.i5.99915 has lost a 'Suitcase' #12080.
[11:14:38]	CCA.C08-UNION.i5.99915 has lost a 'Bandage' #12135.
[11:14:38]	CCA.C08-UNION.i5.99915 has lost a 'Green Beanie' #12143.
[11:14:38]	CCA.C08-UNION.i5.99915 has lost a 'Bandage' #12137.
[11:14:38]	CCA.C08-UNION.i5.99915 has lost a 'UU Brand Pineapple' #12118.
[11:14:38]	CCA.C08-UNION.i5.99915 has lost a 'UU Brand Pineapple' #12117.
[11:14:38]	CCA.C08-UNION.i5.99915 has lost a 'UU Brand Chocolate' #12133.
[11:14:38]	CCA.C08-UNION.i5.99915 has lost a 'UU Brand Pineapple' #12116.
[11:14:38]	CCA.C08-UNION.i5.99915 has lost a 'Green Beanie' #12142.
[11:14:47]	[Y] CCA.C08-GRID.i3.08313: <:: Pull! ::>
[11:14:56]	CCA.C08-GRID.i3.08313 used command '/ToggleRaise'.
[11:15:09]	CCA.C08-GRID.i3.08313 used command '/ToggleRaise'.
[11:15:12]	[Y] CCA.C08-GRID.i3.08313: <:: Pull! ::>
[11:15:22]	CCA.C08-GRID.i3.08313 used command '/ToggleRaise'.
[11:15:28]	CCA.C08-GRID.i3.08313 used command '/ToggleRaise'.
[11:15:31]	[ME] CCA.C08-UNION.i5.99915: Unholsters his 9MM
[11:15:34]	CCA.C08-UNION.i5.99915 ran 'Equip' on item 'USP Match' (#11526)
[11:15:38]	[Y] CCA.C08-UNION.i5.99915: <:: Draw. ::>
[11:15:57]	[LOOC] CCA.C08-GRID.i3.08313: how the hell do you
[11:16:03]	[LOOC] CCA.C08-UNION.i5.99915: here l\
[11:16:05]	CCA.C08-UNION.i5.99915 has gained 10 tokens.
[11:16:08]	[LOOC] CCA.C08-UNION.i5.99915: get it
[11:16:16]	[LOOC] CCA.C08-UNION.i5.99915: rip it form one side
[11:16:29]	[LOOC] CCA.C08-UNION.i5.99915: and then throw it when your reaching the other side
[11:16:34]	[LOOC] CCA.C08-GRID.i3.08313: huh, alright
[11:16:47]	[LOOC] CCA.C08-UNION.i5.99915: get a practice throw it
[11:17:16]	[LOOC] CCA.C08-GRID.i3.08313: getting there
[11:17:47]	[LOOC] CCA.C08-UNION.i5.99915: i learned this trade after years of throwing fake grenades into checkpoints
[11:17:55]	[LOOC] CCA.C08-GRID.i3.08313: that's actually fucking hilarious
[11:18:00]	[LOOC] CCA.C08-GRID.i3.08313: oh shit my lunch is here
[11:18:02]	[LOOC] CCA.C08-GRID.i3.08313: i'll be back soon
[11:18:04]	[LOOC] CCA.C08-UNION.i5.99915: ye
[11:18:35]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[11:18:54]	CCA.C08-UNION.i5.99915 ran 'drop' on item 'Smoke Grenade' (#13902)
[11:18:54]	CCA.C08-UNION.i5.99915 has lost a 'Smoke Grenade' #13902.
[11:21:07]	CCA.C08-UNION.i5.99915 has gained 10 tokens.
[11:21:29]	BananaVapor has connected.
[11:21:33]	CCA.C08-UNION.i5.99915 ran 'take' on item 'Suitcase' (#12080)
[11:21:33]	CCA.C08-UNION.i5.99915 has gained a 'Suitcase' #12080.
[11:21:33]	CCA.C08-UNION.i5.99915 has gained a 'Bandage' #12135.
[11:21:33]	CCA.C08-UNION.i5.99915 has gained a 'Green Beanie' #12143.
[11:21:33]	CCA.C08-UNION.i5.99915 has gained a 'Bandage' #12137.
[11:21:33]	CCA.C08-UNION.i5.99915 has gained a 'UU Brand Pineapple' #12118.
[11:21:33]	CCA.C08-UNION.i5.99915 has gained a 'UU Brand Pineapple' #12117.
[11:21:33]	CCA.C08-UNION.i5.99915 has gained a 'UU Brand Chocolate' #12133.
[11:21:33]	CCA.C08-UNION.i5.99915 has gained a 'UU Brand Pineapple' #12116.
[11:21:33]	CCA.C08-UNION.i5.99915 has gained a 'Green Beanie' #12142.
[11:21:38]	CCA.C08-UNION.i5.99915 ran 'take' on item 'Smoke Grenade' (#13902)
[11:21:38]	CCA.C08-UNION.i5.99915 has gained a 'Smoke Grenade' #13902.
[11:21:43]	CCA.C08-UNION.i5.99915 ran 'take' on item 'KIBA Arms Ammocase' (#13898)
[11:21:50]	CCA.C08-UNION.i5.99915 ran 'drop' on item 'Suitcase' (#12080)
[11:21:50]	CCA.C08-UNION.i5.99915 has lost a 'Suitcase' #12080.
[11:21:50]	CCA.C08-UNION.i5.99915 has lost a 'Bandage' #12135.
[11:21:50]	CCA.C08-UNION.i5.99915 has lost a 'Green Beanie' #12143.
[11:21:50]	CCA.C08-UNION.i5.99915 has lost a 'Bandage' #12137.
[11:21:50]	CCA.C08-UNION.i5.99915 has lost a 'UU Brand Pineapple' #12118.
[11:21:50]	CCA.C08-UNION.i5.99915 has lost a 'UU Brand Pineapple' #12117.
[11:21:50]	CCA.C08-UNION.i5.99915 has lost a 'UU Brand Chocolate' #12133.
[11:21:50]	CCA.C08-UNION.i5.99915 has lost a 'UU Brand Pineapple' #12116.
[11:21:50]	CCA.C08-UNION.i5.99915 has lost a 'Green Beanie' #12142.
[11:21:52]	CCA.C08-UNION.i5.99915 ran 'take' on item 'KIBA Arms Ammocase' (#13898)
[11:21:52]	CCA.C08-UNION.i5.99915 has gained a 'KIBA Arms Ammocase' #13898.
[11:21:52]	CCA.C08-UNION.i5.99915 has gained a 'Smoke Grenade' #13904.
[11:21:52]	CCA.C08-UNION.i5.99915 has gained a 'Smoke Grenade' #13903.
[11:21:57]	CCA.C08-UNION.i5.99915 ran 'drop' on item 'KIBA Arms Ammocase' (#13898)
[11:21:57]	CCA.C08-UNION.i5.99915 has lost a 'KIBA Arms Ammocase' #13898.
[11:21:57]	CCA.C08-UNION.i5.99915 has lost a 'Smoke Grenade' #13904.
[11:21:57]	CCA.C08-UNION.i5.99915 has lost a 'Smoke Grenade' #13903.
[11:21:58]	CCA.C08-UNION.i5.99915 ran 'take' on item 'Suitcase' (#12080)
[11:21:58]	CCA.C08-UNION.i5.99915 has gained a 'Suitcase' #12080.
[11:21:58]	CCA.C08-UNION.i5.99915 has gained a 'Bandage' #12135.
[11:21:58]	CCA.C08-UNION.i5.99915 has gained a 'Green Beanie' #12143.
[11:21:58]	CCA.C08-UNION.i5.99915 has gained a 'Bandage' #12137.
[11:21:58]	CCA.C08-UNION.i5.99915 has gained a 'UU Brand Pineapple' #12118.
[11:21:58]	CCA.C08-UNION.i5.99915 has gained a 'UU Brand Pineapple' #12117.
[11:21:58]	CCA.C08-UNION.i5.99915 has gained a 'UU Brand Chocolate' #12133.
[11:21:58]	CCA.C08-UNION.i5.99915 has gained a 'UU Brand Pineapple' #12116.
[11:21:58]	CCA.C08-UNION.i5.99915 has gained a 'Green Beanie' #12142.
[11:22:04]	[LOOC] CCA.C08-UNION.i5.99915: now im able to look inside of it
[11:23:24]	BananaVapor created the character 'jimity'
[11:23:24]	jimity has gained a 'Suitcase' #13908.
[11:23:24]	jimity has gained a 'Relocation Coupon' #13909.
[11:23:24]	jimity has gained a 'Green Citizen Suit' #13910.
[11:23:24]	jimity has gained a 'Citizen Filter' #13911.
[11:23:24]	BananaVapor loaded the character 'jimity'
[11:24:03]	jimity ran 'Equip' on item 'Green Citizen Suit' (#13910)
[11:24:05]	jimity ran 'equip' on item 'Citizen Filter' (#13911)
[11:24:24]	jimity used command '/CharDesc'.
[11:24:26]	LynxQueen has connected.
[11:25:22]	LynxQueen loaded the character 'Chloe Cullen'
[11:25:30]	jimity used command '/CharDesc Prolly human /\ age: age /\ i don't know how to make a proper bio'.
[11:25:41]	[OOC] Chloe Cullen: there has to be a way to permenantly set the shiny
[11:26:34]	jimity has taken 5 damage from jimity.
[11:26:34]	jimity has gained 10 tokens.
[11:27:03]	jimity has taken 250 damage from trigger_hurt.
[11:27:03]	trigger_hurt has killed jimity.
[11:27:08]	CCA.C08-UNION.i5.99915 ran 'View' on item 'Notepad' (#12395)
[11:27:12]	[OOC] Chloe Cullen: Anyways hello
[11:27:19]	[OOC] CCA.C08-UNION.i5.99915: howdy
[11:28:30]	jimity ran 'drop' on item 'Relocation Coupon' (#13909)
[11:28:30]	jimity has lost a 'Relocation Coupon' #13909.
[11:28:35]	[LOOC] CCA.C08-UNION.i5.99915: so your new to hl2rp i presume?
[11:28:36]	jimity ran 'take' on item 'Relocation Coupon' (#13909)
[11:28:36]	jimity has gained a 'Relocation Coupon' #13909.
[11:28:53]	[LOOC] Chloe Cullen: NEW PERSON NEW PERSON NEW PERSON
[11:28:59]	[LOOC] CCA.C08-UNION.i5.99915: here, ill see if we have a guide
[11:29:16]	Death Razor has connected.
[11:29:21]	jimity ran 'drop' on item 'Relocation Coupon' (#13909)
[11:29:21]	jimity has lost a 'Relocation Coupon' #13909.
[11:29:27]	[LOOC] CCA.C08-UNION.i5.99915: i dont think we do, chloe you mind teaching them
[11:29:31]	[LOOC] CCA.C08-UNION.i5.99915: i need to go soon
[11:29:42]	[LOOC] Chloe Cullen: I uh.. sure.
[11:29:48]	[LOOC] Chloe Cullen: Just tell me what to go over
[11:29:58]	[LOOC] CCA.C08-UNION.i5.99915: the basics of rp, description making, the basic lore.
[11:30:06]	[LOOC] CCA.C08-UNION.i5.99915: also shit like the ooc and looc commands
[11:30:26]	[LOOC] Chloe Cullen: Right so first step. LOOC is for local chat. You can use .// in the bar to do it
[11:30:32]	[LOOC] CCA.C08-UNION.i5.99915: just basic stuff so they dont get banned.
[11:30:37]	CCA.C08-UNION.i5.99915 ran 'take' on item 'Relocation Coupon' (#13909)
[11:30:37]	CCA.C08-UNION.i5.99915 has gained a 'Relocation Coupon' #13909.
[11:30:37]	[LOOC] Chloe Cullen: doing // will make it global.
[11:30:43]	[LOOC] jimity: like this?
[11:30:46]	[LOOC] CCA.C08-UNION.i5.99915: yeah good
[11:30:48]	[LOOC] Chloe Cullen: Yes!
[11:31:05]	[LOOC] jimity: so ooc is global out of character chat?
[11:31:07]	CCA.C08-UNION.i5.99915 has gained 10 tokens.
[11:31:08]	[LOOC] CCA.C08-UNION.i5.99915: so when your not talking in character, like when you are not talking as your character use .//
[11:31:14]	[LOOC] Chloe Cullen: Correct!
[11:31:27]	[LOOC] CCA.C08-UNION.i5.99915: like if you need to ask "hey how do i do insert ooc task here" 
[11:31:39]	[LOOC] CCA.C08-UNION.i5.99915: ask in looc and you should get some decent help.
[11:31:48]	[LOOC] jimity: thanks
[11:32:13]	[LOOC] Chloe Cullen: As for your description, it varies how you want to go. I use rather basic descriptions over the heavily remarkable to allow more imagination of what I look like. 
[11:32:25]	[LOOC] CCA.C08-UNION.i5.99915: alright, for descriptions you really just have to describe what you first notice about your character
[11:32:40]	[LOOC] jimity: alright
[11:32:40]	[LOOC] CCA.C08-UNION.i5.99915: like how youd describe someone to the cops
[11:32:41]	[LOOC] Chloe Cullen: Chloe has facial scarring, which is an immediate noticable factor.
[11:32:52]	[LOOC] Chloe Cullen: Severe burn scars.
[11:33:04]	[LOOC] jimity: im gonna get to doing that
[11:33:08]	jimity used command '/CharDesc'.
[11:33:12]	[LOOC] CCA.C08-UNION.i5.99915: so stuff like, brown hair, brown eyes, standing somewhere between 5'10 and 6'0, gang tattoos, spanish accent
[11:33:14]	[LOOC] Chloe Cullen: what was the other thing, uhhh.
[11:33:16]	[LOOC] CCA.C08-UNION.i5.99915: stuff like that
[11:33:25]	[LOOC] CCA.C08-UNION.i5.99915: just basic lore and rp customs 
[11:33:31]	[LOOC] Chloe Cullen: Basic lore. Are you familiar with Half Life?
[11:33:40]	[LOOC] jimity: yeah
[11:33:57]	Death Razor loaded the character 'Andrew 'Razor' Gonzalez'
[11:33:57]	[LOOC] CCA.C08-UNION.i5.99915: also, heres our forums. it contains most of the info about the server youll need
[11:33:59]	[LOOC] CCA.C08-UNION.i5.99915: https://projectrevival.xyz/forum/
[11:34:06]	[LOOC] Chloe Cullen: We don't differ much. Our year is... 2006 I believe. Three years after the Combine invasion in 2003.
[11:34:22]	[LOOC] Chloe Cullen: I'm sure everything else is the same. The portal storms, the resonance cascade..
[11:34:47]	[LOOC] Chloe Cullen: But, alas, this is beta! BETA IS DIFFERENT AND BETTER
[11:34:50]	[LOOC] CCA.C08-UNION.i5.99915: just basic hl beta lore.
[11:35:01]	[LOOC] CCA.C08-UNION.i5.99915: yeah, more grim and deppressing.
[11:35:07]	[LOOC] Chloe Cullen: Children exist! They are enslaved. ANybody under 18 is a slave.
[11:35:11]	[LOOC] jimity: i know a tad from beta i'll look into it after this
[11:35:28]	[LOOC] Chloe Cullen: More synths and aliens are around! They are commonplace due to the presence of the Combine and the portal storms.
[11:35:39]	[LOOC] jimity: ok ok ok
[11:35:42]	[LOOC] Chloe Cullen: Earth's atmosphere has been altered. It is hardly survivable now.
[11:36:00]	[LOOC] jimity: thats why we have filters okay.
[11:36:14]	[LOOC] Chloe Cullen: It's more like Xen's atmosphere I believe. Plus the Combine have been harvesting resources like water.
[11:36:42]	[LOOC] Chloe Cullen: The reason why we still live is Breen I presume. The Combine are still seen as the good guys by many due to them saving us from the Portal Storms. 
[11:36:59]	[LOOC] Chloe Cullen: Most believe them to be evil, though evil doesn't really suit a race that spans entire universes.
[11:36:59]	Andrew 'Razor' Gonzalez used the 'Resin Terminal' vendor.
[11:37:01]	Andrew 'Razor' Gonzalez has gained 2 tokens.
[11:37:04]	Andrew 'Razor' Gonzalez opened the '' #1341 container.
[11:37:07]	Andrew 'Razor' Gonzalez closed the '' #1341 container.
[11:37:12]	[LOOC] Chloe Cullen: many, not mostr
[11:37:15]	[LOOC] jimity: so standered combine things got it.
[11:37:44]	[LOOC] Chloe Cullen: Yeah basically. The brutality is excusable. It's necessary to survive. Others believe we don't need the Combine. But the reality is we don't have a choice.
[11:37:58]	[LOOC] jimity: huh
[11:38:12]	[LOOC] CCA.C08-UNION.i5.99915: they ruined everything and now we need them to survive.
[11:38:24]	[LOOC] Chloe Cullen: /Xen/ ruined everything. Humans ruined it.
[11:38:51]	[LOOC] Chloe Cullen: Humans opened the portals and destroyed Earth. Combine put a stop to it and made the cities. A safe haven. It's easy to see how people like them.
[11:39:09]	[LOOC] jimity: alrighty
[11:39:17]	[LOOC] jimity: thanks for the lore lesson
[11:39:20]	Andrew 'Razor' Gonzalez ran 'take' on item 'Resin' (#13759)
[11:39:20]	Andrew 'Razor' Gonzalez has gained a 'Resin' #13759.
[11:39:23]	[LOOC] Chloe Cullen: At the same time they're a brutal military dictatorship
[11:39:44]	[LOOC] Chloe Cullen: They saved humanity at a cost. 
[11:39:56]	[LOOC] CCA.C08-UNION.i5.99915: like an abusive relationship, you love them when their nice and you hate them when their not.
[11:40:19]	jimity used command '/CharDesc'.
[11:40:22]	[LOOC] Chloe Cullen: That cost was humanity, so we lost it either way. Just this way we continue to exist somewhat.
[11:40:23]	jimity used command '/CharDesc'.
[11:40:28]	jimity used command '/CharDesc                                        '.
[11:40:36]	Andrew 'Razor' Gonzalez opened the '' #1268 container.
[11:40:38]	Andrew 'Razor' Gonzalez closed the '' #1268 container.
[11:40:51]	[LOOC] jimity: untill some maniac with a crowbar saves the day
[11:40:54]	[LOOC] Chloe Cullen: Basically think 
[11:41:05]	[LOOC] Chloe Cullen: If Nazi Germany was during the industrial revolution.
[11:41:12]	[LOOC] Chloe Cullen: And they also had advanced future tech
[11:41:26]	[LOOC] Chloe Cullen: that basically sums up Beta aesthetic.
[11:41:41]	[LOOC] jimity: so modern tech in the medieval ages
[11:42:01]	[LOOC] Chloe Cullen: More like advanced super tech during the early 1900s and late 1800s
[11:42:19]	Andrew 'Razor' Gonzalez opened the '' #1243 container.
[11:42:20]	Andrew 'Razor' Gonzalez closed the '' #1243 container.
[11:42:21]	[LOOC] jimity: okay so what do the stat bars do i see 3 of them
[11:42:26]	[LOOC] Chloe Cullen: There's smog, there's streets full of filth, hospitals filled with the sick..
[11:42:29]	[LOOC] CCA.C08-UNION.i5.99915: pretty much bringing an ak47 to a linr battle
[11:42:48]	[LOOC] Chloe Cullen: Crime is commonplace, but the brutality of the Combine sees it ended quickly.
[11:43:03]	[LOOC] Chloe Cullen: Propaganda is as normal is not breathing the air.
[11:43:22]	[LOOC] jimity: we okay to move on
[11:43:36]	[LOOC] Chloe Cullen: Yeah that covers it
[11:44:00]	[LOOC] jimity: i want to know what the 3 bars in the top left of my screen do because i know the red is health since i took damage.
[11:44:12]	[LOOC] Chloe Cullen: Hey Cheese, send my regards to Matt. I like being helpful! :D
[11:44:20]	[LOOC] CCA.C08-UNION.i5.99915: green is food, blue is thirst
[11:44:24]	[LOOC] CCA.C08-UNION.i5.99915: of course.
[11:44:28]	[LOOC] Chloe Cullen: yellow is stamina!
[11:44:34]	[LOOC] Chloe Cullen: It only shows up when you sp-
[11:44:37]	[LOOC] Chloe Cullen: sprint.
[11:44:43]	[LOOC] CCA.C08-UNION.i5.99915: forgot about stamina.
[11:44:51]	[LOOC] jimity: how do i get food and water
[11:45:03]	[LOOC] CCA.C08-UNION.i5.99915: ration cycles and the local shops
[11:45:06]	[LOOC] Chloe Cullen: Ration times which really should be a machine instead imo
[11:45:19]	[LOOC] Chloe Cullen: I've never seen a cycle yet but I was also just homeless for three days
[11:45:44]	[LOOC] CCA.C08-UNION.i5.99915: most of the time i just buy 800 tokens worth of food and dump it around the city. along with filters so
[11:45:48]	[LOOC] jimity: okay so just makesure i don't die and be apart of the city atmopshere?
[11:45:50]	[LOOC] Chloe Cullen: which is fun btw, I recommend it. Really gives you a new outlook.
[11:46:07]	CCA.C08-UNION.i5.99915 has gained 10 tokens.
[11:46:07]	[LOOC] Chloe Cullen: Oh yes! I forgot
[11:46:15]	[LOOC] Chloe Cullen: There's loot around the city. The resin you can sell.
[11:46:47]	[LOOC] jimity: okay so keep a watch out for resin, got it.
[11:47:07]	[LOOC] Chloe Cullen: The other stuff you can buy and sell from me once I have a store which is WHY I CAME DOWN HERE
[11:47:30]	[LOOC] jimity: Okay so find stuff for you got it.
[11:47:47]	[LOOC] Chloe Cullen: Yup. Is that all, mister officerino?
[11:48:00]	[LOOC] CCA.C08-UNION.i5.99915: rp customs
[11:48:01]	[LOOC] Chloe Cullen: I need to find other boy
