[04:54:45]	Dakoda has connected.
[12:07:23]	[OOC] Alfred Langenberg: hey dilly
[12:07:27]	[OOC] Douglas Hudson: What's up
[12:07:29]	[OOC] Alfred Langenberg: can I have another bar please
[12:07:33]	[OOC] Douglas Hudson: ?
[12:07:37]	[OOC] Douglas Hudson: Oh lol
[12:07:44]	[OOC] Douglas Hudson: Yes you can have the cherry one
[12:07:54]	[OOC] Alfred Langenberg: thank you I'll give you a cherry lollipop for it
[12:08:09]	Douglas Hudson ran 'Equip' on item 'Empty Glass Bottle' (#34012)
[12:08:33]	Douglas Hudson opened the '' #2649 container.
[12:08:34]	Douglas Hudson closed the '' #2649 container.
[12:08:37]	Douglas Hudson has taken 10 damage from npc_zombie_torso.
[12:08:41]	Douglas Hudson has taken 10 damage from npc_zombie_torso.
[12:09:49]	Douglas Hudson has taken 5 damage from npc_headcrab.
[12:10:15]	Douglas Hudson has gained a 'Raw Fast Headcrab Meat' #37718.
[12:11:20]	Douglas Hudson ran 'take' on item 'Plank' (#7076)
[12:12:11]	Douglas Hudson has taken 3 damage from npc_fastzombie.
[12:12:11]	Douglas Hudson has taken 3 damage from npc_fastzombie.
[12:12:14]	Douglas Hudson has taken 3 damage from npc_fastzombie.
[12:12:15]	Douglas Hudson has taken 3 damage from npc_fastzombie.
[12:12:15]	Douglas Hudson has taken 3 damage from npc_fastzombie.
[12:12:26]	[OOC] Alfred Langenberg: GUH
[12:12:40]	[OOC] Douglas Hudson: Guh?
[12:12:42]	[OOC] Douglas Hudson: ;3;
[12:12:43]	[OOC] Alfred Langenberg: guh
[12:13:13]	Alfred Langenberg used the 'Resin Deposit' vendor.
[12:13:54]	Douglas Hudson has taken 10 damage from npc_zombine.
[12:13:55]	Douglas Hudson has taken 10 damage from npc_zombine.
[12:14:09]	Douglas Hudson has taken 18 damage from monster_gonome.
[12:14:10]	Douglas Hudson has taken 18 damage from monster_gonome.
[12:14:12]	Douglas Hudson has taken 18 damage from monster_gonome.
[12:14:12]	monster_gonome has killed Douglas Hudson.
[12:16:44]	[OOC] Alfred Langenberg: dungus
[12:16:55]	[OOC] Douglas Hudson: ehhh oui?
[12:17:19]	Methfred (STEAM_0:1:48276840) has disconnected.
[12:18:20]	Douglas Hudson opened the '' #2663 container.
[12:18:36]	Douglas Hudson closed the '' #2663 container.
[12:23:26]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[12:26:07]	Methfred has connected.
[12:33:31]	Methfred has connected.
[12:34:27]	matt saton has connected.
[12:35:46]	matt saton loaded the character 'Ryan Marnett'
[12:35:50]	Ryan Marnett entered observer.
[12:35:51]	Ryan Marnett exited observer at their location.
[12:35:55]	Ryan Marnett entered observer.
[12:36:40]	Ryan Marnett exited observer at their location.
[12:36:44]	Ryan Marnett entered observer.
[12:36:54]	Ryan Marnett exited observer at their location.
[12:36:59]	Ryan Marnett has spawned a 'NPC [2974][npc_combine_camera]'.
[12:37:11]	Ryan Marnett used command '/ToggleRaise'.
[12:37:13]	Ryan Marnett used command '/ToggleRaise'.
[12:37:14]	Ryan Marnett entered observer.
[12:37:15]	Ryan Marnett exited observer at their location.
[12:37:40]	Methfred (STEAM_0:1:48276840) has disconnected.
[12:38:12]	Ryan Marnett entered observer.
[12:38:17]	Ryan Marnett exited observer at their location.
[12:38:21]	Ryan Marnett has spawned a 'NPC [2968][npc_combine_camera]'.
[12:38:26]	Ryan Marnett entered observer.
[12:38:34]	Ryan Marnett exited observer at their location.
[12:38:40]	Ryan Marnett entered observer.
[12:38:41]	Ryan Marnett exited observer at their location.
[12:38:49]	Ryan Marnett entered observer.
[12:39:22]	Ryan Marnett exited observer at their location.
[12:39:23]	Ryan Marnett entered observer.
[12:39:24]	Ryan Marnett exited observer at their location.
[12:39:26]	Ryan Marnett entered observer.
[12:39:28]	Ryan Marnett exited observer at their location.
[12:39:32]	Ryan Marnett has spawned a 'NPC [2979][npc_combine_camera]'.
[12:39:37]	Ryan Marnett entered observer.
[12:39:38]	Ryan Marnett exited observer at their location.
[12:39:57]	matt saton loaded the character 'CCA.C17-GRID.i3.69192'
[12:40:00]	CCA.C17-GRID.i3.69192 entered observer.
[12:40:09]	CCA.C17-GRID.i3.69192 used command '/CharSetThirst grid 100'.
[12:40:18]	CCA.C17-GRID.i3.69192 used command '/CharSetHunger grid 100'.
[12:40:40]	Methfred has connected.
[12:40:41]	CCA.C17-GRID.i3.69192 has removed map entity #3787 (models/combine_camera/combine_camera.mdl).
[12:40:41]	CCA.C17-GRID.i3.69192 used command '/MapEntRemove'.
[12:40:43]	CCA.C17-GRID.i3.69192 has spawned a 'NPC [1752][npc_combine_camera]'.
[12:40:56]	CCA.C17-GRID.i3.69192 exited observer at their location.
[12:40:58]	CCA.C17-GRID.i3.69192 has removed map entity #3775 (models/combine_camera/combine_camera.mdl).
[12:40:58]	CCA.C17-GRID.i3.69192 used command '/MapEntRemove'.
[12:41:00]	CCA.C17-GRID.i3.69192 has removed map entity #3774 (models/combine_camera/combine_camera.mdl).
[12:41:00]	CCA.C17-GRID.i3.69192 used command '/MapEntRemove'.
[12:41:03]	CCA.C17-GRID.i3.69192 has spawned a 'NPC [1739][npc_combine_camera]'.
[12:41:18]	CCA.C17-GRID.i3.69192 has spawned a 'NPC [1941][npc_combine_camera]'.
[12:41:19]	Methfred loaded the character 'Alfred Langenberg'
[12:41:29]	CCA.C17-GRID.i3.69192 has spawned a 'NPC [1739][npc_combine_camera]'.
[12:41:33]	[OOC] Alfred Langenberg: aaaaaw yeah baby
[12:41:38]	CCA.C17-GRID.i3.69192 entered observer.
[12:41:41]	CCA.C17-GRID.i3.69192 exited observer at their location.
[12:41:44]	CCA.C17-GRID.i3.69192 has spawned a 'NPC [2987][npc_combine_camera]'.
[12:41:45]	[OOC] Alfred Langenberg: just got modify one a little bit for the server and I should be able to flex
[12:41:56]	CCA.C17-GRID.i3.69192 entered observer.
[12:41:58]	CCA.C17-GRID.i3.69192 exited observer at their location.
[12:42:00]	CCA.C17-GRID.i3.69192 used command '/SetCameraName'.
[12:42:12]	CCA.C17-GRID.i3.69192 used command '/SetCameraName Train Station Interrogation B-1'.
[12:42:13]	CCA.C17-GRID.i3.69192 entered observer.
[12:42:16]	CCA.C17-GRID.i3.69192 exited observer at their location.
[12:42:18]	CCA.C17-GRID.i3.69192 entered observer.
[12:42:19]	CCA.C17-GRID.i3.69192 exited observer at their location.
[12:42:19]	CCA.C17-GRID.i3.69192 entered observer.
[12:42:20]	[OOC] Alfred Langenberg: wait what
[12:42:20]	CCA.C17-GRID.i3.69192 exited observer at their location.
[12:42:21]	CCA.C17-GRID.i3.69192 entered observer.
[12:42:21]	CCA.C17-GRID.i3.69192 exited observer at their location.
[12:42:22]	CCA.C17-GRID.i3.69192 used command '/DoorSetHidden true'.
[12:42:23]	[OOC] CCA.C17-GRID.i3.69192: what
[12:42:23]	CCA.C17-GRID.i3.69192 entered observer.
[12:42:27]	[OOC] Alfred Langenberg: it wont let me load any of my saved pacs
[12:42:28]	[OOC] Alfred Langenberg: BRUH
[12:42:32]	[OOC] CCA.C17-GRID.i3.69192: fucik, hold on
[12:43:48]	CCA.C17-GRID.i3.69192 exited observer at their location.
[12:44:41]	CCA.C17-GRID.i3.69192 entered observer.
[12:44:57]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[12:44:58]	[OOC] CCA.C17-GRID.i3.69192: pac what the fuuuuuuuck
[12:45:01]	CCA.C17-GRID.i3.69192 exited observer at their location.
[12:45:37]	Dilly_ has connected.
[12:45:48]	[LOOC] CCA.C17-GRID.i3.69192: what
[12:46:07]	[LOOC] CCA.C17-GRID.i3.69192: i didn't do that on purpose ,hold on
[12:46:59]	[LOOC] CCA.C17-GRID.i3.69192: standby
[12:47:28]	[LOOC] CCA.C17-GRID.i3.69192: should be wrokin
[12:47:58]	[LOOC] CCA.C17-GRID.i3.69192: what's going on
[12:48:25]	Dilly_ loaded the character 'Jim Stinson'
[12:48:41]	[LOOC] Jim Stinson: uh
[12:48:48]	[LOOC] CCA.C17-GRID.i3.69192: sup
[12:48:53]	[LOOC] Jim Stinson: pac stuff
[12:48:55]	[LOOC] Jim Stinson: e
[12:49:14]	[LOOC] Jim Stinson: oh boy I havn't touched pac in ages
[12:49:57]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[12:50:01]	[OOC] CCA.C17-GRID.i3.69192: hold on doing a coivdtest
[12:50:19]	[OOC] Alfred Langenberg: that's... interesting timing and multitasking.
[12:51:22]	[LOOC] Jim Stinson: yes
[12:51:43]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[12:53:11]	Dilly_ has connected.
[12:53:55]	FB|| light ROOM has connected.
[12:54:26]	Dilly_ loaded the character 'Jim Stinson'
[12:54:38]	[OOC] Jim Stinson: boom
[12:54:41]	Jim Stinson ran 'EquipUn' on item 'Yellow Loyalist Armband' (#35726)
[12:54:42]	Jim Stinson ran 'Equip' on item 'Yellow Loyalist Armband' (#35726)
[12:54:57]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[12:55:01]	[OOC] Alfred Langenberg: bum?
[12:55:08]	[OOC] Jim Stinson: Hey lets not make this kinky
[12:55:12]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[12:55:15]	[OOC] CCA.C17-QrM.98240: cringe
[12:55:38]	[LOOC] Alfred Langenberg: sorry
[12:55:40]	FB|| light ROOM loaded the character 'OTA.C17-KILO.OSS.39412'
[12:55:43]	[OOC] OTA.C17-KILO.OSS.39412: Bet
[12:55:53]	[OOC] Alfred Langenberg: You may be cool but beta will always be cooler
[12:55:59]	[OOC] OTA.C17-KILO.OSS.39412: not really
[12:56:03]	[OOC] Alfred Langenberg: yes really
[12:56:05]	[OOC] Alfred Langenberg: owned
[12:56:20]	[OOC] CCA.C17-GRID.i3.69192: FUCK ME
[12:56:24]	[OOC] OTA.C17-KILO.OSS.39412: no
[12:56:25]	[OOC] CCA.C17-GRID.i3.69192: it's saying the covid test is fucking
[12:56:27]	[OOC] Alfred Langenberg: I got custom models, textures and vc's combined with anims
[12:56:33]	[OOC] CCA.C17-GRID.i3.69192: is fucking invalid
[12:56:34]	[OOC] OTA.C17-KILO.OSS.39412: okay
[12:56:36]	CCA.C17-GRID.i3.69192 entered observer.
[12:56:46]	[OOC] OTA.C17-KILO.OSS.39412: And i'm a KILO
[12:57:02]	[LOOC] Jim Stinson: hey that's a citizen with a combine suit! kill him!  reeeeeeeeeee
[12:59:57]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[13:00:26]	Jim Stinson used the 'Resin Deposit' vendor.
[13:02:54]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:03:21]	OTA.C17-KILO.OSS.39412 used command '/Dispatch cringe'.
[13:03:33]	[LOOC] CCA.C17-GRID.i3.69192: oh wanna see sometihng cool as shit
[13:03:36]	[LOOC] CCA.C17-GRID.i3.69192: cmere
[13:03:48]	Jim Stinson used the 'General Store Vendor' vendor.
[13:03:49]	[LOOC] CCA.C17-GRID.i3.69192: so look
[13:03:51]	[LOOC] CCA.C17-GRID.i3.69192: camera here
[13:03:54]	[LOOC] CCA.C17-GRID.i3.69192: but when a citizen takes out a weapon
[13:03:55]	[OOC] Alfred Langenberg: come back i am very slow
[13:04:03]	matt saton loaded the character 'Joseph Kimsler'
[13:04:07]	[OOC] OTA.C17-KILO.OSS.39412: LMAO
[13:04:09]	Joseph Kimsler entered observer.
[13:04:09]	Joseph Kimsler exited observer at their location.
[13:04:10]	Joseph Kimsler entered observer.
[13:04:13]	Joseph Kimsler exited observer at their location.
[13:04:14]	Joseph Kimsler used command '/ToggleRaise'.
[13:04:19]	[OOC] Alfred Langenberg: give me like ten minutes dude
[13:04:20]	[ME] Jim Stinson: pets the stalker's head
[13:04:34]	[ME] Jim Stinson: waves to the camera
[13:04:36]	[LOOC] Joseph Kimsler: am i kleiner
[13:04:43]	[LOOC] Joseph Kimsler: FUCk
[13:04:47]	[ME] Jim Stinson: kisses
[13:04:58]	matt saton loaded the character 'CCA.C17-GRID.i3.69192'
[13:05:00]	CCA.C17-GRID.i3.69192 entered observer.
[13:05:00]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:05:03]	[LOOC] Jim Stinson: boost
[13:05:12]	Jim Stinson has taken 41 damage from OTA.C17-KILO.OSS.39412.
[13:05:15]	[LOOC] Jim Stinson: a heck
[13:05:21]	[LOOC] Jim Stinson: that took out 1/3 of my health
[13:05:25]	[LOOC] CCA.C17-GRID.i3.69192: yeah i can't un-kleiner myself
[13:05:26]	CCA.C17-GRID.i3.69192 entered observer.
[13:05:27]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:05:27]	CCA.C17-GRID.i3.69192 entered observer.
[13:05:28]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:05:31]	CCA.C17-GRID.i3.69192 entered observer.
[13:05:31]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:05:32]	CCA.C17-GRID.i3.69192 entered observer.
[13:05:33]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:05:35]	[LOOC] Jim Stinson: understandable
[13:05:38]	[LOOC] Jim Stinson: beafy boi
[13:05:41]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[13:05:44]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[13:05:45]	CCA.C17-GRID.i3.69192 has taken 41 damage from OTA.C17-KILO.OSS.39412.
[13:05:45]	CCA.C17-GRID.i3.69192 has taken 41 damage from OTA.C17-KILO.OSS.39412.
[13:05:46]	OTA.C17-KILO.OSS.39412 has killed CCA.C17-GRID.i3.69192 with ix_hands.
[13:05:58]	[OOC] CCA.C17-GRID.i3.69192: i am stuck as kleiner
[13:05:58]	[OOC] CCA.C17-GRID.i3.69192: uh
[13:06:00]	[OOC] CCA.C17-GRID.i3.69192: how do i fix this
[13:06:04]	[OOC] OTA.C17-KILO.OSS.39412: you don;t
[13:06:07]	[LOOC] Jim Stinson: I had to rejoin
[13:06:15]	[LOOC] CCA.C17-GRID.i3.69192: fucking shit
[13:06:54]	[LOOC] CCA.C17-GRID.i3.69192: yeah
[13:06:54]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[13:06:57]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[13:07:04]	[LOOC] Jim Stinson: woah
[13:08:14]	Jim Stinson used command '/CharFallOver 1'.
[13:08:16]	Jim Stinson used command '/CharFallOver 1'.
[13:08:21]	OTA.C17-KILO.OSS.39412 ran 'drop' on item 'Broken Radio' (#27766)
[13:08:21]	OTA.C17-KILO.OSS.39412 has lost a 'Broken Radio' #27766.
[13:08:24]	OTA.C17-KILO.OSS.39412 ran 'take' on item 'Broken Radio' (#27766)
[13:08:24]	OTA.C17-KILO.OSS.39412 has gained a 'Broken Radio' #27766.
[13:08:39]	[OOC] OTA.C17-KILO.OSS.39412: one moment
[13:08:58]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[13:09:21]	[LOOC] Jim Stinson: ye
[13:09:58]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[13:10:03]	[OOC] CCA.C17-QrM.98240: These fucking errors are killing ,e
[13:10:04]	[OOC] CCA.C17-QrM.98240: me*
[13:10:10]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[13:10:15]	[OOC] Jim Stinson: uh oh
[13:10:18]	CCA.C17-GRID.i3.69192 entered observer.
[13:10:22]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:10:23]	[OOC] Alfred Langenberg: kilo come here
[13:10:27]	[OOC] CCA.C17-QrM.98240: sure
[13:10:32]	[OOC] CCA.C17-QrM.98240: where are you?
[13:10:36]	[OOC] Alfred Langenberg: plaza
[13:10:39]	[OOC] CCA.C17-QrM.98240: bet
[13:11:40]	CCA.C17-GRID.i3.69192 entered observer.
[13:11:40]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:11:43]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[13:11:44]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[13:11:51]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[13:12:38]	CCA.C17-QrM.98240 ran 'Equip' on item 'Grenade' (#37659)
[13:12:57]	CCA.C17-QrM.98240 used command '/Dispatch okay'.
[13:12:58]	CCA.C17-GRID.i3.69192 entered observer.
[13:13:03]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:13:05]	CCA.C17-GRID.i3.69192 used command '/ToggleRaise'.
[13:13:37]	Alfred Langenberg has taken 450 damage from CCA.C17-QrM.98240.
[13:13:37]	CCA.C17-QrM.98240 has killed Alfred Langenberg with weapon_357.
[13:13:41]	[OOC] Alfred Langenberg: rude
[13:13:42]	[OOC] CCA.C17-QrM.98240: Fucking finally lmao
[13:13:45]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:13:50]	CCA.C17-QrM.98240 ran 'use' on item '.357 Rounds' (#37677)
[13:13:51]	CCA.C17-QrM.98240 ran 'EquipUn' on item 'Grenade' (#37659)
[13:13:58]	[LOOC] Jim Stinson: uh oh
[13:13:58]	CCA.C17-QrM.98240 has gained 10 tokens.
[13:14:00]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:14:02]	[LOOC] Jim Stinson: I'm thurst
[13:14:08]	[LOOC] Jim Stinson: :cccccc
[13:14:15]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:14:30]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:14:45]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:14:58]	CCA.C17-GRID.i3.69192 has gained 10 tokens.
[13:15:00]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:15:15]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:15:27]	[OOC] CCA.C17-GRID.i3.69192: alright let's get ic
[13:15:30]	CCA.C17-GRID.i3.69192 entered observer.
[13:15:30]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:15:31]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:15:31]	CCA.C17-GRID.i3.69192 entered observer.
[13:15:31]	CCA.C17-GRID.i3.69192 exited observer at their location.
[13:15:32]	CCA.C17-GRID.i3.69192 entered observer.
[13:15:35]	[OOC] CCA.C17-QrM.98240: no but sure
[13:15:39]	[OOC] CCA.C17-GRID.i3.69192: i need to rejoin, alfred please do the same
[13:15:40]	matt saton (STEAM_0:1:53097688) has disconnected.
[13:15:44]	[OOC] Alfred Langenberg: aw man I wanted to work on a project
[13:15:45]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:15:51]	Methfred (STEAM_0:1:48276840) has disconnected.
[13:15:57]	[OOC] CCA.C17-QrM.98240: F
[13:15:58]	[OOC] Jim Stinson: e
[13:16:00]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:16:03]	[OOC] CCA.C17-QrM.98240: E
[13:16:11]	[OOC] Jim Stinson: always E
[13:16:14]	[OOC] CCA.C17-QrM.98240: Truly
[13:16:15]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:16:20]	[OOC] Jim Stinson: I need one more LP for CP reeeeeeeeeeeeee
[13:16:24]	[OOC] CCA.C17-QrM.98240: REEEEEEEEEEEEEEEEEEEEEE
[13:16:30]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:16:36]	[OOC] CCA.C17-QrM.98240: Speaking of which, i've been asking Q to do some CCA apps.
[13:16:45]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:16:49]	[OOC] Jim Stinson: My app on the forums is ages old
[13:16:56]	[OOC] CCA.C17-QrM.98240: Oh right
[13:16:58]	matt saton has connected.
[13:16:59]	[OOC] Jim Stinson: lol
[13:17:00]	[OOC] CCA.C17-QrM.98240: Forgot that existed.
[13:17:00]	Jim Stinson has taken 2 damage from Jim Stinson.
[13:17:03]	Jim Stinson has lost 10 tokens.
[13:17:06]	Jim Stinson ran 'Consume' on item 'Sparkling Breen's Water' (#37719)
[13:17:10]	Jim Stinson has lost 7 tokens.
[13:17:12]	Jim Stinson ran 'Consume' on item 'Flavored Breen's Water' (#37720)
[13:17:15]	[OOC] CCA.C17-QrM.98240: Once you get the LP needed you'll probably be allowed into the CCA.
[13:17:22]	Methfred has connected.
[13:17:24]	CCA.C17-QrM.98240 used command '/ViewData Jim'.
[13:17:27]	[OOC] Jim Stinson: So I've been told by Q
[13:17:31]	[OOC] CCA.C17-QrM.98240: You need one more lmao
[13:17:35]	[OOC] Jim Stinson: Ye
[13:17:39]	[OOC] CCA.C17-QrM.98240: Let me hop onto SqL and let you do some work.
[13:17:43]	[OOC] Jim Stinson: EEEE
[13:17:46]	[OOC] CCA.C17-QrM.98240: Nah actually i2.
[13:17:50]	FB|| light ROOM loaded the character 'CCA.C14-UNION.i2.95912'
[13:17:53]	[OOC] CCA.C14-UNION.i2.95912: bet
[13:17:55]	Methfred loaded the character 'Alfred Langenberg'
[13:18:07]	[OOC] CCA.C14-UNION.i2.95912: welcome back Alfred.
[13:18:07]	[OOC] Alfred Langenberg: I am definitely gonna be making an off-brand jeff using xen foam
[13:18:14]	[OOC] CCA.C14-UNION.i2.95912: bet
[13:18:19]	CCA.C14-UNION.i2.95912 ran 'Equip' on item 'MP7' (#13858)
[13:18:19]	CCA.C14-UNION.i2.95912 ran 'Equip' on item '.9mm Pistol' (#9735)
[13:18:20]	CCA.C14-UNION.i2.95912 ran 'Equip' on item 'Combat Knife' (#27307)
[13:18:21]	CCA.C14-UNION.i2.95912 ran 'Equip' on item '.9mm Pistol' (#9735)
[13:18:21]	CCA.C14-UNION.i2.95912 ran 'EquipUn' on item 'MP7' (#13858)
[13:18:23]	CCA.C14-UNION.i2.95912 ran 'Equip' on item '.9mm Pistol' (#9735)
[13:18:23]	CCA.C14-UNION.i2.95912 ran 'Equip' on item 'MP7' (#13858)
[13:18:24]	CCA.C14-UNION.i2.95912 ran 'Equip' on item '.9mm Pistol' (#9735)
[13:18:48]	[OOC] Alfred Langenberg: aw man dude it's gonna be epic
[13:18:53]	[OOC] Alfred Langenberg: or crappy
[13:18:56]	[OOC] Alfred Langenberg: thats possible
[13:18:58]	CCA.C14-UNION.i2.95912 used command '/Radio UNION.i2.95912 is 10-8, standing by.'.
[13:19:16]	[ME] Jim Stinson: he slowly waves over at the officer, "E-excuse me, sir?"
[13:19:26]	Alfred Langenberg ran 'EquipUn' on item 'Yellow Loyalist Armband' (#37637)
[13:19:27]	Alfred Langenberg ran 'Equip' on item 'Yellow Loyalist Armband' (#37637)
[13:19:40]	[ME] Alfred Langenberg: checks his watch.
[13:19:55]	[ME] CCA.C14-UNION.i2.95912: Leans over to the right and takes out a small bucket filled with a foamy liquid.
[13:20:00]	[ME] CCA.C14-UNION.i2.95912: Then holds it out to the civvie.
