[05:11:20]	Mr.Ganar has connected.
[12:58:30]	Jonathan Jackson ran 'drop' on item 'AA Battery' (#24426)
[12:58:30]	Jonathan Jackson has lost a 'AA Battery' #24426.
[12:58:32]	Jonathan Jackson ran 'drop' on item 'AA Battery' (#25247)
[12:58:32]	Jonathan Jackson has lost a 'AA Battery' #25247.
[12:58:34]	Jonathan Jackson ran 'drop' on item 'AA Battery' (#24435)
[12:58:34]	Jonathan Jackson has lost a 'AA Battery' #24435.
[12:58:34]	Jonathan Jackson ran 'drop' on item 'AA Battery' (#24464)
[12:58:34]	Jonathan Jackson has lost a 'AA Battery' #24464.
[12:58:38]	[ME] OTA.C17-ECHO:OHZ.19343: would pull a pre-counted bunch of 50 tokens out from one of his belt pouches. He places them on the desk and slides them forward.
[12:58:44]	OTA.C17-ECHO:OHZ.19343 used command '/DropTokens 50'.
[12:58:50]	OTA.C17-ECHO:OHZ.19343 used command '/CharSetTokens ohz 50'.
[12:58:52]	OTA.C17-ECHO:OHZ.19343 has lost 50 tokens.
[12:58:52]	OTA.C17-ECHO:OHZ.19343 used command '/DropTokens 50'.
[12:59:05]	[ME] Alex Palovichov: Would grab the tokens, placing it into his suit pocket
[12:59:06]	Alex Palovichov has gained 50 tokens.
[12:59:13]	Jonathan Jackson ran 'drop' on item 'A Roll of Toilet Paper' (#25956)
[12:59:13]	Jonathan Jackson has lost a 'A Roll of Toilet Paper' #25956.
[12:59:20]	Alex Palovichov ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#28404)
[12:59:21]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[12:59:22]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[12:59:23]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[12:59:24]	CCA.C17-GRID.i3.08313 entered observer.
[12:59:30]	[OOC] CCA.C17-GRID.i3.08313: the ota noises make my heart happy
[12:59:31]	Jonathan Jackson ran 'drop' on item 'Notepad' (#28281)
[12:59:31]	Jonathan Jackson has lost a 'Notepad' #28281.
[12:59:51]	[OOC] Alex Palovichov: Well yall, I got work, so I'll see yall later...
[12:59:56]	[OOC] CCA.C17-GRID.i3.08313: alright take care bean
[12:59:57]	[OOC] Jonathan Jackson: See ya
[12:59:58]	[OOC] CCA.C17-GRID.i3.08313: havea good one
[12:59:59]	Bean (STEAM_0:1:591779303) has disconnected.
[13:00:03]	CCA.C17-GRID.i3.08313 has spawned a 'Entity [856][ix_vendingmachine]'.
[13:00:09]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:00:15]	[OOC] CCA.C17-GRID.i3.08313: hmm vvvho vvill i harrass today
[13:00:15]	Jonathan Jackson ran 'Equip' on item 'Pipe' (#25364)
[13:00:30]	[OOC] Jonathan Jackson: I am too cool for harassment.
[13:00:34]	Jonathan Jackson ran 'EquipUn' on item 'Pipe' (#25364)
[13:01:34]	[LOOC] CCA.C17-GRID.i3.08313: soirry bakc
[13:02:05]	[W] Jonathan Jackson: God damn cops harrassing people.
[13:02:15]	Jonathan Jackson ran 'EquipUn' on item 'Green Citizen Suit' (#28351)
[13:02:26]	[ME] Jonathan Jackson: leans against the wall
[13:02:34]	[OOC] Jonathan Jackson: Brb going to eat
[13:02:54]	CCA.C17-GRID.i3.08313 entered observer.
[13:03:01]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:03:04]	CCA.C17-GRID.i3.08313 entered observer.
[13:03:26]	Anastasia Semenov has taken 1 damage from worldspawn.
[13:03:27]	Anastasia Semenov has taken 1 damage from worldspawn.
[13:03:27]	Anastasia Semenov has taken 1 damage from worldspawn.
[13:03:28]	Anastasia Semenov has taken 1 damage from worldspawn.
[13:03:29]	Anastasia Semenov has taken 1 damage from worldspawn.
[13:03:30]	Anastasia Semenov ran 'equip' on item 'Citizen Filter' (#28323)
[13:03:31]	[OOC] CCA.C17-GRID.i3.08313: i'm gonna grab a small little bite, i'll be gone all of 30 seconds
[13:04:02]	[OOC] Anastasia Semenov: likewise except I may be gone for like five ish or more
[13:04:23]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[13:05:54]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:08:41]	hnbug01 has connected.
[13:09:02]	CCA.C17-GRID.i3.08313 entered observer.
[13:09:23]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[13:10:07]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:10:15]	hnbug01 loaded the character 'Feng Yi 'Eric' Hseuh'
[13:11:38]	CCA.C17-GRID.i3.08313 entered observer.
[13:12:05]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:12:31]	[LOOC] CCA.C17-GRID.i3.08313: shit
[13:13:18]	CCA.C17-GRID.i3.08313 entered observer.
[13:14:23]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[13:15:21]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:17:23]	Anastasia Semenov ran 'drop' on item 'Radiator Helix' (#26987)
[13:17:23]	Anastasia Semenov has lost a 'Radiator Helix' #26987.
[13:17:30]	Anastasia Semenov ran 'drop' on item 'Circuit Board' (#28337)
[13:17:30]	Anastasia Semenov has lost a 'Circuit Board' #28337.
[13:17:36]	Anastasia Semenov ran 'drop' on item 'Sewing Kit' (#27971)
[13:17:36]	Anastasia Semenov has lost a 'Sewing Kit' #27971.
[13:17:43]	[LOOC] CCA.C17-GRID.i3.08313: rotate
[13:17:43]	[LOOC] CCA.C17-GRID.i3.08313: oh
[13:17:45]	[LOOC] CCA.C17-GRID.i3.08313: sweet
[13:17:48]	Anastasia Semenov ran 'drop' on item 'Powercord' (#27494)
[13:17:48]	Anastasia Semenov has lost a 'Powercord' #27494.
[13:17:52]	Anastasia Semenov ran 'drop' on item 'Insulating Tape' (#27973)
[13:17:52]	Anastasia Semenov has lost a 'Insulating Tape' #27973.
[13:17:55]	Anastasia Semenov ran 'drop' on item 'Gas Analyser' (#26768)
[13:17:55]	Anastasia Semenov has lost a 'Gas Analyser' #26768.
[13:17:58]	Anastasia Semenov ran 'drop' on item 'Graphics Card' (#25823)
[13:17:59]	Anastasia Semenov has lost a 'Graphics Card' #25823.
[13:18:00]	Anastasia Semenov ran 'drop' on item 'Scrap Metal' (#27099)
[13:18:00]	Anastasia Semenov has lost a 'Scrap Metal' #27099.
[13:18:01]	Anastasia Semenov ran 'drop' on item 'Pack of Screws' (#27980)
[13:18:01]	Anastasia Semenov has lost a 'Pack of Screws' #27980.
[13:18:01]	Anastasia Semenov ran 'drop' on item 'Pack of Screws' (#25117)
[13:18:01]	Anastasia Semenov has lost a 'Pack of Screws' #25117.
[13:18:03]	Anastasia Semenov ran 'DrawBlood' on item 'Blood Collecting Syringe' (#27678)
[13:18:06]	Anastasia Semenov ran 'drop' on item 'Wires' (#28232)
[13:18:06]	Anastasia Semenov has lost a 'Wires' #28232.
[13:18:07]	Anastasia Semenov ran 'drop' on item 'Spark Plug' (#28333)
[13:18:07]	Anastasia Semenov has lost a 'Spark Plug' #28333.
[13:18:10]	Anastasia Semenov ran 'drop' on item 'Power Supply Unit' (#28329)
[13:18:10]	Anastasia Semenov has lost a 'Power Supply Unit' #28329.
[13:18:11]	Anastasia Semenov ran 'drop' on item 'Scrap Electronics' (#26352)
[13:18:11]	Anastasia Semenov has lost a 'Scrap Electronics' #26352.
[13:18:56]	[LOOC] CCA.C17-GRID.i3.08313: oh
[13:19:23]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[13:20:09]	[Y] CCA.C17-GRID.i3.08313: <:: I'm ready for you to come back over. ::>
[13:21:09]	CCA.C17-GRID.i3.08313 has lost 20 tokens.
[13:21:09]	CCA.C17-GRID.i3.08313 used command '/DropTokens 20'.
[13:21:17]	Anastasia Semenov has gained 20 tokens.
[13:22:57]	[LOOC] CCA.C17-GRID.i3.08313: columbo moment
[13:23:23]	[ME] Anastasia Semenov: shrugs. "I'm quite clumsy."
[13:24:23]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[13:25:20]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Power Supply Unit' (#28329)
[13:25:20]	CCA.C17-GRID.i3.08313 has gained a 'Power Supply Unit' #28329.
[13:25:21]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Graphics Card' (#25823)
[13:25:21]	CCA.C17-GRID.i3.08313 has gained a 'Graphics Card' #25823.
[13:25:22]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Scrap Electronics' (#26352)
[13:25:22]	CCA.C17-GRID.i3.08313 has gained a 'Scrap Electronics' #26352.
[13:25:27]	CCA.C17-GRID.i3.08313 has gained a 'Small Items Case' #28418.
[13:25:27]	CCA.C17-GRID.i3.08313 used command '/CharGiveItem grid items case'.
[13:25:44]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Radiator Helix' (#26987)
[13:25:44]	CCA.C17-GRID.i3.08313 has gained a 'Radiator Helix' #26987.
[13:25:45]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Circuit Board' (#28337)
[13:25:45]	CCA.C17-GRID.i3.08313 has gained a 'Circuit Board' #28337.
[13:26:04]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Sewing Kit' (#27971)
[13:26:04]	CCA.C17-GRID.i3.08313 has gained a 'Sewing Kit' #27971.
[13:26:05]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Pack of Screws' (#27980)
[13:26:05]	CCA.C17-GRID.i3.08313 has gained a 'Pack of Screws' #27980.
[13:26:06]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Pack of Screws' (#25117)
[13:26:06]	CCA.C17-GRID.i3.08313 has gained a 'Pack of Screws' #25117.
[13:26:07]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Insulating Tape' (#27973)
[13:26:07]	CCA.C17-GRID.i3.08313 has gained a 'Insulating Tape' #27973.
[13:26:08]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Scrap Metal' (#27099)
[13:26:08]	CCA.C17-GRID.i3.08313 has gained a 'Scrap Metal' #27099.
[13:26:09]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Wires' (#28232)
[13:26:09]	CCA.C17-GRID.i3.08313 has gained a 'Wires' #28232.
[13:26:11]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Gas Analyser' (#26768)
[13:26:17]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Spark Plug' (#28333)
[13:26:17]	CCA.C17-GRID.i3.08313 has gained a 'Spark Plug' #28333.
[13:26:25]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Gas Analyser' (#26768)
[13:26:25]	CCA.C17-GRID.i3.08313 has gained a 'Gas Analyser' #26768.
[13:26:59]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Sewing Kit' (#27971)
[13:26:59]	CCA.C17-GRID.i3.08313 has lost a 'Sewing Kit' #27971.
[13:27:00]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Pack of Screws' (#27980)
[13:27:00]	CCA.C17-GRID.i3.08313 has lost a 'Pack of Screws' #27980.
[13:27:01]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Pack of Screws' (#25117)
[13:27:01]	CCA.C17-GRID.i3.08313 has lost a 'Pack of Screws' #25117.
[13:27:01]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Citizen Filter' (#28315)
[13:27:01]	CCA.C17-GRID.i3.08313 has lost a 'Citizen Filter' #28315.
[13:27:03]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Gas Analyser' (#26768)
[13:27:03]	CCA.C17-GRID.i3.08313 has lost a 'Gas Analyser' #26768.
[13:27:10]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Relocation Coupon' (#28313)
[13:27:10]	CCA.C17-GRID.i3.08313 has lost a 'Relocation Coupon' #28313.
[13:27:11]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Power Supply Unit' (#28329)
[13:27:11]	CCA.C17-GRID.i3.08313 has lost a 'Power Supply Unit' #28329.
[13:27:13]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Insulating Tape' (#27973)
[13:27:13]	CCA.C17-GRID.i3.08313 has lost a 'Insulating Tape' #27973.
[13:27:17]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Wires' (#28232)
[13:27:17]	CCA.C17-GRID.i3.08313 has lost a 'Wires' #28232.
[13:27:18]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Spark Plug' (#28333)
[13:27:18]	CCA.C17-GRID.i3.08313 has lost a 'Spark Plug' #28333.
[13:27:20]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Scrap Metal' (#27099)
[13:27:20]	CCA.C17-GRID.i3.08313 has lost a 'Scrap Metal' #27099.
[13:27:24]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Adjustable Wrench' (#27529)
[13:27:24]	CCA.C17-GRID.i3.08313 has lost a 'Adjustable Wrench' #27529.
[13:27:30]	execution_fire destroyed a 'Sewing Kit' #27971.
[13:27:31]	execution_hurt destroyed a 'Citizen Filter' #28315.
[13:27:31]	execution_hurt destroyed a 'Gas Analyser' #26768.
[13:27:31]	execution_hurt destroyed a 'Pack of Screws' #25117.
[13:27:31]	execution_hurt destroyed a 'Spark Plug' #28333.
[13:27:31]	execution_hurt destroyed a 'Adjustable Wrench' #27529.
[13:27:31]	execution_hurt destroyed a 'Pack of Screws' #27980.
[13:27:31]	execution_hurt destroyed a 'Scrap Metal' #27099.
[13:27:31]	execution_hurt destroyed a 'Wires' #28232.
[13:27:31]	execution_hurt destroyed a 'Insulating Tape' #27973.
[13:27:31]	execution_hurt destroyed a 'Power Supply Unit' #28329.
[13:27:31]	execution_hurt destroyed a 'Relocation Coupon' #28313.
[13:27:36]	CCA.C17-GRID.i3.08313 has gained a 'A Set of Tools' #28419.
[13:27:36]	CCA.C17-GRID.i3.08313 used command '/CharGiveItem i3 set of tools'.
[13:27:40]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Air Filter' (#25930)
[13:27:40]	CCA.C17-GRID.i3.08313 has lost a 'Air Filter' #25930.
[13:27:45]	CCA.C17-GRID.i3.08313 ran 'drop' on item 'Squad Identification Device' (#7477)
[13:27:45]	CCA.C17-GRID.i3.08313 has lost a 'Squad Identification Device' #7477.
[13:27:46]	CCA.C17-GRID.i3.08313 ran 'take' on item 'Squad Identification Device' (#7477)
[13:27:46]	CCA.C17-GRID.i3.08313 has gained a 'Squad Identification Device' #7477.
[13:27:51]	execution_fire destroyed a 'Air Filter' #25930.
[13:29:23]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[13:30:42]	CCA.C17-GRID.i3.08313 entered observer.
[13:30:52]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:30:54]	CCA.C17-GRID.i3.08313 entered observer.
[13:31:02]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:32:05]	CCA.C17-GRID.i3.08313 entered observer.
[13:32:11]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:32:12]	CCA.C17-GRID.i3.08313 entered observer.
[13:32:13]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:32:14]	CCA.C17-GRID.i3.08313 entered observer.
[13:32:15]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:32:17]	CCA.C17-GRID.i3.08313 entered observer.
[13:32:19]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:32:19]	CCA.C17-GRID.i3.08313 entered observer.
[13:32:20]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:32:20]	CCA.C17-GRID.i3.08313 entered observer.
[13:32:22]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:32:23]	CCA.C17-GRID.i3.08313 entered observer.
[13:32:23]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:32:24]	CCA.C17-GRID.i3.08313 entered observer.
[13:32:24]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:32:24]	CCA.C17-GRID.i3.08313 entered observer.
[13:32:34]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:32:38]	CCA.C17-GRID.i3.08313 entered observer.
[13:34:07]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:34:09]	CCA.C17-GRID.i3.08313 entered observer.
[13:34:23]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[13:36:34]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:36:38]	CCA.C17-GRID.i3.08313 entered observer.
[13:36:39]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:36:53]	CCA.C17-GRID.i3.08313 entered observer.
[13:37:58]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:38:02]	CCA.C17-GRID.i3.08313 entered observer.
[13:38:26]	CCA.C17-GRID.i3.08313 used command '/ToggleRaise'.
[13:38:40]	CCA.C17-GRID.i3.08313 used command '/ToggleRaise'.
[13:38:53]	CCA.C17-GRID.i3.08313 destroyed a 'Empty Paint Can' #28420.
[13:39:23]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[13:39:54]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:39:59]	CCA.C17-GRID.i3.08313 entered observer.
[13:40:01]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:40:16]	CCA.C17-GRID.i3.08313 entered observer.
[13:43:47]	CCA.C17-GRID.i3.08313 has spawned 'models/props_c17/oildrum001.mdl'.
[13:43:53]	CCA.C17-GRID.i3.08313 has spawned 'models/props_c17/oildrum001.mdl'.
[13:44:17]	CCA.C17-GRID.i3.08313 has spawned 'models/props_c17/shelfunit01a.mdl'.
[13:44:20]	CCA.C17-GRID.i3.08313 has spawned 'models/props_c17/shelfunit01a.mdl'.
[13:44:23]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[13:44:31]	CCA.C17-GRID.i3.08313 has spawned 'models/props_c17/shelfunit01a.mdl'.
[13:44:42]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:45:35]	CCA.C17-GRID.i3.08313 entered observer.
[13:45:45]	CCA.C17-GRID.i3.08313 exited observer at their location.
[13:47:20]	Kit has connected.
[14:00:13]	Kitarian Steele has gained a 'Green Citizen Suit' #28420.
[14:00:13]	Kitarian Steele has gained a 'Citizen Filter' #28421.
[14:00:13]	Kit created the character 'Kitarian Steele'
[14:00:13]	Kitarian Steele has gained a 'Suitcase' #28422.
[14:00:13]	Kitarian Steele has gained a 'Relocation Coupon' #28423.
[14:00:13]	Kit loaded the character 'Kitarian Steele'
[14:00:19]	Kitarian Steele has taken 1 damage from worldspawn.
[14:00:21]	Kitarian Steele has taken 1 damage from worldspawn.
[14:00:22]	Kitarian Steele has taken 1 damage from worldspawn.
[14:00:22]	Kitarian Steele has taken 1 damage from worldspawn.
[14:00:23]	Kitarian Steele has taken 1 damage from worldspawn.
[14:00:24]	Kitarian Steele has taken 1 damage from worldspawn.
[14:00:35]	Kitarian Steele ran 'drop' on item 'Citizen Filter' (#28421)
[14:00:35]	Kitarian Steele has lost a 'Citizen Filter' #28421.
[14:01:10]	Kit (STEAM_0:1:174811958) deleted character 'Kitarian Steele'
[14:02:12]	Kitarian Steele has gained a 'Green Citizen Suit' #28422.
[14:02:12]	Kitarian Steele has gained a 'Citizen Filter' #28423.
[14:02:12]	Kit created the character 'Kitarian Steele'
[14:02:12]	Kitarian Steele has gained a 'Suitcase' #28424.
[14:02:12]	Kitarian Steele has gained a 'Relocation Coupon' #28425.
[14:02:12]	Kit loaded the character 'Kitarian Steele'
[14:02:16]	Kitarian Steele has taken 1 damage from worldspawn.
[14:02:17]	Kitarian Steele has taken 1 damage from worldspawn.
[14:02:18]	Kitarian Steele has taken 1 damage from worldspawn.
[14:02:40]	Kitarian Steele ran 'Equip' on item 'Green Citizen Suit' (#28422)
[14:02:43]	Kitarian Steele ran 'equip' on item 'Citizen Filter' (#28423)
[14:04:28]	Anastasia Semenov has taken 1 damage from worldspawn.
[14:04:29]	Anastasia Semenov has taken 1 damage from worldspawn.
[14:04:32]	Anastasia Semenov ran 'equip' on item 'Citizen Filter' (#28324)
[14:05:28]	Anastasia Semenov used the 'Shopkeeper' vendor.
[14:05:30]	Anastasia Semenov has lost 2 tokens.
[14:05:30]	Anastasia Semenov has gained a 'Citizen Filter' #28426.
[14:05:51]	Kitarian Steele ran 'EquipUn' on item 'Green Citizen Suit' (#28422)
[14:06:29]	[OOC] Anastasia Semenov: Q alive?
[14:06:48]	Kitarian Steele used command '/ar'.
[14:07:25]	Kitarian Steele used command '/CharFallOver'.
[14:08:44]	Anastasia Semenov used command '/ru a'.
[14:08:50]	Anastasia Semenov used command '/ru Fuck you dog.'.
[14:09:31]	Anastasia Semenov has gained a 'Scrap Metal' #28427.
[14:09:51]	Anastasia Semenov has gained a 'Graphics Card' #28428.
[14:10:13]	Anastasia Semenov has gained a 'Minimum Grade Supplements (No Flavor)' #28429.
[14:10:19]	Anastasia Semenov ran 'Consume' on item 'Minimum Grade Supplements (No Flavor)' (#28429)
[14:10:19]	Anastasia Semenov has gained a 'Pliers' #28429.
[14:10:42]	Anastasia Semenov opened the '' #2551 container.
[14:10:47]	Anastasia Semenov ran 'drop' on item 'Graphics Card' (#28428)
[14:10:47]	Anastasia Semenov has lost a 'Graphics Card' #28428.
[14:10:48]	Anastasia Semenov closed the '' #2551 container.
[14:11:05]	Anastasia Semenov opened the '' #2549 container.
[14:11:07]	Anastasia Semenov closed the '' #2549 container.
[14:11:07]	Anastasia Semenov opened the '' #240 container.
[14:11:10]	Anastasia Semenov closed the '' #240 container.
[14:11:45]	Anastasia Semenov has gained a 'Small Thermos' #28430.
[14:11:49]	Anastasia Semenov has taken 5 damage from npc_headcrab.
[14:11:53]	Anastasia Semenov has taken 10 damage from npc_zombie.
[14:12:01]	Anastasia Semenov has gained a 'Broken Computer Monitor' #28431.
[14:12:04]	Anastasia Semenov ran 'take' on item 'Silicone Tube' (#28381)
[14:12:04]	Anastasia Semenov has gained a 'Silicone Tube' #28381.
[14:12:12]	Anastasia Semenov ran 'drop' on item 'Broken Computer Monitor' (#28431)
[14:12:12]	Anastasia Semenov has lost a 'Broken Computer Monitor' #28431.
[14:12:30]	Anastasia Semenov has gained a 'Roubles' #28432.
[14:12:39]	Anastasia Semenov has gained a 'Empty Tin Can' #28433.
[14:12:42]	Anastasia Semenov has gained a 'Light Bulb' #28434.
[14:12:44]	Kitarian Steele used command '/CharGetUp'.
[14:12:45]	Anastasia Semenov ran 'take' on item 'Power Supply Unit' (#28039)
[14:12:45]	Anastasia Semenov has gained a 'Power Supply Unit' #28039.
[14:12:52]	Anastasia Semenov ran 'drop' on item 'Light Bulb' (#28434)
[14:12:52]	Anastasia Semenov has lost a 'Light Bulb' #28434.
[14:12:53]	Anastasia Semenov ran 'drop' on item 'Empty Tin Can' (#28433)
[14:12:53]	Anastasia Semenov has lost a 'Empty Tin Can' #28433.
[14:13:08]	Anastasia Semenov has gained a 'AI-2 Medikit' #28435.
[14:13:16]	Anastasia Semenov ran 'AHealSelf' on item 'AI-2 Medikit' (#28435)
[14:13:26]	Anastasia Semenov has gained a 'Refined Metal' #28435.
