[00:20:16]	PS64 has connected.
[23:55:26]	CCA.C08-GRID.i4.69192 used command '/Event An explosion would be heard in the factory. Red chunks would fly all over, like that one exploding scene from Saving Private Ryan.'.
[23:55:37]	James Jacob entered observer.
[23:55:37]	James Jacob exited observer at their location.
[23:55:38]	CCA.C08-GRID.i4.69192 used command '/Event The one where the guy tries to put the stickybomb on the tank, but he waits too long.'.
[23:55:38]	James Jacob entered observer.
[23:55:38]	James Jacob exited observer at their location.
[23:55:40]	[Y] Gordo Kin: Should we be more worried about that?
[23:55:44]	James Jacob entered observer.
[23:55:46]	CCA.C08-GRID.i4.69192 used command '/Event You know the scene.'.
[23:55:51]	CCA.C08-GRID.i4.69192 used command '/Event Dumb bastard.'.
[23:55:56]	CCA.C08-GRID.i4.69192 entered observer.
[23:55:57]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:55:58]	CCA.C08-GRID.i4.69192 entered observer.
[23:55:58]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:56:01]	James Jacob exited observer at their location.
[23:56:02]	CCA.C08-GRID.i4.69192 used command '/Radio All clear, echo.'.
[23:56:14]	[ME] Gordo Kin: Tries to keep to the wall.
[23:56:54]	CCA.C08-GRID.i4.69192 used command '/ToggleRaise'.
[23:57:08]	[Y] CCA.C08-GRID.i4.69192: <:: JACOB! BACK TO FILLING! ::>
[23:57:18]	[Y] CCA.C08-GRID.i4.69192: <:: DON'T BE LIKE THE LAST POOR BASTARD! ::>
[23:57:28]	CCA.C08-GRID.i4.69192 entered observer.
[23:57:29]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:57:31]	James Jacob used the 'Product Deposit' vendor.
[23:57:35]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[23:57:35]	OTA.C08-ECHO.OWC.74227 has gained 40 tokens.
[23:57:35]	CCA.C08-GRID.i4.69192 entered observer.
[23:57:35]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:57:36]	James Jacob has gained 10 tokens.
[23:57:36]	CCA.C08-GRID.i4.69192 entered observer.
[23:57:37]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:57:37]	CCA.C08-GRID.i4.69192 entered observer.
[23:57:38]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:57:39]	Gordo Kin opened the '' #887 container.
[23:57:41]	Gordo Kin closed the '' #887 container.
[23:57:45]	CCA.C08-GRID.i4.69192 has spawned 'models/props_junk/wood_crate001a.mdl'.
[23:57:48]	CCA.C08-GRID.i4.69192 has spawned 'models/props_junk/wood_crate001a.mdl'.
[23:57:52]	Gordo Kin ran 'Eat' on item 'Standard Grade Citizen Supplements' (#9030)
[23:57:53]	Gordo Kin ran 'Drink' on item 'Breen's Water' (#9031)
[23:57:54]	CCA.C08-GRID.i4.69192 entered observer.
[23:57:54]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:57:55]	CCA.C08-GRID.i4.69192 entered observer.
[23:57:56]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:57:58]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureDrawer001a_Chunk03.mdl'.
[23:57:59]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureSink001a.mdl'.
[23:58:00]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureSink001a.mdl'.
[23:58:01]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureDrawer001a_Chunk03.mdl'.
[23:58:02]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureDrawer001a_Chunk03.mdl'.
[23:58:04]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureDrawer001a_Chunk03.mdl'.
[23:58:05]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureDrawer001a_Chunk03.mdl'.
[23:58:06]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureDrawer001a_Chunk03.mdl'.
[23:58:06]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureDrawer001a_Chunk03.mdl'.
[23:58:07]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureDrawer001a_Chunk03.mdl'.
[23:58:08]	CCA.C08-GRID.i4.69192 has spawned 'models/props_c17/FurnitureDrawer001a_Chunk03.mdl'.
[23:58:09]	CCA.C08-GRID.i4.69192 entered observer.
[23:58:10]	OTA.C08-ECHO.OWC.74227 opened the '' #1223 container.
[23:58:11]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:58:11]	OTA.C08-ECHO.OWC.74227 closed the '' #1223 container.
[23:58:12]	CCA.C08-GRID.i4.69192 entered observer.
[23:58:12]	CCA.C08-GRID.i4.69192 exited observer at their location.
[23:58:12]	OTA.C08-ECHO.OWC.74227 opened the '' #1222 container.
[23:58:13]	OTA.C08-ECHO.OWC.74227 closed the '' #1222 container.
[23:58:14]	OTA.C08-ECHO.OWC.74227 opened the '' #1222 container.
[23:58:16]	OTA.C08-ECHO.OWC.74227 closed the '' #1222 container.
[23:58:17]	OTA.C08-ECHO.OWC.74227 opened the '' #1025 container.
[23:58:19]	OTA.C08-ECHO.OWC.74227 closed the '' #1025 container.
[23:58:20]	OTA.C08-ECHO.OWC.74227 opened the '' #1023 container.
[23:58:22]	OTA.C08-ECHO.OWC.74227 closed the '' #1023 container.
[23:58:26]	[Y] James Jacob: Starting to fill the tanks now!
[23:58:27]	CCA.C08-GRID.i4.69192 has spawned a 'Entity [545][ix_vendor]'.
[23:58:45]	[OOC] James Jacob: Please for the love of God don't explode
[23:58:49]	James Jacob has lost a 'Empty Combine Air Tank' #9183.
[23:58:49]	James Jacob has gained a 'Combine Air Tank' #9223.
[23:58:49]	[OOC] OTA.C08-ECHO.OWC.74227: please do
[23:58:56]	[OOC] James Jacob: Oh, got one
[23:58:59]	James Jacob used the 'Product Deposit' vendor.
[23:59:01]	James Jacob has gained 10 tokens.
[23:59:07]	Gordo Kin opened the '' #935 container.
[23:59:08]	[OOC] James Jacob: here we go
[23:59:09]	Gordo Kin closed the '' #935 container.
[23:59:10]	James Jacob has lost a 'Empty Combine Air Tank' #9179.
[23:59:10]	James Jacob has gained a 'Combine Air Tank' #9223.
[23:59:10]	James Jacob has taken 195 damage from James Jacob.
[23:59:10]	James Jacob has killed James Jacob.
[23:59:15]	[OOC] James Jacob: FUCKING DAMN IT
[23:59:15]	[Y] Gordo Kin: Fuck!
[23:59:17]	James Jacob entered observer.
[23:59:23]	[Y] Gordo Kin: Why?
[23:59:23]	James Jacob exited observer at their location.
[23:59:25]	[OOC] CCA.C08-GRID.i4.69192: i might need to lower the roll threshold
[23:59:40]	[OOC] Morgan Beck: Yeah. Maybe make it be near impossible unless a nat 0 at a certain point.
