[04:20:12]	Avi has connected.
[14:24:48]	[LOOC] Alexei Stravolsky: matt is the biggest gamer
[14:24:55]	[OOC] Justin Bail: q come back
[14:24:55]	[OOC] Alexei Stravolsky: justin dont fucking spam 
[14:25:04]	[OOC] Alexei Stravolsky: hes gotta brush his teeth. smh
[14:25:16]	[OOC] Alexei Stravolsky: some fellas just aint got respect
[14:25:28]	FB|| light ROOM has connected.
[14:26:05]	[OOC] Alexei Stravolsky: me running to the hospital to unplug my comatose father's feeding tube before ramadan
[14:26:07]	FB|| light ROOM loaded the character 'Ethan King'
[14:26:15]	[Y] Jimmy 'Watcher 3' John: After you come down to the outlands, there's no going back, you understand?!
[14:26:22]	[Y] Alexei Stravolsky: Yes!
[14:26:55]	Jimmy 'Watcher 3' John exited observer at their location.
[14:27:00]	Jimmy 'Watcher 3' John entered observer.
[14:27:53]	[OOC] Alexei Stravolsky: would you fuck an antlion
[14:27:59]	[OOC] Justin Bail: i mean
[14:28:02]	[OOC] Ethan King: For what?
[14:28:10]	[OOC] Alexei Stravolsky: damn quarantine got us thirsting 
[14:28:16]	[OOC] Jimmy 'Watcher 3' John: pornhub.com is free
[14:28:21]	[OOC] Justin Bail: na
[14:28:26]	[OOC] Justin Bail: porn hub premium
[14:28:33]	[OOC] Ethan King: Also the viruses your gonna get off of it.
[14:28:52]	[Y] Jimmy 'Watcher 3' John: How many of you are there?!
[14:29:04]	Jimmy 'Watcher 3' John exited observer at their location.
[14:29:16]	Jimmy 'Watcher 3' John entered observer.
[14:29:26]	Jimmy 'Watcher 3' John exited observer at their location.
[14:30:04]	[ME] Ethan King: Puts both hands behind his back and watches the hole.
[14:31:09]	[ME] Ethan King: Holds out his hand to the man.
[14:31:28]	[LOOC] Alexei Stravolsky: ethan he's gotta get like confirmation from server owner
[14:31:33]	[ME] Jimmy 'Watcher 3' John: reached up, shaking his hand.
[14:33:16]	Ethan King used command '/ActLean'.
[14:33:23]	[OOC] Alexei Stravolsky: watcher did you get confirmation from q
[14:33:28]	[LOOC] Jimmy 'Watcher 3' John: nope
[14:33:31]	[LOOC] Jimmy 'Watcher 3' John: still waiting
[14:33:35]	[LOOC] Jimmy 'Watcher 3' John: longest teef brushing
[14:34:32]	[OOC] Jimmy 'Watcher 3' John: q my mna
[14:34:42]	[OOC] Jimmy 'Watcher 3' John: i got permission to blow this hole up?
[14:35:02]	Jimmy 'Watcher 3' John entered observer.
[14:35:03]	Jimmy 'Watcher 3' John exited observer at their location.
[14:35:06]	[OOC] Alexei Stravolsky: Big Chungus
[14:35:10]	Jimmy 'Watcher 3' John entered observer.
[14:35:52]	[IT] Jimmy 'Watcher 3' John: The aura around you guys was unsettling, the whole place smelt like shit and piss... Even death.
[14:36:01]	[LOOC] Alexei Stravolsky: Big Bruh
[14:36:05]	[OOC] Alexei Stravolsky: func_chungus
[14:36:10]	[LOOC] Jimmy 'Watcher 3' John: you are in a sewer
[14:36:18]	[LOOC] Ethan King: FILTHY
[14:36:23]	Jimmy 'Watcher 3' John exited observer at their location.
[14:36:24]	[LOOC] Alexei Stravolsky: DESGUSTANG
[14:36:24]	Jimmy 'Watcher 3' John entered observer.
[14:36:26]	[OOC] Alexei Stravolsky: big bruh
[14:36:30]	[LOOC] Ethan King: Nice ghost
[14:36:35]	[LOOC] Alexei Stravolsky: Le Epic Noclip
[14:36:48]	[LOOC] Ethan King: Pretty fuckin cool is that your rebel powers?
[14:36:55]	[LOOC] Jimmy 'Watcher 3' John: i just realized justin's playermodel is mason from black ops
[14:37:01]	Ethan King used command '/ExitAct'.
[14:37:01]	[OOC] Justin Bail: yep
[14:37:05]	[LOOC] Ethan King: THE FUCK
[14:37:12]	[LOOC] Alexei Stravolsky: he be looking malnourished
[14:37:17]	[LOOC] Ethan King: What do the numbers mean
[14:37:23]	[LOOC] Alexei Stravolsky: WHAT DO THE NUMBERS MEAN
[14:37:30]	[LOOC] Ethan King: MASON what do the numbers mean
[14:38:05]	Jimmy 'Watcher 3' John used command '/CharGiveFlag jimmy cvv'.
[14:38:23]	[LOOC] Alexei Stravolsky: tbh watching my comrades in arms die close to the end of modern warfare got me sad
[14:38:32]	[OOC] Justin Bail: yep
[14:38:44]	Jimmy 'Watcher 3' John used command '/CharGiveFlag jimmy cv'.
[14:38:44]	Ethan King used command '/ActLean'.
[14:38:50]	Jimmy 'Watcher 3' John used command '/CharGiveFlag jimmy c'.
[14:39:31]	Jimmy 'Watcher 3' John has spawned a 'NextBot [2904][npc_tf2_ghost]'.
[14:39:38]	[LOOC] Alexei Stravolsky: big bruh
[14:39:46]	[LOOC] Alexei Stravolsky: i never understand the point of that NPC
[14:39:58]	Jimmy 'Watcher 3' John has spawned a 'NPC [2904][npc_gman]'.
[14:40:05]	[LOOC] Ethan King: GMAN
[14:40:06]	[LOOC] Alexei Stravolsky: Bruh
[14:40:10]	[LOOC] Jimmy 'Watcher 3' John: void that
[14:40:11]	[LOOC] Ethan King: OOC?
[14:40:16]	[LOOC] Ethan King: K
[14:40:24]	[LOOC] Ethan King: fucking caps lock
[14:40:27]	[LOOC] Alexei Stravolsky: So, wake up, Mr Freeman, wake up and.. smell the gamer girl feet.
[14:40:34]	[LOOC] Ethan King: Why?
[14:40:36]	[OOC] Jimmy 'Watcher 3' John: Q doing that teef brush waterpick mouthwash extreme
[14:40:40]	[OOC] Alexei Stravolsky: lmao
[14:40:44]	[OOC] Ethan King: Bruh
[14:40:56]	[OOC] Alexei Stravolsky: his teef are gonna be whiter than me soon damn
[14:41:14]	[OOC] Ethan King: I wonder how corroded his teeth will be after all the fucking brushing?
[14:41:25]	[OOC] Justin Bail: hes taking a showe to
[14:41:38]	[OOC] Ethan King: It's been like 20 minutes?
[14:41:48]	[OOC] Justin Bail: long showers are awesome
[14:41:57]	[OOC] Alexei Stravolsky: gotta make sure he shave his legs too
[14:42:07]	[OOC] Ethan King: There's something called a fucking water bill my guy.
[14:42:21]	[OOC] Jimmy 'Watcher 3' John: what does that have to do with showering
[14:42:32]	[OOC] Ethan King: He's using hot water?
[14:42:40]	[OOC] Alexei Stravolsky: oh so i guess he showering with SOLID
[14:42:52]	[OOC] Jimmy 'Watcher 3' John: well yeah but that was random
[14:43:51]	[LOOC] Alexei Stravolsky: finna take a Piss
[14:43:55]	[LOOC] Ethan King: YEE
[14:44:07]	[OOC] Justin Bail: q still going in the bathroom
[14:44:47]	[LOOC] Alexei Stravolsky: back gamer
[14:45:08]	[OOC] Alexei Stravolsky: q gotta empty his 10 mile long bladder too
[14:45:10]	[LOOC] Ethan King: G-Man stands for "gamer-man
[14:45:22]	[OOC] Ethan King: lmao
[14:45:53]	[OOC] Ethan King: ET-2, ET fucking dies
[14:46:10]	[OOC] Alexei Stravolsky: jurassic park 345483475938475349857349857349587345983475938573489573495834958348957: dinosaurs heehee hoohoo
[14:46:17]	[LOOC] Ethan King: OUT
[14:46:21]	[LOOC] Alexei Stravolsky: CHILL OU
[14:46:32]	[LOOC] Ethan King: No u
[14:46:46]	Justin Bail ran 'drop' on item 'Pipe' (#6636)
[14:46:46]	Justin Bail has lost a 'Pipe' #6636.
[14:46:48]	[LOOC] Ethan King: I'm just a walking totally cut screams video.
[14:46:48]	Justin Bail ran 'take' on item 'Pipe' (#6636)
[14:46:48]	Justin Bail has gained a 'Pipe' #6636.
[14:47:35]	Alexei Stravolsky used command '/ActSit'.
[14:47:54]	[OOC] Alexei Stravolsky: male_07 be like "Sometimes, I dream about cheese."
[14:48:13]	[LOOC] Justin Bail: CHEESE
[14:48:38]	[LOOC] Ethan King: Bro's come joing General i'm lonely.
[14:48:52]	[LOOC] Ethan King: Join What the fuck happened
[14:48:54]	[OOC] Alexei Stravolsky: how long it take to brush your teeth what the fuck
[14:49:10]	[OOC] Justin Bail: q got some black ass teeth
[14:49:19]	[OOC] Ethan King: It takes however some it took to stop slavery.
[14:49:38]	[LOOC] Ethan King: What the fuck is happening to me????
[14:49:39]	Justin Bail ran 'EquipUn' on item 'Rock' (#6633)
[14:49:48]	[LOOC] Ethan King: My grammer and english has just died.
[14:49:52]	[OOC] Alexei Stravolsky: bruh half life 5 gonna come out before q comes back
[14:50:10]	[OOC] Justin Bail: day 532 q has not returned yet
[14:50:25]	[OOC] Ethan King: Pretty sure q is choking on his tooth-brush at this point.
[14:50:43]	[OOC] Alexei Stravolsky: imagine if he's actually just dead right now and we're just laughing 
[14:50:44]	[OOC] Justin Bail: i think hes trying to get it out
[14:51:07]	[OOC] Justin Bail: i still luagh if he died because he died from fucking toothbrush
[14:51:10]	[OOC] Ethan King: This OOC chat is taking a dark turn now.
[14:51:55]	[OOC] Ethan King: He comes back and fuckin bans all of us for talking about him dieing.
[14:52:06]	[OOC] Justin Bail: q trrigger happy
[14:52:13]	[OOC] Justin Bail: boobs
[14:52:20]	[OOC] Ethan King: Bruh chill out
[14:52:28]	[OOC] Jimmy 'Watcher 3' John: can you................. shut up
[14:52:34]	[OOC] Alexei Stravolsky: no
[14:52:37]	[OOC] Justin Bail: sometimes 
[14:52:39]	[OOC] Justin Bail: my dog
[14:52:44]	[OOC] Justin Bail: eats my bird
[14:52:49]	[OOC] Justin Bail: i had to get them out
[14:52:54]	[OOC] Justin Bail: it took 2 hours
[14:52:58]	[OOC] Justin Bail: and lot fucking tools]
[14:53:00]	[OOC] Alexei Stravolsky: justin you ever waggle your chicken
[14:53:08]	[OOC] Justin Bail: i have 2 cocks
[14:53:08]	[OOC] Eliza Mimsley: sup
[14:53:12]	[OOC] Justin Bail: in my backyard
[14:53:13]	[OOC] Justin Bail: q
[14:53:15]	[OOC] Justin Bail: q
[14:53:15]	[OOC] Eliza Mimsley: what the actau lfuck is going on
[14:53:15]	[OOC] Alexei Stravolsky: hey sup
[14:53:17]	[OOC] Justin Bail: omg
[14:53:18]	[OOC] Justin Bail: yes
[14:53:23]	[OOC] Justin Bail: fucking finnaly
[14:53:25]	[OOC] Alexei Stravolsky: watcher needs you and we thought you died
[14:53:26]	matt saton loaded the character 'CCA.C08-GRID.i4.69192'
[14:53:31]	[OOC] CCA.C08-GRID.i4.69192: hmm todayi wi ll raid the sewers
[14:53:31]	[OOC] Alexei Stravolsky: how fucking thin are your teeth
[14:53:32]	CCA.C08-GRID.i4.69192 entered observer.
[14:53:35]	[OOC] Alexei Stravolsky: OH GOD OH FUCL
[14:53:40]	[OOC] CCA.C08-GRID.i4.69192: no not relaly, i'm not a dickehad
[14:53:41]	[OOC] Justin Bail: q
[14:53:44]	[OOC] CCA.C08-GRID.i4.69192: suh
[14:53:45]	[OOC] Justin Bail: tp
[14:53:49]	[OOC] CCA.C08-GRID.i4.69192: i'm nhere
[14:53:50]	[OOC] Jimmy 'Watcher 3' John: yo matt
[14:53:55]	[OOC] Jimmy 'Watcher 3' John: can i blow this hole up with a grenade
[14:53:56]	[OOC] Justin Bail: we are breaking concreat with grenade
[14:53:56]	Jimmy 'Watcher 3' John exited observer at their location.
[14:54:01]	Jimmy 'Watcher 3' John entered observer.
[14:54:03]	Jimmy 'Watcher 3' John exited observer at their location.
[14:54:04]	Jimmy 'Watcher 3' John entered observer.
[14:54:05]	Jimmy 'Watcher 3' John exited observer at their location.
[14:54:05]	[OOC] CCA.C08-GRID.i4.69192: how the hell did you get out of there jimmy
[14:54:13]	[OOC] Jimmy 'Watcher 3' John: im not
[14:54:16]	Alexei Stravolsky used command '/ExitAct'.
[14:54:16]	[OOC] CCA.C08-GRID.i4.69192: oh
[14:54:18]	[OOC] Jimmy 'Watcher 3' John: i would have to throw the grenade up top
[14:54:27]	Jimmy 'Watcher 3' John entered observer.
[14:54:29]	Jimmy 'Watcher 3' John exited observer at their location.
[14:54:30]	[OOC] CCA.C08-GRID.i4.69192: you'd have to get through hthe other layer
[14:54:42]	CCA.C08-GRID.i4.69192 used command '/PM john where you can only squeeze through without armor'.
[14:54:58]	[Y] Ethan King: Get away from the thing he's about to blow up you dimwitt!
[14:55:00]	[OOC] CCA.C08-GRID.i4.69192: but no a grenade would not work to destroy that
[14:55:01]	Jimmy 'Watcher 3' John used command '/PM CCA i cant hold onto the ladder and just place the grenade and run?'.
[14:55:05]	[OOC] Alexei Stravolsky: BRUH
[14:55:07]	[OOC] Justin Bail: q
[14:55:09]	[OOC] Justin Bail: fucking
[14:55:11]	[OOC] CCA.C08-GRID.i4.69192: bruh
[14:55:12]	[OOC] Alexei Stravolsky: i will eat some FAT ass right now
[14:55:13]	[OOC] CCA.C08-GRID.i4.69192: it's not c4
[14:55:16]	[OOC] Justin Bail: theres no other way to outlands
[14:55:20]	[OOC] Justin Bail: like
[14:55:22]	[OOC] Justin Bail: wtf
[14:55:26]	[OOC] Ethan King: It would weaken it right?
[14:55:30]	[OOC] Justin Bail: ya
[14:55:33]	[OOC] Justin Bail: it would
[14:55:34]	[OOC] Jimmy 'Watcher 3' John: true
[14:55:42]	[OOC] CCA.C08-GRID.i4.69192: slightly? It's a grenade, not a high grade explosive
[14:55:45]	[OOC] Alexei Stravolsky: ok jimmy how the fuck did you get to outlands
[14:55:52]	[OOC] Ethan King: We could break the rest.
[14:56:09]	[OOC] Justin Bail: throw the grenade we break the rest
[14:56:18]	[OOC] CCA.C08-GRID.i4.69192: you know you guys raen't cavemen right
[14:56:21]	[OOC] CCA.C08-GRID.i4.69192: like you can make tools
[14:56:29]	[OOC] Justin Bail: q
[14:56:30]	[OOC] Ethan King: YEE
[14:56:33]	[OOC] Alexei Stravolsky: like fucking what, a hatchet
[14:56:35]	[OOC] Justin Bail: we cant make fucking c4s
[14:56:38]	[OOC] Alexei Stravolsky: i have a rock
[14:56:43]	[OOC] Justin Bail: wtf you think we on
[14:56:50]	[OOC] Alexei Stravolsky: ok i have an idea
[14:56:54]	[OOC] CCA.C08-GRID.i4.69192: chicken can you please stop being so hostile
[14:56:57]	[OOC] Justin Bail: this isnt bill nye the science guy
[14:57:03]	[OOC] Ethan King: Let's do this IC'ly.
[14:57:09]	[OOC] CCA.C08-GRID.i4.69192: you guys can make anything you can imagine, so go brainstorm IC
[14:57:15]	Ethan King used command '/ExitAct'.
[14:57:21]	CCA.C08-GRID.i4.69192 exited observer at their location.
[14:57:22]	CCA.C08-GRID.i4.69192 entered observer.
[14:57:23]	[OOC] Justin Bail: no let him throw the grenade
[14:57:27]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[14:57:34]	CCA.C08-GRID.i4.69192 used command '/adminspawnmenu'.
[14:57:43]	Justin Bail ran 'Equip' on item 'Rock' (#6633)
[14:57:59]	CCA.C08-GRID.i4.69192 has spawned "Cables"
[14:58:00]	CCA.C08-GRID.i4.69192 has spawned "Cables"
[14:58:01]	[OOC] Alexei Stravolsky: could i rollstat str to just smash off a piece of pipe and start beating the ever loving shit out of the floor
[14:58:13]	[OOC] CCA.C08-GRID.i4.69192: you know how cement works right
[14:58:13]	[ME] Ethan King: Chuckles slightly
[14:58:17]	[OOC] Justin Bail: can i do that too
[14:58:23]	[OOC] Justin Bail: its broken
[14:58:26]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[14:58:28]	Jimmy 'Watcher 3' John entered observer.
[14:58:29]	Jimmy 'Watcher 3' John exited observer at their location.
[14:58:31]	[OOC] Justin Bail: so its little more weaker
[14:58:35]	[OOC] Alexei Stravolsky: yeah but its hollow, theres no foundation 
[14:58:39]	Jimmy 'Watcher 3' John entered observer.
[14:58:42]	[OOC] CCA.C08-GRID.i4.69192: this is also true
[14:58:51]	[OOC] Justin Bail: bill nye the science guy
[14:59:08]	[OOC] Jimmy 'Watcher 3' John: thats why i was saying i think the grenade would blow it up
[14:59:10]	[OOC] Ethan King: There's also large pieces of loose rock near us that could be used to break it.
[14:59:12]	[OOC] Alexei Stravolsky: like anything with no foundation is structurally weaker
[14:59:13]	[OOC] Jimmy 'Watcher 3' John: theres no foundation or anything
[14:59:48]	[ME] Ethan King: Grabs the man beating rock with another rock
[15:00:13]	[OOC] Justin Bail: i have a syringe with a aids in it\
[15:00:21]	[OOC] Justin Bail: like no joke
[15:00:21]	[OOC] Alexei Stravolsky: W I T H A  A I D  S
[15:00:22]	[OOC] Jimmy 'Watcher 3' John: im pretty the grenade would be able to destroy most of it so you can at least crawl in and out
[15:00:29]	[OOC] Justin Bail: it would
[15:00:32]	[OOC] Justin Bail: i think
[15:00:34]	[OOC] Alexei Stravolsky: epic grammar, justin
[15:00:40]	Jimmy 'Watcher 3' John exited observer at their location.
[15:00:56]	[OOC] Alexei Stravolsky: justin is a complete and total parrot
[15:00:58]	[OOC] Jimmy 'Watcher 3' John: got your permission? ill roll after
[15:01:09]	[OOC] Jimmy 'Watcher 3' John: thats how we'll determine how effective it is
[15:01:19]	[OOC] Jimmy 'Watcher 3' John: yeah?
[15:01:19]	Jimmy 'Watcher 3' John entered observer.
[15:01:20]	Jimmy 'Watcher 3' John exited observer at their location.
[15:01:30]	[OOC] Justin Bail: q went to go brush his teeth again
[15:01:41]	[OOC] Alexei Stravolsky: ok drop it the funny is no longer located
[15:01:48]	[OOC] Alexei Stravolsky: the funny ran away from that joke, justin
[15:01:52]	[ME] Jimmy 'Watcher 3' John: climbed up the ladder to the top, holding onto the highest bar, getting his grenade from his pouch.
[15:02:06]	[OOC] Alexei Stravolsky: we have confirmation, jimmy?
[15:02:15]	CCA.C08-GRID.i4.69192 exited observer at their location.
[15:02:16]	CCA.C08-GRID.i4.69192 entered observer.
[15:02:19]	[OOC] Jimmy 'Watcher 3' John: Q, yes or no
[15:02:28]	[OOC] Justin Bail: q went afk again
[15:02:33]	[OOC] Justin Bail: god dammit
[15:02:34]	[OOC] CCA.C08-GRID.i4.69192: i' mtlaking with chief
[15:02:51]	[OOC] Ethan King: This is like a fucking government acking if they have confirmation on shooting up another country.
[15:02:52]	[OOC] Justin Bail: can you just help for sec
[15:03:16]	[OOC] Ethan King: Then the president just walks out for a piss, lmao
[15:03:26]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[15:03:56]	[OOC] Alexei Stravolsky: i love justin's description, truly it marvels the writings of edgar allen poe
[15:04:10]	[OOC] CCA.C08-GRID.i4.69192: alright we'll allow it but you guys wil lhave ot roll
[15:04:12]	[OOC] Justin Bail: shut up poopy head
[15:04:12]	[Y] Jimmy 'Watcher 3' John: GET OUT OF THE ROOM!
[15:04:15]	[OOC] CCA.C08-GRID.i4.69192: also here's a protip
[15:04:18]	[OOC] CCA.C08-GRID.i4.69192: grenades aren't vey explosive
[15:04:19]	[Y] Ethan King: Take COVER!
[15:04:23]	[OOC] CCA.C08-GRID.i4.69192: it's the shrapnel that does damage
[15:04:29]	[ME] Jimmy 'Watcher 3' John: pulled the pin, chucking it up to the concrete.
[15:04:30]	Jimmy 'Watcher 3' John entered observer.
[15:04:36]	Jimmy 'Watcher 3' John ran 'Equip' on item 'Grenade' (#6367)
[15:04:37]	Jimmy 'Watcher 3' John exited observer at their location.
[15:04:46]	Jimmy 'Watcher 3' John entered observer.
[15:04:46]	[W] Alexei Stravolsky: I kinda hope Justin dies. Just a little bit.
[15:04:51]	[OOC] Ethan King: Fun Fact- A Fragmentation Grenade can hit someone up to 250 feet.
[15:04:53]	Jimmy 'Watcher 3' John rolled 43 out of 100.
[15:04:53]	Jimmy 'Watcher 3' John used command '/Roll'.
[15:04:55]	Jimmy 'Watcher 3' John exited observer at their location.
[15:04:58]	[OOC] Justin Bail: fuck
[15:04:59]	[OOC] Justin Bail: well
[15:05:01]	[OOC] CCA.C08-GRID.i4.69192: yeah, the shrapnel can
[15:05:03]	[OOC] CCA.C08-GRID.i4.69192: not the explosion
[15:05:04]	[OOC] Justin Bail: he rolled 43
[15:05:07]	[OOC] CCA.C08-GRID.i4.69192: also the roll ddin't pass
[15:05:12]	[OOC] CCA.C08-GRID.i4.69192: buit the concrete is weaker
[15:05:13]	[OOC] Justin Bail: god fuckin
[15:05:15]	[OOC] CCA.C08-GRID.i4.69192: also what are tools
[15:05:16]	Jimmy 'Watcher 3' John entered observer.
[15:05:18]	[OOC] Alexei Stravolsky: justin is become salty
[15:05:18]	[OOC] Justin Bail: q\
[15:05:23]	[OOC] CCA.C08-GRID.i4.69192: apparently we do be living in caveman logic
[15:05:27]	[OOC] Justin Bail: can we break it open
[15:05:36]	[OOC] CCA.C08-GRID.i4.69192: not with your hands, it's still concrete
[15:05:39]	Jimmy 'Watcher 3' John exited observer at their location.
[15:05:49]	[OOC] CCA.C08-GRID.i4.69192: i'm giving you hints and you guys are just like "oo oo aa aa use hand rip stone"
[15:05:50]	[OOC] Alexei Stravolsky: ok, q, come here. i'm gonna roll to break off this table leg and use it to make a hatchet
[15:05:51]	[OOC] Justin Bail: im chipping it with rock
[15:05:52]	[Y] Jimmy 'Watcher 3' John: GET SOME FUCKIN' TOOLS! STOP USING ROCKS.
[15:06:08]	[OOC] Alexei Stravolsky: I AM TRYING TO MAKE TOOLS Q
[15:06:22]	[OOC] CCA.C08-GRID.i4.69192: with a dull rock and nothing to hold it to the table leg
[15:06:25]	[ME] Ethan King: Looks down at the metal floor.d
[15:06:26]	Jimmy 'Watcher 3' John entered observer.
[15:06:30]	[OOC] CCA.C08-GRID.i4.69192: and are you trying to break off a table leg with your bare hands
[15:06:36]	[OOC] Alexei Stravolsky: i have a rock
[15:06:39]	[OOC] CCA.C08-GRID.i4.69192: if you can do that then the wood is really bad and not good for tools
[15:06:41]	[OOC] CCA.C08-GRID.i4.69192: fair enough
[15:06:44]	[OOC] Alexei Stravolsky: i will oo oo aa aa smack the table
[15:06:51]	[ME] Justin Bail: beats with pipe
[15:06:54]	[OOC] Alexei Stravolsky: rollstat str?
[15:06:57]	Justin Bail used command '/RollStat str'.
[15:07:00]	[OOC] CCA.C08-GRID.i4.69192: sure
