[03:57:41]	PhilipIsBored has connected.
[12:41:22]	Gregory Lancaster ran 'take' on item 'Suitcase' (#4118)
[12:41:22]	Gregory Lancaster has gained a 'Suitcase' #4118.
[12:41:29]	[LOOC] Gregory Lancaster: MY CIGARETTE
[12:41:30]	CCA.C08-HELIX.i5.50299 exited observer at their location.
[12:41:41]	CCA.C08-HELIX.i5.50299 entered observer.
[12:42:08]	Madeline Wuntch loaded the character 'CCA.C14-UNION.i4.36307'
[12:42:18]	CCA.C08-HELIX.i5.50299 exited observer at their location.
[12:42:24]	Madeline Wuntch loaded the character 'Janet Fraiser'
[12:42:44]	Gregory Lancaster used command '/ActSit'.
[12:42:46]	Painevan loaded the character 'Karl Von Habsburg'
[12:42:48]	Janet Fraiser ran 'take' on item 'Suitcase' (#21813)
[12:42:48]	Janet Fraiser has gained a 'Suitcase' #21813.
[12:42:48]	Janet Fraiser has gained a 'UU Brand Peanuts' #22071.
[12:42:52]	Janet Fraiser ran 'drop' on item 'Suitcase' (#21813)
[12:42:52]	Janet Fraiser has lost a 'Suitcase' #21813.
[12:42:52]	Janet Fraiser has lost a 'UU Brand Peanuts' #22071.
[12:43:04]	Karl Von Habsburg entered observer.
[12:43:17]	[LOOC] Janet Fraiser: ffs
[12:43:49]	Gregory Lancaster used command '/ExitAct'.
[12:43:58]	Karl Von Habsburg used command '/PM Epu dude'.
[12:44:12]	Karl Von Habsburg used command '/PM Epu for IC Speech rn just use LOOC.'.
[12:44:16]	[LOOC] Janet Fraiser: you need a CID
[12:44:20]	Janet Fraiser ran 'take' on item 'UU Brand Cigarette' (#7387)
[12:44:20]	Janet Fraiser has gained a 'UU Brand Cigarette' #7387.
[12:44:21]	[LOOC] Gregory Lancaster: i need my cigarette
[12:44:23]	[LOOC] Gregory Lancaster: !!!
[12:44:29]	Janet Fraiser ran 'drop' on item 'UU Brand Cigarette' (#7387)
[12:44:29]	Janet Fraiser has lost a 'UU Brand Cigarette' #7387.
[12:44:32]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[12:44:38]	[OOC] Janet Fraiser: why do i have the option to eat a cigarette
[12:44:45]	Gregory Lancaster ran 'take' on item 'UU Brand Cigarette' (#7387)
[12:44:45]	Gregory Lancaster has gained a 'UU Brand Cigarette' #7387.
[12:45:09]	CCA.C14-UNION.EpU.72633 used command '/Reply Alright, i'm just gonna switch to Gordo for a while. (Atleast until this is fixed)'.
[12:45:15]	FB|| light ROOM loaded the character 'Gordo Kin'
[12:45:19]	Gregory Lancaster used command '/ActInjured'.
[12:45:30]	Gregory Lancaster used command '/ExitAct'.
[12:45:50]	[OOC] Karl Von Habsburg: Since the Chat is currently broken, for right now just use /looc for IC speech. Thanks.
[12:46:02]	[ME] Gregory Lancaster: eaa
[12:46:07]	[OOC] Gregory Lancaster: or /me
[12:46:12]	[OOC] Gordo Kin: that too
[12:46:14]	matt saton has connected.
[12:46:16]	[OOC] Karl Von Habsburg: Well that is for actions
[12:46:19]	Karl Von Habsburg exited observer at their location.
[12:46:20]	Karl Von Habsburg entered observer.
[12:46:23]	[OOC] Gregory Lancaster: /me says "afognadougna
[12:46:27]	[OOC] Karl Von Habsburg: True
[12:47:12]	Madeline Wuntch loaded the character 'CCA.C14-UNION.i4.36307'
[12:47:45]	CCA.C14-UNION.i4.36307 ran 'EquipUn' on item 'Combat Knife' (#21987)
[12:47:46]	CCA.C14-UNION.i4.36307 ran 'EquipUn' on item '.9mm Pistol' (#18976)
[12:47:47]	CCA.C14-UNION.i4.36307 ran 'Equip' on item '.9mm Pistol' (#18976)
[12:47:48]	matt saton loaded the character 'James Albright'
[12:47:49]	CCA.C14-UNION.i4.36307 ran 'Equip' on item 'Combat Knife' (#21987)
[12:47:51]	James Albright entered observer.
[12:47:59]	Karl Von Habsburg has spawned a 'NPC [2846][npc_headcrab_black]'.
[12:48:04]	Karl Von Habsburg has spawned a 'NPC [2846][npc_headcrab_black]'.
[12:48:19]	Karl Von Habsburg has spawned a 'Entity [2847][item_healthkit]'.
[12:48:19]	Karl Von Habsburg has spawned a 'Entity [2862][item_healthkit]'.
[12:48:20]	Karl Von Habsburg has spawned a 'Entity [2864][item_healthkit]'.
[12:48:21]	Karl Von Habsburg has spawned a 'Entity [2847][item_healthkit]'.
[12:49:02]	[LOOC] CCA.C14-UNION.i4.36307: are we using looc ic now
[12:49:05]	CCA.C14-UNION.i4.36307 used command '/ToggleRaise'.
[12:49:11]	[OOC] Karl Von Habsburg: LOOC is IC now
[12:49:20]	Gregory Lancaster has taken 10 damage from CCA.C14-UNION.i4.36307.
[12:49:28]	Gregory Lancaster has taken 12 damage from CCA.C14-UNION.i4.36307.
[12:49:28]	Gregory Lancaster has taken 10 damage from CCA.C14-UNION.i4.36307.
[12:49:28]	Gregory Lancaster has taken 2 damage from CCA.C14-UNION.i4.36307.
[12:49:28]	Gregory Lancaster has taken 5 damage from CCA.C14-UNION.i4.36307.
[12:49:32]	[LOOC] CCA.C14-UNION.i4.36307: oops
[12:49:34]	[OOC] Karl Von Habsburg: LMAO
[12:49:35]	[OOC] Gordo Kin: LMAO
[12:49:46]	[OOC] CCA.C14-UNION.i4.36307: he got in the way
[12:49:47]	[LOOC] Gregory Lancaster: you are a crack shot sir.
[12:49:47]	Karl Von Habsburg exited observer at their location.
[12:49:48]	[OOC] Gordo Kin: to be fair the civvie is getting in his way
[12:49:54]	Gordo Kin has taken 5 damage from Gregory Lancaster.
[12:49:58]	CCA.C14-UNION.i4.36307 used command '/ToggleRaise'.
[12:50:03]	Gregory Lancaster has taken 5 damage from Karl Von Habsburg.
[12:50:04]	Gregory Lancaster has taken 5 damage from Karl Von Habsburg.
[12:50:04]	Gregory Lancaster used command '/ActInjured'.
[12:50:10]	Gregory Lancaster used command '/ExitAct'.
[12:50:13]	Gregory Lancaster used command '/ActInjured'.
[12:50:17]	CCA.C14-UNION.i4.36307 used command '/ToggleRaise'.
[12:50:17]	Gregory Lancaster used command '/ExitAct'.
[12:50:20]	Gregory Lancaster has taken 5 damage from CCA.C14-UNION.i4.36307.
[12:50:21]	Gregory Lancaster has taken 5 damage from CCA.C14-UNION.i4.36307.
[12:50:22]	[LOOC] Gregory Lancaster: i'm sorry
[12:50:23]	[LOOC] Gordo Kin: uh.....
[12:50:28]	[LOOC] CCA.C14-UNION.i4.36307: stand up
[12:50:28]	James Albright used command '/CharSetModel gregory models/player/zelpa/male_04_extended.mdl'.
[12:50:28]	[LOOC] Gregory Lancaster: but you FUCKINJG SHOT ME
[12:50:33]	[LOOC] Gordo Kin: sir, are you not gonna detain him?
[12:50:36]	[LOOC] CCA.C14-UNION.i4.36307: on the wall, now
[12:50:41]	[LOOC] Gregory Lancaster: i believe i desereved some retribution
[12:50:51]	[OOC] CCA.C14-UNION.i4.36307: wgat
[12:50:56]	[LOOC] CCA.C14-UNION.i4.36307: WALL
[12:51:01]	[LOOC] Gregory Lancaster: let's just shake on it
[12:51:12]	[ME] CCA.C14-UNION.i4.36307: attempts to pin him
[12:51:17]	CCA.C14-UNION.i4.36307 rolled 10 out of 100.
[12:51:17]	CCA.C14-UNION.i4.36307 used command '/Roll str'.
[12:51:20]	[LOOC] CCA.C14-UNION.i4.36307: roll str
[12:51:22]	[ME] Gregory Lancaster: THROWS a right swing
[12:51:23]	[LOOC] Gordo Kin: LOOC F
[12:51:23]	Gregory Lancaster rolled 31 out of 100.
[12:51:23]	Gregory Lancaster used command '/Roll'.
[12:51:29]	[LOOC] CCA.C14-UNION.i4.36307: well shit
[12:52:01]	[OOC] CCA.C14-UNION.i4.36307: im not even good at combat rp
[12:52:04]	[ME] Gregory Lancaster: pisses and shits his pants simultaneously, turning to sprint away while the unit is dazed
[12:52:09]	[OOC] CCA.C14-UNION.i4.36307: what
[12:52:12]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[12:52:13]	[OOC] Karl Von Habsburg: Lmao
[12:52:20]	Karl Von Habsburg entered observer.
[12:52:29]	Karl Von Habsburg exited observer at their location.
[12:52:42]	[LOOC] CCA.C14-UNION.i4.36307: Uh
[12:52:43]	[OOC] Gordo Kin: Dude combatRP isn't hard, just make up a attack that is atleast decent and could work in real life
[12:52:55]	[OOC] CCA.C14-UNION.i4.36307: he just shit his pants im not going near him
[12:53:03]	[OOC] Karl Von Habsburg: Bruh
[12:53:10]	[OOC] Gregory Lancaster: that was the plan
[12:53:16]	[OOC] Gordo Kin: And or use the old "/me slams his stunstick onto the mans head"
[12:53:17]	[LOOC] CCA.C14-UNION.i4.36307: fine, apply
[12:53:17]	James Albright exited observer at their location.
[12:53:44]	[LOOC] Gordo Kin: LOOC - why is everything broken ;-;
[12:53:48]	CCA.C14-UNION.i4.36307 used command '/CharFallOver'.
[12:53:52]	[OOC] CCA.C14-UNION.i4.36307: this isnt broken
[12:53:58]	CCA.C14-UNION.i4.36307 used command '/CharGetUp'.
[12:54:01]	James Albright entered observer.
[12:54:11]	CCA.C14-UNION.i4.36307 used command '/ToggleRaise'.
[12:54:12]	[LOOC] Gregory Lancaster: listen
[12:54:13]	Gregory Lancaster has taken 5 damage from CCA.C14-UNION.i4.36307.
[12:54:14]	[LOOC] Gregory Lancaster: wait
[12:54:14]	[LOOC] Gordo Kin: Sir, you should detain
[12:54:19]	[LOOC] Gordo Kin: LOOC - bruh
[12:54:24]	James Albright exited observer at their location.
[12:54:25]	Gregory Lancaster used command '/CharGetUp'.
[12:54:46]	[LOOC] Gordo Kin: LOOC - that is fucked ;-;
[12:54:49]	jack who (STEAM_0:1:60578811) has disconnected.
[12:54:54]	[OOC] CCA.C14-UNION.i4.36307: oh cool
[12:55:02]	[OOC] James Albright: nvm ulx is working, i just pasted in something wrong
[12:55:09]	[OOC] Gordo Kin: F
[12:55:14]	[OOC] Gordo Kin: Dumb dumb small brain man
[12:55:26]	[OOC] Gordo Kin: Too many vertex format changes in frame, whole world not renderedToo many vertex format changes in frame, whole world not renderedToo many vertex format changes in frame, whole world not renderedToo many vertex format changes in frame, whole world not r
[12:55:28]	[OOC] Gordo Kin: Why?
[12:55:31]	[OOC] James Albright: that's normal
[12:55:34]	[OOC] Gordo Kin: BET
[12:55:50]	[OOC] Gordo Kin: Upscaled poison headcrabs are fucking gross ;-;
[12:55:56]	Karl Von Habsburg entered observer.
[12:56:09]	Karl Von Habsburg has spawned a 'NPC [2846][npc_headcrab_black]'.
[12:56:20]	[LOOC] Gordo Kin: I have a clientside mod that upscales them
[12:56:27]	Karl Von Habsburg exited observer at their location.
[12:56:29]	Karl Von Habsburg entered observer.
[12:56:29]	Karl Von Habsburg exited observer at their location.
[12:56:38]	Karl Von Habsburg has spawned a 'NPC [2846][npc_barnacle]'.
[12:56:48]	James Albright entered observer.
[12:56:48]	James Albright exited observer at their location.
[12:56:48]	James Albright entered observer.
[12:56:48]	Gordo Kin ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#18600)
[12:56:49]	James Albright exited observer at their location.
[12:56:52]	Gordo Kin ran 'EquipUn' on item 'Combine Hazmat Worker Outfit' (#18600)
[12:56:59]	Gordo Kin has taken 78 damage from worldspawn.
[12:57:06]	[LOOC] Gordo Kin: Can you fuck off with that
[12:57:12]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[12:57:22]	Gordo Kin ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#18600)
[12:57:27]	[LOOC] Gordo Kin: I had like one health
[12:57:28]	Gordo Kin ran 'EquipUn' on item 'Combine Hazmat Worker Outfit' (#18600)
[12:57:35]	James Albright entered observer.
[12:57:36]	Karl Von Habsburg has spawned a 'Entity [2846][npc_walking_unarmed_combine_soldier]'.
[12:57:36]	James Albright exited observer at their location.
[12:58:01]	Karl Von Habsburg has spawned a 'Entity [2846][npc_crouched_shooting_metrocop]'.
[12:58:02]	James Albright has taken 3 damage from CrouchedShootingMetroCopWithAShooty.
[12:58:12]	Karl Von Habsburg has spawned a 'Entity [2846][npc_crouched_shooting_citizen]'.
[12:58:30]	Karl Von Habsburg entered observer.
[12:58:31]	Karl Von Habsburg has spawned a 'Entity [2846][npc_attacking_slumped_zambo]'.
[12:58:34]	Karl Von Habsburg exited observer at their location.
[12:58:51]	Karl Von Habsburg has spawned a 'Entity [2846][npc_wall_pounding_zombie]'.
[12:59:24]	James Albright used command '/ToggleRaise'.
[12:59:24]	James Albright used command '/ToggleRaise'.
[12:59:43]	James Albright used command '/ToggleRaise'.
[12:59:45]	James Albright used command '/ToggleRaise'.
[12:59:46]	James Albright used command '/ToggleRaise'.
[12:59:57]	Karl Von Habsburg has spawned a 'Entity [2864][npc_wounded_male_1]'.
[13:00:02]	Karl Von Habsburg has spawned a 'Entity [2877][npc_wounded_male_2]'.
[13:00:19]	[LOOC] Gordo Kin: Please help ;-;
[13:00:25]	[LOOC] James Albright: test
[13:00:33]	[LOOC] Gordo Kin: I think it's fixed ;-;
[13:00:37]	[LOOC] Gordo Kin: Thank fuck
[13:00:38]	Karl Von Habsburg has spawned a 'Entity [2864][npc_consouling_couple]'.
[13:01:01]	Karl Von Habsburg has spawned a 'Entity [2862][npc_couch_laying_citizen]'.
[13:01:05]	Gordo Kin ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#18600)
[13:01:23]	[OOC] Gordo Kin: it do be OOC hours
[13:01:37]	[LOOC] Gordo Kin: I stole it cuck
[13:01:47]	Karl Von Habsburg has spawned a 'NPC [2862][npc_citizen]'.
[13:02:10]	Karl Von Habsburg has spawned a 'NPC [2862][npc_citizen]'.
[13:02:12]	CCA.C14-UNION.i4.36307 has gained 10 tokens.
[13:02:12]	[LOOC] Gordo Kin: Ya know that rooftop path I got to via a few boxes?
[13:02:15]	Madeline Wuntch loaded the character 'Janet Fraiser'
[13:02:33]	[LOOC] Gordo Kin: You can get into the QZ entrance but not into the actual QZ
[13:02:40]	[LOOC] Gordo Kin: I told you that I think
[13:02:40]	Karl Von Habsburg has spawned a 'NPC [2844][npc_pigeon]'.
[13:03:07]	Karl Von Habsburg has spawned a 'NPC [2844][npc_antlion_worker]'.
[13:03:10]	Karl Von Habsburg has spawned a 'NPC [2844][npc_barnacle]'.
[13:03:14]	[LOOC] Gordo Kin: So I jumped into one of the garbage cans (With a role of course) and stole one. Then to get out via the factories
[13:03:16]	[OOC] Janet Fraiser: bye
[13:03:21]	[LOOC] James Albright: testj
[13:03:29]	[OOC] Gordo Kin: F
[13:03:30]	James Albright used command '/ToggleRaise'.
[13:03:47]	James Albright used command '/ToggleRaise'.
[13:03:49]	[LOOC] Gordo Kin: Hello gamer
[13:03:50]	James Albright used command '/ToggleRaise'.
[13:03:53]	James Albright used command '/ToggleRaise'.
[13:03:55]	James Albright used command '/ToggleRaise'.
[13:04:05]	Gordo Kin has taken 5 damage from tfa_rustalpha_flare_thrown.
[13:04:10]	[LOOC] Janet Fraiser: are those riding breeches
[13:04:12]	[LOOC] Gordo Kin: Fucking ow
[13:04:17]	James Albright has spawned a 'NPC [2850][npc_vj_mortarsynth]'.
[13:04:19]	James Albright has spawned a 'NPC [2853][sent_vj_test]'.
[13:04:23]	James Albright has spawned a 'NPC [2850][sent_vj_test]'.
[13:04:23]	James Albright has spawned a 'NPC [2862][sent_vj_test]'.
[13:04:28]	James Albright has spawned a 'NPC [2845][sent_vj_test]'.
[13:04:34]	Karl Von Habsburg entered observer.
[13:04:35]	Karl Von Habsburg exited observer at their location.
[13:04:43]	[LOOC] Gordo Kin: Just wait and see if I can go and get my grenade
[13:04:46]	Karl Von Habsburg entered observer.
[13:04:51]	Janet Fraiser used command '/ToggleRaise'.
[13:04:54]	James Albright has spawned a 'NPC [2864][monster_g_man]'.
[13:04:56]	Janet Fraiser used command '/ToggleRaise'.
[13:04:56]	Karl Von Habsburg exited observer at their location.
[13:04:58]	James Albright has spawned a 'NPC [2872][monster_g_man]'.
[13:05:01]	James Albright has spawned a 'NPC [2873][monster_g_man]'.
[13:05:05]	Karl Von Habsburg has taken 1 damage from Karl Von Habsburg.
[13:05:12]	Janet Fraiser used command '/ToggleRaise'.
[13:05:14]	Karl Von Habsburg entered observer.
[13:05:15]	Karl Von Habsburg exited observer at their location.
[13:05:26]	Janet Fraiser used command '/ToggleRaise'.
[13:05:34]	[OOC] Janet Fraiser: what do the language flags do
[13:05:43]	[LOOC] Gordo Kin: You can speak another language
[13:05:50]	[LOOC] Janet Fraiser: ic or
[13:05:54]	[LOOC] Gordo Kin: And people who don't have the flags won't understand it
[13:05:56]	James Albright has spawned a 'NPC [2848][monster_head_crab]'.
[13:05:56]	[LOOC] Gordo Kin: OOC and IC
[13:05:57]	Karl Von Habsburg used command '/CharTakeFlag albri n'.
[13:06:27]	[LOOC] Janet Fraiser: oh 
[13:06:28]	Karl Von Habsburg has taken 10 damage from Gordo Kin.
[13:06:30]	Gordo Kin has taken 29 damage from Karl Von Habsburg.
[13:06:44]	[LOOC] Gordo Kin: That actually hurt a lot
[13:06:48]	[LOOC] Janet Fraiser: i gotta get the french flag on my cca char then
[13:06:48]	[LOOC] Gordo Kin: Ye
[13:07:05]	[LOOC] Gordo Kin: I look like a reptile
[13:07:25]	[LOOC] Gordo Kin: You gave me a lot of health
[13:07:40]	[LOOC] Gordo Kin: Yeah...I had like a little over half health
[13:08:18]	James Albright has taken 148 damage from Karl Von Habsburg.
[13:08:18]	Karl Von Habsburg has killed James Albright with tfa_rustalpha_pistol.
[13:08:23]	[OOC] Gordo Kin: Bruh
[13:08:27]	[OOC] James Albright: can you pls bring me
[13:08:43]	[LOOC] Gordo Kin: TP him PAIN
[13:08:50]	[LOOC] Gordo Kin: Oh I'm blind
[13:09:23]	Karl Von Habsburg has spawned a 'NPC [2886][npc_zombie_torso]'.
[13:09:30]	Karl Von Habsburg has spawned a 'NPC [2886][npc_headcrab_black]'.
[13:09:54]	Janet Fraiser used command '/ToggleRaise'.
[13:10:10]	[OOC] James Albright: can you pls bring mej
[13:10:13]	Karl Von Habsburg has taken 10 damage from Gordo Kin.
[13:10:40]	[LOOC] Gordo Kin: uh.....
[13:11:06]	[LOOC] Gordo Kin: Ye
[13:11:07]	[LOOC] Janet Fraiser: yes
[13:11:21]	[LOOC] Gordo Kin: It do be a cheat NPC
[13:11:27]	[LOOC] Gordo Kin: rather fucky
[13:11:32]	[OOC] Gordo Kin: Yo
[13:11:46]	[OOC] Gordo Kin: BET
[13:11:49]	Gordo Kin has taken 65 damage from Karl Von Habsburg.
[13:12:05]	Janet Fraiser has taken 387 damage from Karl Von Habsburg.
[13:12:05]	Karl Von Habsburg has killed Janet Fraiser with tfa_rustalpha_hunting_bow.
[13:12:08]	[OOC] Gordo Kin: LMAO
[13:12:21]	Janet Fraiser has lost 7 tokens.
[13:12:22]	Janet Fraiser has lost 10 tokens.
[13:12:25]	[OOC] James Albright: were you guys jsut getting intense server alg
[13:12:27]	Janet Fraiser ran 'take' on item 'Sparkling Breen's Water' (#22117)
[13:12:27]	Janet Fraiser has gained a 'Sparkling Breen's Water' #22117.
[13:12:30]	Janet Fraiser ran 'Drink' on item 'Flavored Breen's Water' (#22116)
[13:12:30]	[OOC] Gordo Kin: No?
[13:12:44]	Janet Fraiser used command '/ToggleRaise'.
[13:12:44]	[LOOC] Gordo Kin: Yes
[13:12:47]	Karl Von Habsburg has taken 6 damage from Janet Fraiser.
[13:12:48]	Karl Von Habsburg has taken 6 damage from Janet Fraiser.
[13:12:50]	Janet Fraiser has taken 10 damage from Gordo Kin.
[13:12:50]	Janet Fraiser has taken 10 damage from Gordo Kin.
[13:12:50]	Janet Fraiser has taken 10 damage from Gordo Kin.
[13:12:51]	Janet Fraiser has taken 10 damage from Gordo Kin.
[13:12:58]	Janet Fraiser used command '/ToggleRaise'.
[13:13:01]	Janet Fraiser has taken 10 damage from Gordo Kin.
[13:13:02]	Janet Fraiser has taken 10 damage from Gordo Kin.
[13:13:03]	Janet Fraiser has taken 10 damage from Gordo Kin.
[13:13:03]	Janet Fraiser has taken 10 damage from Gordo Kin.
[13:13:04]	Janet Fraiser has taken 10 damage from Gordo Kin.
[13:13:04]	Janet Fraiser has taken 10 damage from Gordo Kin.
[13:13:04]	Gordo Kin has killed Janet Fraiser with weapon_crowbar.
[13:13:06]	Gordo Kin has taken 67 damage from Karl Von Habsburg.
[13:13:06]	Karl Von Habsburg has killed Gordo Kin with tfa_rustalpha_hunting_bow.
[13:13:08]	[LOOC] Gordo Kin: Bit-
[13:13:12]	Gordo Kin ran 'Equip' on item 'Crowbar' (#21837)
[13:13:28]	Janet Fraiser used command '/ToggleRaise'.
[13:13:42]	James Albright has taken 6 damage from Janet Fraiser.
[13:13:43]	Janet Fraiser used command '/ToggleRaise'.
[13:13:49]	[LOOC] Janet Fraiser: oh no
[13:13:50]	[OOC] Gordo Kin: Imagine making a illuminati meme
[13:13:54]	Janet Fraiser has taken 385 damage from Karl Von Habsburg.
[13:13:54]	Karl Von Habsburg has killed Janet Fraiser with tfa_rustalpha_hunting_bow.
[13:13:59]	[LOOC] Gordo Kin: ded
[13:14:12]	Karl Von Habsburg has spawned a 'NPC [2850][npc_zombie]'.
[13:14:12]	James Albright entered observer.
[13:14:25]	Janet Fraiser has taken 375 damage from Karl Von Habsburg.
[13:14:25]	Karl Von Habsburg has killed Janet Fraiser with tfa_rustalpha_hunting_bow.
[13:14:32]	[LOOC] Gordo Kin: I KNOW RIGHT
[13:14:38]	Karl Von Habsburg has spawned a 'NPC [2854][npc_poisonzombie]'.
[13:14:40]	Madeline Wuntch loaded the character 'CCA.C14-UNION.i4.36307'
[13:14:48]	CCA.C14-UNION.i4.36307 ran 'EquipUn' on item 'Combat Knife' (#21987)
[13:14:49]	CCA.C14-UNION.i4.36307 ran 'EquipUn' on item '.9mm Pistol' (#18976)
[13:14:50]	CCA.C14-UNION.i4.36307 ran 'Equip' on item '.9mm Pistol' (#18976)
[13:14:52]	CCA.C14-UNION.i4.36307 ran 'Equip' on item 'Combat Knife' (#21987)
[13:15:04]	CCA.C14-UNION.i4.36307 used command '/ToggleRaise'.
[13:15:12]	[LOOC] Gordo Kin: OOC you dumb cuck
[13:15:18]	[LOOC] CCA.C14-UNION.i4.36307: im aware
[13:15:19]	CCA.C14-UNION.i4.36307 used command '/ToggleRaise'.
[13:15:20]	Karl Von Habsburg has taken 12 damage from CCA.C14-UNION.i4.36307.
[13:15:20]	Karl Von Habsburg has taken 72 damage from CCA.C14-UNION.i4.36307.
[13:15:20]	CCA.C14-UNION.i4.36307 has killed Karl Von Habsburg with weapon_pistol.
[13:15:27]	Karl Von Habsburg entered observer.
[13:15:30]	Karl Von Habsburg exited observer at their location.
[13:15:34]	[LOOC] Gordo Kin: I assure you that my crowbar could go through your kevlar easily
[13:15:34]	CCA.C14-UNION.i4.36307 has taken 23 damage from Karl Von Habsburg.
[13:15:50]	[LOOC] Gordo Kin: UNITED STATES OF AMERICA WHERE THE LAND IS FREE
[13:15:52]	CCA.C14-UNION.i4.36307 ran 'EquipUn' on item '.9mm Pistol' (#18976)
[13:15:53]	CCA.C14-UNION.i4.36307 ran 'Equip' on item '.9mm Pistol' (#18976)
[13:15:55]	CCA.C14-UNION.i4.36307 ran 'EquipUn' on item 'Combat Knife' (#21987)
[13:15:57]	CCA.C14-UNION.i4.36307 ran 'Equip' on item 'Combat Knife' (#21987)
[13:16:01]	[OOC] CCA.C14-UNION.i4.36307: oh no my ammo
[13:16:03]	Karl Von Habsburg entered observer.
[13:16:14]	Karl Von Habsburg exited observer at their location.
[13:16:27]	Karl Von Habsburg entered observer.
[13:16:38]	Karl Von Habsburg exited observer at their location.
[13:16:42]	[LOOC] Gordo Kin: Tehy are
[13:16:52]	Karl Von Habsburg entered observer.
[13:17:08]	[OOC] Karl Von Habsburg: I declare war on union i4
[13:17:11]	[OOC] Gordo Kin: YES
[13:17:14]	[OOC] CCA.C14-UNION.i4.36307: oh no
[13:17:14]	[OOC] Karl Von Habsburg: for the oil
[13:17:18]	CCA.C14-UNION.i4.36307 used command '/ToggleRaise'.
[13:17:20]	Karl Von Habsburg exited observer at their location.
[13:17:24]	[OOC] Gordo Kin: AMERICAAA FUCK YEAHHH
[13:17:27]	[OOC] CCA.C14-UNION.i4.36307: no guns though i have no ammo
[13:17:28]	Karl Von Habsburg entered observer.
[13:17:29]	Karl Von Habsburg exited observer at their location.
