[06:08:40]	Weaponized Turtles has connected.
[13:50:35]	George Wach has gained a 'Old Newspaper' #39637.
[13:50:35]	Jonathan Jackson opened the 'Metal Cabinet' #2810 container.
[13:50:38]	Jonathan Jackson closed the 'Metal Cabinet' #2810 container.
[13:50:38]	George Wach ran 'drop' on item 'Old Newspaper' (#39637)
[13:50:38]	George Wach has lost a 'Old Newspaper' #39637.
[13:50:41]	Jonathan Jackson opened the 'Large Refrigerator' #2808 container.
[13:50:45]	Jonathan Jackson has gained a 'Blue Pre-War Shirt' #24423.
[13:50:46]	Jonathan Jackson has gained a 'CWU Commerce Shirt' #32446.
[13:50:48]	Jonathan Jackson ran 'EquipUn' on item 'Reinforced Citizen Shirt' (#33609)
[13:50:49]	Jonathan Jackson ran 'Equip' on item 'CWU Commerce Shirt' (#32446)
[13:50:52]	[ME] Birdy: pecks at the officer's boot
[13:50:53]	Jonathan Jackson closed the 'Large Refrigerator' #2808 container.
[13:50:56]	CPT Nathan Vance used command '/PM vance fixedf'.
[13:50:57]	CPT Nathan Vance entered observer.
[13:51:05]	[ME] Crimson: pecks at the officer's boot furiously with malicious intent
[13:51:08]	CPT Nathan Vance used command '/PlyWhitelist sona alien'.
[13:51:10]	CPT Nathan Vance used command '/PlyWhitelist sona cac'.
[13:51:10]	George Wach has gained a 'Empty Flavored Consulate Water Can' #39638.
[13:51:14]	George Wach ran 'drop' on item 'Empty Flavored Consulate Water Can' (#39638)
[13:51:14]	George Wach has lost a 'Empty Flavored Consulate Water Can' #39638.
[13:51:15]	[ME] CCA.C17-JUDGE.i4.77460: looks down at the bird pecking at her foot.
[13:51:15]	CPT Nathan Vance used command '/PlyWhitelist sona bird'.
[13:51:17]	CPT Nathan Vance used command '/PlyWhitelist sona osa'.
[13:51:19]	Jonathan Jackson ran 'EquipUn' on item 'Respirator' (#28465)
[13:51:21]	[LOOC] Crimson: (s)
[13:51:23]	[OOC] Jonathan Jackson: Come buy food
[13:51:27]	[OOC] Jonathan Jackson: I own you guys now
[13:51:29]	[OOC] Jonathan Jackson: Come buy
[13:51:29]	CPT Nathan Vance used command '/PlyWhitelist birdy alien'.
[13:51:31]	[OOC] George Wach: ahah not me
[13:51:33]	[OOC] Sona la Rona: no
[13:51:40]	matt saton loaded the character 'CCA.C17-GRID.EpU.06912'
[13:51:40]	[ME] Birdy: looks at the other bird
[13:51:40]	CCA.C17-GRID.EpU.06912 entered observer.
[13:51:42]	[ME] Crimson: gets startled and hops back a few spaces
[13:51:42]	[OOC] Jonathan Jackson: You can't say no
[13:51:43]	CCA.C17-GRID.EpU.06912 used command '/Radio JUDGE, report status.'.
[13:51:45]	[OOC] Jonathan Jackson: You are owned by me
[13:51:47]	[OOC] Sona la Rona: this ain't the 1500's im not your slave
[13:51:51]	[OOC] Jonathan Jackson: Yes you are
[13:51:52]	CCA.C17-GRID.EpU.06912 has gained a 'Handheld Radio' #39639.
[13:51:52]	CCA.C17-GRID.EpU.06912 used command '/CharGiveItem epu radio'.
[13:51:53]	CCA.C17-GRID.EpU.06912 ran 'Frequency' on item 'Handheld Radio' (#39639)
[13:51:57]	[OOC] Jonathan Jackson: You are a slave to the Grotto
[13:52:00]	CCA.C17-GRID.EpU.06912 used command '/SetFreq 201.4'.
[13:52:07]	CCA.C17-GRID.EpU.06912 used command '/Radio JUDGE, report status.'.
[13:52:07]	[ME] Birdy: moves his way that somewhat resembles a human nod
[13:52:10]	CCA.C17-GRID.EpU.06912 ran 'Toggle' on item 'Handheld Radio' (#39639)
[13:52:11]	CCA.C17-GRID.EpU.06912 used command '/Radio JUDGE, report status.'.
[13:52:13]	[LOOC] Birdy: *head
[13:52:17]	[ME] Crimson: flies away
[13:52:19]	CCA.C17-JUDGE.i4.77460 used command '/Radio Manning workdesk.'.
[13:52:26]	CCA.C17-JUDGE.i4.77460 used command '/Radio Fucking around with some birdsd.'.
[13:52:33]	CCA.C17-GRID.EpU.06912 used command '/Radio 10-4. I'm giving you orders over the radio, then. Get it done as soon as possible.'.
[13:52:34]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#38023)
[13:52:34]	Jonathan Jackson has gained a 'Empty Consulate Water Can' #39640.
[13:52:36]	Jonathan Jackson ran 'drop' on item 'Empty Consulate Water Can' (#39640)
[13:52:36]	Jonathan Jackson has lost a 'Empty Consulate Water Can' #39640.
[13:52:38]	Jonathan Jackson destroyed a 'Empty Consulate Water Can' #39640.
[13:52:40]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#38657)
[13:52:40]	Jonathan Jackson has gained a 'Empty Consulate Water Can' #39640.
[13:52:41]	Jonathan Jackson ran 'drop' on item 'Empty Consulate Water Can' (#39640)
[13:52:41]	Jonathan Jackson has lost a 'Empty Consulate Water Can' #39640.
[13:52:42]	CCA.C17-JUDGE.i4.77460 used command '/Radio Copy'.
[13:52:43]	Jonathan Jackson destroyed a 'Empty Consulate Water Can' #39640.
[13:52:44]	George Wach has gained a 'Silicone Tube' #39640.
[13:52:44]	CCA.C17-GRID.EpU.06912 used command '/Radio If anybody new comes over, turn them away.'.
[13:52:47]	[OOC] Birdy: alright im deleting all my other characters 
[13:52:47]	George Wach ran 'drop' on item 'Silicone Tube' (#39640)
[13:52:47]	George Wach has lost a 'Silicone Tube' #39640.
[13:52:48]	Sona la Rona used command '/Apply'.
[13:52:52]	[OOC] Birdy: bird only remains
[13:52:54]	CCA.C17-JUDGE.i4.77460 used command '/ViewData son'.
[13:53:01]	CCA.C17-JUDGE.i4.77460 used command '/ViewData sona'.
[13:53:02]	CCA.C17-GRID.EpU.06912 used command '/Radio There's going to be an announcement going out soon. When it goes out, report to the infestation control door behind the CHANGE and the FOTO. You know the one?'.
[13:53:02]	[OOC] Jonathan Jackson: nice one
[13:53:05]	George Wach has gained a 'Car Battery' #39641.
[13:53:19]	[OOC] George Wach: im gonna get you and eat you lil bird
[13:53:22]	[OOC] Sona la Rona: got some nice shit frfr
[13:53:27]	[ME] CCA.C17-JUDGE.i4.77460: eyes blink blue once. "One point added. Move along."
[13:53:32]	[OOC] Birdy: im gonna shit on you
[13:53:33]	CCA.C17-JUDGE.i4.77460 has gained 10 tokens.
[13:53:37]	Painevan loaded the character 'Otto Von Habsburg'
[13:53:41]	CCA.C17-JUDGE.i4.77460 used command '/Radio 10-4.'.
[13:53:46]	[OOC] George Wach: not if I do it first
[13:53:57]	PVT Nathan Pierce used the 'Armory Supply' vendor.
[13:54:02]	[OOC] Sona la Rona: ok im done with picking up trash
[13:54:06]	CCA.C17-GRID.EpU.06912 used command '/Radio When all the citizens get there, search them. Conscripts and/or OTA will escort them into ther sewers, you'll go about your business. Got it?'.
[13:54:07]	Painevan loaded the character 'Harold George'
[13:54:15]	CCA.C17-JUDGE.i4.77460 used command '/Radio Copy'.
[13:54:15]	[OOC] Crimson: trash go brr
[13:54:18]	CCA.C17-GRID.EpU.06912 used command '/Radio Fantastic.'.
[13:54:18]	Birdy has taken 12 damage from Harold George.
[13:54:18]	Harold George has killed Birdy with weapon_crowbar.
[13:54:19]	PVT Nathan Pierce has gained 0 tokens.
[13:54:19]	PVT Nathan Pierce has gained a '4.6x30 Rounds' #39642.
[13:54:20]	PVT Nathan Pierce has gained 0 tokens.
[13:54:20]	PVT Nathan Pierce has gained a '4.6x30 Rounds' #39643.
[13:54:21]	PVT Nathan Pierce has gained 0 tokens.
[13:54:21]	PVT Nathan Pierce has gained a '4.6x30 Rounds' #39644.
[13:54:21]	[OOC] Crimson: aww my name thingy :C 
[13:54:21]	PVT Nathan Pierce has gained 0 tokens.
[13:54:21]	PVT Nathan Pierce has gained a '4.6x30 Rounds' #39645.
[13:54:22]	[OOC] Harold George: bird gone
[13:54:24]	PVT Nathan Pierce ran 'use' on item '4.6x30 Rounds' (#39643)
[13:54:25]	CCA.C17-GRID.EpU.06912 exited observer at their location.
[13:54:26]	PVT Nathan Pierce ran 'use' on item '4.6x30 Rounds' (#39644)
[13:54:26]	[OOC] Sona la Rona: how tf is this place so damn clean
[13:54:27]	[OOC] Birdy: BIRD IS DEAD
[13:54:27]	PVT Nathan Pierce ran 'use' on item '4.6x30 Rounds' (#39645)
[13:54:28]	PVT Nathan Pierce ran 'use' on item '4.6x30 Rounds' (#39642)
[13:54:29]	[OOC] Crimson: bird up
[13:54:29]	PVT Nathan Pierce used the 'Armory Supply' vendor.
[13:54:37]	matt saton loaded the character 'The Consul'
[13:54:38]	PVT Nathan Pierce has gained 0 tokens.
[13:54:38]	PVT Nathan Pierce has gained a 'Health Kit' #39642.
[13:54:47]	[OOC] CCA.C17-JUDGE.i4.77460: 236 counts of 63 tresspassing on that one bird
[13:54:56]	PVT Nathan Pierce has gained 0 tokens.
[13:54:56]	PVT Nathan Pierce has gained a 'Conscript Filter' #39643.
[13:54:57]	[OOC] Crimson: yes
[13:55:02]	PVT Nathan Pierce ran 'equip' on item 'Conscript Filter' (#39643)
[13:55:08]	PVT Nathan Pierce used the 'Armory Supply' vendor.
[13:55:09]	[OOC] Crimson: fuck I gotta update the numbers, that's not up to date
[13:55:11]	[OOC] CCA.C17-JUDGE.i4.77460: there's a secret bird mafia I am involved in
[13:55:18]	PVT Nathan Pierce used the 'Armory Supply' vendor.
[13:55:20]	Crimson used command '/CharDesc'.
[13:55:20]	PVT Nathan Pierce has gained 0 tokens.
[13:55:20]	PVT Nathan Pierce has gained a 'Health Kit' #39643.
[13:55:28]	Crimson used command '/CharDesc (drenched in white paint?) simply a nice bird. |257 counts of 63 Criminal Tresspass, ∞ counts of 99 Recklass Operation|'.
[13:55:30]	Harold George ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#30054)
[13:55:34]	[OOC] Sona la Rona: lemme make a bird char rq
[13:55:36]	PVT Nathan Pierce used the 'Armory Supply' vendor.
[13:55:43]	George Wach ran 'drop' on item 'Car Battery' (#39641)
[13:55:43]	George Wach has lost a 'Car Battery' #39641.
[13:55:44]	[OOC] Crimson: bird up
[13:55:44]	[OOC] Birdy: im gonna become a bomb strapped bird
[13:55:49]	Crimson used command '/CharDesc'.
[13:55:53]	PVT Nathan Pierce has gained 0 tokens.
[13:55:53]	PVT Nathan Pierce has gained a '4.6x30 Rounds' #39644.
[13:55:54]	PVT Nathan Pierce has gained 0 tokens.
[13:55:54]	PVT Nathan Pierce has gained a '4.6x30 Rounds' #39645.
[13:55:54]	Crimson used command '/CharDesc (drenched in white paint?) simply a nice bird. |258 counts of 63 Criminal Tresspass, ∞ counts of 99 Recklass Operation|'.
[13:55:54]	PVT Nathan Pierce has gained 0 tokens.
[13:55:54]	PVT Nathan Pierce has gained a '4.6x30 Rounds' #39646.
[13:55:57]	PVT Nathan Pierce ran 'use' on item '4.6x30 Rounds' (#39646)
[13:55:58]	PVT Nathan Pierce ran 'use' on item '4.6x30 Rounds' (#39645)
[13:55:59]	PVT Nathan Pierce ran 'use' on item '4.6x30 Rounds' (#39644)
[13:56:04]	George Wach ran 'drop' on item 'Power Supply Unit' (#29068)
[13:56:04]	George Wach has lost a 'Power Supply Unit' #29068.
[13:56:59]	The Consul used command '/Broadcast Attention, City 17. Your precinct has been selected for experimental work duty. Report to the exterior of the CHANGE store and cooperate with protection teams immediately.'.
[13:57:00]	The Consul entered observer.
[13:57:00]	The Consul exited observer at their location.
[13:57:06]	matt saton loaded the character 'OTA.C17-ECHO:OHZ.19343'
[13:57:07]	OTA.C17-ECHO:OHZ.19343 entered observer.
[13:57:08]	fuckus loaded the character 'Tony Ricci'
[13:57:13]	OTA.C17-ECHO:OHZ.19343 exited observer at their location.
[13:57:13]	OTA.C17-ECHO:OHZ.19343 entered observer.
[13:57:13]	wendigo created the character 'Anomaly'
[13:57:14]	OTA.C17-ECHO:OHZ.19343 exited observer at their location.
[13:57:16]	CCA.C17-JUDGE.i4.77460 used command '/Radio Enroute'.
[13:57:16]	wendigo loaded the character 'Anomaly'
[13:57:18]	[OOC] George Wach: where is the change store ?
[13:57:20]	Painevan loaded the character 'Jonathan Jackson'
[13:57:22]	Dilly_ loaded the character 'Carson Copper'
[13:57:29]	april_ikner has connected.
[13:57:31]	Jonathan Jackson ran 'Equip' on item 'Respirator' (#28465)
[13:57:32]	wendigo loaded the character 'Sona la Rona'
[13:57:42]	[OOC] George Wach: oh found it 
[13:57:47]	Tony Ricci has lost 2 tokens.
[13:57:51]	Tony Ricci ran 'take' on item 'Citizen Filter' (#39644)
[13:57:51]	Tony Ricci has gained a 'Citizen Filter' #39644.
[13:57:53]	Carson Copper used the 'Shopkeeper Jim' vendor.
[13:57:57]	Carson Copper has lost 50 tokens.
[13:57:57]	Carson Copper has gained a 'Respirator' #39645.
[13:57:59]	[OOC] Sona la Rona: where tf is this change store
[13:58:02]	Carson Copper ran 'Equip' on item 'Respirator' (#39645)
[13:58:04]	Carson Copper ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#21491)
[13:58:05]	[OOC] CCA.C17-JUDGE.i4.77460: the conscripts look sweet
[13:58:11]	matt saton created the character 'OTA.C17-ECHO.OHZ.55359'
[13:58:11]	OTA.C17-ECHO.OHZ.55359 has gained a 'USP Match' #39646.
[13:58:11]	OTA.C17-ECHO.OHZ.55359 has gained a '9mm Pistol Magazine' #39647.
[13:58:11]	OTA.C17-ECHO.OHZ.55359 has gained a '9mm Pistol Magazine' #39648.
[13:58:11]	OTA.C17-ECHO.OHZ.55359 has gained a 'MP7' #39649.
[13:58:11]	OTA.C17-ECHO.OHZ.55359 has gained a '4.6x30 Rounds' #39650.
[13:58:11]	OTA.C17-ECHO.OHZ.55359 has gained a '4.6x30 Rounds' #39651.
[13:58:11]	[OOC] Tony Ricci: by the foto store
[13:58:16]	matt saton loaded the character 'OTA.C17-ECHO.OHZ.55359'
[13:58:17]	OTA.C17-ECHO.OHZ.55359 entered observer.
[13:58:25]	[OOC] OTA.C17-ECHO.OHZ.55359: it's those two stores in the plaza
[13:58:28]	OTA.C17-ECHO.OHZ.55359 exited observer at their location.
[13:58:28]	OTA.C17-ECHO.OHZ.55359 entered observer.
[13:58:29]	OTA.C17-ECHO.OHZ.55359 exited observer at their location.
[13:58:29]	[OOC] Sona la Rona: OHHH
[13:58:33]	CCA.C17-JUDGE.i4.77460 has gained 10 tokens.
[13:58:48]	Carson Copper ran 'drop' on item 'Suitcase' (#21481)
[13:58:48]	Carson Copper has lost a 'Suitcase' #21481.
[13:58:48]	Carson Copper has lost a 'Pack of Nails' #24061.
[13:58:48]	Carson Copper has lost a 'Paper' #24185.
[13:58:48]	Carson Copper has lost a 'AA Battery' #24181.
[13:58:48]	Carson Copper has lost a 'Padlock' #23854.
[13:58:48]	Carson Copper has lost a 'Wires' #24060.
[13:58:48]	Carson Copper has lost a 'Pack of Nails' #24062.
[13:58:48]	Carson Copper has lost a 'Wires' #24183.
[13:58:48]	[LOOC] Tony Ricci: *hear
[13:58:49]	OTA.C17-ECHO.OHZ.55359 used command '/CharSetModel ohz models/hlvr/characters/combine_captain/combine_captain_hlvr_npc.mdl'.
[13:58:49]	Carson Copper ran 'take' on item 'Suitcase' (#21481)
[13:58:49]	Carson Copper has gained a 'Suitcase' #21481.
[13:58:49]	Carson Copper has gained a 'Pack of Nails' #24061.
[13:58:49]	Carson Copper has gained a 'Paper' #24185.
[13:58:49]	Carson Copper has gained a 'AA Battery' #24181.
[13:58:49]	Carson Copper has gained a 'Padlock' #23854.
[13:58:49]	Carson Copper has gained a 'Wires' #24060.
[13:58:49]	Carson Copper has gained a 'Pack of Nails' #24062.
[13:58:49]	Carson Copper has gained a 'Wires' #24183.
[13:58:56]	OTA.C17-ECHO:ORD.55359 used command '/CharSetName ohz OTA.C17-ECHO:ORD.55359'.
[13:59:07]	Carson Copper ran 'drop' on item 'Empty Paint Can' (#23890)
[13:59:07]	Carson Copper has lost a 'Empty Paint Can' #23890.
[13:59:13]	[ME] CCA.C17-JUDGE.i4.77460: begins to attempt a pat down search of the man in the Hazmat suit.
[13:59:16]	CCA.C17-JUDGE.i4.77460 used command '/CharSearch'.
[13:59:23]	[LOOC] Jonathan Jackson: That isn't a hazmat suit
[13:59:30]	CCA.C17-JUDGE.i4.77460 has gained a 'Resin' #32394.
[13:59:35]	[LOOC] PVT Nathan Pierce: no way, AR2
[13:59:39]	[LOOC] George Wach: fact
[13:59:46]	[OOC] Sona la Rona: for some reason the conscript looks so goofy standing there
[13:59:49]	[ME] CCA.C17-JUDGE.i4.77460: would pat dowwn the individual in the CWU Jacket.
[13:59:55]	CCA.C17-JUDGE.i4.77460 used command '/CharSearch'.
[14:00:00]	[ME] Carson Copper: folds his arms giving his attention towards the civil protection officer
[14:00:17]	[ME] Carson Copper: he clears his throat
[14:00:21]	[ME] CCA.C17-JUDGE.i4.77460: attempts to pat down the basic man in the blue.
[14:00:23]	CCA.C17-JUDGE.i4.77460 used command '/CharSearch'.
[14:00:58]	[ME] Carson Copper: he places the palms of his hands against the wall, and  spreads his feet shoulder-width apart
[14:01:35]	Sona la Rona ran 'EquipUn' on item 'Reinforced Citizen Shirt' (#34494)
[14:01:39]	OTA.C17-ECHO:ORD.55359 used command '/Radio Ordinal 35539 reporting, status green, protection team is conducting search.'.
[14:01:43]	OTA.C17-ECHO:ORD.55359 has gained a 'Handheld Radio' #39652.
[14:01:43]	OTA.C17-ECHO:ORD.55359 used command '/CharGiveItem ord radio'.
[14:01:45]	OTA.C17-ECHO:ORD.55359 ran 'Toggle' on item 'Handheld Radio' (#39652)
[14:01:46]	OTA.C17-ECHO:ORD.55359 ran 'Toggle' on item 'Handheld Radio' (#39652)
[14:01:47]	OTA.C17-ECHO:ORD.55359 ran 'Frequency' on item 'Handheld Radio' (#39652)
[14:01:48]	OTA.C17-ECHO:ORD.55359 used command '/SetFreq 201.4'.
[14:01:49]	OTA.C17-ECHO:ORD.55359 ran 'Toggle' on item 'Handheld Radio' (#39652)
[14:01:49]	[ME] Sona la Rona: would give the jacket to the JUDGE to inspect
[14:01:51]	OTA.C17-ECHO:ORD.55359 used command '/Radio Ordinal 35539 reporting, status green, protection team is conducting search.'.
[14:01:52]	Sona la Rona ran 'drop' on item 'Reinforced Citizen Shirt' (#34494)
[14:01:52]	Sona la Rona has lost a 'Reinforced Citizen Shirt' #34494.
[14:02:08]	[LOOC] PVT Nathan Pierce: Where's the rest of my Pickle gang?
[14:02:11]	[ME] CCA.C17-JUDGE.i4.77460: would inspect the entire jacket, pockets and inner lining.
[14:02:18]	CCA.C17-JUDGE.i4.77460 used command '/RollAttribute perception'.
[14:02:30]	[ME] Sona la Rona: would seem actually confused
[14:03:05]	CCA.C17-JUDGE.i4.77460 ran 'take' on item 'Reinforced Citizen Shirt' (#34494)
[14:03:05]	CCA.C17-JUDGE.i4.77460 has gained a 'Reinforced Citizen Shirt' #34494.
[14:03:27]	[ME] PVT Nathan Pierce: Carefuly turned off his firearm's safety, tightly holding it in his hands
[14:03:27]	[ME] CCA.C17-JUDGE.i4.77460: continues with the next man patting him down.
[14:03:31]	CCA.C17-JUDGE.i4.77460 used command '/CharSearch'.
[14:03:33]	CCA.C17-JUDGE.i4.77460 has gained 10 tokens.
[14:03:44]	[ME] Tony Ricci: stays still while being searched
[14:03:58]	[ME] CCA.C17-JUDGE.i4.77460: pats the final male down if allowed.
[14:04:01]	CCA.C17-JUDGE.i4.77460 used command '/CharSearch'.
[14:04:16]	[ME] Carson Copper: would have his hands placed againt the wall allowing the unit to search him freely
[14:04:51]	OTA.C17-ECHO:ORD.55359 used command '/Radio Possible 95 on 10-91, requesting special orders.'.
[14:04:53]	[LOOC] OTA.C17-ECHO:ORD.55359: one second
[14:05:27]	[ME] Carson Copper: he sets his suitcase down and grabs an extra long-sleved shirt. He then swaps it out with his standard attire
[14:05:30]	Carson Copper ran 'Equip' on item 'Blue Pre-War Shirt' (#24182)
[14:05:49]	[OOC] Jonathan Jackson: Consul spitting facts
[14:06:01]	[OOC] Sona la Rona: consul is racist
[14:06:17]	[OOC] Carson Copper: e
[14:06:20]	[OOC] Tony Ricci: consul has an onlyfans
[14:06:26]	[OOC] Carson Copper: I believe it 
[14:06:35]	[OOC] PVT Nathan Pierce: Juicy Consul pics
[14:06:40]	[LOOC] OTA.C17-ECHO:ORD.55359: back
[14:06:41]	april_ikner (STEAM_0:1:580966122) has disconnected.
[14:06:44]	[OOC] Sona la Rona: juicy consul a-
[14:06:45]	[OOC] Jonathan Jackson: When I grow up I want to be racist towards the irish just like Eric
[14:06:46]	[OOC] George Wach: I must simp for consul
[14:07:00]	[LOOC] Tony Ricci: this is the whole event btw
[14:07:08]	OTA.C17-ECHO:ORD.55359 used command '/rooc HELIX-DVL: No need to prosecute instance of 95, the work cycle will be payment enough.'.
[14:07:13]	[LOOC] Sona la Rona: just talking about how sexy the consul is
[14:07:57]	[LOOC] Sona la Rona: OOO SEWERS!
[14:07:59]	[LOOC] Jonathan Jackson: BREAKING PROTOCOL
[14:08:03]	[LOOC] Jonathan Jackson: IT IS A TEST
[14:08:06]	[LOOC] Jonathan Jackson: DONT BE FOOLED
[14:08:17]	[LOOC] Carson Copper: lmao 
[14:08:33]	CCA.C17-JUDGE.i4.77460 has gained 10 tokens.
[14:08:36]	[LOOC] OTA.C17-ECHO:ORD.55359: to.* FUCK
[14:08:37]	[OOC] George Wach: im not getting paid enough for this
[14:08:55]	George Wach has taken 1 damage from worldspawn.
[14:08:55]	George Wach has taken 1 damage from worldspawn.
[14:08:56]	George Wach has taken 1 damage from worldspawn.
[14:08:57]	George Wach has taken 1 damage from worldspawn.
[14:08:58]	George Wach has taken 1 damage from worldspawn.
[14:08:58]	George Wach ran 'equip' on item 'Citizen Filter' (#38058)
[14:09:01]	[LOOC] Jonathan Jackson: die
[14:09:02]	[LOOC] Sona la Rona: L no filter
[14:09:02]	[LOOC] Jonathan Jackson: die
[14:09:04]	[LOOC] George Wach: fuck
[14:09:19]	[OOC] PVT Nathan Pierce: All of the civies should jump on the OTA
[14:09:21]	[LOOC] Tony Ricci: okay lets jump them now
[14:09:22]	[LOOC] OTA.C17-ECHO:ORD.55359: L + No Filter + Low Hunger + Malignant + Minimal Grade Ration
