[10:11:19]	LynxQueen has connected.
[11:05:37]	Merissa Myers has taken 3 damage from CCA.C08-GRID.i1.23710.
[11:05:37]	Merissa Myers has taken 3 damage from CCA.C08-GRID.i1.23710.
[11:05:37]	Merissa Myers has taken 3 damage from CCA.C08-GRID.i1.23710.
[11:05:37]	Merissa Myers has taken 3 damage from CCA.C08-GRID.i1.23710.
[11:05:37]	Merissa Myers has taken 3 damage from CCA.C08-GRID.i1.23710.
[11:05:37]	Merissa Myers has taken 3 damage from CCA.C08-GRID.i1.23710.
[11:05:43]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[11:05:45]	Merissa Myers has taken 25 damage from CCA.C08-GRID.i1.23710.
[11:05:45]	Merissa Myers has taken 25 damage from CCA.C08-GRID.i1.23710.
[11:05:45]	Merissa Myers has taken 24 damage from CCA.C08-GRID.i1.23710.
[11:05:46]	Merissa Myers has taken 25 damage from CCA.C08-GRID.i1.23710.
[11:05:46]	CCA.C08-GRID.i1.23710 has killed Merissa Myers with tfa_rustalpha_mp5.
[11:06:02]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[11:06:07]	[LOOC] CCA.C08-GRID.i1.23710: WHAT IS THAT NOISE
[11:06:16]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[11:06:19]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:06:20]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:06:20]	CCA.C08-GRID.i1.23710 has taken 2 damage from CCA.C08-GRID.i1.23710.
[11:06:20]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:06:21]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:06:21]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:06:21]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:06:22]	Merissa Myers has taken 23 damage from CCA.C08-GRID.i1.23710.
[11:06:22]	CCA.C08-GRID.i1.23710 has taken 2 damage from CCA.C08-GRID.i1.23710.
[11:06:22]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:06:22]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:06:22]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:06:22]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:06:22]	CCA.C08-GRID.i1.23710 entered observer.
[11:06:30]	Merissa Myers has taken 65 damage from CCA.C08-GRID.i1.23710.
[11:06:35]	Merissa Myers has taken 64 damage from CCA.C08-GRID.i1.23710.
[11:06:35]	CCA.C08-GRID.i1.23710 has killed Merissa Myers with tfa_rustalpha_hunting_bow.
[11:06:36]	Merissa Myers entered observer.
[11:06:39]	Merissa Myers exited observer at their location.
[11:06:55]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:07:00]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[11:07:07]	LynxQueen loaded the character 'CCA.C08-UNION.i3.67098'
[11:07:08]	CCA.C08-UNION.i3.67098 entered observer.
[11:07:11]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:07:12]	CCA.C08-UNION.i3.67098 entered observer.
[11:07:12]	CCA.C08-GRID.i1.23710 entered observer.
[11:07:13]	CCA.C08-UNION.i3.67098 has spawned a 'Entity [2912][gmod_sent_vehicle_fphysics_base]'.
[11:07:14]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:07:17]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:07:18]	CCA.C08-UNION.i3.67098 has taken 5 damage from gmod_sent_vehicle_fphysics_base.
[11:07:18]	CCA.C08-UNION.i3.67098 has taken 10 damage from gmod_sent_vehicle_fphysics_base.
[11:07:19]	CCA.C08-UNION.i3.67098 has taken 10 damage from gmod_sent_vehicle_fphysics_base.
[11:07:19]	CCA.C08-UNION.i3.67098 has taken 200 damage from worldspawn.
[11:07:19]	worldspawn has killed CCA.C08-UNION.i3.67098.
[11:07:24]	CCA.C08-UNION.i3.67098 entered observer.
[11:07:25]	CCA.C08-GRID.i1.23710 has spawned a 'Entity [2920][gmod_sent_vehicle_fphysics_base]'.
[11:07:34]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:07:36]	[OOC] CCA.C08-GRID.i1.23710: HOP IN
[11:08:17]	CCA.C08-UNION.i3.67098 entered observer.
[11:08:27]	CCA.C08-GRID.i1.23710 has taken 102 damage from CCA.C08-UNION.i3.67098.
[11:08:27]	CCA.C08-UNION.i3.67098 has killed CCA.C08-GRID.i1.23710 with weapon_rpg.
[11:08:29]	CCA.C08-GRID.i1.23710 entered observer.
[11:08:29]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:08:30]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:08:31]	CCA.C08-GRID.i1.23710 entered observer.
[11:08:33]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:08:34]	CCA.C08-GRID.i1.23710 entered observer.
[11:08:48]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:09:06]	CCA.C08-GRID.i1.23710 has spawned a 'Entity [1275][gmod_sent_vehicle_fphysics_base]'.
[11:09:08]	CCA.C08-UNION.i3.67098 has taken 500 damage from CCA.C08-GRID.i1.23710.
[11:09:08]	CCA.C08-GRID.i1.23710 has killed CCA.C08-UNION.i3.67098 with weapon_physgun.
[11:09:11]	CCA.C08-GRID.i1.23710 has spawned a 'Entity [2921][gmod_sent_vehicle_fphysics_base]'.
[11:09:11]	CCA.C08-UNION.i3.67098 entered observer.
[11:09:18]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:09:28]	CCA.C08-GRID.i1.23710 has taken 1 damage from CCA.C08-GRID.i1.23710.
[11:09:41]	CCA.C08-UNION.i3.67098 has taken 500 damage from CCA.C08-GRID.i1.23710.
[11:09:41]	CCA.C08-GRID.i1.23710 has killed CCA.C08-UNION.i3.67098 with weapon_physgun.
[11:09:44]	CCA.C08-GRID.i1.23710 has spawned a 'Entity [2912][gmod_sent_vehicle_fphysics_base]'.
[11:09:44]	CCA.C08-UNION.i3.67098 entered observer.
[11:09:49]	CCA.C08-GRID.i1.23710 has spawned a 'Entity [1275][gmod_sent_vehicle_fphysics_base]'.
[11:09:50]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:09:52]	CCA.C08-UNION.i3.67098 entered observer.
[11:09:55]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:10:15]	CCA.C08-UNION.i3.67098 entered observer.
[11:10:18]	CCA.C08-GRID.i1.23710 has spawned a 'Entity [2913][gmod_sent_vehicle_fphysics_base]'.
[11:10:22]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:10:26]	CCA.C08-UNION.i3.67098 has taken 500 damage from CCA.C08-GRID.i1.23710.
[11:10:26]	CCA.C08-GRID.i1.23710 has killed CCA.C08-UNION.i3.67098 with weapon_physgun.
[11:10:28]	CCA.C08-UNION.i3.67098 entered observer.
[11:10:28]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[11:10:31]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:10:32]	CCA.C08-UNION.i3.67098 entered observer.
[11:10:52]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:10:58]	CCA.C08-GRID.i1.23710 entered observer.
[11:11:02]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:11:19]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[11:11:24]	CCA.C08-UNION.i3.67098 has taken 100 damage from CCA.C08-GRID.i1.23710.
[11:11:51]	CCA.C08-UNION.i3.67098 has taken 100 damage from CCA.C08-GRID.i1.23710.
[11:11:51]	CCA.C08-GRID.i1.23710 has killed CCA.C08-UNION.i3.67098 with weapon_crossbow.
[11:11:55]	CCA.C08-UNION.i3.67098 entered observer.
[11:11:56]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:11:57]	CCA.C08-UNION.i3.67098 entered observer.
[11:11:58]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:11:59]	CCA.C08-UNION.i3.67098 entered observer.
[11:12:02]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:12:03]	CCA.C08-UNION.i3.67098 entered observer.
[11:12:04]	CCA.C08-GRID.i1.23710 used command '/Dispatch'.
[11:12:06]	CCA.C08-UNION.i3.67098 has gained 10 tokens.
[11:12:07]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:12:08]	CCA.C08-UNION.i3.67098 entered observer.
[11:12:14]	[OOC] CCA.C08-UNION.i3.67098: Bruh Im bugged
[11:12:20]	[OOC] CCA.C08-UNION.i3.67098: my flight speed is slower than my walk
[11:12:22]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:12:33]	CCA.C08-GRID.i1.23710 entered observer.
[11:12:34]	CCA.C08-UNION.i3.67098 entered observer.
[11:12:41]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:12:42]	CCA.C08-UNION.i3.67098 entered observer.
[11:12:43]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:12:44]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:12:45]	CCA.C08-GRID.i1.23710 entered observer.
[11:12:46]	CCA.C08-UNION.i3.67098 entered observer.
[11:12:49]	deantheone has connected.
[11:12:50]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:12:52]	CCA.C08-UNION.i3.67098 entered observer.
[11:12:53]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:12:53]	CCA.C08-GRID.i1.23710 has taken 8 damage from worldspawn.
[11:12:54]	CCA.C08-GRID.i1.23710 entered observer.
[11:12:55]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:12:56]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:12:56]	CCA.C08-UNION.i3.67098 entered observer.
[11:12:57]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:12:57]	CCA.C08-UNION.i3.67098 has taken 76 damage from worldspawn.
[11:12:59]	CCA.C08-GRID.i1.23710 entered observer.
[11:12:59]	CCA.C08-UNION.i3.67098 entered observer.
[11:13:00]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:13:02]	CCA.C08-UNION.i3.67098 entered observer.
[11:13:02]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:13:03]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:13:04]	CCA.C08-GRID.i1.23710 entered observer.
[11:13:05]	CCA.C08-UNION.i3.67098 has taken 93 damage from worldspawn.
[11:13:05]	worldspawn has killed CCA.C08-UNION.i3.67098.
[11:13:05]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:13:07]	CCA.C08-GRID.i1.23710 entered observer.
[11:13:08]	CCA.C08-UNION.i3.67098 entered observer.
[11:13:27]	CCA.C08-GRID.i1.23710 has killed CCA.C08-GRID.i1.23710.
[11:13:27]	CCA.C08-UNION.i3.67098 has killed CCA.C08-UNION.i3.67098.
[11:13:33]	CCA.C08-UNION.i3.67098 entered observer.
[11:13:35]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'Combat Knife' (#9733)
[11:13:36]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'USP Match' (#9735)
[11:13:40]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'SPAS-12' (#9734)
[11:13:46]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:13:47]	CCA.C08-UNION.i3.67098 entered observer.
[11:13:48]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:13:54]	CCA.C08-UNION.i3.67098 has spawned a 'Entity [2918][ix_unionlock]'.
[11:13:55]	CCA.C08-UNION.i3.67098 entered observer.
[11:13:56]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:13:57]	CCA.C08-UNION.i3.67098 entered observer.
[11:14:05]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:14:10]	CCA.C08-UNION.i3.67098 entered observer.
[11:14:12]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:14:13]	CCA.C08-UNION.i3.67098 entered observer.
[11:14:32]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:14:36]	CCA.C08-UNION.i3.67098 entered observer.
[11:14:38]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:14:39]	CCA.C08-UNION.i3.67098 entered observer.
[11:14:39]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:14:43]	CCA.C08-UNION.i3.67098 entered observer.
[11:14:50]	LynxQueen loaded the character 'Chloe Cullen'
[11:15:04]	Chloe Cullen entered observer.
[11:15:06]	Chloe Cullen exited observer at their location.
[11:15:07]	Anthem has connected.
[11:15:24]	Chloe Cullen entered observer.
[11:15:30]	Chloe Cullen exited observer at their location.
[11:15:39]	Chloe Cullen ran 'Smoke' on item 'UU Brand Cigarette' (#20272)
[11:15:48]	Chloe Cullen entered observer.
[11:15:50]	Chloe Cullen exited observer at their location.
[11:16:18]	Chloe Cullen entered observer.
[11:16:19]	Chloe Cullen exited observer at their location.
[11:16:26]	Chloe Cullen ran 'Smoke' on item 'UU Brand Cigarette' (#20271)
[11:17:12]	CCA.C08-GRID.i1.23710 entered observer.
[11:17:12]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:17:23]	CCA.C08-GRID.i1.23710 entered observer.
[11:17:38]	Chloe Cullen used the 'Cigarette Dispenser' vendor.
[11:17:42]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:17:42]	Chloe Cullen entered observer.
[11:17:51]	CCA.C08-GRID.i1.23710 has spawned a 'Entity [2918][ix_combinelock]'.
[11:18:15]	CCA.C08-GRID.i1.23710 entered observer.
[11:18:18]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:18:59]	CCA.C08-GRID.i1.23710 entered observer.
[11:19:01]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:19:10]	CCA.C08-GRID.i1.23710 entered observer.
[11:19:10]	Anthem created the character 'Vincent Blackmore'
[11:19:10]	Vincent Blackmore has gained a 'Suitcase' #20278.
[11:19:10]	Vincent Blackmore has gained a 'Relocation Coupon' #20279.
[11:19:10]	Vincent Blackmore has gained a 'Green Citizen Suit' #20280.
[11:19:10]	Vincent Blackmore has gained a 'Citizen Filter' #20281.
[11:19:11]	Anthem loaded the character 'Vincent Blackmore'
[11:19:13]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:19:13]	CCA.C08-GRID.i1.23710 entered observer.
[11:19:14]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:19:14]	CCA.C08-GRID.i1.23710 entered observer.
[11:19:14]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:19:14]	CCA.C08-GRID.i1.23710 entered observer.
[11:19:15]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:19:15]	CCA.C08-GRID.i1.23710 entered observer.
[11:19:16]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:19:17]	CCA.C08-GRID.i1.23710 entered observer.
[11:19:37]	[OOC] CCA.C08-GRID.i1.23710: welcome!
[11:20:19]	Chloe Cullen exited observer at their location.
[11:20:21]	Chloe Cullen entered observer.
[11:20:22]	Vincent Blackmore ran 'Equip' on item 'Green Citizen Suit' (#20280)
[11:20:24]	Vincent Blackmore ran 'equip' on item 'Citizen Filter' (#20281)
[11:20:31]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[11:21:07]	Chloe Cullen exited observer at their location.
[11:21:08]	Chloe Cullen entered observer.
[11:21:19]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:21:26]	CCA.C08-GRID.i1.23710 entered observer.
[11:21:26]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:21:29]	Vincent Blackmore used command '/Content'.
[11:21:43]	Chloe Cullen exited observer at their location.
[11:21:48]	[LOOC] CCA.C08-GRID.i1.23710: ohok
[11:21:50]	Vincent Blackmore used command '/Content'.
[11:21:54]	Chloe Cullen entered observer.
[11:21:57]	Chloe Cullen exited observer at their location.
[11:21:58]	Chloe Cullen entered observer.
[11:21:58]	Chloe Cullen exited observer at their location.
[11:21:59]	Chloe Cullen entered observer.
[11:22:02]	Chloe Cullen exited observer at their location.
[11:22:13]	[LOOC] CCA.C08-GRID.i1.23710: yes
[11:22:18]	[OOC] CCA.C08-GRID.i1.23710: brb
[11:22:20]	[LOOC] CCA.C08-GRID.i1.23710: wait
[11:22:24]	[LOOC] CCA.C08-GRID.i1.23710: restart gmod entirely
[11:22:35]	CCA.C08-GRID.i1.23710 entered observer.
[11:23:01]	Chloe Cullen has taken 39 damage from worldspawn.
[11:23:03]	Chloe Cullen entered observer.
[11:23:05]	Chloe Cullen exited observer at their location.
[11:23:06]	Chloe Cullen entered observer.
[11:23:12]	Chloe Cullen exited observer at their location.
[11:23:16]	Chloe Cullen entered observer.
[11:24:08]	Anthem (STEAM_0:0:511415379) has disconnected.
[11:24:20]	Chloe Cullen exited observer at their location.
[11:24:20]	Chloe Cullen entered observer.
[11:24:22]	Chloe Cullen exited observer at their location.
[11:24:22]	Chloe Cullen has taken 250 damage from trigger_hurt.
[11:24:22]	trigger_hurt has killed Chloe Cullen.
[11:24:27]	Chloe Cullen entered observer.
[11:24:35]	Chloe Cullen exited observer at their location.
[11:24:46]	Chloe Cullen entered observer.
[11:24:47]	Chloe Cullen exited observer at their location.
[11:25:00]	Chloe Cullen entered observer.
[11:25:31]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[11:25:56]	deantheone loaded the character 'Jim Bostello'
[11:26:43]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:26:45]	CCA.C08-GRID.i1.23710 entered observer.
[11:26:48]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:26:56]	LynxQueen loaded the character 'CCA.C08-UNION.i3.67098'
[11:27:05]	CCA.C08-UNION.i3.67098 entered observer.
[11:27:07]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:27:16]	CCA.C08-UNION.i3.67098 ran 'Equip' on item 'MP7' (#14760)
[11:27:16]	CCA.C08-GRID.i1.23710 entered observer.
[11:27:16]	CCA.C08-UNION.i3.67098 ran 'Equip' on item 'USP Match' (#14298)
[11:27:31]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:27:38]	CCA.C08-GRID.i1.23710 entered observer.
[11:27:39]	CCA.C08-GRID.i1.23710 exited observer at their location.
[11:27:42]	CCA.C08-UNION.i3.67098 entered observer.
[11:28:04]	CCA.C08-UNION.i3.67098 used command '/ViewData jim'.
[11:28:30]	CCA.C08-GRID.i1.23710 used command '/ViewData jim'.
[11:28:38]	Anthem has connected.
[11:28:59]	LynxQueen loaded the character 'Merissa Myers'
[11:29:01]	Merissa Myers entered observer.
[11:29:08]	Merissa Myers exited observer at their location.
[11:29:09]	CCA.C08-GRID.i1.23710 used command '/ViewData jim'.
[11:29:11]	Merissa Myers ran 'Equip' on item 'Respirator' (#19395)
[11:29:13]	Merissa Myers ran 'EquipUn' on item 'Green Citizen Suit' (#13037)
[11:29:21]	Anthem loaded the character 'Vincent Blackmore'
[11:29:22]	CCA.C08-GRID.i1.23710 used command '/PM jim are you supposed to be PK'd?'.
[11:29:33]	Jim Bostello used command '/Reply no? tf?'.
[11:29:33]	Vincent Blackmore used command '/Content'.
[11:29:37]	CCA.C08-GRID.i1.23710 used command '/PM jim Civil Status: CCA UnitDeceased for unknown reasons in the nexus, .357 magnum shot to the head.'.
[11:29:44]	CCA.C08-GRID.i1.23710 used command '/PM jim thats your info'.
[11:29:52]	Jim Bostello used command '/Reply thats how i got here'.
[11:29:53]	LynxQueen loaded the character 'CCA.C08-UNION.i3.67098'
[11:30:04]	Jim Bostello used command '/Reply i killed myself in this universe'.
[11:30:10]	CCA.C08-GRID.i1.23710 used command '/PM bost OHHHHH, you took the place of them!'.
[11:30:16]	Jim Bostello used command '/Reply yeaaah lol'.
[11:30:31]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[11:30:38]	Jim Bostello ran 'Toggle' on item 'Hybrid Radio' (#14038)
[11:31:29]	CCA.C08-UNION.i3.67098 entered observer.
[11:31:54]	Vincent Blackmore used command '/CharDesc'.
[11:32:24]	Jim Bostello used command '/Radio How's the view?'.
[11:32:29]	CCA.C08-UNION.i3.67098 exited observer at their location.
[11:32:37]	[OOC] CCA.C08-GRID.i1.23710: views great, thanks for asking
[11:32:51]	[OOC] Jim Bostello: yeah ofc <3
[11:32:53]	CCA.C08-GRID.i1.23710 used command '/Radio The fuck are you doing up there?'.
[11:33:06]	CCA.C08-UNION.i3.67098 used command '/Radio That's not a CCA signal.'.
[11:33:09]	Jim Bostello used command '/Radio The fuck are you doing talking to me like that?'.
[11:33:14]	[OOC] Vincent Blackmore: i'm still missing models and textures where can i find 'em
[11:33:19]	CCA.C08-UNION.i3.67098 has spawned a 'Entity [2919][item_ammo_smg1_large]'.
[11:33:19]	CCA.C08-UNION.i3.67098 has spawned a 'Entity [2920][item_ammo_smg1_large]'.
[11:33:19]	CCA.C08-UNION.i3.67098 has spawned a 'Entity [2925][item_ammo_smg1_large]'.
[11:33:19]	CCA.C08-UNION.i3.67098 has spawned a 'Entity [2929][item_ammo_smg1_large]'.
[11:33:21]	CCA.C08-UNION.i3.67098 has spawned a 'Entity [2930][item_ammo_pistol_large]'.
[11:33:22]	CCA.C08-UNION.i3.67098 has spawned a 'Entity [2935][item_ammo_pistol_large]'.
[11:33:22]	CCA.C08-UNION.i3.67098 has spawned a 'Entity [2938][item_ammo_pistol_large]'.
[11:33:24]	CCA.C08-GRID.i1.23710 used command '/Radio I didnt hear that anyone was assigned up there, just caught off guard.'.
[11:33:31]	[OOC] CCA.C08-GRID.i1.23710: oh, xyz
[11:33:34]	Jim Bostello used command '/Radio Right'.
