[07:06:13]	Haggiez has connected.
[14:10:03]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:10:03]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:10:04]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:10:06]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:10:30]	Cameron Nixon has taken 43 damage from worldspawn.
[14:10:32]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:10:33]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:10:33]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:10:55]	Cameron Nixon has taken 5 damage from npc_headcrab_fast.
[14:10:58]	Cameron Nixon has taken 5 damage from npc_headcrab_fast.
[14:10:59]	Cameron Nixon has taken 5 damage from npc_headcrab_fast.
[14:11:05]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:11:12]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:11:14]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:11:28]	Cameron Nixon ran 'take' on item 'AA Battery' (#12267)
[14:11:28]	Cameron Nixon has gained a 'AA Battery' #12267.
[14:11:31]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:11:32]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:11:33]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:11:52]	Cameron Nixon has taken 10 damage from npc_zombie_torso.
[14:11:54]	Cameron Nixon has taken 10 damage from npc_zombie_torso.
[14:11:59]	Cameron Nixon has taken 15 damage from npc_barnacle.
[14:12:00]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:12:00]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:12:04]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:12:04]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:12:08]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:12:08]	Cameron Nixon has taken 3 damage from npc_fastzombie.
[14:12:14]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:12:14]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:12:16]	Cameron Nixon has taken 10 damage from npc_zombie_torso.
[14:12:17]	Cameron Nixon has taken 10 damage from npc_zombie_torso.
[14:12:18]	Cameron Nixon has taken 10 damage from npc_zombie_torso.
[14:12:20]	Cameron Nixon has taken 10 damage from npc_zombie_torso.
[14:12:25]	Cameron Nixon has gained 20 tokens.
[14:12:27]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:12:28]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:12:29]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:12:38]	Cameron Nixon has taken 5 damage from npc_headcrab.
[14:12:45]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:12:47]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:12:48]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:12:52]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:12:53]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:12:54]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:13:29]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:13:31]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:13:33]	Cameron Nixon has taken 10 damage from npc_zombie.
[14:13:44]	Cameron Nixon ran 'take' on item 'Fingerless Gloves' (#12268)
[14:13:44]	Cameron Nixon has gained a 'Fingerless Gloves' #12268.
[14:16:01]	Cameron Nixon used the 'Shady Salesman' vendor.
[14:19:11]	Cameron Nixon used command '/CharFallOver'.
[14:19:13]	Cameron Nixon used command '/CharGetUp'.
[14:19:15]	Cameron Nixon has taken 100 damage from worldspawn.
[14:19:15]	worldspawn has killed Cameron Nixon.
[14:19:44]	Cameron Nixon has taken 5 damage from Cameron Nixon.
[14:19:44]	Cameron Nixon has gained 10 tokens.
[14:19:48]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12048)
[14:20:13]	Cameron Nixon used the 'Street Market' vendor.
[14:20:17]	Cameron Nixon has lost 15 tokens.
[14:20:17]	Cameron Nixon has gained a 'Suitcase' #12269.
[14:20:19]	Cameron Nixon has lost 2 tokens.
[14:20:19]	Cameron Nixon has gained a 'Citizen Filter' #12270.
[14:20:20]	Cameron Nixon has lost 2 tokens.
[14:20:20]	Cameron Nixon has gained a 'Citizen Filter' #12271.
[14:20:21]	Cameron Nixon has lost 2 tokens.
[14:20:21]	Cameron Nixon has gained a 'Citizen Filter' #12272.
[14:20:21]	Cameron Nixon has lost 2 tokens.
[14:20:21]	Cameron Nixon has gained a 'Citizen Filter' #12273.
[14:20:21]	Cameron Nixon has lost 2 tokens.
[14:20:21]	Cameron Nixon has gained a 'Citizen Filter' #12274.
[14:20:22]	Cameron Nixon has lost 2 tokens.
[14:20:22]	Cameron Nixon has gained a 'Citizen Filter' #12275.
[14:20:22]	Cameron Nixon has lost 2 tokens.
[14:20:22]	Cameron Nixon has gained a 'Citizen Filter' #12276.
[14:20:23]	Cameron Nixon has lost 2 tokens.
[14:20:23]	Cameron Nixon has gained a 'Citizen Filter' #12277.
[14:20:24]	Cameron Nixon has lost 2 tokens.
[14:20:35]	Cameron Nixon ran 'equip' on item 'Citizen Filter' (#12270)
[14:20:37]	Cameron Nixon ran 'take' on item 'Citizen Filter' (#12278)
[14:20:37]	Cameron Nixon has gained a 'Citizen Filter' #12278.
[14:21:23]	Cameron Nixon used command '/CharFallOver'.
[14:21:26]	Cameron Nixon used command '/CharGetUp'.
[14:21:26]	Cameron Nixon used command '/CharGetUp'.
[14:21:29]	Cameron Nixon used command '/CharGetUp'.
[14:21:41]	Cameron Nixon used command '/CharFallOver'.
[14:21:45]	Cameron Nixon used command '/CharGetUp'.
[14:21:47]	Cameron Nixon used command '/CharGetUp'.
[14:21:56]	Cameron Nixon used command '/CharFallOver'.
[14:22:00]	Cameron Nixon used command '/CharGetUp'.
[14:22:01]	Cameron Nixon used command '/CharFallOver'.
[14:22:02]	Cameron Nixon used command '/CharGetUp'.
[14:23:31]	Cameron Nixon ran 'Use' on item 'Padlock' (#12103)
[14:23:49]	Odin loaded the character 'Erwin Ramstein'
[14:23:52]	Erwin Ramstein ran 'Equip' on item 'Cyclopic Citizen Suit' (#10971)
[14:24:33]	Erwin Ramstein used the 'Resin Terminal' vendor.
[14:24:34]	Erwin Ramstein used the 'Resin Terminal' vendor.
[14:29:10]	cheriee.norman has connected.
[14:29:26]	Erwin Ramstein ran 'View' on item 'Notepad' (#12150)
[14:29:58]	[ME] Erwin Ramstein: *he'd grab out a large, Tin Bowl from a Cabinet, a Bag of General Flour, Yeast, and Water. He'd begin to Boil the Water.*
[14:30:11]	Erwin Ramstein opened the '' #1181 container.
[14:30:13]	Erwin Ramstein closed the '' #1181 container.
[14:30:26]	Erwin Ramstein opened the '' #1176 container.
[14:30:27]	Erwin Ramstein closed the '' #1176 container.
[14:31:11]	[ME] Erwin Ramstein: *Once Boiled, He'd fill the bowl with some Flour, (Now) Activated Yeast, and Water. Grabbing a Salt Container and shaking a very small pinch in; he'd begin to make a Levened Dough.*
[14:31:54]	[ME] Erwin Ramstein: *He'd place a small wrapping over the Bowl, allowing the Dough to Leven, he'd then grab a smaller Bowl, pouring in the last of the Boiled Water, and a large amount of Salt; allowing it to mix.*
[14:32:11]	cheriee.norman created the character 'bob bober'
[14:32:11]	bob bober has gained a 'Suitcase' #12279.
[14:32:11]	bob bober has gained a 'Relocation Coupon' #12280.
[14:32:11]	bob bober has gained a 'Green Citizen Suit' #12281.
[14:32:11]	bob bober has gained a 'Citizen Filter' #12282.
[14:32:11]	cheriee.norman loaded the character 'bob bober'
[14:32:24]	[ME] Erwin Ramstein: *Then, he'd place it near a Source of Heat / Light, then waiting.*
[14:33:56]	cheriee.norman (STEAM_0:1:595907056) has disconnected.
[14:40:27]	Erwin Ramstein opened the '' #1192 container.
[14:41:32]	Erwin Ramstein closed the '' #1192 container.
[14:41:34]	Erwin Ramstein opened the '' #1174 container.
[14:41:37]	Erwin Ramstein closed the '' #1174 container.
[14:41:54]	Erwin Ramstein opened the '' #1174 container.
[14:41:58]	Erwin Ramstein closed the '' #1174 container.
[14:41:58]	Erwin Ramstein opened the '' #1173 container.
[14:42:00]	Erwin Ramstein closed the '' #1173 container.
[14:42:01]	Erwin Ramstein opened the '' #1175 container.
[14:42:04]	Erwin Ramstein closed the '' #1175 container.
[14:42:08]	Erwin Ramstein opened the '' #1176 container.
[14:42:10]	Erwin Ramstein closed the '' #1176 container.
[14:42:11]	Erwin Ramstein opened the '' #1178 container.
[14:42:13]	Erwin Ramstein closed the '' #1178 container.
[14:42:49]	Erwin Ramstein ran 'View' on item 'Notepad' (#11834)
[14:42:51]	Erwin Ramstein ran 'View' on item 'Notepad' (#11836)
[14:42:55]	Erwin Ramstein ran 'View' on item 'Notepad' (#11837)
[14:42:58]	Erwin Ramstein ran 'View' on item 'Notepad' (#11838)
[14:43:03]	Erwin Ramstein ran 'View' on item 'Notepad' (#11837)
[14:43:05]	Erwin Ramstein ran 'View' on item 'Notepad' (#11838)
[14:43:21]	Erwin Ramstein ran 'View' on item 'Notepad' (#11838)
[14:43:28]	Erwin Ramstein ran 'View' on item 'Notepad' (#11837)
[14:43:31]	Erwin Ramstein ran 'View' on item 'Notepad' (#11836)
[14:43:35]	Erwin Ramstein ran 'View' on item 'Notepad' (#11834)
[14:43:37]	Erwin Ramstein ran 'View' on item 'Notepad' (#11836)
[14:43:39]	Erwin Ramstein ran 'View' on item 'Notepad' (#11834)
[14:45:33]	[ME] Erwin Ramstein: *with the Salt now Flaked, he'd place it in the Cabinet, wrapped. He'd also unwrap the Levened Bread and place it into the Oven to bake.*
[14:48:47]	Erwin Ramstein ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#10971)
[14:48:51]	Erwin Ramstein ran 'drop' on item 'Citizen Filter' (#11537)
[14:48:51]	Erwin Ramstein has lost a 'Citizen Filter' #11537.
[14:48:59]	Erwin Ramstein ran 'take' on item 'Citizen Filter' (#11537)
[14:48:59]	Erwin Ramstein has gained a 'Citizen Filter' #11537.
[14:49:02]	Erwin Ramstein ran 'drop' on item 'Citizen Filter' (#11537)
[14:49:02]	Erwin Ramstein has lost a 'Citizen Filter' #11537.
[14:49:03]	Erwin Ramstein ran 'take' on item 'Citizen Filter' (#11537)
[14:49:03]	Erwin Ramstein has gained a 'Citizen Filter' #11537.
[14:49:06]	Erwin Ramstein ran 'Equip' on item 'Cyclopic Citizen Suit' (#10971)
[14:49:08]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11537)
[14:49:09]	Erwin Ramstein ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#10971)
[14:49:12]	Erwin Ramstein ran 'drop' on item 'Citizen Filter' (#11489)
[14:49:12]	Erwin Ramstein has lost a 'Citizen Filter' #11489.
[14:49:15]	Erwin Ramstein ran 'take' on item 'Citizen Filter' (#11489)
[14:49:15]	Erwin Ramstein has gained a 'Citizen Filter' #11489.
[14:59:34]	Erwin Ramstein ran 'View' on item 'Notepad' (#12081)
[14:59:38]	Erwin Ramstein ran 'View' on item 'Notepad' (#12115)
[14:59:45]	Erwin Ramstein ran 'View' on item 'Notepad' (#12160)
[15:00:11]	Erwin Ramstein ran 'View' on item 'Notepad' (#12081)
[15:00:13]	Erwin Ramstein ran 'View' on item 'Notepad' (#12115)
[15:00:18]	Erwin Ramstein ran 'View' on item 'Notepad' (#12160)
[15:00:25]	Erwin Ramstein ran 'View' on item 'Notepad' (#11838)
[15:01:34]	Erwin Ramstein has taken 1 damage from worldspawn.
[15:01:34]	Erwin Ramstein has taken 1 damage from worldspawn.
[15:01:35]	Erwin Ramstein has taken 1 damage from worldspawn.
[15:01:36]	Erwin Ramstein has taken 1 damage from worldspawn.
[15:01:38]	Erwin Ramstein ran 'Equip' on item 'Cyclopic Citizen Suit' (#10971)
[15:15:44]	some random Toucan 2 has connected.
[15:17:21]	some random Toucan 2 created the character 'Jackson Silas'
[15:17:21]	Jackson Silas has gained a 'Suitcase' #12283.
[15:17:21]	Jackson Silas has gained a 'Relocation Coupon' #12284.
[15:17:21]	Jackson Silas has gained a 'Green Citizen Suit' #12285.
[15:17:21]	Jackson Silas has gained a 'Citizen Filter' #12286.
[15:17:21]	some random Toucan 2 loaded the character 'Jackson Silas'
[15:17:39]	Jackson Silas ran 'Equip' on item 'Green Citizen Suit' (#12285)
[15:17:48]	Jackson Silas ran 'equip' on item 'Citizen Filter' (#12286)
[15:17:58]	Jackson Silas used command '/Content'.
[15:18:33]	[OOC] Jackson Silas: why do civ's need to wear gas masks . . 
[15:21:37]	Jackson Silas has taken 5 damage from Jackson Silas.
[15:21:37]	Jackson Silas has gained 10 tokens.
[15:22:41]	Jackson Silas ran 'EquipUn' on item 'Green Citizen Suit' (#12285)
[15:22:46]	Jackson Silas ran 'Equip' on item 'Green Citizen Suit' (#12285)
[15:22:50]	Jackson Silas has taken 250 damage from trigger_hurt.
[15:22:50]	trigger_hurt has killed Jackson Silas.
[15:24:11]	Jackson Silas ran 'drop' on item 'Suitcase' (#12283)
[15:24:11]	Jackson Silas has lost a 'Suitcase' #12283.
[15:24:12]	Jackson Silas ran 'take' on item 'Suitcase' (#12283)
[15:24:12]	Jackson Silas has gained a 'Suitcase' #12283.
[15:24:46]	Jackson Silas has lost 5 tokens.
[15:24:52]	Jackson Silas ran 'take' on item 'Consulate Water' (#12286)
[15:24:52]	Jackson Silas has gained a 'Consulate Water' #12286.
[15:26:07]	Jackson Silas ran 'drop' on item 'Relocation Coupon' (#12284)
[15:26:07]	Jackson Silas has lost a 'Relocation Coupon' #12284.
[15:26:09]	Jackson Silas ran 'take' on item 'Relocation Coupon' (#12284)
[15:26:09]	Jackson Silas has gained a 'Relocation Coupon' #12284.
[15:26:48]	Jackson Silas ran 'Consume' on item 'Consulate Water' (#12286)
[15:30:48]	Jackson Silas has lost 5 tokens.
[15:30:49]	Jackson Silas has lost 5 tokens.
[15:30:57]	Jackson Silas ran 'take' on item 'Consulate Water' (#12286)
[15:30:57]	Jackson Silas has gained a 'Consulate Water' #12286.
[15:31:01]	Jackson Silas ran 'take' on item 'Consulate Water' (#12287)
[15:31:01]	Jackson Silas has gained a 'Consulate Water' #12287.
[15:33:58]	some random Toucan 2 (STEAM_0:0:176841725) has disconnected.
[16:14:13]	wheat has connected.
[16:14:53]	wheat loaded the character 'CAC.C17-CRM.34712'
[16:15:30]	wheat (STEAM_0:0:460056698) has disconnected.
[16:25:37]	Erwin Ramstein has taken 1 damage from worldspawn.
[16:25:38]	Erwin Ramstein has taken 1 damage from worldspawn.
[16:25:38]	Erwin Ramstein has taken 1 damage from worldspawn.
[16:25:39]	Erwin Ramstein has taken 1 damage from worldspawn.
[16:25:40]	Erwin Ramstein has taken 1 damage from worldspawn.
[16:25:40]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11489)
[16:26:17]	Erwin Ramstein ran 'View' on item 'Notepad' (#12115)
[16:26:30]	Erwin Ramstein ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#10971)
[16:26:36]	Erwin Ramstein opened the '' #1174 container.
[16:26:39]	Erwin Ramstein closed the '' #1174 container.
[16:45:34]	wheat has connected.
[16:47:58]	wheat loaded the character 'CAC.C17-CRM.34712'
[16:48:43]	wheat (STEAM_0:0:460056698) has disconnected.
[17:59:41]	Erwin Ramstein has taken 1 damage from worldspawn.
[17:59:41]	Erwin Ramstein has taken 1 damage from worldspawn.
[17:59:42]	Erwin Ramstein has taken 1 damage from worldspawn.
[17:59:43]	Erwin Ramstein has taken 1 damage from worldspawn.
[17:59:44]	Erwin Ramstein has taken 1 damage from worldspawn.
[17:59:44]	Erwin Ramstein has taken 1 damage from worldspawn.
[17:59:45]	Erwin Ramstein ran 'drop' on item 'Citizen Filter' (#11527)
[17:59:45]	Erwin Ramstein has lost a 'Citizen Filter' #11527.
[17:59:45]	Erwin Ramstein has taken 1 damage from worldspawn.
[17:59:46]	Erwin Ramstein has taken 1 damage from worldspawn.
[17:59:47]	Erwin Ramstein has taken 1 damage from worldspawn.
[17:59:47]	Erwin Ramstein has taken 1 damage from worldspawn.
[17:59:48]	Erwin Ramstein ran 'Equip' on item 'Cyclopic Citizen Suit' (#10971)
[17:59:58]	Erwin Ramstein ran 'take' on item 'Citizen Filter' (#11527)
[17:59:58]	Erwin Ramstein has gained a 'Citizen Filter' #11527.
[18:01:33]	Erwin Ramstein opened the '' #1243 container.
[18:01:34]	Erwin Ramstein closed the '' #1243 container.
[18:01:35]	Erwin Ramstein opened the '' #1243 container.
[18:01:37]	Erwin Ramstein closed the '' #1243 container.
[18:06:19]	razolis has connected.
[18:07:28]	razolis loaded the character 'Jerry Williams'
[18:08:28]	razolis (STEAM_0:0:80791773) has disconnected.
[18:41:34]	Odin (STEAM_0:0:595064043) has disconnected.
[20:24:47]	Yellin Screamin Gordon Freeman has connected.
[20:29:04]	Yellin Screamin Gordon Freeman created the character 'Randall Stubbs'
[20:29:04]	Randall Stubbs has gained a 'Suitcase' #12288.
[20:29:04]	Randall Stubbs has gained a 'Relocation Coupon' #12289.
[20:29:04]	Randall Stubbs has gained a 'Cyclopic Citizen Suit' #12290.
[20:29:04]	Randall Stubbs has gained a 'Citizen Filter' #12291.
[20:29:04]	Yellin Screamin Gordon Freeman loaded the character 'Randall Stubbs'
[20:30:04]	Randall Stubbs used command '/Content'.
[20:30:58]	Randall Stubbs ran 'Equip' on item 'Cyclopic Citizen Suit' (#12290)
[20:30:59]	Randall Stubbs ran 'equip' on item 'Citizen Filter' (#12291)
[20:34:34]	some random Toucan 2 has connected.
[20:35:13]	some random Toucan 2 loaded the character 'Jackson Silas'
[20:35:31]	Yellin Screamin Gordon Freeman (STEAM_0:1:21627773) has disconnected.
[20:35:44]	some random Toucan 2 (STEAM_0:0:176841725) has disconnected.
[22:10:53]	matt saton has connected.
[22:11:48]	matt saton loaded the character 'Lee Maylor'
[22:11:50]	Lee Maylor entered observer.
[22:11:51]	Lee Maylor exited observer at their location.
[22:12:25]	Lee Maylor has spawned a 'Entity [676][ix_forcefield]'.
[22:12:26]	Lee Maylor has spawned a 'Entity [656][ix_forcefield]'.
[22:12:27]	Lee Maylor has spawned a 'Entity [675][ix_forcefield]'.
[22:12:33]	matt saton loaded the character 'CCA.C08-UNION.i1.51023'
[22:12:34]	CCA.C08-UNION.i1.51023 entered observer.
[22:12:44]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:12:48]	CCA.C08-UNION.i1.51023 entered observer.
[22:13:11]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:13:12]	CCA.C08-UNION.i1.51023 ran 'View' on item 'Notepad' (#12160)
[22:13:43]	CCA.C08-UNION.i1.51023 ran 'View' on item 'Notepad' (#12081)
[22:13:45]	CCA.C08-UNION.i1.51023 ran 'View' on item 'Notepad' (#12115)
[22:13:51]	CCA.C08-UNION.i1.51023 ran 'View' on item 'Notepad' (#12115)
[22:15:08]	CCA.C08-UNION.i1.51023 ran 'View' on item 'Notepad' (#12115)
[22:17:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:20:07]	CCA.C08-UNION.i1.51023 entered observer.
[22:20:31]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:20:31]	CCA.C08-UNION.i1.51023 entered observer.
[22:20:32]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:20:32]	CCA.C08-UNION.i1.51023 entered observer.
[22:20:33]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:20:41]	CCA.C08-UNION.i1.51023 has spawned 'models/props_downtown/booth_table.mdl'.
[22:20:57]	CCA.C08-UNION.i1.51023 entered observer.
[22:21:26]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:21:26]	CCA.C08-UNION.i1.51023 entered observer.
[22:21:27]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:21:37]	CCA.C08-UNION.i1.51023 entered observer.
[22:21:40]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:22:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:23:16]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:23:28]	CCA.C08-UNION.i1.51023 entered observer.
[22:23:30]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:23:30]	CCA.C08-UNION.i1.51023 entered observer.
[22:23:31]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:23:34]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[22:23:36]	CCA.C08-UNION.i1.51023 entered observer.
[22:23:40]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:23:41]	CCA.C08-UNION.i1.51023 entered observer.
[22:23:58]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:24:32]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[22:24:34]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[22:24:52]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[22:24:54]	CCA.C08-UNION.i1.51023 used command '/ToggleRaise'.
[22:25:07]	CCA.C08-UNION.i1.51023 entered observer.
[22:25:08]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:25:08]	CCA.C08-UNION.i1.51023 entered observer.
[22:25:12]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:26:02]	CCA.C08-UNION.i1.51023 entered observer.
[22:26:06]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:26:17]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureBoiler001a.mdl'.
[22:26:18]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureBed001a.mdl'.
[22:26:55]	CCA.C08-UNION.i1.51023 has spawned 'models/props_canal/manhackmatt_doorslider.mdl'.
[22:26:59]	CCA.C08-UNION.i1.51023 has spawned 'models/props_canal/manhackmatt_doorslider.mdl'.
[22:27:08]	CCA.C08-UNION.i1.51023 entered observer.
[22:27:09]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:27:24]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureMattress001a.mdl'.
[22:27:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:28:12]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/hospital_bed01.mdl'.
[22:28:14]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[22:28:24]	CCA.C08-UNION.i1.51023 entered observer.
[22:28:25]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:28:26]	CCA.C08-UNION.i1.51023 has spawned 'models/props/de_inferno/bed.mdl'.
[22:28:37]	CCA.C08-UNION.i1.51023 entered observer.
[22:28:38]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:28:48]	CCA.C08-UNION.i1.51023 has spawned 'models/props_equipment/sleeping_bag1.mdl'.
[22:28:50]	CCA.C08-UNION.i1.51023 has spawned 'models/props_equipment/sleeping_bag2.mdl'.
[22:28:55]	CCA.C08-UNION.i1.51023 entered observer.
[22:28:55]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:28:57]	CCA.C08-UNION.i1.51023 has spawned 'models/props_equipment/sleeping_bag1.mdl'.
[22:29:13]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:29:15]	CCA.C08-UNION.i1.51023 entered observer.
[22:29:16]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:29:18]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/gravestone003a.mdl'.
[22:29:18]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[22:29:21]	CCA.C08-UNION.i1.51023 entered observer.
[22:29:22]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:29:23]	CCA.C08-UNION.i1.51023 entered observer.
[22:29:24]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:29:25]	CCA.C08-UNION.i1.51023 entered observer.
[22:29:32]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:29:37]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [702][ix_stove]'.
[22:29:42]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [709][ix_stove]'.
[22:30:08]	CCA.C08-UNION.i1.51023 entered observer.
[22:30:09]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:30:12]	CCA.C08-UNION.i1.51023 entered observer.
[22:30:13]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:30:15]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [702][ix_stove]'.
[22:31:01]	CCA.C08-UNION.i1.51023 entered observer.
[22:31:03]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:31:04]	CCA.C08-UNION.i1.51023 entered observer.
[22:31:06]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:31:07]	CCA.C08-UNION.i1.51023 entered observer.
[22:31:07]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:31:09]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [707][ix_stove]'.
[22:31:44]	CCA.C08-UNION.i1.51023 entered observer.
[22:31:49]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:31:50]	CCA.C08-UNION.i1.51023 entered observer.
[22:31:52]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:32:02]	CCA.C08-UNION.i1.51023 entered observer.
[22:32:03]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:32:12]	CCA.C08-UNION.i1.51023 entered observer.
[22:32:14]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:32:15]	CCA.C08-UNION.i1.51023 entered observer.
[22:32:17]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:32:17]	CCA.C08-UNION.i1.51023 entered observer.
[22:32:19]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:32:21]	CCA.C08-UNION.i1.51023 entered observer.
[22:32:22]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:32:25]	CCA.C08-UNION.i1.51023 entered observer.
[22:32:31]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:32:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[22:32:36]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [702][ix_stove]'.
[22:33:04]	CCA.C08-UNION.i1.51023 entered observer.
[22:33:05]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:33:07]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [707][ix_stove]'.
[22:33:25]	CCA.C08-UNION.i1.51023 entered observer.
[22:33:27]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:33:28]	CCA.C08-UNION.i1.51023 entered observer.
[22:33:29]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:33:34]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [712][ix_stove]'.
[22:34:19]	CCA.C08-UNION.i1.51023 entered observer.
[22:34:19]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:34:20]	CCA.C08-UNION.i1.51023 entered observer.
[22:34:21]	CCA.C08-UNION.i1.51023 exited observer at their location.
[22:34:23]	CCA.C08-UNION.i1.51023 has spawned 'models/props_c17/FurnitureCouch002a.mdl'.
[22:34:31]	CCA.C08-UNION.i1.51023 entered observer.
[22:34:35]	CCA.C08-UNION.i1.51023 exited observer at their location.
