[02:17:34]	npaynter2 has connected.
[19:11:38]	OTA.C08-ECHO:OHS.69173 used command '/CharDesc A standard hazmat overwatch unit standing at 5'11. Would be clothed with kevlar armor and various utility belts and gadgets around his body. Would be armed with a Pulse SMG and several grenades. | OHS |'.
[19:11:41]	CCA.C08-GRID.i1.23710 ran 'drop' on item 'Standard Grade Citizen Food Product' (#20481)
[19:11:41]	CCA.C08-GRID.i1.23710 has lost a 'Standard Grade Citizen Food Product' #20481.
[19:11:42]	[LOOC] Jacob Lawson: not in those pouches you slut
[19:11:42]	CCA.C08-GRID.i1.23710 ran 'drop' on item 'Consulate Water' (#20482)
[19:11:42]	CCA.C08-GRID.i1.23710 has lost a 'Consulate Water' #20482.
[19:11:43]	[LOOC] Jacob Lawson: and also-
[19:11:58]	[LOOC] CCA.C08-GRID.i1.23710: i am being 
[19:11:58]	CCA.C08-GRID.i1.23710 entered observer.
[19:11:58]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:12:01]	CCA.C08-GRID.i1.23710 used the 'Ration Supply' vendor.
[19:12:02]	[LOOC] Jacob Lawson: and also arm pockets are so fucking weird
[19:12:03]	CCA.C08-GRID.i1.23710 has gained 0 tokens.
[19:12:03]	CCA.C08-GRID.i1.23710 has gained a 'Standard Grade Ration' #20483.
[19:12:11]	CCA.C08-GRID.i1.23710 ran 'drop' on item 'Standard Grade Ration' (#20483)
[19:12:11]	CCA.C08-GRID.i1.23710 has lost a 'Standard Grade Ration' #20483.
[19:12:15]	Jacob Lawson ran 'take' on item 'Standard Grade Ration' (#20483)
[19:12:15]	Jacob Lawson has gained a 'Standard Grade Ration' #20483.
[19:12:18]	[LOOC] CCA.C08-GRID.i1.23710: do i have arm pockets?
[19:12:22]	[LOOC] Jacob Lawson: you do
[19:12:26]	[LOOC] Jacob Lawson: wait no
[19:12:28]	Raymon Kalachya ran 'Open' on item 'Standard Grade Ration' (#20478)
[19:12:28]	Raymon Kalachya has gained a 'Standard Grade Citizen Food Product' #20484.
[19:12:28]	Raymon Kalachya has gained a 'Consulate Water' #20485.
[19:12:28]	Raymon Kalachya has gained 10 tokens.
[19:12:28]	[LOOC] Jacob Lawson: not on this model
[19:12:28]	Raymon Kalachya ran 'Open' on item 'Standard Grade Ration' (#20477)
[19:12:28]	Raymon Kalachya has gained a 'Standard Grade Citizen Food Product' #20486.
[19:12:28]	Raymon Kalachya has gained a 'Consulate Water' #20487.
[19:12:28]	Raymon Kalachya has gained 10 tokens.
[19:12:37]	[LOOC] CCA.C08-GRID.i1.23710: wjay wpiu;d enbem be kept inm tnem
[19:12:38]	[LOOC] Jacob Lawson: but when my girlfriend and i were making my cosplay the alyx model absolutely has arm zippers
[19:12:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[19:12:45]	[LOOC] Jacob Lawson: fuck if i know. stimshots?
[19:12:48]	OTA.C08-ECHO:OHS.69173 used command '/PM GRID you able to toss me a uhh... squad identification device / combat knife / stimdose / grenade? c: no rush'.
[19:12:56]	Raymon Kalachya ran 'Edit' on item 'Paper' (#20479)
[19:12:58]	[ME] Jacob Lawson: has a seat at the bench in front of him.
[19:13:08]	CCA.C08-GRID.i1.23710 entered observer.
[19:13:11]	[OOC] Jacob Lawson: we are short 4 people
[19:13:13]	[OOC] Jacob Lawson: so that's fun
[19:13:14]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:13:15]	CCA.C08-GRID.i1.23710 entered observer.
[19:13:15]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:13:15]	CCA.C08-GRID.i1.23710 entered observer.
[19:13:15]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:13:21]	CCA.C08-GRID.i1.23710 used command '/adminspawnmenu'.
[19:13:28]	[OOC] OTA.C08-ECHO:OHS.69173: this is so like... not cool 
[19:13:28]	Jacob Lawson ran 'Open' on item 'Standard Grade Ration' (#20483)
[19:13:28]	Jacob Lawson has gained a 'Standard Grade Citizen Food Product' #20488.
[19:13:28]	Jacob Lawson has gained a 'Consulate Water' #20489.
[19:13:28]	Jacob Lawson has gained 10 tokens.
[19:13:31]	[OOC] OTA.C08-ECHO:OHS.69173: :c
[19:13:41]	[OOC] Jacob Lawson: hnbug just joined but they didn't RSVP
[19:13:43]	CCA.C08-GRID.i1.23710 used command '/adminspawnmenu'.
[19:13:56]	CCA.C08-GRID.i1.23710 has spawned "Squad Identification Device"
[19:13:57]	CCA.C08-GRID.i1.23710 has spawned "Flashlight"
[19:14:27]	CCA.C08-GRID.i1.23710 has spawned "Grenade"
[19:14:32]	CCA.C08-GRID.i1.23710 has spawned "Combine Grenade"
[19:14:32]	CCA.C08-GRID.i1.23710 has spawned "Combine Grenade"
[19:14:32]	CCA.C08-GRID.i1.23710 has spawned "Combine Grenade"
[19:14:35]	CCA.C08-GRID.i1.23710 has spawned "Combat Knife"
[19:14:40]	OTA.C08-ECHO:OHS.69173 ran 'take' on item 'Combat Knife' (#20496)
[19:14:40]	OTA.C08-ECHO:OHS.69173 has gained a 'Combat Knife' #20496.
[19:14:43]	OTA.C08-ECHO:OHS.69173 ran 'take' on item 'Combine Grenade' (#20493)
[19:14:43]	OTA.C08-ECHO:OHS.69173 has gained a 'Combine Grenade' #20493.
[19:14:44]	OTA.C08-ECHO:OHS.69173 ran 'take' on item 'Combine Grenade' (#20494)
[19:14:44]	OTA.C08-ECHO:OHS.69173 has gained a 'Combine Grenade' #20494.
[19:14:46]	OTA.C08-ECHO:OHS.69173 ran 'take' on item 'Combine Grenade' (#20495)
[19:14:46]	OTA.C08-ECHO:OHS.69173 has gained a 'Combine Grenade' #20495.
[19:14:46]	[LOOC] CCA.C08-GRID.i1.23710: idk how many grenades you're supposed to have 
[19:14:50]	[LOOC] CCA.C08-GRID.i1.23710: but there's 3
[19:14:54]	[LOOC] OTA.C08-ECHO:OHS.69173: just one
[19:14:58]	OTA.C08-ECHO:OHS.69173 ran 'drop' on item 'Combine Grenade' (#20493)
[19:14:58]	OTA.C08-ECHO:OHS.69173 has lost a 'Combine Grenade' #20493.
[19:14:59]	OTA.C08-ECHO:OHS.69173 ran 'drop' on item 'Combine Grenade' (#20494)
[19:14:59]	OTA.C08-ECHO:OHS.69173 has lost a 'Combine Grenade' #20494.
[19:14:59]	[LOOC] CCA.C08-GRID.i1.23710: oh well
[19:15:06]	OTA.C08-ECHO:OHS.69173 ran 'take' on item 'Flashlight' (#20491)
[19:15:06]	OTA.C08-ECHO:OHS.69173 has gained a 'Flashlight' #20491.
[19:15:07]	[LOOC] Jacob Lawson: btw babe you can toggle crouching by holding alt and pressing shift
[19:15:08]	OTA.C08-ECHO:OHS.69173 ran 'take' on item 'Squad Identification Device' (#20490)
[19:15:08]	OTA.C08-ECHO:OHS.69173 has gained a 'Squad Identification Device' #20490.
[19:15:09]	OTA.C08-ECHO:OHS.69173 ran 'take' on item 'Grenade' (#20492)
[19:15:09]	OTA.C08-ECHO:OHS.69173 has gained a 'Grenade' #20492.
[19:15:10]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:15:11]	hnbug01 has connected.
[19:15:11]	CCA.C08-GRID.i1.23710 destroyed a 'Combine Grenade' #20494.
[19:15:13]	CCA.C08-GRID.i1.23710 destroyed a 'Combine Grenade' #20493.
[19:15:16]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[19:15:35]	[LOOC] CCA.C08-GRID.i1.23710: that all?
[19:15:39]	[LOOC] OTA.C08-ECHO:OHS.69173: I wonder... is the stimdoes an actual item?
[19:15:43]	hnbug01 loaded the character 'Feng Yi 'Eric' Hseuh'
[19:15:44]	[LOOC] OTA.C08-ECHO:OHS.69173: stimdose thingy
[19:15:50]	[LOOC] OTA.C08-ECHO:OHS.69173: needle that make me feel good 
[19:15:57]	Raymon Kalachya ran 'View' on item 'Paper' (#20479)
[19:16:05]	[LOOC] CCA.C08-GRID.i1.23710: lemme check
[19:16:06]	[OOC] Raymon Kalachya: QQQQ
[19:16:07]	CCA.C08-GRID.i1.23710 used command '/adminspawnmenu'.
[19:16:09]	[OOC] Raymon Kalachya: Plz
[19:16:17]	[ME] Jacob Lawson: reads off of his food product packet.
[19:16:20]	CCA.C08-GRID.i1.23710 has spawned "Morphine Injector"
[19:16:30]	[ME] Nova Wrenrey: laughs
[19:16:35]	OTA.C08-ECHO:OHS.69173 ran 'take' on item 'Morphine Injector' (#20497)
[19:16:35]	OTA.C08-ECHO:OHS.69173 has gained a 'Morphine Injector' #20497.
[19:16:39]	[OOC] CCA.C08-GRID.i1.23710: pretend its a stimshot i guess
[19:16:42]	[LOOC] OTA.C08-ECHO:OHS.69173: that'll do
[19:16:43]	[OOC] CCA.C08-GRID.i1.23710: oops
[19:16:45]	[LOOC] OTA.C08-ECHO:OHS.69173: yeee
[19:16:47]	[OOC] OTA.C08-ECHO:OHS.69173: *e*
[19:16:54]	OTA.C08-ECHO:OHS.69173 used command '/ViewCamera trainstation'.
[19:16:58]	[OOC] CCA.C08-GRID.i1.23710: god the ota are gonna be high on dope
[19:17:07]	[OOC] OTA.C08-ECHO:OHS.69173: that's a good thing
[19:17:18]	OTA.C08-ECHO:OHS.69173 ran 'EquipUn' on item 'LA71 (Pulse SMG)' (#20470)
[19:17:32]	[LOOC] OTA.C08-ECHO:OHS.69173: good stuffs
[19:17:36]	CCA.C08-GRID.i1.23710 entered observer.
[19:17:38]	Jacob Lawson ran 'Consume' on item 'Standard Grade Citizen Food Product' (#20488)
[19:17:40]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:17:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[19:17:43]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:43]	CCA.C08-GRID.i1.23710 entered observer.
[19:17:44]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:44]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:45]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:46]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:47]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:47]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:48]	Feng Yi 'Eric' Hseuh ran 'Consume' on item 'Flavored Consulate Water' (#12972)
[19:17:48]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:49]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:50]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:50]	OTA.C08-ECHO:OHS.69173 used command '/Radio 10-7. Returning to status, Offline.'.
[19:17:51]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:51]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[19:17:52]	Feng Yi 'Eric' Hseuh ran 'equip' on item 'Citizen Filter' (#16416)
[19:17:58]	Nova Wrenrey ran 'Consume' on item 'Standard Grade Citizen Food Product' (#20430)
[19:18:02]	Dilly_ loaded the character 'Carson Copper'
[19:18:12]	Apollo7771FO3 has connected.
[19:18:16]	[ME] Jacob Lawson: chuckles.
[19:18:47]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:18:48]	CCA.C08-GRID.i1.23710 entered observer.
[19:18:51]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:18:59]	CCA.C08-GRID.i1.23710 entered observer.
[19:19:42]	[ME] Carson Copper: he opens the door infront of him and peers out to view the stairs
[19:19:51]	Apollo7771FO3 loaded the character 'Bubba'
[19:20:01]	[OOC] Bubba: Mefth
[19:20:02]	[ME] Carson Copper: he walks out and closes the door behind him
[19:20:06]	[OOC] CCA.C08-GRID.i1.23710: meth
[19:20:07]	[OOC] Jacob Lawson: howdy
[19:20:10]	[OOC] Jacob Lawson: very few people on for the event
[19:20:15]	[OOC] Jacob Lawson: we never get the people who RSVP
[19:20:20]	[OOC] CCA.C08-GRID.i1.23710: we've had less?
[19:20:21]	[OOC] Raymon Kalachya: RSVP?
[19:20:35]	[OOC] Jacob Lawson: like people who react to the message in #polling to say they're getting on
[19:20:40]	[OOC] Raymon Kalachya: Ah
[19:20:48]	[OOC] Raymon Kalachya: Well I tell you h'wat. I need logistics
[19:20:59]	[ME] Nova Wrenrey: laughs at ow joke
[19:21:01]	[OOC] CCA.C08-GRID.i1.23710: light's doing some shit with his dad so he cant get on
[19:21:15]	[ME] Carson Copper: he peers outside of the window, eyeing the streets 
[19:21:34]	Apollo7771FO3 loaded the character 'CCA.C08-HELIX.i2.64998'
[19:21:34]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:21:36]	CCA.C08-GRID.i1.23710 entered observer.
[19:21:37]	CCA.C08-GRID.i1.23710 exited observer at their location.
[19:21:46]	CCA.C08-HELIX.i2.64998 used command '/Radio 10-8.'.
[19:21:54]	CCA.C08-GRID.i1.23710 used command '/Radio Copy.'.
[19:21:57]	Carson Copper opened the '' #1254 container.
[19:21:59]	Carson Copper closed the '' #1254 container.
[19:22:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[19:22:47]	Feng Yi 'Eric' Hseuh used command '/ToggleRaise'.
[19:22:49]	Feng Yi 'Eric' Hseuh used command '/ToggleRaise'.
[19:22:54]	[LOOC] Feng Yi 'Eric' Hseuh: sorry, mouse
[19:23:05]	[ME] Carson Copper: he climbs ontop of the stove, and stands up near the fridge and would look to see what would be behind the bookshelf 
[19:23:38]	[ME] Carson Copper: lunges over the railing back onto the stairs
[19:24:52]	CCA.C08-GRID.i1.23710 used command '/PM helix dumb green thing'.
[19:24:58]	CCA.C08-HELIX.i2.64998 used command '/Reply This is so sad.'.
[19:25:02]	CCA.C08-HELIX.i2.64998 used command '/Reply ;('.
[19:25:41]	[OOC] CCA.C08-GRID.i1.23710: petition to ban anyone who doesnt show up
[19:25:53]	[OOC] Jacob Lawson: playerbase rate dips to 8%
[19:25:55]	[OOC] Raymon Kalachya: ^^ +
[19:26:04]	[OOC] CCA.C08-GRID.i1.23710: petition to ban anyone who shows up
[19:26:10]	[OOC] Raymon Kalachya: +
[19:26:14]	[OOC] Jacob Lawson: based
[19:26:30]	Jacob Lawson entered observer.
[19:26:30]	[OOC] Raymon Kalachya: Ping in the server 
[19:26:30]	Jacob Lawson exited observer at their location.
[19:26:33]	[Y] Jacob Lawson: Anyone home?
[19:26:34]	CCA.C08-HELIX.i2.64998 has gained 10 tokens.
[19:26:35]	Jacob Lawson used command '/ToggleRaise'.
[19:26:35]	Jacob Lawson used command '/ToggleRaise'.
[19:26:41]	Carson Copper opened the '' #1341 container.
[19:26:41]	[OOC] CCA.C08-HELIX.i2.64998: @everyone I farded
[19:26:43]	Carson Copper closed the '' #1341 container.
[19:26:45]	Carson Copper used the 'Resin Terminal' vendor.
[19:26:49]	[OOC] Carson Copper: fard
[19:26:53]	[OOC] Carson Copper: le what in the
[19:27:04]	Nova Wrenrey used command '/Apply'.
[19:27:08]	CCA.C08-GRID.i1.23710 used command '/AddTenant nova'.
[19:27:09]	[LOOC] Raymon Kalachya: brother*
[19:27:14]	[LOOC] Raymon Kalachya: Wrong char
[19:27:18]	[LOOC] Jacob Lawson: fuck
[19:27:20]	[LOOC] Jacob Lawson: sure is
[19:27:21]	[ME] CCA.C08-GRID.i1.23710: would hand Nova a crappy rusted key.
[19:27:24]	CCA.C08-GRID.i1.23710 used command '/ViewData nova'.
[19:27:27]	[LOOC] Jacob Lawson: i don't do any citizenRPi just administrate
[19:27:39]	[ME] Nova Wrenrey: takes it
[19:27:40]	[LOOC] Raymon Kalachya: Ima assume oyu said Jacob XD
[19:27:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[19:27:44]	[LOOC] Jacob Lawson: yeye
[19:27:46]	[LOOC] Raymon Kalachya: Ah good
[19:28:07]	CCA.C08-GRID.i1.23710 used command '/ViewData nova'.
[19:28:31]	Nova Wrenrey opened the '' #1215 container.
[19:28:35]	Raymon Kalachya ran 'drop' on item 'Paper' (#20479)
[19:28:35]	Raymon Kalachya has lost a 'Paper' #20479.
[19:28:37]	[LOOC] Jacob Lawson: make sure to mark down that i'm allowed ot pick it up
[19:28:42]	Nova Wrenrey closed the '' #1215 container.
[19:28:43]	Raymon Kalachya ran 'View' on item 'Paper' (#20479)
[19:28:50]	[LOOC] Jacob Lawson: it's in the corner on the edit screen
[19:28:52]	Raymon Kalachya ran 'Edit' on item 'Paper' (#20479)
[19:28:56]	Jacob Lawson ran 'take' on item 'Paper' (#20479)
[19:28:56]	Jacob Lawson has gained a 'Paper' #20479.
[19:29:10]	FB|| light ROOM has connected.
[19:29:12]	[LOOC] Raymon Kalachya: ait
[19:29:31]	Jacob Lawson ran 'View' on item 'Paper' (#20479)
[19:29:49]	FB|| light ROOM loaded the character 'CCA.C08-QrM.98240'
[19:29:52]	[OOC] CCA.C08-QrM.98240: Hello
[19:29:56]	[OOC] Jacob Lawson: howdy
[19:29:59]	[OOC] Carson Copper: BIRD TIME
[19:30:04]	[OOC] CCA.C08-QrM.98240: I completely forgot an event was happening.
[19:30:08]	[OOC] CCA.C08-QrM.98240: Sorry about that
[19:30:09]	Carson Copper opened the '' #1464 container.
[19:30:10]	Carson Copper closed the '' #1464 container.
[19:30:20]	[OOC] CCA.C08-QrM.98240: Am I too late or nah?
[19:30:31]	[OOC] Jacob Lawson: nah you're not. we'll start here after i stock this dickhead's shop
[19:30:36]	[OOC] Jacob Lawson: jkjk raymon but that is when we'll st art
[19:30:37]	[OOC] CCA.C08-QrM.98240: Okay cool
[19:30:43]	CCA.C08-QrM.98240 ran 'Consume' on item 'UU Brand Absinthe' (#20453)
[19:30:43]	CCA.C08-QrM.98240 has gained a 'Empty Glass Bottle' #20498.
[19:30:43]	CCA.C08-QrM.98240 ran 'Consume' on item 'UU Brand Absinthe' (#20452)
[19:30:44]	CCA.C08-QrM.98240 has gained a 'Empty Glass Bottle' #20499.
[19:30:45]	[OOC] CCA.C08-GRID.i1.23710: ok like
[19:30:45]	CCA.C08-QrM.98240 opened the '' #971 container.
[19:30:52]	CCA.C08-QrM.98240 has gained a 'Combine Compound' #18752.
[19:30:52]	[OOC] CCA.C08-GRID.i1.23710: so you guys know blood for the blood god?
[19:30:55]	CCA.C08-QrM.98240 has gained a 'Combine Compound' #18748.
[19:30:57]	CCA.C08-QrM.98240 closed the '' #971 container.
[19:30:57]	[OOC] CCA.C08-GRID.i1.23710: why does the blood god need glod
[19:30:58]	[OOC] Jacob Lawson: yeah, warhammer
[19:31:02]	[OOC] CCA.C08-GRID.i1.23710: he's the *blood* god
[19:31:03]	CCA.C08-QrM.98240 ran 'drop' on item 'Combine Compound' (#18752)
[19:31:03]	CCA.C08-QrM.98240 has lost a 'Combine Compound' #18752.
[19:31:03]	CCA.C08-QrM.98240 ran 'drop' on item 'Combine Compound' (#18748)
[19:31:03]	CCA.C08-QrM.98240 has lost a 'Combine Compound' #18748.
[19:31:04]	[OOC] Jacob Lawson: glod
[19:31:05]	CCA.C08-QrM.98240 destroyed a 'Combine Compound' #18748.
[19:31:06]	CCA.C08-QrM.98240 destroyed a 'Combine Compound' #18752.
[19:31:07]	CCA.C08-QrM.98240 opened the '' #971 container.
[19:31:09]	CCA.C08-QrM.98240 has gained a 'Combine Compound' #18750.
[19:31:10]	CCA.C08-QrM.98240 has gained a 'Combine Compound' #18751.
[19:31:10]	CCA.C08-QrM.98240 closed the '' #971 container.
[19:31:12]	CCA.C08-QrM.98240 ran 'drop' on item 'Combine Compound' (#18750)
[19:31:12]	CCA.C08-QrM.98240 has lost a 'Combine Compound' #18750.
[19:31:13]	CCA.C08-QrM.98240 ran 'drop' on item 'Combine Compound' (#18751)
[19:31:13]	CCA.C08-QrM.98240 has lost a 'Combine Compound' #18751.
[19:31:13]	CCA.C08-QrM.98240 destroyed a 'Combine Compound' #18750.
[19:31:14]	CCA.C08-QrM.98240 destroyed a 'Combine Compound' #18751.
[19:31:15]	CCA.C08-QrM.98240 opened the '' #971 container.
[19:31:17]	CCA.C08-QrM.98240 has gained a 'Combine Compound' #18749.
[19:31:22]	CCA.C08-QrM.98240 closed the '' #971 container.
[19:31:24]	CCA.C08-QrM.98240 ran 'drop' on item 'Combine Compound' (#18749)
[19:31:24]	CCA.C08-QrM.98240 has lost a 'Combine Compound' #18749.
[19:31:25]	CCA.C08-QrM.98240 destroyed a 'Combine Compound' #18749.
[19:31:26]	CCA.C08-QrM.98240 opened the '' #971 container.
[19:31:32]	CCA.C08-QrM.98240 closed the '' #971 container.
[19:31:34]	CCA.C08-HELIX.i2.64998 has gained 10 tokens.
[19:31:34]	[OOC] CCA.C08-QrM.98240: YES
[19:31:41]	[LOOC] CCA.C08-GRID.i1.23710: flashbacks to when 363 had to help open a medigel container or whatever it was in the cmb
[19:31:43]	[OOC] CCA.C08-QrM.98240: My Locker is almost completely filled with empty Absinthe bottles.
[19:31:53]	[OOC] CCA.C08-QrM.98240: QrM is a true alcoholic.
[19:31:54]	Dilly_ loaded the character 'Crimson'
[19:31:57]	[ME] Crimson: vibes
[19:32:12]	[ME] Crimson: vibes
[19:32:31]	[LOOC] CCA.C08-HELIX.i2.64998: f
[19:32:36]	[LOOC] CCA.C08-HELIX.i2.64998: Forgot, no e2
[19:32:36]	Jacob Lawson entered observer.
[19:32:40]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[19:32:42]	CCA.C08-QrM.98240 used command '/Radio Hey fuckers, who placed a shit ton of CCA food product and drinks around my armory?'.
[19:32:51]	CCA.C08-HELIX.i2.64998 used command '/Radio Not I.'.
[19:32:51]	[OOC] Jacob Lawson: told you
[19:32:56]	AtlasGuns88 (STEAM_0:0:155606903) has disconnected (timed out).
[19:32:57]	[ME] CCA.C08-QrM.98240: Kneels down and gives the pigeon a little pat on the head.
[19:32:58]	[OOC] Jacob Lawson: poor 98240
[19:32:59]	[OOC] Jacob Lawson: bruh
[19:33:06]	[ME] Crimson: quickly lifts its head at the hearing of 'food' 
[19:33:09]	CCA.C08-GRID.i1.23710 used command '/Radio Please don't swear on the radio.'.
[19:33:13]	Jacob Lawson used command '/ToggleRaise'.
[19:33:16]	[LOOC] Jacob Lawson: FRAG OUT!
[19:33:27]	[W] Crimson: Cooo coooooo.
[19:33:28]	Jacob Lawson has spawned 'models/weapons/w_grenade.mdl'.
[19:33:38]	[LOOC] CCA.C08-QrM.98240: What
[19:33:50]	CCA.C08-QrM.98240 ran 'Equip' on item 'XM31 OICW' (#20177)
[19:33:50]	CCA.C08-QrM.98240 ran 'Equip' on item '357' (#10719)
[19:33:56]	CCA.C08-QrM.98240 ran 'use' on item '.357 Rounds' (#20424)
[19:33:56]	CCA.C08-QrM.98240 ran 'use' on item '.357 Rounds' (#20423)
[19:33:57]	CCA.C08-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#20428)
[19:33:57]	CCA.C08-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#20427)
[19:33:58]	CCA.C08-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#20426)
[19:33:58]	[OOC] Jacob Lawson: alright well i guess we start the event now
[19:34:05]	[OOC] CCA.C08-QrM.98240: HOLD
[19:34:08]	CCA.C08-QrM.98240 used the 'Armory' vendor.
[19:34:10]	[OOC] Jacob Lawson: wat
[19:34:13]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:34:13]	CCA.C08-QrM.98240 has gained a '4.6x30 Rounds' #20500.
[19:34:14]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:34:14]	CCA.C08-QrM.98240 has gained a '4.6x30 Rounds' #20501.
[19:34:14]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:34:14]	CCA.C08-QrM.98240 has gained a '4.6x30 Rounds' #20502.
[19:34:17]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:34:17]	CCA.C08-QrM.98240 has gained a 'Pulse Ammunition' #20503.
[19:34:18]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:34:18]	CCA.C08-QrM.98240 has gained a 'Pulse Ammunition' #20504.
[19:34:18]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:34:18]	CCA.C08-QrM.98240 has gained a 'Pulse Ammunition' #20505.
[19:34:22]	[ME] Crimson: vibes outa existance 
[19:34:23]	CCA.C08-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#20503)
[19:34:25]	CCA.C08-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#20504)
[19:34:26]	CCA.C08-QrM.98240 ran 'use' on item 'Pulse Ammunition' (#20505)
[19:34:27]	CCA.C08-QrM.98240 used the 'Armory' vendor.
[19:34:29]	Dilly_ loaded the character 'Carson Copper'
[19:34:30]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:34:30]	CCA.C08-QrM.98240 has gained a 'Pulse Ammunition' #20503.
[19:34:31]	CCA.C08-QrM.98240 has gained 0 tokens.
[19:34:31]	CCA.C08-QrM.98240 has gained a 'Pulse Ammunition' #20504.
[19:34:31]	CCA.C08-QrM.98240 has gained 0 tokens.
