[00:00:02]	[OOC] Jack Kingston: ban
[00:29:25]	OTA.C17-ECHO.OAS.85171 has spawned a 'Entity [4337][gmod_sent_vehicle_fphysics_base]'.
[00:29:42]	OTA.C17-KILO.OSS.66124 has taken 10 damage from gmod_sent_vehicle_fphysics_base.
[00:30:13]	Mr.Ganar has connected.
[00:30:15]	OTA.C17-KILO.OSS.66124 has taken 10 damage from gmod_sent_vehicle_fphysics_base.
[00:30:19]	OTA.C17-KILO.OSS.66124 has taken 10 damage from gmod_sent_vehicle_fphysics_base.
[00:30:23]	OTA.C17-KILO.OSS.66124 has taken 20 damage from gmod_sent_vehicle_fphysics_base.
[00:30:23]	OTA.C17-KILO.OSS.66124 has taken 5 damage from gmod_sent_vehicle_fphysics_base.
[00:30:26]	OTA.C17-KILO.OSS.66124 has taken 10 damage from gmod_sent_vehicle_fphysics_base.
[00:30:33]	OTA.C17-ECHO.OAS.85171 entered observer.
[00:31:23]	matt saton loaded the character 'Ephraim 'Loew' Harris'
[00:31:28]	Mr.Ganar (STEAM_0:0:80909581) has disconnected.
[00:31:45]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[00:32:02]	[LOOC] The raven named Charles: i smell admin
[00:32:54]	The raven named Charles has taken 10 damage from npc_antlion.
[00:32:54]	npc_antlion has killed The raven named Charles.
[00:33:31]	FB|| light ROOM loaded the character 'CCA.C17-UNION.i2.51514'
[00:33:48]	FB|| light ROOM loaded the character 'Ethan King'
[00:33:49]	DRD loaded the character 'Paul-Henri Cartier'
[00:34:04]	Paul-Henri Cartier entered observer.
[00:34:06]	Paul-Henri Cartier exited observer at their location.
[00:34:09]	Paul-Henri Cartier entered observer.
[00:34:11]	Paul-Henri Cartier exited observer at their location.
[00:34:14]	Paul-Henri Cartier entered observer.
[00:34:15]	Paul-Henri Cartier exited observer at their location.
[00:34:16]	Paul-Henri Cartier used command '/ToggleRaise'.
[00:34:22]	Paul-Henri Cartier entered observer.
[00:34:45]	Paul-Henri Cartier exited observer at their location.
[00:34:49]	Ethan King has taken 75 damage from Paul-Henri Cartier.
[00:34:57]	The raven named Charles has gained a 'Empty Consulate Water Can' #44780.
[00:35:26]	Ethan King opened the 'Paul & Ethan' #2421 container.
[00:35:53]	Ethan King closed the 'Paul & Ethan' #2421 container.
[00:35:55]	Paul-Henri Cartier opened the 'Paul & Ethan' #2421 container.
[00:35:57]	Ethan King opened the 'Paul & Ethan' #2421 container.
[00:36:01]	Ethan King opened the 'Paul & Ethan' #2421 container.
[00:36:03]	Ethan King opened the 'Paul & Ethan' #2421 container.
[00:36:09]	Ethan King ran 'Edit' on item 'Paper' (#42238)
[00:36:45]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[00:37:28]	Ethan King ran 'EquipUn' on item 'Respirator' (#43234)
[00:37:28]	Ethan King ran 'Equip' on item 'Respirator' (#43234)
[00:37:36]	Paul-Henri Cartier closed the 'Paul & Ethan' #2421 container.
[00:37:58]	Paul-Henri Cartier entered observer.
[00:38:12]	Paul-Henri Cartier exited observer at their location.
[00:38:41]	[ME] Ephraim 'Loew' Harris: would seem excited, rather than upset.
[00:39:01]	Paul-Henri Cartier entered observer.
[00:39:16]	[ME] Aurelio Grau: gets up.
[00:39:22]	Ethan King has taken 10 damage from npc_zombie.
[00:39:48]	Ethan King has taken 5 damage from npc_headcrab.
[00:39:51]	Ethan King has taken 5 damage from npc_headcrab.
[00:39:56]	[W] Ephraim 'Loew' Harris: I've MET him. The basement here is a secret hideaway.
[00:40:05]	[W] Ephraim 'Loew' Harris: Right below us is a stockpile of... fucking everything.
[00:40:08]	[W] Aurelio Grau: You have? I was just about to tell you about that!
[00:40:11]	[W] Ephraim 'Loew' Harris: Weapons, suppli-
[00:40:20]	Ethan King ran 'use' on item '9mm Pistol Magazine' (#41739)
[00:40:33]	[W] Ephraim 'Loew' Harris: WHAT? Is it not a secret base? I'm glad I know, but...
[00:40:41]	The raven named Charles has killed The raven named Charles.
[00:40:47]	[W] Ephraim 'Loew' Harris: They're being a bit reckless. I remember when I went in there, it was full every time.
[00:41:06]	[W] Aurelio Grau: I was one of the first few. I remember seeing it completely empty. I wanted to keep it a secret but here we are.
[00:41:33]	[W] Ephraim 'Loew' Harris: We need a place like that. That's our best way to be safe.
[00:41:33]	Ethan King has taken 5 damage from npc_antlion.
[00:41:35]	Ethan King has taken 5 damage from npc_antlion.
[00:41:38]	[W] Aurelio Grau: Exactly.
[00:41:45]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[00:42:05]	Ethan King has taken 5 damage from npc_antlion.
[00:42:09]	[W] Ephraim 'Loew' Harris: I wonder if... Hm. I'm having a thought.
[00:42:23]	Ethan King opened the 'Metal Cabinet' #161 container.
[00:42:24]	[LOOC] Aurelio Grau: nice
[00:42:26]	Ethan King closed the 'Metal Cabinet' #161 container.
[00:42:43]	[ME] Ephraim 'Loew' Harris: would hold up his helmet to the mirror and turn on the flashlight.
[00:43:24]	Paul-Henri Cartier exited observer at their location.
[00:43:24]	Paul-Henri Cartier entered observer.
[00:43:25]	Paul-Henri Cartier exited observer at their location.
[00:44:10]	Ephraim 'Loew' Harris ran 'drop' on item 'Empty Paint Can' (#40632)
[00:44:10]	Ephraim 'Loew' Harris has lost a 'Empty Paint Can' #40632.
[00:44:27]	[ME] Ethan King: chuckled softly, stepping forward a bit as he slung over his Mp7. - "How've you been?"
[00:44:34]	Paul-Henri Cartier entered observer.
[00:44:37]	[LOOC] Aurelio Grau: lets move out of dor
[00:44:40]	Paul-Henri Cartier exited observer at their location.
[00:44:59]	[LOOC] Ethan King: in the mirror Leon has no face 
[00:45:00]	[ME] Ephraim 'Loew' Harris: watches the two in stunned silence.
[00:45:05]	[LOOC] Ethan King: ghost 
[00:45:07]	[LOOC] Ephraim 'Loew' Harris: who is leon
[00:45:12]	[LOOC] Ethan King:  oh, I'm dumb 
[00:45:13]	[LOOC] Paul-Henri Cartier: thats not leon
[00:45:14]	[LOOC] Paul-Henri Cartier: idiot
[00:45:16]	[LOOC] Ethan King: (you look the same)
[00:45:18]	[LOOC] Ephraim 'Loew' Harris: it is me
[00:45:22]	[LOOC] Ephraim 'Loew' Harris: loew
[00:45:29]	[LOOC] Paul-Henri Cartier: all bald white males look the same to you?
[00:45:32]	[LOOC] Paul-Henri Cartier: racist
[00:45:35]	[LOOC] Ephraim 'Loew' Harris: hairist
[00:45:42]	[LOOC] Paul-Henri Cartier: i hate bald people
[00:45:48]	[ME] Ethan King: nodded, sitting himself down on the edge of the sink as he looked over towards the unknown individual, tilting his head lightly as he spoke. - "This is?"
[00:46:45]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[00:46:56]	Paul-Henri Cartier has taken 15 damage from worldspawn.
[00:46:56]	Paul-Henri Cartier entered observer.
[00:46:57]	Paul-Henri Cartier exited observer at their location.
[00:47:01]	[OOC] Aurelio Grau: fuck
[00:47:03]	Paul-Henri Cartier entered observer.
[00:47:05]	Paul-Henri Cartier exited observer at their location.
[00:47:06]	Paul-Henri Cartier ran 'View' on item 'Paper' (#42188)
[00:47:11]	Ethan King ran 'View' on item 'Paper' (#42188)
[00:47:23]	[ME] Ethan King: shrugged. - "No clue."
[00:47:25]	Ethan King opened the 'Armour' #3338 container.
[00:47:27]	Ethan King closed the 'Armour' #3338 container.
[00:47:27]	Aurelio Grau ran 'View' on item 'Paper' (#42188)
[00:49:14]	Paul-Henri Cartier used command '/PM aurelio am i a crackhead or was aurelio one of the first to find this base with us'.
[00:49:21]	Aurelio Grau used command '/PM paul thats right.'.
[00:49:21]	gimpsexual has connected.
[00:49:28]	[OOC] Ethan King: good name 
[00:49:31]	[OOC] Ephraim 'Loew' Harris: don't like that
[00:49:33]	[OOC] The raven named Charles: me tbh
[00:49:36]	[OOC] Paul-Henri Cartier: wtf
[00:49:37]	Aurelio Grau used command '/PM paul i have been telling you to tell me the combo for literally months to no avail'.
[00:49:43]	Aurelio Grau used command '/PM paul kinda fucked up'.
[00:49:45]	Paul-Henri Cartier used command '/PM aurelio 2371'.
[00:49:58]	Aurelio Grau used command '/PM paul WOOOOOOOOOOOOOOOOOO'.
[00:50:45]	[OOC] The raven named Charles: nothing like watch math videos at 2 in the morning and playing hl2rp
[00:50:50]	[OOC] Ethan King: based 
[00:51:06]	[OOC] Ephraim 'Loew' Harris: are we talking vsauce math videos or like. numberphile
[00:51:10]	[OOC] Ephraim 'Loew' Harris: or something else
[00:51:18]	[OOC] Ephraim 'Loew' Harris: or do you mean lectures
[00:51:26]	[OOC] Paul-Henri Cartier: if you're not watching tom scott at 2am
[00:51:35]	Aurelio Grau opened the 'Misc' #3339 container.
[00:51:40]	Aurelio Grau closed the 'Misc' #3339 container.
[00:51:47]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[00:51:48]	[OOC] The raven named Charles: some guy called Michael Penn. "A nice trig product" evaluate cos(k*pi / 2n+1) where k=1 up to n
[00:52:09]	[OOC] The raven named Charles: the pi product function
[00:52:36]	[OOC] The raven named Charles: i just watch math vids for fun sometimes
[00:52:58]	[OOC] The raven named Charles: im great at parties please trust me
[00:53:36]	Aurelio Grau opened the 'Crate' #3111 container.
[00:53:39]	Aurelio Grau closed the 'Crate' #3111 container.
[00:53:46]	Aurelio Grau opened the 'Misc' #3339 container.
[00:53:55]	Aurelio Grau closed the 'Misc' #3339 container.
[00:53:59]	Aurelio Grau opened the 'Parts' #3334 container.
[00:54:13]	Aurelio Grau closed the 'Parts' #3334 container.
[00:54:16]	[ME] Ethan King: looked over to him knowingly, nodding lightly. - "Real last resort business?"
[00:54:23]	Aurelio Grau opened the 'Parts' #3334 container.
[00:54:38]	Aurelio Grau has gained a 'Weapon Parts' #43757.
[00:54:41]	Aurelio Grau closed the 'Parts' #3334 container.
[00:54:52]	Aurelio Grau opened the 'Parts' #3334 container.
[00:55:00]	Paul-Henri Cartier opened the 'Misc' #3339 container.
[00:55:01]	Aurelio Grau has gained a 'Wires' #25112.
[00:55:02]	Enclave loaded the character 'Morb'
[00:55:03]	Paul-Henri Cartier closed the 'Misc' #3339 container.
[00:55:06]	Aurelio Grau closed the 'Parts' #3334 container.
[00:55:08]	Paul-Henri Cartier opened the 'Parts' #3334 container.
[00:55:12]	[ME] Ephraim 'Loew' Harris: feels the ex-GRID unit staring daggers into him as soon as the words leave his mouth.
[00:55:13]	Paul-Henri Cartier closed the 'Parts' #3334 container.
[00:55:17]	[LOOC] Ephraim 'Loew' Harris: even OOCly i felt just
[00:55:17]	Enclave loaded the character 'Another Zombie'
[00:55:22]	[LOOC] Ephraim 'Loew' Harris: laser beams
[00:55:28]	[LOOC] Ephraim 'Loew' Harris: the way you immediaely looked directly at me
[00:55:32]	Aurelio Grau opened the 'Armour' #3338 container.
[00:55:36]	Aurelio Grau closed the 'Armour' #3338 container.
[00:55:37]	Aurelio Grau opened the 'Technology' #3337 container.
[00:55:42]	Paul-Henri Cartier opened the 'Tools' #3336 container.
[00:55:46]	Paul-Henri Cartier closed the 'Tools' #3336 container.
[00:55:49]	Paul-Henri Cartier opened the 'Medical' #3341 container.
[00:55:51]	Aurelio Grau closed the 'Technology' #3337 container.
[00:55:52]	Paul-Henri Cartier closed the 'Medical' #3341 container.
[00:55:58]	Aurelio Grau opened the 'Large Refrigerator' #3348 container.
[00:56:00]	Aurelio Grau closed the 'Large Refrigerator' #3348 container.
[00:56:15]	Another Zombie has gained a 'Broken LCD Monitor' #44784.
[00:56:18]	Another Zombie ran 'drop' on item 'Broken LCD Monitor' (#44784)
[00:56:18]	Another Zombie has lost a 'Broken LCD Monitor' #44784.
[00:56:22]	Aurelio Grau opened the 'Explosives' #3335 container.
[00:56:28]	Paul-Henri Cartier opened the 'Tools' #3336 container.
[00:56:28]	Aurelio Grau closed the 'Explosives' #3335 container.
[00:56:30]	Aurelio Grau opened the 'Paul & Ethan' #2421 container.
[00:56:32]	Paul-Henri Cartier closed the 'Tools' #3336 container.
[00:56:35]	[LOOC] Ethan King: honestly fr need tupper  box on the server 
[00:56:44]	Aurelio Grau has gained a 'Rope' #24545.
[00:56:46]	Aurelio Grau closed the 'Paul & Ethan' #2421 container.
[00:56:47]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[00:56:47]	[LOOC] Ethan King: so I can make a char for IC comms and make it easy ;-;
[00:56:57]	Aurelio Grau has gained a 'Cables' #44786.
[00:57:01]	Another Zombie has gained a 'Empty Pill Bottle' #44787.
[00:57:03]	Aurelio Grau opened the 'Tools' #3336 container.
[00:57:06]	Paul-Henri Cartier opened the 'Misc' #3339 container.
[00:57:12]	Paul-Henri Cartier closed the 'Misc' #3339 container.
[00:57:13]	Aurelio Grau closed the 'Tools' #3336 container.
[00:57:20]	Aurelio Grau opened the 'Medical' #3341 container.
[00:57:21]	Ethan King ran 'combine' on item 'Small Items Case' (#13886)
[00:57:22]	Another Zombie has gained a 'Empty Consulate Water Can' #44788.
[00:57:23]	Ethan King ran 'drop' on item 'Empty Paint Can' (#43322)
[00:57:23]	Ethan King has lost a 'Empty Paint Can' #43322.
[00:57:24]	Aurelio Grau closed the 'Medical' #3341 container.
[00:57:27]	CCA.C17-UNION.i3.29852 opened the 'Metal Cabinet' #2679 container.
[00:57:28]	Aurelio Grau opened the 'Footlocker' #3345 container.
[00:57:29]	CCA.C17-UNION.i3.29852 closed the 'Metal Cabinet' #2679 container.
[00:57:30]	Aurelio Grau closed the 'Footlocker' #3345 container.
[00:57:37]	Ethan King ran 'take' on item 'USP Match' (#37425)
[00:57:37]	Ethan King has gained a 'USP Match' #37425.
[00:57:39]	Ethan King ran 'Equip' on item 'USP Match' (#37425)
[00:57:41]	Ethan King ran 'EquipUn' on item 'MP7' (#10532)
[00:57:42]	Ethan King ran 'Equip' on item 'USP Match' (#37425)
[00:57:44]	Ethan King ran 'Equip' on item 'USP Match' (#37425)
[00:57:44]	Ethan King ran 'EquipUn' on item 'Axe' (#31613)
[00:57:45]	Ethan King ran 'Equip' on item 'USP Match' (#37425)
[00:57:47]	Ethan King ran 'Equip' on item 'MP7' (#10532)
[00:57:47]	Ethan King ran 'Equip' on item 'Axe' (#31613)
[00:57:48]	Aurelio Grau opened the 'Crate' #3111 container.
[00:57:51]	Aurelio Grau closed the 'Crate' #3111 container.
[00:57:54]	Aurelio Grau opened the 'Misc' #3339 container.
[00:57:59]	Paul-Henri Cartier opened the 'Parts' #3334 container.
[00:58:00]	Another Zombie has gained a 'Light Bulb' #44789.
[00:58:07]	Paul-Henri Cartier closed the 'Parts' #3334 container.
[00:58:09]	Enclave loaded the character 'Froge'
[00:58:12]	Aurelio Grau closed the 'Misc' #3339 container.
[00:58:16]	Aurelio Grau ran 'take' on item 'Rope' (#44429)
[00:58:16]	Aurelio Grau has gained a 'Rope' #44429.
[00:59:05]	Aurelio Grau opened the 'Armour' #3338 container.
[00:59:07]	Aurelio Grau closed the 'Armour' #3338 container.
[00:59:08]	Aurelio Grau opened the 'Technology' #3337 container.
[00:59:19]	Aurelio Grau closed the 'Technology' #3337 container.
[00:59:48]	[IT] Froge: flip
[00:59:57]	Aurelio Grau opened the 'Large Refrigerator' #3348 container.
[00:59:57]	Aurelio Grau closed the 'Large Refrigerator' #3348 container.
[01:00:06]	Aurelio Grau opened the 'Technology' #3337 container.
[01:00:12]	Aurelio Grau closed the 'Technology' #3337 container.
[01:00:20]	[LOOC] Froge: idk if you see animations
[01:00:21]	[ME] Ethan King: nodded, folding his arms as he thought for a moment. - "Yeah.... *Ava* for example has been a real wild card."
[01:00:42]	[LOOC] CCA.C17-UNION.i3.29852: quite nice
[01:00:48]	Aurelio Grau opened the 'Parts' #3334 container.
[01:00:49]	[LOOC] Ephraim 'Loew' Harris: accidentalyl hit send too early, void hat
[01:00:49]	[LOOC] CCA.C17-UNION.i3.29852: do you like my SASH
[01:00:54]	[OOC] Ethan King: aight 
[01:00:54]	[LOOC] Froge: i do
[01:00:59]	Aurelio Grau closed the 'Parts' #3334 container.
[01:01:01]	[LOOC] Froge: vrry fancy
[01:01:03]	[LOOC] CCA.C17-UNION.i3.29852: i can make it better later but
[01:01:07]	[LOOC] CCA.C17-UNION.i3.29852: it works for now
[01:01:07]	Aurelio Grau opened the 'Paul & Ethan' #2421 container.
[01:01:10]	Aurelio Grau closed the 'Paul & Ethan' #2421 container.
[01:01:12]	Aurelio Grau opened the 'Rockton's Footlocker' #3347 container.
[01:01:18]	[OOC] CCA.C17-UNION.i3.29852: you are all in the sewers or the beach aren't you
[01:01:19]	Aurelio Grau closed the 'Rockton's Footlocker' #3347 container.
[01:01:23]	[OOC] Paul-Henri Cartier: nuh uh
[01:01:24]	Aurelio Grau opened the 'Footlocker' #3345 container.
[01:01:26]	[OOC] Ethan King: nuh uh 
[01:01:26]	Aurelio Grau closed the 'Footlocker' #3345 container.
[01:01:31]	Aurelio Grau opened the 'Medical' #3341 container.
[01:01:33]	Aurelio Grau closed the 'Medical' #3341 container.
[01:01:38]	Aurelio Grau opened the 'Tools' #3336 container.
[01:01:42]	Aurelio Grau closed the 'Tools' #3336 container.
[01:01:47]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[01:01:54]	[OOC] CCA.C17-UNION.i3.29852: thats it
[01:02:05]	[OOC] CCA.C17-UNION.i3.29852: i'm locking every building and putting every forcefield to no entry
[01:02:10]	Enclave (STEAM_0:0:34463192) has disconnected.
[01:02:14]	Aurelio Grau opened the 'Misc' #3339 container.
[01:02:15]	[OOC] Ethan King:  LMAO 
[01:02:16]	[OOC] Ethan King: Chad 
[01:02:24]	Aurelio Grau closed the 'Misc' #3339 container.
[01:02:43]	[LOOC] Paul-Henri Cartier: afk getting a drink
[01:03:13]	Aurelio Grau ran 'View' on item 'Paper' (#40847)
[01:03:29]	Ethan King ran 'EquipUn' on item 'Respirator' (#43234)
[01:04:10]	[ME] Ethan King: nodded lightly. - "Right, well feel free to ask for something from me, I don't mind doing a favor if it means we're in good relations!"
[01:04:44]	Aurelio Grau opened the 'Misc' #3339 container.
[01:04:54]	Aurelio Grau closed the 'Misc' #3339 container.
[01:04:57]	Aurelio Grau opened the 'Crate' #3111 container.
[01:05:00]	Aurelio Grau closed the 'Crate' #3111 container.
[01:05:02]	Aurelio Grau opened the 'Parts' #3334 container.
[01:05:04]	Aurelio Grau closed the 'Parts' #3334 container.
[01:05:07]	Aurelio Grau opened the 'Armour' #3338 container.
[01:05:09]	Aurelio Grau closed the 'Armour' #3338 container.
[01:05:10]	Aurelio Grau opened the 'Technology' #3337 container.
[01:05:16]	Aurelio Grau closed the 'Technology' #3337 container.
[01:05:18]	[LOOC] Paul-Henri Cartier: back
[01:05:20]	Aurelio Grau opened the 'Large Refrigerator' #3348 container.
[01:05:22]	Aurelio Grau closed the 'Large Refrigerator' #3348 container.
[01:05:22]	[LOOC] Paul-Henri Cartier: and i forgot my drink
[01:05:25]	[OOC] CCA.C17-UNION.i3.29852: i think all UNIONs should be issued power swords
[01:05:28]	[LOOC] Ephraim 'Loew' Harris: "time to go get my drink"
[01:05:28]	[OOC] Ethan King: I agree 
[01:05:32]	[LOOC] Ethan King:  bruh moment 
[01:05:33]	[LOOC] Ephraim 'Loew' Harris: gets up
[01:05:37]	Aurelio Grau opened the 'Parts' #3334 container.
[01:05:39]	[LOOC] Ephraim 'Loew' Harris: goes to the kitche
[01:05:40]	Aurelio Grau closed the 'Parts' #3334 container.
[01:05:43]	Aurelio Grau opened the 'Tools' #3336 container.
[01:05:47]	Aurelio Grau closed the 'Tools' #3336 container.
[01:05:48]	Aurelio Grau opened the 'Tools' #3336 container.
[01:05:51]	Aurelio Grau closed the 'Tools' #3336 container.
[01:05:52]	[LOOC] Ephraim 'Loew' Harris: goes back like "glad i got up, i needed to get up"
[01:05:53]	Aurelio Grau opened the 'Explosives' #3335 container.
[01:05:54]	[LOOC] Ethan King: stands around for 7 minutes doing nothing 
[01:06:00]	Aurelio Grau closed the 'Explosives' #3335 container.
[01:06:01]	Aurelio Grau opened the 'Paul & Ethan' #2421 container.
[01:06:04]	[LOOC] Ephraim 'Loew' Harris: SHIT I'M DOING A LOT OF OOC
[01:06:05]	Aurelio Grau closed the 'Paul & Ethan' #2421 container.
[01:06:07]	[LOOC] Ethan King: LMAO 
[01:06:12]	Aurelio Grau opened the 'Medical' #3341 container.
[01:06:14]	Aurelio Grau closed the 'Medical' #3341 container.
[01:06:17]	[LOOC] Ephraim 'Loew' Harris: SHUT UP AND GET IC IDIOT
[01:06:24]	[LOOC] Paul-Henri Cartier: I GOT THIS
[01:06:32]	Paul-Henri Cartier set loocDelay to '10000'.
[01:06:37]	Paul-Henri Cartier set loocDelay to '0'.
[01:06:47]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[01:06:54]	[OOC] CCA.C17-UNION.i3.29852: what can a lone cp do i wonder
[01:07:00]	[OOC] CCA.C17-UNION.i3.29852: I KNOW
[01:07:02]	[OOC] Ephraim 'Loew' Harris: i actually will need you
[01:07:04]	[OOC] CCA.C17-UNION.i3.29852: GET DRUNK AT THE GRIZZLY GROTTO
[01:07:05]	[OOC] Ethan King: play flappy bird on your PDA 
[01:07:08]	Aurelio Grau opened the 'Technology' #3337 container.
[01:07:11]	Aurelio Grau closed the 'Technology' #3337 container.
[01:07:12]	Aurelio Grau opened the 'Armour' #3338 container.
[01:07:14]	Aurelio Grau closed the 'Armour' #3338 container.
[01:07:21]	Paul-Henri Cartier set oocDelay to '177'.
[01:07:22]	CCA.C17-UNION.i3.29852 ran 'View' on item 'Notepad' (#3069)
