[00:01:09]	Mrchicken has connected.
[16:24:50]	BlueHavoc911 loaded the character 'Just need the content'
[16:25:18]	[OOC] Elijah Simmons: are there admins on?
[16:25:23]	[OOC] Elijah Simmons: im kinda stuck somewhere
[16:25:26]	[OOC] CCA.C17-GRID.i5.80147: ye a h
[16:25:29]	[OOC] CCA.C17-GRID.i5.80147: the owner is
[16:25:36]	[OOC] CCA.C17-GRID.i5.80147: but idk if he has loaded in
[16:25:38]	[OOC] Elijah Simmons: ah ok
[16:25:39]	[OOC] CCA.C17-GRID.i5.80147: where are you stuck?
[16:25:45]	[OOC] CCA.C17-GRID.i5.80147: i'll try to help you oocly
[16:25:48]	[OOC] Elijah Simmons: you know that one place where rations are made?
[16:25:59]	[OOC] CCA.C17-GRID.i5.80147: coming
[16:26:02]	[OOC] Elijah Simmons: thanks
[16:26:12]	[LOOC] CCA.C17-GRID.i5.80147: btw
[16:26:20]	BlueHavoc911 created the character 'Kelly Wolfgang'
[16:26:20]	[LOOC] CCA.C17-GRID.i5.80147: i ahve a suitcase and 3 backpacks full of combine supplies
[16:26:24]	BlueHavoc911 (STEAM_0:1:81937896) deleted character 'Just need the content'
[16:26:26]	BlueHavoc911 loaded the character 'Kelly Wolfgang'
[16:26:28]	[LOOC] CCA.C17-GRID.i5.80147: for other ppl, also brb
[16:27:15]	[OOC] Kelly Wolfgang: Hello
[16:27:17]	[OOC] CCA.C17-GRID.i5.80147: back
[16:27:18]	[OOC] Elijah Simmons: Heya
[16:27:26]	[OOC] CCA.C17-GRID.i5.80147: i feel like this is a good ratio.
[16:27:32]	[OOC] Kelly Wolfgang: Yeah
[16:27:45]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[16:27:45]	[LOOC] CCA.C17-GRID.i5.80147: wait did i speak in non-ooc chat?
[16:27:50]	[LOOC] CCA.C17-GRID.i5.80147: bc i think there may be something broken
[16:27:59]	[LOOC] CCA.C17-GRID.i5.80147: i cant send messages
[16:28:07]	[OOC] CCA.C17-GRID.i5.80147: gonna rejoin i cant chat in non-ooc
[16:28:13]	[OOC] Kelly Wolfgang: oof
[16:28:21]	[OOC] CCA.C17-GRID.i5.80147: either that or im somehow muted, idk
[16:28:24]	PirateDavey (STEAM_0:1:191784883) has disconnected.
[16:28:29]	DeWees has connected.
[16:28:48]	PirateDavey has connected.
[16:28:54]	DeWees (STEAM_0:1:53156902) has disconnected.
[16:29:09]	PirateDavey loaded the character 'CCA.C17-GRID.i5.80147'
[16:29:14]	[OOC] CCA.C17-GRID.i5.80147: btw
[16:29:17]	[OOC] Elijah Simmons: ?
[16:29:19]	[OOC] CCA.C17-GRID.i5.80147: i co-own the baltic
[16:29:24]	[OOC] CCA.C17-GRID.i5.80147: on my CWU char
[16:29:26]	[OOC] Elijah Simmons: oh nice
[16:29:35]	DeWees has connected.
[16:29:38]	[OOC] CCA.C17-GRID.i5.80147: i could change to him but i doubt ill get customers
[16:29:45]	[OOC] Kelly Wolfgang: Yeah how do factions work on here are the ic apply or fourms?
[16:29:48]	[OOC] CCA.C17-GRID.i5.80147: wtf i still cant chat in normal chat
[16:29:50]	[OOC] CCA.C17-GRID.i5.80147: IC
[16:29:53]	[OOC] Kelly Wolfgang: epic
[16:29:57]	DeWees (STEAM_0:1:53156902) has disconnected.
[16:29:58]	[OOC] CCA.C17-GRID.i5.80147: flags may be IC like a building permit but idk
[16:30:09]	[OOC] CCA.C17-GRID.i5.80147: ima just have to ask Q about the chat thing
[16:30:35]	[LOOC] CCA.C17-GRID.i5.80147: i legit cant chat
[16:30:38]	[LOOC] CCA.C17-GRID.i5.80147: in rp chat
[16:30:40]	CCA.C17-GRID.i5.80147 used command '/Radio test'.
[16:30:46]	CCA.C17-GRID.i5.80147 used command '/Radio ima just speak like this for now'.
[16:30:52]	CCA.C17-GRID.i5.80147 used command '/Radio till the RP chat is fixed for me'.
[16:31:00]	CCA.C17-GRID.i5.80147 used command '/Radio yall good with that?'.
[16:31:13]	PirateDavey loaded the character 'Kasjan Grzelczak'
[16:31:14]	[OOC] Kelly Wolfgang: So if you cant talk what should I do about my ID
[16:31:21]	[OOC] Kasjan Grzelczak: id?
[16:31:24]	[OOC] Kasjan Grzelczak: you dont have one?
[16:31:30]	[LOOC] Kasjan Grzelczak: yes
[16:31:37]	[OOC] Luke Palmer: I'll get you 
[16:31:38]	[OOC] Kelly Wolfgang: Nah the sign says wait for a unit to make an ID
[16:31:39]	PirateDavey loaded the character 'CCA.C17-GRID.i5.80147'
[16:31:50]	[OOC] CCA.C17-GRID.i5.80147: do u have a yellow card in ur inv?
[16:31:54]	RedZombie18 loaded the character 'CCA.C17-JUDGE.i4.19659'
[16:31:55]	[OOC] Kelly Wolfgang: No
[16:31:59]	[LOOC] CCA.C17-GRID.i5.80147: you wait for applications
[16:32:01]	[LOOC] CCA.C17-GRID.i5.80147: in-game
[16:32:04]	[LOOC] CCA.C17-GRID.i5.80147: like an interview
[16:32:09]	[LOOC] CCA.C17-GRID.i5.80147: ima give you 2 tips
[16:32:17]	[LOOC] CCA.C17-GRID.i5.80147: Sectorial is a SeC rank
[16:32:26]	[LOOC] CCA.C17-GRID.i5.80147: consul is the main combine presence on earth
[16:32:27]	[OOC] CCA.C17-GRID.i5.80147: judge
[16:32:28]	DeWees has connected.
[16:32:33]	[OOC] CCA.C17-GRID.i5.80147: why cant i chat in non-ooc chat?
[16:32:40]	[OOC] CCA.C17-GRID.i5.80147: i can only speak in ooc & looc
[16:32:41]	[OOC] CCA.C17-JUDGE.i4.19659: I cant either
[16:32:46]	[OOC] CCA.C17-GRID.i5.80147: fu c 
[16:32:50]	[OOC] CCA.C17-JUDGE.i4.19659: I think that CP's are broken 
[16:32:51]	DeWees loaded the character 'Oleg Rust'
[16:32:53]	[OOC] Kelly Wolfgang: I am too
[16:32:53]	[LOOC] CCA.C17-JUDGE.i4.19659: one sec
[16:33:00]	[OOC] CCA.C17-GRID.i5.80147: i think the caht is fully broken
[16:33:01]	[OOC] Kelly Wolfgang: Yeah I cant type ic too
[16:33:01]	[OOC] Oleg Rust: I am here 
[16:33:12]	[OOC] CCA.C17-GRID.i5.80147: i think we can talk IC by using radios rn
[16:33:12]	[OOC] Oleg Rust: shiiddd it is broke
[16:33:20]	[OOC] CCA.C17-GRID.i5.80147: lets just all be ooc till its fixed
[16:33:20]	[LOOC] CCA.C17-JUDGE.i4.19659: lemme just give you an ID
[16:33:24]	[LOOC] Kelly Wolfgang: Aight
[16:33:25]	[OOC] Elijah Simmons: sounds epic gamer
[16:33:25]	[OOC] CCA.C17-GRID.i5.80147: alright?
[16:33:30]	CCA.C17-JUDGE.i4.19659 has gained a 'ID Card' #2113.
[16:33:30]	CCA.C17-JUDGE.i4.19659 has created a new CID with the name Kelly Wolfgang
[16:33:30]	[LOOC] CCA.C17-GRID.i5.80147: yea
[16:33:32]	[LOOC] CCA.C17-GRID.i5.80147: btw
[16:33:36]	CCA.C17-JUDGE.i4.19659 ran 'drop' on item 'ID Card' (#2113)
[16:33:36]	CCA.C17-JUDGE.i4.19659 has lost a 'ID Card' #2113.
[16:33:41]	[LOOC] CCA.C17-GRID.i5.80147: i have 3 backpacks & 1 suitcase full of combine supplies
[16:33:43]	Kelly Wolfgang ran 'ViewRecord' on item 'ID Card' (#2113)
[16:33:45]	[LOOC] CCA.C17-GRID.i5.80147: like ammo, health kits
[16:33:45]	Kelly Wolfgang ran 'take' on item 'ID Card' (#2113)
[16:33:45]	Kelly Wolfgang has gained a 'ID Card' #2113.
[16:33:47]	[LOOC] CCA.C17-GRID.i5.80147: zipties
[16:33:50]	[LOOC] Kelly Wolfgang: thx
[16:33:52]	[LOOC] CCA.C17-GRID.i5.80147: just incase someone from the combine needs em
[16:33:54]	[LOOC] CCA.C17-JUDGE.i4.19659: then just go through there
[16:33:57]	[LOOC] CCA.C17-GRID.i5.80147: while the other combine plebs
[16:34:01]	[LOOC] CCA.C17-GRID.i5.80147: have no extra supplies
[16:34:07]	[LOOC] CCA.C17-GRID.i5.80147: yes
[16:34:12]	CCA.C17-GRID.i5.80147 ran 'EquipUn' on item '.9mm Pistol' (#1209)
[16:34:14]	CCA.C17-GRID.i5.80147 ran 'Equip' on item '.9mm Pistol' (#1209)
[16:34:20]	[LOOC] CCA.C17-GRID.i5.80147: am i t-posing when i reload?
[16:34:30]	[LOOC] CCA.C17-GRID.i5.80147: i t-pose on my screen
[16:34:35]	[LOOC] CCA.C17-GRID.i5.80147: btw i think we have
[16:34:37]	[LOOC] CCA.C17-GRID.i5.80147: diff dmg types
[16:34:40]	[LOOC] CCA.C17-GRID.i5.80147: that we can choose
[16:34:43]	[LOOC] CCA.C17-GRID.i5.80147: from low to extreme
[16:34:47]	[LOOC] CCA.C17-GRID.i5.80147: can i try it on anyone OOC?
[16:35:06]	[OOC] Kelly Wolfgang: Mics enabled on the server?
[16:35:10]	[OOC] Elijah Simmons: Yes.
[16:35:14]	CCA.C17-GRID.i5.80147 used command '/Radio apply'.
[16:35:17]	[OOC] Elijah Simmons: I mainly use it for OOC though
[16:35:26]	[OOC] CCA.C17-GRID.i5.80147: the only way to speak is to use a combine radio or VC
[16:35:30]	BlueHavoc911 (STEAM_0:1:81937896) has disconnected.
[16:35:36]	RedZombie18 loaded the character 'Luke Palmer'
[16:35:41]	RedZombie18 loaded the character 'CCA.C17-JUDGE.i4.19659'
[16:35:50]	[OOC] Oleg Rust: most people dislike VC 
[16:36:01]	[LOOC] CCA.C17-GRID.i5.80147: which one do you want? low, medium, high or extreme?
[16:36:03]	[OOC] Elijah Simmons: I use VC for ooc, i use text for roleplay
[16:36:10]	Paragon has connected.
[16:36:12]	[OOC] Elijah Simmons: im not about to voice act my 53 yearold man
[16:36:18]	Elijah Simmons has taken 5 damage from CCA.C17-GRID.i5.80147.
[16:36:19]	Elijah Simmons has taken 5 damage from CCA.C17-GRID.i5.80147.
[16:36:25]	[LOOC] CCA.C17-GRID.i5.80147: till i knock u out? ic an heal u afterwards
[16:36:25]	Elijah Simmons has taken 5 damage from CCA.C17-GRID.i5.80147.
[16:36:30]	[LOOC] CCA.C17-GRID.i5.80147: 4 hits on low
[16:36:35]	[LOOC] CCA.C17-GRID.i5.80147: when u get back up ill heal ya
[16:36:39]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[16:36:40]	Paragon loaded the character 'CCA.C17-GRID.i4.34172'
[16:37:01]	[OOC] CCA.C17-GRID.i5.80147: get the fuck down
[16:37:10]	Oleg Rust has taken 12 damage from worldspawn.
[16:37:11]	[LOOC] CCA.C17-GRID.i5.80147: ready for medium or do ya need a heal?
[16:37:17]	Elijah Simmons has taken 5 damage from CCA.C17-GRID.i5.80147.
[16:37:18]	Elijah Simmons has taken 5 damage from CCA.C17-GRID.i5.80147.
[16:37:19]	Elijah Simmons has taken 5 damage from CCA.C17-GRID.i5.80147.
[16:37:20]	Mr. Chief has connected.
[16:37:23]	[LOOC] CCA.C17-GRID.i5.80147: 4 hits again
[16:37:32]	CCA.C17-GRID.i5.80147 ran 'drop' on item 'Health Kit' (#2095)
[16:37:32]	CCA.C17-GRID.i5.80147 has lost a 'Health Kit' #2095.
[16:37:47]	[OOC] CCA.C17-GRID.i5.80147: chat just gave up
[16:37:51]	[OOC] Elijah Simmons: lol
[16:38:05]	Paragon loaded the character 'Matthias Breuer'
[16:38:12]	[LOOC] CCA.C17-GRID.i5.80147: extreme then?
[16:38:18]	Elijah Simmons has taken 5 damage from CCA.C17-GRID.i5.80147.
[16:38:19]	Elijah Simmons has taken 5 damage from CCA.C17-GRID.i5.80147.
[16:38:21]	Elijah Simmons has taken 5 damage from CCA.C17-GRID.i5.80147.
[16:38:27]	[LOOC] CCA.C17-GRID.i5.80147: heal
[16:38:30]	Elijah Simmons ran 'Apply' on item 'Health Kit' (#2095)
[16:38:36]	[LOOC] CCA.C17-GRID.i5.80147: i think its the duration of the knockout
[16:38:50]	[LOOC] CCA.C17-GRID.i5.80147: btw
[16:38:58]	[LOOC] CCA.C17-GRID.i5.80147: we locked up ppl in isolation after a antlion attack
[16:39:09]	[LOOC] CCA.C17-GRID.i5.80147: want to be locked up in one of the pods?
[16:39:16]	[LOOC] CCA.C17-GRID.i5.80147: make a new char if so
[16:39:20]	[LOOC] CCA.C17-GRID.i5.80147: i'll arrest you
[16:39:21]	Mr. Chief loaded the character 'CCA.C17-JUDGE.i2.58102'
[16:39:21]	RedZombie18 loaded the character 'Luke Palmer'
[16:39:26]	CCA.C17-JUDGE.i2.58102 entered observer.
[16:39:34]	[LOOC] CCA.C17-GRID.i5.80147: just make a new char
[16:39:37]	[LOOC] CCA.C17-GRID.i5.80147: and do a crime or smthin
[16:39:45]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[16:39:46]	CCA.C17-JUDGE.i2.58102 entered observer.
[16:39:49]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[16:39:50]	CCA.C17-JUDGE.i2.58102 entered observer.
[16:40:40]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[16:40:53]	[OOC] CCA.C17-GRID.i5.80147: n o
[16:40:58]	[OOC] CCA.C17-JUDGE.i2.58102: shit do be broke doe
[16:41:03]	[OOC] CCA.C17-GRID.i5.80147: broke real hard
[16:41:17]	CCA.C17-GRID.i5.80147 has gained a 'ID Card' #2114.
[16:41:17]	CCA.C17-GRID.i5.80147 has created a new CID with the name Oleg Rust
[16:41:24]	CCA.C17-GRID.i5.80147 ran 'drop' on item 'ID Card' (#2114)
[16:41:24]	CCA.C17-GRID.i5.80147 has lost a 'ID Card' #2114.
[16:41:25]	[OOC] Matthias Breuer: how did it break this hard?
[16:41:39]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[16:42:00]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_resistance_police.mdl'.
[16:42:02]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_resistance_police.mdl'.
[16:42:03]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_retrocop.mdl'.
[16:42:06]	RiverJungle has connected.
[16:42:33]	RiverJungle loaded the character 'Guy Tastsuki'
[16:42:34]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/tf2_metrocop.mdl'.
[16:42:37]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_tf2_metrocop_blu.mdl'.
[16:42:39]	CCA.C17-JUDGE.i2.58102 entered observer.
[16:42:41]	Bluboi has connected.
[16:42:44]	Elijah Simmons has taken 5 damage from npc_headcrab.
[16:42:46]	Elijah Simmons has taken 5 damage from npc_headcrab.
[16:42:59]	RiverJungle loaded the character 'OTA.C17-HAMMER.20001'
[16:43:01]	Bluboi loaded the character 'CCA.C17.UNION-i5-91462'
[16:43:08]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/biopolice.mdl'.
[16:43:16]	RiverJungle loaded the character 'Guy Tastsuki'
[16:43:17]	[OOC] CCA.C17-GRID.i5.80147: hammer do be thicc doe
[16:43:18]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_c08cop.mdl'.
[16:43:19]	CCA.C17.UNION-i5-91462 used the 'Armory Operator' vendor.
[16:43:23]	[OOC] CCA.C17-JUDGE.i2.58102: it do
[16:43:23]	[OOC] Guy Tastsuki: Chief I'm stuck 
[16:43:23]	CCA.C17.UNION-i5-91462 has gained 0 tokens.
[16:43:23]	CCA.C17.UNION-i5-91462 has gained a '.9mm Pistol' #2115.
[16:43:25]	[OOC] CCA.C17-GRID.i5.80147: he's chonky
[16:43:26]	CCA.C17.UNION-i5-91462 has gained 0 tokens.
[16:43:26]	CCA.C17.UNION-i5-91462 has gained a '9mm Pistol Bullets' #2116.
[16:43:26]	CCA.C17.UNION-i5-91462 has gained 0 tokens.
[16:43:26]	CCA.C17.UNION-i5-91462 has gained a '9mm Pistol Bullets' #2117.
[16:43:27]	CCA.C17.UNION-i5-91462 has gained 0 tokens.
[16:43:27]	CCA.C17.UNION-i5-91462 has gained a '9mm Pistol Bullets' #2118.
[16:43:27]	CCA.C17.UNION-i5-91462 has gained 0 tokens.
[16:43:27]	CCA.C17.UNION-i5-91462 has gained a '9mm Pistol Bullets' #2119.
[16:43:28]	CCA.C17.UNION-i5-91462 has gained 0 tokens.
[16:43:28]	CCA.C17.UNION-i5-91462 has gained a '9mm Pistol Bullets' #2120.
[16:43:28]	CCA.C17.UNION-i5-91462 has gained 0 tokens.
[16:43:28]	CCA.C17.UNION-i5-91462 has gained a '9mm Pistol Bullets' #2121.
[16:43:29]	CCA.C17.UNION-i5-91462 has gained 0 tokens.
[16:43:29]	CCA.C17.UNION-i5-91462 has gained a '9mm Pistol Bullets' #2122.
[16:43:30]	CCA.C17.UNION-i5-91462 has gained 0 tokens.
[16:43:30]	CCA.C17.UNION-i5-91462 has gained a '9mm Pistol Bullets' #2123.
[16:43:32]	[OOC] Oleg Rust: he is the HANNER AND HE HAS A SHAFT 
[16:43:35]	[OOC] CCA.C17-GRID.i5.80147: and then we have king
[16:43:36]	[OOC] CCA.C17.UNION-i5-91462: i exist
[16:43:37]	[OOC] CCA.C17-GRID.i5.80147: the new kingpin
[16:43:45]	CCA.C17.UNION-i5-91462 ran 'drop' on item '.9mm Pistol' (#2115)
[16:43:45]	CCA.C17.UNION-i5-91462 has lost a '.9mm Pistol' #2115.
[16:43:46]	[OOC] CCA.C17-JUDGE.i2.58102: king could kick anyone's ass
[16:43:50]	CCA.C17.UNION-i5-91462 ran 'EquipUn' on item '.9mm Pistol' (#1849)
[16:43:51]	CCA.C17.UNION-i5-91462 ran 'Equip' on item '.9mm Pistol' (#1849)
[16:43:51]	[OOC] CCA.C17-GRID.i5.80147: and he is kingpin
[16:43:52]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/police_fragger.mdl'.
[16:43:53]	CCA.C17.UNION-i5-91462 ran 'use' on item '9mm Pistol Bullets' (#2116)
[16:43:54]	CCA.C17.UNION-i5-91462 ran 'use' on item '9mm Pistol Bullets' (#2118)
[16:43:55]	CCA.C17.UNION-i5-91462 ran 'use' on item '9mm Pistol Bullets' (#2119)
[16:43:56]	[OOC] CCA.C17-GRID.i5.80147: so he thicc
[16:43:56]	CCA.C17.UNION-i5-91462 ran 'use' on item '9mm Pistol Bullets' (#2117)
[16:43:57]	CCA.C17.UNION-i5-91462 ran 'use' on item '9mm Pistol Bullets' (#2120)
[16:44:06]	[OOC] Guy Tastsuki: I need to get out of the nexus cause Appearntly I was stuck in side the entrance
[16:44:21]	CCA.C17-JUDGE.i2.58102 has gained 10 tokens.
[16:44:26]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[16:44:29]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_civil_medic.mdl'.
[16:44:33]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_steampunk_police.mdl'.
[16:44:34]	[OOC] CCA.C17-GRID.i5.80147: i like the prisoner pods doe e
[16:44:44]	[OOC] Oleg Rust: yall need some stalkers to use them on
[16:45:02]	[OOC] CCA.C17-GRID.i5.80147: New Rebel PK, Conversion to Stalker
[16:45:06]	CCA.C17-JUDGE.i2.58102 entered observer.
[16:45:08]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[16:45:08]	CCA.C17-JUDGE.i2.58102 entered observer.
[16:45:09]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[16:45:10]	CCA.C17-JUDGE.i2.58102 entered observer.
[16:45:10]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[16:45:15]	[LOOC] CCA.C17-GRID.i5.80147: wait
[16:45:20]	[OOC] CCA.C17-JUDGE.i2.58102: rebels wouldnt be made stalkers
[16:45:21]	RiverJungle loaded the character 'OTA-PHANTOM.OWS-97461'
[16:45:21]	[LOOC] CCA.C17-GRID.i5.80147: you know how we even get up in ranks?
[16:45:27]	[LOOC] CCA.C17-GRID.i5.80147: like a training or a promotion or wat
[16:45:27]	[OOC] CCA.C17-JUDGE.i2.58102: rebe;s are just killed
[16:45:35]	[OOC] Oleg Rust: boring
[16:45:40]	[OOC] CCA.C17-GRID.i5.80147: turn citizens into stalkers
[16:45:41]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/tron_police.mdl'.
[16:45:48]	[LOOC] CCA.C17-GRID.i5.80147: oh hey
[16:45:48]	[OOC] CCA.C17.UNION-i5-91462: hey my ic chat isnt working hang on
[16:45:55]	[OOC] CCA.C17-JUDGE.i2.58102: good citizens are turned into stalkers
[16:45:55]	[LOOC] CCA.C17-GRID.i5.80147: THIS F
[16:45:56]	[OOC] Oleg Rust: it broke
[16:45:58]	[OOC] CCA.C17-JUDGE.i2.58102: yeah its glitching
[16:46:01]	Bluboi loaded the character 'Samuel Tamuse'
[16:46:01]	[LOOC] CCA.C17-GRID.i5.80147: we cant talk IC
[16:46:05]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_rtb_police.mdl'.
[16:46:11]	[LOOC] CCA.C17-GRID.i5.80147: we cant talk ic, chat broke
[16:46:11]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_resistance_police.mdl'.
[16:46:13]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_rogue_police.mdl'.
[16:46:18]	Bluboi loaded the character 'CCA.C17.UNION-i5-91462'
[16:46:19]	[LOOC] CCA.C17-GRID.i5.80147: literally no one is in rp rn
[16:46:22]	[OOC] Matthias Breuer: didnt they say in episode 1 "this is what happens if you resist" when talking  about stalkers and isnt resisting rebels whole thing?
[16:46:26]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_hunter_police.mdl'.
[16:46:26]	[LOOC] CCA.C17-GRID.i5.80147: btw i got 3 backpacks full of supplies
[16:46:31]	[LOOC] CCA.C17-GRID.i5.80147: all ammo types, lots of meds
[16:46:34]	[LOOC] CCA.C17-GRID.i5.80147: zipties
[16:46:37]	[LOOC] CCA.C17-GRID.i5.80147: and a suitcase aswell
[16:46:40]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[16:46:42]	[OOC] OTA-PHANTOM.OWS-97461: I can use the in game chat perfectly
[16:46:48]	[OOC] CCA.C17.UNION-i5-91462: brb
[16:46:50]	Bluboi (STEAM_0:1:535256546) has disconnected.
[16:46:51]	[LOOC] CCA.C17-GRID.i5.80147: am i cool yet
[16:46:52]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_policetrench.mdl'.
[16:46:56]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_retrocop.mdl'.
[16:47:09]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/hl2beta_police.mdl'.
[16:47:10]	CCA.C17-JUDGE.i2.58102 entered observer.
[16:47:14]	CCA.C17-JUDGE.i2.58102 exited observer at their location.
[16:47:17]	[OOC] Luke Palmer: they did @matthias
[16:47:26]	Bluboi has connected.
[16:47:32]	[LOOC] CCA.C17-GRID.i5.80147: am i cool yet
[16:47:41]	RiverJungle loaded the character 'Guy Tastsuki'
[16:47:43]	[LOOC] CCA.C17-GRID.i5.80147: hey judge
[16:47:44]	Bluboi loaded the character 'CCA.C17.UNION-i5-91462'
[16:47:46]	[OOC] CCA.C17-JUDGE.i2.58102: yo
[16:47:47]	[LOOC] CCA.C17-GRID.i5.80147: mind answering a question?
[16:48:03]	CCA.C17-GRID.i5.80147 used command '/PM jud how the fuck do we move up in ranks? is it like a promotion, an application or a training?'.
[16:48:17]	[OOC] CCA.C17.UNION-i5-91462: my ic chat still wont work
[16:48:19]	CCA.C17-JUDGE.i2.58102 used command '/PM grid promotions i believe'.
[16:48:22]	[OOC] CCA.C17-JUDGE.i2.58102: yeah
[16:48:23]	[OOC] Luke Palmer: we know
[16:48:27]	[OOC] CCA.C17-JUDGE.i2.58102: he hasnt fixed it yet
[16:48:33]	[OOC] CCA.C17-JUDGE.i2.58102: he's working on it
[16:48:42]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_skull_police.mdl'.
[16:48:42]	[OOC] CCA.C17-GRID.i5.80147: welp, ima go hang out at the Breach Training Doors at the Training room
[16:48:42]	[OOC] CCA.C17.UNION-i5-91462: ooh wait maybe this could be part of my character...
[16:48:56]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_elite_police.mdl'.
[16:49:04]	[OOC] CCA.C17-GRID.i5.80147: got nothin better to do anyways
[16:49:18]	Matthias Breuer used command '/ActSit'.
[16:49:22]	CCA.C17-JUDGE.i2.58102 has gained 10 tokens.
[16:49:30]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/female_police.mdl'.
[16:49:32]	Oleg Rust has taken 5 damage from npc_headcrab_poison.
[16:49:32]	Oleg Rust has taken 82 damage from npc_headcrab_poison.
[16:49:34]	RiverJungle loaded the character 'OTA.C17-HAMMER.20001'
[16:49:38]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_zombie_police.mdl'.
[16:49:52]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_tribal_police.mdl'.
[16:50:02]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_black_police.mdl'.
[16:50:05]	CCA.C17-JUDGE.i2.58102 has spawned 'models/dpfilms/metropolice/playermodels/pm_police_fragger.mdl'.
