[01:29:33]	BlueBox has connected.
[17:52:25]	fuckus (STEAM_0:1:54861900) has disconnected.
[17:52:32]	[OOC] CCA.C17-UNION.i5.94233: I almost had him
[17:52:37]	[OOC] CCA.C17-UNION.i5.94233: I ran to the camera that was being attacked
[17:53:02]	Richard Barley has lost 2 tokens.
[17:53:07]	Richard Barley ran 'equip' on item 'Citizen Filter' (#37480)
[17:53:12]	Richard Barley has lost 2 tokens.
[17:53:14]	Richard Barley has lost 2 tokens.
[17:53:14]	[OOC] CCA.C17-UNION.i5.94233: Forces me to limp
[17:53:16]	Richard Barley has lost 2 tokens.
[17:53:17]	[OOC] CCA.C17-UNION.i5.94233: runs past plaza camera
[17:53:26]	[OOC] Richard Barley: gotta get the filters bro. It flings them so god damn far
[17:53:30]	[OOC] CCA.C17-UNION.i5.94233: LOL
[17:53:35]	Richard Barley ran 'take' on item 'Citizen Filter' (#37481)
[17:53:35]	Richard Barley has gained a 'Citizen Filter' #37481.
[17:53:38]	Richard Barley ran 'take' on item 'Citizen Filter' (#37482)
[17:53:38]	Richard Barley has gained a 'Citizen Filter' #37482.
[17:53:40]	Richard Barley ran 'take' on item 'Citizen Filter' (#37483)
[17:53:40]	Richard Barley has gained a 'Citizen Filter' #37483.
[17:53:49]	[OOC] Richard Barley: just because I limp don't mean I can't ghetto run.
[17:53:52]	[OOC] Ava Carter: can u actually destroy a camera
[17:53:58]	[OOC] CCA.C17-UNION.i5.94233: yae
[17:54:07]	[OOC] CCA.C17-UNION.i5.94233: But it notifyings local autthorities
[17:54:09]	[OOC] Ava Carter: time to mug you again for your gun
[17:54:38]	Richard Barley used command '/Apply'.
[17:54:44]	CCA.C17-UNION.i5.94233 used the 'Ration Dispenser' vendor.
[17:54:46]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[17:54:46]	CCA.C17-UNION.i5.94233 has gained a 'Standard Grade Ration' #37484.
[17:54:50]	Ava Carter ran 'drop' on item 'Empty Flavored Consulate Water Can' (#37477)
[17:54:50]	Ava Carter has lost a 'Empty Flavored Consulate Water Can' #37477.
[17:54:51]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Standard Grade Ration' (#37484)
[17:54:51]	CCA.C17-UNION.i5.94233 has lost a 'Standard Grade Ration' #37484.
[17:54:57]	Richard Barley ran 'take' on item 'Standard Grade Ration' (#37484)
[17:54:57]	Richard Barley has gained a 'Standard Grade Ration' #37484.
[17:55:09]	[ME] Richard Barley: struggles over the fence
[17:55:21]	Ava Carter used command '/Apply'.
[17:55:28]	CCA.C17-UNION.i5.94233 used command '/ViewData ava'.
[17:55:34]	Richard Barley ran 'Open' on item 'Standard Grade Ration' (#37484)
[17:55:34]	Richard Barley has gained a 'Standard Grade Food Product (Water Flavor)' #37485.
[17:55:34]	Richard Barley has gained a 'Standard Grade Supplements (Onion Flavor)' #37486.
[17:55:34]	Richard Barley has gained a 'Consulate Water' #37487.
[17:55:34]	Richard Barley has gained 10 tokens.
[17:55:34]	CCA.C17-UNION.i5.94233 used the 'Ration Dispenser' vendor.
[17:55:36]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[17:55:36]	CCA.C17-UNION.i5.94233 has gained a 'Standard Grade Ration' #37488.
[17:55:38]	Richard Barley ran 'combine' on item 'Suitcase' (#37451)
[17:55:38]	Richard Barley ran 'combine' on item 'Suitcase' (#37451)
[17:55:39]	Richard Barley ran 'combine' on item 'Suitcase' (#37451)
[17:55:39]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Standard Grade Ration' (#37488)
[17:55:39]	CCA.C17-UNION.i5.94233 has lost a 'Standard Grade Ration' #37488.
[17:55:42]	Richard Barley ran 'combine' on item 'Suitcase' (#37451)
[17:55:47]	[OOC] Ava Carter: bro when am i gonna get the good shit'
[17:55:51]	[ME] CCA.C17-UNION.i5.94233: Would set the ration down
[17:55:55]	[OOC] CCA.C17-UNION.i5.94233: 5 loyalty points
[17:55:57]	[OOC] CCA.C17-UNION.i5.94233: your at 2
[17:56:01]	Ava Carter ran 'take' on item 'Standard Grade Ration' (#37488)
[17:56:01]	Ava Carter has gained a 'Standard Grade Ration' #37488.
[17:56:37]	Ava Carter ran 'Open' on item 'Standard Grade Ration' (#37488)
[17:56:37]	Ava Carter has gained a 'Standard Grade Food Product (Lettuce Flavor)' #37489.
[17:56:37]	Ava Carter has gained a 'Standard Grade Supplements (Lettuce Flavor)' #37490.
[17:56:37]	Ava Carter has gained a 'Consulate Water' #37491.
[17:56:37]	Ava Carter has gained 10 tokens.
[17:56:38]	Ava Carter ran 'Consume' on item 'Standard Grade Food Product (Lettuce Flavor)' (#37489)
[17:56:39]	Ava Carter ran 'Consume' on item 'Standard Grade Supplements (Lettuce Flavor)' (#37490)
[17:56:40]	Ava Carter ran 'Consume' on item 'Consulate Water' (#37491)
[17:56:40]	Ava Carter has gained a 'Empty Consulate Water Can' #37492.
[17:57:23]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[17:58:21]	[OOC] Ava Carter: perfect time to strike
[17:58:44]	[OOC] Richard Barley: im 72 so don't expect me to help lol
[17:58:49]	[OOC] Ava Carter: im kidding
[17:59:22]	[ME] CCA.C17-UNION.i5.94233: Would grab a two brooms from the corner in the other room
[17:59:29]	[ME] CCA.C17-UNION.i5.94233: would hand them both a broom
[17:59:34]	[ME] Richard Barley: takes one broom
[17:59:36]	[ME] Ava Carter: grabs the broom
[17:59:47]	[ME] Ava Carter: would star sweeping
[17:59:52]	[LOOC] Ava Carter: start*
[17:59:55]	[ME] Richard Barley: would take the broom out begining to sweep the area around him
[17:59:59]	[OOC] CCA.C17-UNION.i5.94233: the more effort you put in the mort points
[18:00:01]	[OOC] CCA.C17-UNION.i5.94233: see he gets it
[18:00:09]	[OOC] CCA.C17-UNION.i5.94233: more*
[18:00:40]	[ME] Ava Carter: Would take the old wooden broom and start sweeping at a medium pace sweeping the area around them
[18:00:42]	[ME] Richard Barley: would struggle a little bit.... being but keeping his back straight he would slowly sweep to the corners of the room. Doing a clean motion.
[18:01:04]	CCA.C17-UNION.i5.94233 used command '/Radio 10-4'.
[18:01:09]	CCA.C17-UNION.i5.94233 used command '/Radio Blip'.
[18:01:10]	[ME] Ava Carter: would start to become faster with each sweep
[18:01:21]	[ME] Richard Barley: would stop at the door opening it to sweep the dust out of the room.
[18:01:25]	CCA.C17-UNION.i5.94233 used command '/Radio Sunsticks'.
[18:01:28]	[OOC] Richard Barley: never gave us dust pans so
[18:01:28]	[LOOC] CCA.C17-UNION.i5.94233: void that
[18:01:33]	CCA.C17-UNION.i5.94233 used command '/Radio Sunstick'.
[18:01:36]	[OOC] Richard Barley: lol
[18:01:36]	[LOOC] CCA.C17-UNION.i5.94233: wth it don't work
[18:01:40]	[LOOC] CCA.C17-UNION.i5.94233: void that
[18:01:45]	[W] CCA.C17-UNION.i5.94233: <:: I hear we're not getting those new stunsticks this year. ::>
[18:01:47]	[LOOC] Ava Carter: alot of void
[18:01:51]	[LOOC] CCA.C17-UNION.i5.94233: yea the voiceline
[18:02:17]	[ME] Richard Barley: would continue past the door sweeping in a clean lined motion. He would stop for a minute... Stretching has leg out.
[18:02:21]	[ME] Ava Carter: would start to sweep up a giant pile of dust and dirt with each sweep making the pile bigger
[18:02:23]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[18:02:37]	fuckus has connected.
[18:02:39]	CCA.C17-UNION.i5.94233 used command '/Radio At location report in'.
[18:03:26]	[LOOC] Ava Carter: void that 
[18:03:27]	[ME] Richard Barley: would continue to sweep around... slowly making his way.
[18:03:45]	fuckus loaded the character 'Tony Ricci'
[18:04:02]	[ME] Richard Barley: would stop, leaving a pile of dust and other trash near the door frame. Stepping around it and going into the room to continue sweepign
[18:04:06]	[ME] Ava Carter: would begin sweep the giant pile closer to the door 
[18:04:19]	[ME] Ava Carter: would get to the door
[18:04:33]	[ME] Ava Carter: begins to sweep the giant pile outside
[18:04:41]	[ME] Richard Barley: shove the broom the best he could around the terminal, not getting around it the best, but the best that the 72 year old man could manage
[18:05:06]	[ME] Ava Carter: would take the broom and would start to put it away
[18:05:07]	Tony Ricci opened the 'Dumpster' #2684 container.
[18:05:08]	[LOOC] CCA.C17-UNION.i5.94233: there*
[18:05:09]	Tony Ricci closed the 'Dumpster' #2684 container.
[18:05:09]	[ME] Richard Barley: would continue to sweep around the room.
[18:05:16]	Richard Barley used command '/PM union both?'.
[18:05:21]	CCA.C17-UNION.i5.94233 used command '/PM richard yea'.
[18:05:28]	[ME] Richard Barley: would set his broom down
[18:05:40]	[LOOC] Richard Barley: void
[18:05:45]	[LOOC] Ava Carter: lol
[18:06:12]	[OOC] CCA.C17-UNION.i5.94233: what day was richard born again
[18:06:17]	[OOC] CCA.C17-UNION.i5.94233: I need to file out your information rq
[18:06:24]	[OOC] CCA.C17-UNION.i5.94233: but I could not cause of the camera
[18:06:28]	CCA.C17-UNION.i5.94233 used command '/ViewData richard'.
[18:06:29]	[OOC] Richard Barley: just subtract 72 from 2006
[18:06:39]	[OOC] CCA.C17-UNION.i5.94233: yea day
[18:06:41]	[OOC] CCA.C17-UNION.i5.94233: and stuff
[18:06:46]	Ava Carter used command '/Apply'.
[18:06:47]	Richard Barley used command '/Apply'.
[18:06:50]	CCA.C17-UNION.i5.94233 used command '/ViewData Ava'.
[18:07:09]	[LOOC] Richard Barley: October 19th 1934
[18:07:13]	CCA.C17-UNION.i5.94233 used command '/ViewData richard'.
[18:07:19]	[LOOC] Ava Carter: old ass mf
[18:07:23]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[18:07:25]	[LOOC] Richard Barley: yeah IM 72
[18:07:36]	[LOOC] Richard Barley: Im a old ass combat medic.
[18:08:25]	[ME] CCA.C17-UNION.i5.94233: Would hand her a armband with a C17 armband with a yellow outlining
[18:08:37]	[ME] Ava Carter: would take the yellow armband
[18:09:00]	[ME] Ava Carter: would begin to apply the yellow armband onto her shirt trying to make it look good
[18:09:47]	[LOOC] Tony Ricci: moments before disaster
[18:09:57]	[LOOC] Ava Carter: imagine we jump him again
[18:09:57]	[ME] CCA.C17-UNION.i5.94233: Would take out a card labeled CMU CIVIL PROTECTION COUPON
[18:10:09]	[ME] CCA.C17-UNION.i5.94233: Would hand him the card
[18:10:24]	[ME] Richard Barley: would take the coupon. putting it in a pocket.
[18:11:08]	[OOC] CCA.C17-UNION.i5.94233: wait shoot I can't place boxes
[18:11:10]	CCA.C17-UNION.i5.94233 used command '/Radio Copy'.
[18:11:14]	[OOC] Ava Carter: skill issue
[18:11:44]	CCA.C17-UNION.i5.94233 used the 'Box of Posters' vendor.
[18:11:46]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[18:11:46]	CCA.C17-UNION.i5.94233 has gained a 'Blue Metropolice Poster' #37493.
[18:11:46]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[18:11:46]	CCA.C17-UNION.i5.94233 has gained a 'Blue Metropolice Poster' #37494.
[18:11:47]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[18:11:47]	CCA.C17-UNION.i5.94233 has gained a 'Blue Metropolice Poster' #37495.
[18:11:47]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[18:11:47]	CCA.C17-UNION.i5.94233 has gained a 'Blue Metropolice Poster' #37496.
[18:11:48]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[18:11:48]	CCA.C17-UNION.i5.94233 has gained a 'Blue Metropolice Poster' #37497.
[18:11:48]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[18:11:48]	CCA.C17-UNION.i5.94233 has gained a 'Blue Metropolice Poster' #37498.
[18:11:48]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[18:11:48]	CCA.C17-UNION.i5.94233 has gained a 'Blue Metropolice Poster' #37499.
[18:11:57]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Blue Metropolice Poster' (#37493)
[18:11:57]	CCA.C17-UNION.i5.94233 has lost a 'Blue Metropolice Poster' #37493.
[18:11:58]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Blue Metropolice Poster' (#37494)
[18:11:58]	CCA.C17-UNION.i5.94233 has lost a 'Blue Metropolice Poster' #37494.
[18:11:59]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Blue Metropolice Poster' (#37495)
[18:11:59]	CCA.C17-UNION.i5.94233 has lost a 'Blue Metropolice Poster' #37495.
[18:12:00]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Blue Metropolice Poster' (#37496)
[18:12:00]	CCA.C17-UNION.i5.94233 has lost a 'Blue Metropolice Poster' #37496.
[18:12:00]	Ava Carter ran 'take' on item 'Blue Metropolice Poster' (#37493)
[18:12:00]	Ava Carter has gained a 'Blue Metropolice Poster' #37493.
[18:12:01]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Blue Metropolice Poster' (#37497)
[18:12:01]	CCA.C17-UNION.i5.94233 has lost a 'Blue Metropolice Poster' #37497.
[18:12:01]	Tony Ricci ran 'take' on item 'Blue Metropolice Poster' (#37495)
[18:12:01]	Tony Ricci has gained a 'Blue Metropolice Poster' #37495.
[18:12:02]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Blue Metropolice Poster' (#37498)
[18:12:02]	CCA.C17-UNION.i5.94233 has lost a 'Blue Metropolice Poster' #37498.
[18:12:02]	Ava Carter ran 'take' on item 'Blue Metropolice Poster' (#37494)
[18:12:02]	Ava Carter has gained a 'Blue Metropolice Poster' #37494.
[18:12:03]	CCA.C17-UNION.i5.94233 ran 'drop' on item 'Blue Metropolice Poster' (#37499)
[18:12:03]	CCA.C17-UNION.i5.94233 has lost a 'Blue Metropolice Poster' #37499.
[18:12:04]	Ava Carter ran 'take' on item 'Blue Metropolice Poster' (#37498)
[18:12:04]	Ava Carter has gained a 'Blue Metropolice Poster' #37498.
[18:12:04]	Richard Barley ran 'take' on item 'Blue Metropolice Poster' (#37497)
[18:12:04]	Richard Barley has gained a 'Blue Metropolice Poster' #37497.
[18:12:06]	Tony Ricci ran 'place' on item 'Blue Metropolice Poster' (#37499)
[18:12:09]	Ava Carter ran 'place' on item 'Blue Metropolice Poster' (#37493)
[18:12:10]	Richard Barley ran 'take' on item 'Blue Metropolice Poster' (#37499)
[18:12:10]	Richard Barley has gained a 'Blue Metropolice Poster' #37499.
[18:12:11]	Richard Barley ran 'take' on item 'Blue Metropolice Poster' (#37496)
[18:12:11]	Richard Barley has gained a 'Blue Metropolice Poster' #37496.
[18:12:24]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[18:12:27]	CCA.C17-UNION.i5.94233 used command '/Radio Copy'.
[18:12:30]	CCA.C17-UNION.i5.94233 used command '/Radio Blip'.
[18:12:40]	Ava Carter ran 'place' on item 'Blue Metropolice Poster' (#37498)
[18:12:41]	[ME] Richard Barley: ould grunt, wandering to place the propaganda
[18:12:41]	[OOC] CCA.C17-UNION.i5.94233: I gotta wait for evan to get on for boxes
[18:12:44]	[OOC] CCA.C17-UNION.i5.94233: or get un afk
[18:12:44]	[OOC] Harold George: e
[18:12:45]	[OOC] Harold George: what
[18:12:55]	Painevan loaded the character 'Jonathan Jackson'
[18:12:55]	Ava Carter ran 'place' on item 'Blue Metropolice Poster' (#37494)
[18:13:11]	Tony Ricci ran 'place' on item 'Blue Metropolice Poster' (#37495)
[18:13:20]	[ME] Richard Barley: would grab the tape, pushing the poster onto the wall placing the top eye level to not strain his back
[18:13:24]	Richard Barley ran 'place' on item 'Blue Metropolice Poster' (#37496)
[18:13:26]	Jonathan Jackson has spawned 'models/props_junk/cardboard_box003b.mdl'.
[18:13:27]	Jonathan Jackson has spawned 'models/props_junk/cardboard_box003b.mdl'.
[18:13:29]	Jonathan Jackson has spawned 'models/props_junk/cardboard_box002b.mdl'.
[18:13:31]	[OOC] CCA.C17-UNION.i5.94233: evans back
[18:13:31]	[OOC] CCA.C17-UNION.i5.94233: yay
[18:13:32]	Jonathan Jackson has spawned 'models/props_junk/cardboard_box001b.mdl'.
[18:13:40]	Jonathan Jackson has spawned 'models/props_junk/cardboard_box003b.mdl'.
[18:13:46]	Jonathan Jackson has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[18:13:47]	Tony Ricci ran 'take' on item 'Capacitors' (#37475)
[18:13:47]	Tony Ricci has gained a 'Capacitors' #37475.
[18:13:53]	[ME] Richard Barley: would press down on the poster with his arms ensuring it was snug.
[18:13:53]	Tony Ricci ran 'View' on item 'Paper' (#24266)
[18:14:01]	Ava Carter used command '/Apply'.
[18:14:04]	CCA.C17-UNION.i5.94233 used command '/ViewData ava'.
[18:14:05]	Jonathan Jackson opened the 'Metal Cabinet' #2713 container.
[18:14:06]	Jonathan Jackson closed the 'Metal Cabinet' #2713 container.
[18:14:06]	Jonathan Jackson opened the 'Metal Cabinet' #2713 container.
[18:14:08]	Jonathan Jackson closed the 'Metal Cabinet' #2713 container.
[18:14:18]	Tony Ricci ran 'take' on item 'Empty Flavored Consulate Water Can' (#37472)
[18:14:18]	Tony Ricci has gained a 'Empty Flavored Consulate Water Can' #37472.
[18:14:32]	Painevan loaded the character 'CCA.C17-HELIX.i3.08874'
[18:14:39]	Painevan loaded the character 'Jonathan Jackson'
[18:14:50]	[ME] Ava Carter: would tighten up her Resp a bit as it was a bit loose
[18:15:16]	[ME] Richard Barley: would set up another poster. Pressing the tape and his weight onto the wall and the poster at eye level to ensure it would stay
[18:15:18]	Richard Barley ran 'place' on item 'Blue Metropolice Poster' (#37497)
[18:15:27]	Tony Ricci used command '/Apply'.
[18:15:31]	CCA.C17-UNION.i5.94233 used command '/ViewData tony'.
[18:15:37]	[OOC] Jonathan Jackson: buy food
[18:15:37]	[ME] Richard Barley: would press his hands down on the poster
[18:15:39]	[ME] Richard Barley: grunts
[18:15:50]	Jonathan Jackson opened the 'Metal Cabinet' #2810 container.
[18:15:50]	Jonathan Jackson closed the 'Metal Cabinet' #2810 container.
[18:16:23]	Richard Barley ran 'place' on item 'Blue Metropolice Poster' (#37499)
[18:16:37]	[LOOC] CCA.C17-UNION.i5.94233: the*\
[18:16:38]	[ME] Richard Barley: would press his body against the poster. Ensuring the tape stayed
[18:16:46]	[LOOC] Tony Ricci: how tf you have no mask on
[18:16:51]	[LOOC] Ava Carter: am i at 7 lp now?
[18:16:54]	Jonathan Jackson opened the 'Metal Cabinet' #2810 container.
[18:16:55]	[LOOC] CCA.C17-UNION.i5.94233: yea
[18:16:56]	[ME] Richard Barley: would grunt again. Looking down at his leg and bending it one way and then the other
[18:16:58]	Jonathan Jackson ran 'Equip' on item 'CWU Commerce Shirt' (#32446)
[18:16:58]	Jonathan Jackson closed the 'Metal Cabinet' #2810 container.
[18:16:59]	Jonathan Jackson opened the 'Metal Cabinet' #2811 container.
[18:17:00]	[LOOC] Ava Carter: client side issue ricci
[18:17:02]	[LOOC] CCA.C17-UNION.i5.94233: then this will prolly net you 3 more
[18:17:02]	Jonathan Jackson closed the 'Metal Cabinet' #2811 container.
[18:17:03]	Ava Carter ran 'EquipUn' on item 'Respirator' (#37249)
[18:17:03]	Ava Carter has taken 1 damage from worldspawn.
[18:17:04]	Ava Carter ran 'Equip' on item 'Respirator' (#37249)
[18:17:08]	[LOOC] CCA.C17-UNION.i5.94233: so then 10 so you get I think
[18:17:19]	[LOOC] CCA.C17-UNION.i5.94233: loyalist grade ration
[18:17:22]	[LOOC] CCA.C17-UNION.i5.94233: and green tier
[18:17:23]	[LOOC] Ava Carter: 10 lp total is a good ammount
[18:17:24]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[18:17:30]	[LOOC] CCA.C17-UNION.i5.94233: also the more lp you got theb etter you are treated so
[18:17:34]	[OOC] Tony Ricci: how much for yellow tier
[18:17:37]	[OOC] CCA.C17-UNION.i5.94233: 5
[18:17:38]	[OOC] Ava Carter: 5
[18:17:44]	[LOOC] Tony Ricci: is that the first one
[18:18:07]	CCA.C17-UNION.i5.94233 used command '/ViewData jonathan'.
[18:18:44]	Richard Barley used command '/Apply'.
[18:18:47]	CCA.C17-UNION.i5.94233 used command '/ViewData Richard'.
[18:19:10]	[ME] CCA.C17-UNION.i5.94233: Would hand him the same armband
[18:19:21]	[ME] Richard Barley: would take the armband, putting on his right arm.
[18:19:39]	[OOC] Ava Carter: how hard is it to find a coat
[18:19:43]	[OOC] CCA.C17-UNION.i5.94233: kinda hard
[18:19:57]	[OOC] Ava Carter: man my stewie char had the drip he had a sick ahh coat
[18:20:10]	[ME] Richard Barley: would look up and stand a little straighter hearing about medical
[18:20:29]	[ME] Tony Ricci: bends down to pick up the crate, making sure to keep back straight
[18:20:39]	[LOOC] CCA.C17-UNION.i5.94233: he gets on rarely 
[18:20:41]	[LOOC] CCA.C17-UNION.i5.94233: its the owner
[18:20:53]	[LOOC] Richard Barley: well... guess Ill message him
[18:21:05]	[Y] Ava Carter: We'll get to it!
[18:21:11]	[ME] Tony Ricci: pushes the crate down the stairs with a mighty kick
[18:21:15]	Weaponized Turtles loaded the character 'Jacob Desmone'
[18:21:42]	[ME] Richard Barley: would sit down at the stool taking off his hazard suit
[18:21:44]	Richard Barley ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#37449)
[18:21:50]	[OOC] Ava Carter: wait to we go to the train station for the shipments
[18:21:51]	[ME] Tony Ricci: drags the crate from the front
[18:21:59]	[OOC] Richard Barley: ^^^
[18:22:00]	[OOC] Jacob Desmone: yea
[18:22:02]	[OOC] Richard Barley: big funny
[18:22:27]	Jacob Desmone ran 'EquipUn' on item 'CWU Worker Suit' (#34125)
