[03:14:42]	japan1793 has connected.
[22:20:06]	Vortigaunt used command '/CharGiveItem vort respirator'.
[22:20:08]	Vortigaunt ran 'Equip' on item 'Respirator' (#20952)
[22:20:08]	Vortigaunt exited observer at their location.
[22:20:15]	Vortigaunt entered observer.
[22:20:26]	[OOC] Vortigaunt: don't worry about my desc
[22:20:46]	Vortigaunt used command '/CharDesc'.
[22:20:47]	[ME] John Smith: would loot the truck for a flashlight, or even a lantern, that would work too.
[22:20:54]	[LOOC] Vortigaunt: roll
[22:20:57]	John Smith rolled 66 out of 100.
[22:20:57]	John Smith used command '/Roll 100'.
[22:21:01]	[LOOC] Vortigaunt: lantern would be so beautifully on the nose
[22:21:06]	[IT] Vortigaunt: Fuck it, it's an event, sucess.
[22:21:24]	Vortigaunt has spawned a 'Entity [621][stormfox_oil_lamp]'.
[22:21:29]	Vortigaunt exited observer at their location.
[22:21:35]	[LOOC] Vortigaunt: hmm
[22:21:36]	[LOOC] Vortigaunt: this
[22:21:41]	[LOOC] Vortigaunt: isn't as cool as i thought it would be
[22:21:45]	[LOOC] Vortigaunt: give me a sec
[22:21:47]	Vortigaunt entered observer.
[22:22:12]	[ME] John Smith: would then come to a realization...
[22:22:16]	[Y] John Smith: OH FUCK.
[22:22:36]	[ME] John Smith: would let out a groan
[22:23:08]	Vortigaunt has spawned 'models/sf_models/sf_oil_lamp.mdl'.
[22:24:19]	[OOC] John Smith: lol
[22:24:56]	Vortigaunt exited observer at their location.
[22:24:58]	Vortigaunt entered observer.
[22:25:38]	[OOC] John Smith: weld it from the bottom
[22:25:45]	Vortigaunt exited observer at their location.
[22:25:45]	Vortigaunt entered observer.
[22:25:50]	[OOC] Vortigaunt: fuck you it's more scary now
[22:26:06]	[ME] John Smith: would grab the lantern from the truck, and then head towards the dark area...
[22:26:20]	[OOC] Vortigaunt: hold stil lbitchb
[22:26:29]	[OOC] Vortigaunt: okay oyu're set
[22:26:30]	[OOC] John Smith: horror game vibes out here
[22:26:41]	matt saton loaded the character 'Lee Maylor'
[22:26:45]	Lee Maylor entered observer.
[22:26:50]	[OOC] John Smith: PERFECT HALLOWEEN EVENT IDEA
[22:26:50]	[OOC] Lee Maylor: perfect
[22:26:57]	[OOC] Lee Maylor: *FUCK*
[22:27:31]	[OOC] John Smith: we do an event where we have to go into the wastelands, and then all get separated, and have to find our way back to one-another!
[22:28:05]	[ME] John Smith: would look at the panel on the wall
[22:28:21]	[ME] John Smith: would gently set down the lantern, as not to break it
[22:28:47]	Lee Maylor has spawned 'models/props_combine/combine_interface001.mdl'.
[22:29:00]	[ME] John Smith: would press in a bunch of random numbers, eventually getting it right on the 5th try.
[22:29:12]	[LOOC] Lee Maylor: alright, you're goign to roll... hold on let me do some math
[22:29:34]	[OOC] John Smith: oh no, M A T H
[22:29:37]	[LOOC] Lee Maylor: /roll 100000
[22:29:48]	John Smith rolled 24777 out of 100000.
[22:29:48]	John Smith used command '/Roll 100000'.
[22:29:49]	[LOOC] Lee Maylor: if you roll 100000 you get it right
[22:29:52]	[LOOC] Lee Maylor: sucks
[22:30:49]	[IT] Lee Maylor: No.
[22:31:38]	Lee Maylor has spawned a 'NPC [626][npc_particlestorm]'.
[22:31:50]	[OOC] John Smith: this went from HL2 event to Survival Horror event
[22:32:04]	Lee Maylor has spawned a 'NPC [626][npc_particlestorm]'.
[22:32:10]	Lee Maylor has spawned a 'NPC [626][npc_particlestorm]'.
[22:32:17]	Lee Maylor has spawned a 'Entity [626][pfx4_0b]'.
[22:32:20]	Lee Maylor has spawned a 'Entity [626][pfx4_09]'.
[22:32:22]	Lee Maylor has spawned a 'Entity [635][pfx4_09]'.
[22:32:23]	Lee Maylor has spawned a 'Entity [626][pfx4_06_1]'.
[22:32:24]	Lee Maylor has spawned a 'Entity [635][pfx4_06_1]'.
[22:32:24]	Lee Maylor has spawned a 'Entity [639][pfx4_06_1]'.
[22:32:28]	Lee Maylor has spawned a 'Entity [626][pfx4_09]'.
[22:32:29]	Lee Maylor has spawned a 'Entity [635][pfx4_09]'.
[22:32:29]	Lee Maylor has spawned a 'Entity [639][pfx4_09]'.
[22:32:30]	Lee Maylor has spawned a 'Entity [640][pfx4_09]'.
[22:32:38]	Lee Maylor has spawned a 'Entity [626][pfx4_0b]'.
[22:32:43]	Lee Maylor has spawned a 'Entity [626][pfx4_0b]'.
[22:32:50]	[LOOC] Lee Maylor: ignore the sign void it
[22:32:57]	[LOOC] Lee Maylor: pretend it just says danger in russian
[22:33:03]	[OOC] Lee Maylor: no radiation sign void the radiation sign
[22:33:09]	[OOC] Lee Maylor: if you see anything indicating radiation void it
[22:33:14]	[OOC] John Smith: got it
[22:33:25]	matt saton loaded the character 'Vortigaunt'
[22:33:26]	Vortigaunt entered observer.
[22:33:38]	Vortigaunt used command '/CharSetModel vort models/vortigaunt_slave.mdl'.
[22:33:41]	Vortigaunt exited observer at their location.
[22:33:42]	Vortigaunt entered observer.
[22:33:55]	Vortigaunt exited observer at their location.
[22:33:58]	Vortigaunt used command '/CharDesc'.
[22:34:15]	Vortigaunt used command '/CharDesc 6'1" | Brown, Scaly Skin | Scarred Heavily | Metla Pieces coming out of Body'.
[22:34:15]	Vortigaunt entered observer.
[22:34:21]	Vortigaunt exited observer at their location.
[22:34:25]	Vortigaunt has spawned a 'Entity [635][pfx4_0b]'.
[22:34:26]	Vortigaunt entered observer.
[22:34:27]	Vortigaunt exited observer at their location.
[22:34:28]	Vortigaunt has spawned a 'Entity [635][pfx4_0b]'.
[22:34:45]	[OOC] John Smith: was i meant to find a vort?
[22:34:49]	[OOC] Vortigaunt: yes
[22:34:55]	Vortigaunt has spawned a 'Entity [635][pfx4_0b]'.
[22:35:22]	[ME] Vortigaunt: would sit, eye unable to be seen from the position the citizen is standing.
[22:35:40]	[IT] Vortigaunt: They emit some kind of low humming noise until the citizen says something.
[22:35:58]	[ME] Vortigaunt: would quickly dart around and stare, eyes wide, at the citizen, right in his personal space.
[22:36:37]	[ME] Vortigaunt: would seem to not have much behind his eye. There seems to be... fear, sort of. Worry, almost, but something just isn't quite there about the vortigaunt.
[22:36:52]	[LOOC] Vortigaunt: ignore the respirator on my head
[22:37:05]	[OOC] John Smith: yeah i figured that was unintentional
[22:37:21]	[ME] Vortigaunt: would have their arms back, fairly slack but not entirely slack either. But not fully pointed.
[22:37:48]	[ME] Vortigaunt: would open its mouth, but say nothing. It turns around and begins seemingly speaking gibberish. Doesn't sound quite like what other vortigaunts say.
[22:39:10]	[ME] John Smith: could only stare as the Vortigaunt was clearly in pain, and it had lost it's mind
[22:39:42]	[ME] Vortigaunt: would begin to lower itself to the ground and run its hands through the gravel... sand... dirt, or strange mixture of the three.
[22:39:58]	[LOOC] Vortigaunt: themself*
[22:40:39]	[ME] John Smith: would leave the Vort alone, and begin to explore the rest of the place, of course in shock at the sight of what happened to the vort
[22:40:59]	Vortigaunt entered observer.
[22:41:19]	[OOC] Vortigaunt: hold still real quick please
[22:41:28]	[OOC] Vortigaunt: perfect! :)
[22:41:30]	[OOC] John Smith: straight up went amnesia mode
[22:41:49]	[OOC] John Smith: turnin my brightness all the way down lol
[22:42:39]	[ME] John Smith: would try his luck with another keypad.
[22:42:47]	[LOOC] Vortigaunt: roll out of 10000
[22:42:50]	[LOOC] Vortigaunt: 100000*
[22:42:58]	John Smith rolled 95511 out of 100000.
[22:42:58]	John Smith used command '/Roll 100000'.
[22:43:04]	[IT] Vortigaunt: Fail. Only a few thousand off.
[22:43:18]	Vortigaunt exited observer at their location.
[22:43:19]	Vortigaunt entered observer.
[22:43:19]	Vortigaunt exited observer at their location.
[22:43:30]	Vortigaunt entered observer.
[22:43:31]	Vortigaunt exited observer at their location.
[22:43:38]	Vortigaunt entered observer.
[22:43:40]	Vortigaunt exited observer at their location.
[22:43:46]	Vortigaunt entered observer.
[22:43:54]	matt saton loaded the character 'Lee Maylor'
[22:43:55]	Lee Maylor entered observer.
[22:44:05]	Lee Maylor exited observer at their location.
[22:44:06]	Lee Maylor entered observer.
[22:44:35]	[ME] John Smith: would look around for the Vort, unable to find him...
[22:44:44]	Lee Maylor has spawned a 'NPC [626][monster_zombie_scientist]'.
[22:44:49]	Lee Maylor has spawned a 'NPC [626][monster_zombie_scientist]'.
[22:45:09]	Lee Maylor has spawned a 'Entity [635][entity_tank_editable]'.
[22:45:24]	[ME] John Smith: would attempt to shut the door
[22:45:29]	John Smith has taken 28 damage from monster_zombie_scientist.
[22:45:31]	John Smith has taken 18 damage from monster_zombie_scientist.
[22:45:38]	[OOC] Lee Maylor: hm
[22:45:40]	[OOC] Lee Maylor: this is
[22:45:42]	[OOC] Lee Maylor: a predicament
[22:46:00]	[OOC] Lee Maylor: keep in mind i nerfed the shit out of fists
[22:46:01]	[OOC] Lee Maylor: for
[22:46:02]	[OOC] Lee Maylor: living things
[22:46:05]	[OOC] Lee Maylor: and in general
[22:46:30]	Lee Maylor has spawned 'models/weapons/v_smg1.mdl'.
[22:46:48]	[OOC] Lee Maylor: there is an environmental way to kill it, it's somewhere
[22:46:59]	Lee Maylor has spawned a 'NPC [626][monster_zombie_scientist]'.
[22:48:11]	[OOC] John Smith: i think its AI broke
[22:48:23]	Lee Maylor has spawned a 'NPC [626][monster_zombie_scientist]'.
[22:48:24]	[OOC] Lee Maylor: hm
[22:48:45]	[OOC] John Smith: its AI 100% broke
[22:48:53]	[OOC] Lee Maylor: i see it following just fine
[22:48:57]	[OOC] John Smith: as soon as i said that
[22:49:48]	[OOC] Lee Maylor: let's find a way to show you where it is without giving uhhh
[22:49:53]	[OOC] Lee Maylor: too much away or being too obvious
[22:51:00]	Lee Maylor exited observer at their location.
[22:51:00]	Lee Maylor entered observer.
[22:51:01]	Lee Maylor exited observer at their location.
[22:51:02]	Lee Maylor entered observer.
[22:51:08]	Lee Maylor exited observer at their location.
[22:51:09]	Lee Maylor used command '/ToggleRaise'.
[22:51:11]	Lee Maylor entered observer.
[22:51:20]	Lee Maylor used command '/ToggleRaise'.
[22:51:31]	[OOC] John Smith: q, any day now
[22:51:46]	[OOC] Lee Maylor: hm
[22:51:46]	[OOC] Lee Maylor: that
[22:52:01]	[OOC] Lee Maylor: agh
[22:52:26]	[OOC] Lee Maylor: !!!!!!!!!!!!!!!!!!!!!!
[22:52:28]	[OOC] John Smith: *three hours later*
[22:52:51]	[OOC] Lee Maylor: !!!!!!!!!!!!!!!!!!REWEG$$GGE$H^%YTR
[22:53:20]	[OOC] Lee Maylor: how else can ii
[22:53:37]	[OOC] Lee Maylor: fuck it
[22:53:43]	[OOC] Lee Maylor: void flare
[22:53:45]	Lee Maylor entered observer.
[22:53:45]	Lee Maylor entered observer.
[22:53:49]	Lee Maylor exited observer at their location.
[22:53:50]	Lee Maylor entered observer.
[22:53:50]	Lee Maylor exited observer at their location.
[22:54:19]	[OOC] John Smith: follow the fast-zombie?
[22:54:25]	[OOC] Lee Maylor: i'm not sayin shit
[22:54:42]	Lee Maylor used command '/ToggleRaise'.
[22:55:03]	Lee Maylor entered observer.
[22:55:04]	Lee Maylor entered observer.
[22:55:13]	Lee Maylor has spawned a 'NPC [626][monster_zombie_scientist]'.
[22:55:20]	[OOC] Lee Maylor: !!!!!!!!
[22:55:23]	[OOC] Lee Maylor: //W3EATFRFWAF
[22:55:25]	[OOC] Lee Maylor: WHAT
[22:55:26]	[OOC] Lee Maylor: HOW
[22:55:29]	[OOC] John Smith: i am super confused
[22:55:29]	[OOC] Lee Maylor: ?!!?!?!?!?!!?!!!!!
[22:55:31]	Lee Maylor exited observer at their location.
[22:55:31]	Lee Maylor entered observer.
[22:55:35]	[OOC] John Smith: im fuckin blind q
[22:55:36]	[OOC] Lee Maylor: i led you directly to it
[22:55:40]	[OOC] Lee Maylor: you went to the thing where it was
[22:55:47]	Lee Maylor has spawned a 'NPC [626][monster_zombie_scientist]'.
[22:56:16]	Lee Maylor has gained a 'Notepad' #20953.
[22:56:16]	Lee Maylor used command '/CharGiveItem maylor notepad'.
[22:56:20]	Lee Maylor ran 'Edit' on item 'Notepad' (#20953)
[22:56:27]	Lee Maylor ran 'Edit' on item 'Notepad' (#20953)
[22:56:31]	Lee Maylor ran 'drop' on item 'Notepad' (#20953)
[22:56:31]	Lee Maylor has lost a 'Notepad' #20953.
[22:56:40]	[IT] Lee Maylor: The body has a post it note on it.
[22:56:40]	Lee Maylor entered observer.
[22:56:45]	[ME] John Smith: would inspect the corpse and find the note
[22:56:52]	John Smith ran 'take' on item 'Notepad' (#20953)
[22:56:52]	John Smith has gained a 'Notepad' #20953.
[22:56:53]	[OOC] Lee Maylor: you should be able to pick it up
[22:56:59]	[ME] John Smith: would pick it up
[22:57:06]	John Smith ran 'View' on item 'Notepad' (#20953)
[22:57:21]	[OOC] Lee Maylor: i shot off
[22:57:22]	[OOC] Lee Maylor: no joke
[22:57:25]	[OOC] Lee Maylor: around 20 some flares
[22:57:28]	[OOC] Lee Maylor: at the tower
[22:57:34]	[OOC] John Smith: well, again
[22:57:34]	[OOC] Lee Maylor: wiuth the explanation of the vort fiddling with a flare gun
[22:57:39]	[OOC] John Smith: im blind
[22:57:42]	[OOC] Lee Maylor: and you looked away the entire time and i was just like
[22:57:44]	[OOC] Lee Maylor: like i'm not mad
[22:57:48]	[OOC] Lee Maylor: it's just fucking hilariosu
[22:58:16]	John Smith ran 'View' on item 'Notepad' (#20953)
[22:58:33]	[ME] John Smith: would input "104924" into the keypad.
[22:59:09]	[OOC] Lee Maylor: waitwaitwiaitiwait
[22:59:12]	[OOC] Lee Maylor: let me do the sting
[22:59:31]	Lee Maylor used command '/Event The door closes behind you, as if automatically.'.
[22:59:44]	Lee Maylor used command '/Event It ends with a single final clang. Hopefully there's a way out.'.
[22:59:51]	[IT] Lee Maylor: You notice the keypad to get out seems a bit damaged.
[23:00:36]	[OOC] John Smith: i cant see a fuckin thing q
[23:00:43]	[OOC] Lee Maylor: now?
[23:00:44]	[OOC] John Smith: thanks
[23:01:15]	Lee Maylor used command '/Event A medical facility. A clinic, maybe?'.
[23:01:17]	[ME] John Smith: would hear a voice behind him...
[23:02:17]	[OOC] Lee Maylor: don't fucking like that one bit
[23:02:43]	[OOC] Lee Maylor: is what i imagine michael thought
[23:02:45]	[OOC] John Smith: your supposed to be the one spooking me, why are you scared
[23:03:07]	Lee Maylor has spawned 'models/Humans/corpse1.mdl'.
[23:03:14]	Lee Maylor has spawned 'models/Humans/Charple02.mdl'.
[23:03:29]	[ME] John Smith: would see the blood on the ground...
[23:04:03]	[OOC] John Smith: lowkey kinda scared me
[23:04:19]	Lee Maylor has spawned 'models/props_combine/combine_interface001.mdl'.
[23:04:30]	[OOC] John Smith: WHAT THE FUCK
[23:04:37]	[OOC] John Smith: THAT ACTUALLY SCARED ME
[23:04:40]	[OOC] Lee Maylor: :)
[23:04:52]	[OOC] John Smith: Q YOU NEARLY GAVE ME A HEART ATTACK
[23:05:02]	[OOC] Lee Maylor: that's just built into the map my frikend
[23:05:10]	[IT] Lee Maylor: Seems like the terminal is still online by some miracle.
[23:05:30]	[OOC] Lee Maylor: thank you dispatch
[23:05:43]	[ME] John Smith: would attempt to use it, to no avail.
[23:06:11]	Lee Maylor exited observer at their location.
[23:06:13]	Lee Maylor entered observer.
[23:06:16]	[IT] Lee Maylor: Ah, but this seems to be available to people without biosignals. Possibly for civil scientists. You hit a button at random, and it begins to play something.
[23:06:27]	[LOOC] Lee Maylor: sorry, not civil scientistis, combine scientists
[23:06:47]	[LOOC] Lee Maylor: void
[23:06:48]	[LOOC] Lee Maylor: hold on
[23:06:56]	matt saton loaded the character 'An Unknown Voice'
[23:07:08]	Unknown Speaker used command '/CharSetName voice Unknown Speaker'.
[23:07:08]	Unknown Speaker entered observer.
[23:07:14]	[OOC] John Smith: my anxiety is just...
[23:07:27]	[OOC] John Smith: through the roof rn
[23:07:33]	[OOC] Unknown Speaker: do you need to take a break
[23:07:34]	[OOC] Unknown Speaker: because
[23:07:39]	[OOC] Unknown Speaker: anxiety don't fuck around
[23:07:54]	[OOC] John Smith: not right now, it's mainly my fear of the dark
[23:07:58]	[OOC] Unknown Speaker: it be like that
[23:08:03]	[OOC] Unknown Speaker: le tme know if you need a second
[23:08:07]	[OOC] Unknown Speaker: i can send you puppy vids
[23:08:07]	[OOC] John Smith: brb, gonna post something in general
[23:08:31]	Unknown Speaker has spawned 'models/alyx_emptool_prop.mdl'.
[23:09:10]	[OOC] John Smith: back
[23:09:12]	Unknown Speaker has gained a 'Combine Media Player' #20954.
[23:09:12]	Unknown Speaker used command '/CreateCustomItem Combine Media Player models/alyx_emptool_prop.mdl Kind of like an MP3 player, but not quite. Fits in the palm in your hand, about the size of a TV remote.'.
[23:10:32]	[ME] John Smith: would do so.
[23:10:57]	[IT] Unknown Speaker: A sliding tray would come out holding what looks like a Combine TV remote.
[23:10:58]	Unknown Speaker ran 'drop' on item 'Combine Media Player' (#20954)
[23:10:58]	Unknown Speaker has lost a 'Combine Media Player' #20954.
[23:11:05]	[LOOC] Unknown Speaker: try ot pick it up from the bottom of the item
[23:11:09]	John Smith ran 'take' on item 'Combine Media Player' (#20954)
[23:11:09]	John Smith has gained a 'Combine Media Player' #20954.
[23:11:16]	[ME] John Smith: would pick it up.
[23:11:28]	Unknown Speaker used command '/Event Let's see.. what do we have to talk about...'.
[23:11:37]	Unknown Speaker used command '/Event Progress on the device is steady, but not quite complete.'.
[23:12:08]	[IT] Unknown Speaker: The voice would now be coming from the media player. Seems like it'll go with you wherever you go.
[23:12:17]	Unknown Speaker used command '/Event The vortigaunts are not proving as helpful as we thought they would be, they don't seem to deal with this level of interaction.'.
[23:12:33]	Unknown Speaker used command '/Event The human mind is complicated enough, let alone that of a being like this.'.
[23:12:53]	Unknown Speaker used command '/Event That psychoactive worm may be able to help, but capturing it has been a nightmare. Overwatch wants it dead anyways.'.
[23:12:57]	Unknown Speaker used command '/Event Not that I blame them.'.
[23:13:57]	Unknown Speaker used command '/Event Still, we have to keep moving. EEG readings are our best bet for now. Of course, this is a beefed up Combine version.'.
[23:14:56]	Unknown Speaker used command '/Event With their neuroscience, we may be able to deliver direct impulses to the brain, coaxing it into acting how we want. This is only experimental, though. Overwatch doesn't want to spread too much of its memory replacement technology.'.
[23:15:07]	Unknown Speaker used command '/Event Maybe it's because it's particularly unethical, but still.'.
[23:15:10]	Unknown Speaker used command '/Event Seems strange to me.'.
[23:15:14]	[OOC] John Smith: OK
[23:15:19]	[OOC] John Smith: WHAT THE FUCK WAS THAT
[23:15:24]	[OOC] Unknown Speaker: i actually don't know
[23:15:29]	[OOC] John Smith: i need a second
[23:15:29]	[OOC] Unknown Speaker: there's a lot of events built into the mapo
[23:15:31]	[OOC] Unknown Speaker: map*
[23:15:35]	[OOC] Unknown Speaker: take your time, let me grab some puppy vids
[23:15:41]	[OOC] John Smith: please do
[23:16:01]	[OOC] Unknown Speaker: HOPS
[23:16:03]	[OOC] Unknown Speaker: HOPS NO
[23:16:05]	[OOC] Unknown Speaker: NOONONONOO
[23:16:07]	[OOC] John Smith: my character is freaking the fuck out rn
[23:16:09]	[OOC] Unknown Speaker: hops is a dog i follow
[23:16:11]	[OOC] Unknown Speaker: she has cancer :(
[23:16:21]	[OOC] John Smith: oh no
[23:16:25]	[OOC] Unknown Speaker: look in #general;
[23:16:25]	[OOC] John Smith: dman
[23:18:28]	Unknown Speaker has gained a 'Flashlight' #20955.
[23:18:28]	Unknown Speaker used command '/CharGiveItem speaker flashlight'.
[23:18:49]	[OOC] John Smith: thanks Q
[23:18:52]	[OOC] Unknown Speaker: any time
[23:18:57]	[OOC] Unknown Speaker: anxiety doesn't fuck around
[23:19:01]	[OOC] John Smith: lets get back too it yeah...
[23:19:04]	[OOC] Unknown Speaker: let's
[23:19:09]	[OOC] Unknown Speaker: whjat hte hell even happened
[23:19:18]	[OOC] John Smith: a corpse flew into a vent.
[23:19:20]	[OOC] Unknown Speaker: because a lot of these automatic events i don't know about
[23:19:21]	[OOC] Unknown Speaker: OH SHIT
[23:20:25]	Unknown Speaker used command '/Event Maybe we have to prove something to them? I doubt it. Working down here is getting me a bit, what's the word, cabin feverish.'.
[23:20:47]	[OOC] John Smith: because thats not creepy
[23:20:55]	[OOC] Unknown Speaker: this is the one scripted event i do know about
[23:21:13]	Unknown Speaker has spawned a 'NPC [471][npc_zombie]'.
[23:21:21]	[OOC] Unknown Speaker: LMAO
[23:21:32]	[OOC] Unknown Speaker: HE SAID NAH I'M GOOD
[23:22:33]	Unknown Speaker used command '/Event This place is pretty cramped and unkempt. Still, it's a good spot to work from. There's not much interference from... locals.'.
[23:22:56]	Unknown Speaker used command '/Event The rest of the research team feels the same, I think.'.
[23:23:06]	Unknown Speaker used command '/Event I'm rambling.'.
[23:23:33]	Unknown Speaker has spawned 'models/Zombie/Classic_legs.mdl'.
[23:23:40]	[OOC] John Smith: was that you
[23:23:45]	[OOC] Unknown Speaker: that was me this time yes
[23:23:54]	[OOC] John Smith: you got me, willin to admit that
[23:24:02]	[OOC] John Smith: but hot damn if that ain't cheap
[23:24:15]	[OOC] Unknown Speaker: i'm a lot of things, well versed in horror is not one of them
[23:24:54]	Unknown Speaker used command '/Event Anyways, the samples.'.
[23:25:04]	Unknown Speaker used command '/Event The last expedition was... what, a few weeks ago?'.
[23:25:04]	[ME] John Smith: would sit down to take a minute and compose himself, and listen to the tape a bit.
[23:25:11]	Unknown Speaker used command '/Event They said the next one wouldn't be for a good couple months.'.
[23:25:22]	Unknown Speaker used command '/Event Somewhere around september, late September most likely.'.
[23:26:13]	Unknown Speaker used command '/Event They say it's not the safest, but hey, gotta break a few eggs.'.
[23:26:28]	Unknown Speaker used command '/Event That's what I keep telling myself at least. At least it's soldiers dying. Not innocent people.'.
[23:26:28]	[ME] John Smith: would take a deep inhale, and a *long* exhale.
[23:26:32]	Unknown Speaker used command '/Event Not innocent people...'.
[23:27:28]	Unknown Speaker used command '/ToggleRaise'.
[23:27:38]	[OOC] John Smith: piss
[23:27:43]	[OOC] John Smith: ive gotta go here soon
[23:27:47]	[OOC] Unknown Speaker: fuck
[23:27:59]	[OOC] Unknown Speaker: by soon how soon do you mean
[23:28:06]	[OOC] John Smith: within 15 minutes
[23:28:09]	[OOC] Unknown Speaker: fuck
[23:28:34]	[OOC] John Smith: we can always finish tomorrow
[23:28:36]	[OOC] Unknown Speaker: i bet that one big room was important
[23:28:38]	[OOC] Unknown Speaker: the circular one
[23:28:39]	[OOC] Unknown Speaker: also true
[23:29:08]	[ME] John Smith: would set down the lantern, and sit against the wall
[23:29:24]	Unknown Speaker used command '/Event The aliens look strange, I wasn't expecting anything bipedal.'.
[23:29:33]	[OOC] Unknown Speaker: take your time beucase we CAN finish tomorrow
[23:29:57]	[OOC] John Smith: duplicating the lantern?
[23:29:59]	[OOC] Unknown Speaker: ye
[23:30:14]	Unknown Speaker used command '/Event They look almost like... crab people? Not in a dumb way. They've got claws.'.
[23:30:31]	[ME] John Smith: would slowly doze off, unaware he was being watched, of course he paused the tape as well.
[23:30:39]	Unknown Speaker exited observer at their location.
[23:30:39]	Unknown Speaker has taken 1 damage from worldspawn.
[23:30:39]	Unknown Speaker entered observer.
[23:30:41]	Unknown Speaker exited observer at their location.
[23:30:41]	Unknown Speaker has taken 1 damage from worldspawn.
[23:30:41]	Unknown Speaker has taken 1 damage from worldspawn.
[23:30:41]	Unknown Speaker entered observer.
[23:31:03]	[OOC] John Smith: aaaaand CUT
[23:31:04]	[IT] Unknown Speaker: If you can find a way to sleep, God bless you.
[23:31:35]	[OOC] John Smith: its moreso a... one eye open kinda deal
[23:31:45]	[OOC] Unknown Speaker: crepuscular sleeping, like cats do
[23:31:55]	[OOC] John Smith: he is EXTREMELY on edge, but when a mans gotta sleep...
[23:32:04]	[OOC] John Smith: *ahem*
[23:32:05]	[OOC] Unknown Speaker: i'll DM you on discordf about the rest and shit, a bitch is sleepy
[23:32:18]	[OOC] John Smith: M A N S G O T T A S L E E P
[23:32:27]	[OOC] Unknown Speaker: thanks for being on of course
[23:32:30]	[OOC] Unknown Speaker: and i'll Dm you
[23:32:35]	matt saton (STEAM_0:1:53097688) has disconnected.
[23:32:40]	Michλel's World (STEAM_0:1:75161355) has disconnected.
