[02:45:31]	Cotton has connected.
[19:57:41]	Har Tunn has taken 1 damage from worldspawn.
[19:57:41]	Lee Maylor has spawned 'models/hunter/plates/plate4x6.mdl'.
[19:57:41]	Har Tunn has taken 1 damage from worldspawn.
[19:57:42]	Har Tunn has taken 1 damage from worldspawn.
[19:57:43]	Har Tunn has taken 1 damage from worldspawn.
[19:57:44]	Har Tunn has taken 1 damage from worldspawn.
[19:57:45]	Har Tunn has taken 1 damage from worldspawn.
[19:57:45]	Har Tunn has taken 1 damage from worldspawn.
[19:57:46]	Har Tunn has taken 1 damage from worldspawn.
[19:57:47]	Har Tunn has taken 1 damage from worldspawn.
[19:57:48]	Har Tunn has taken 1 damage from worldspawn.
[19:57:48]	Har Tunn has taken 1 damage from worldspawn.
[19:57:48]	worldspawn has killed Har Tunn.
[19:57:50]	Lee Maylor entered observer.
[19:57:53]	Lee Maylor exited observer at their location.
[19:57:55]	Lee Maylor entered observer.
[19:57:58]	Enclave created the character 'Galargalar'Ralag'
[19:57:58]	Enclave loaded the character 'Galargalar'Ralag'
[19:57:58]	Har Tunn has killed Har Tunn.
[19:57:58]	Lee Maylor exited observer at their location.
[19:58:05]	Kal'Taar has killed Kal'Taar.
[19:58:06]	[OOC] Har Tunn: IM IN HELL!
[19:58:10]	[Y] Har Tunn: AAAH!
[19:58:13]	[Y] Har Tunn: GOD!
[19:58:15]	[Y] Har Tunn: SAVE ME!
[19:58:18]	[Y] Har Tunn: MICHEAAAL!!!
[19:58:19]	[OOC] Lee Maylor: sup enclave
[19:58:21]	[Y] Har Tunn: DONT LEVE ME HERE!
[19:58:22]	Lee Maylor used command '/DrawLoading'.
[19:58:29]	[Y] Har Tunn: MICHEAL!
[19:58:30]	Lee Maylor entered observer.
[19:58:33]	[OOC] Galargalar'Ralag: I am receving many console errors
[19:58:36]	Lee Maylor used command '/PlyTransfer har alien'.
[19:58:38]	[OOC] Lee Maylor: shit
[19:58:40]	[OOC] Lee Maylor: what are they saying
[19:58:50]	[OOC] Kal'Taar: Im not getting errors.
[19:58:54]	[OOC] Galargalar'Ralag: [ERROR] gamemodes/helix/plugins/chatbox/derma/cl_chatbox.lua:92: attempt to index field 'markup' (a nil value)  1. unknown - gamemodes/helix/plugins/chatbox/derma/cl_chatbox.lua:92   2. PaintManual - [C]:-1    3. unknown - gamemodes/helix/plugins/chatbo
[19:58:55]	[LOOC] Har Tunn: if you open your console, you can see through the black for a moment
[19:59:05]	Kal'Taar has taken 1 damage from worldspawn.
[19:59:06]	[LOOC] Galargalar'Ralag: Thats what i was grabbing
[19:59:06]	Kal'Taar has taken 1 damage from worldspawn.
[19:59:07]	Kal'Taar has taken 1 damage from worldspawn.
[19:59:07]	matt saton created the character 'Aleyhi'
[19:59:08]	Kal'Taar has taken 1 damage from worldspawn.
[19:59:08]	Kal'Taar entered observer.
[19:59:11]	[OOC] Kal'Taar: AAA
[19:59:12]	matt saton loaded the character 'Aleyhi'
[19:59:13]	Aleyhi has taken 1 damage from worldspawn.
[19:59:13]	Aleyhi entered observer.
[19:59:14]	Kal'Taar exited observer.
[19:59:14]	Kal'Taar has taken 1 damage from worldspawn.
[19:59:14]	worldspawn has killed Kal'Taar.
[19:59:24]	Kal'Taar entered observer.
[19:59:29]	Aleyhi used command '/PlyTransfer aley alien'.
[19:59:35]	Aleyhi used command '/PlyTransfer kal vort'.
[19:59:46]	Aleyhi used command '/PlyTransfer har alien'.
[19:59:52]	Aleyhi used command '/CharSetClass har vort'.
[19:59:54]	[LOOC] Har Tunn: i cant do this shit, im listening to my music until it all starts
[19:59:55]	Aleyhi used command '/CharSetClass har freevort'.
[20:00:05]	Aleyhi used command '/PlyTransfer kal alien'.
[20:00:13]	[LOOC] Har Tunn: also, https://www.youtube.com/watch?v=X1JGWFcvAwU&list=RDX1JGWFcvAwU&start_radio=1
[20:00:14]	Aleyhi used command '/CharSetClass kal freevort'.
[20:00:15]	[LOOC] Har Tunn: best song
[20:00:19]	Aleyhi exited observer at their location.
[20:00:21]	Aleyhi entered observer.
[20:00:23]	[OOC] Kal'Taar: oh shit now errors
[20:00:35]	Aleyhi used command '/CharSetClass aley freevort'.
[20:00:38]	Har Tunn has taken 6 damage from Aletta Brandy.
[20:00:42]	Kal'Taar exited observer.
[20:00:45]	[OOC] Galargalar'Ralag: nah Im still getting this "ulib" error
[20:00:47]	Aletta Brandy has taken 5 damage from Har Tunn.
[20:00:48]	[OOC] Galargalar'Ralag: [ulib] gamemodes/ixhl2rp/schema/cl_hooks.lua:102: attempt to call method 'GetHealthColor' (a nil value)  1. fn - gamemodes/ixhl2rp/schema/cl_hooks.lua:102   2. unknown - addons/ulib/lua/ulib/shared/hook.lua:109 (x212)
[20:00:48]	Har Tunn has taken 6 damage from Aletta Brandy.
[20:00:54]	[Y] Aletta Brandy: Echolocation.
[20:01:11]	[Y] Har Tunn: Aaaah!
[20:01:55]	Aleyhi used command '/Event Lag spikes and we start.'.
[20:02:03]	Aleyhi used command '/Event Server not crashing, just reloading real quick./'.
[20:03:30]	Enclave (STEAM_0:0:34463192) has disconnected.
[20:03:36]	[OOC] Har Tunn: i truly have entered a new form of hell.
[20:03:47]	Kal'Taar entered observer.
[20:04:09]	[OOC] Har Tunn: id rather be in an underwater cave forever.
[20:04:09]	[OOC] Har Tunn: forever nothingness underwater
[20:04:09]	[OOC] Aleyhi: don't worry i'm stressed enough to put me through hell and back
[20:05:00]	Enclave has connected.
[20:05:58]	[OOC] Kal'Taar: AAAAAAAA
[20:06:41]	[OOC] Har Tunn: jokes on you, my ex fiance got preg with another dude so now i have to worry about getting caught with two homocide charges for the rest of my life
[20:06:41]	Enclave loaded the character 'Galargalar'Ralag'
[20:07:46]	Enclave (STEAM_0:0:34463192) has disconnected.
[20:08:04]	[OOC] Aleyhi: eveytihnw as wroking
[20:08:12]	[OOC] Aleyhi: and =now i put it in here and it says "hmm today i will ruin youri night"
[20:08:34]	[OOC] Har Tunn: where am i
[20:09:09]	Aleyhi used command '/Event I'm so sorry, I'm going to fixc trihs.'.
[20:10:22]	[OOC] Har Tunn: im stuck in the deepest pits of hell.
[20:10:27]	[OOC] Kal'Taar: hellworld.
[20:10:35]	[OOC] Aleyhi: this shoudl be the last lag spike
[20:10:36]	[OOC] Aleyhi: fuck
[20:11:31]	[OOC] Har Tunn: the only thing i can see is a string of christmas lights that are 5m from me but an infinite distance 
[20:11:36]	[OOC] Aleyhi: alright
[20:11:37]	[OOC] Aleyhi: fuck
[20:11:45]	[OOC] Aleyhi: let's get this show on the road
[20:11:51]	[OOC] Kal'Taar: let me SEE
[20:11:53]	[OOC] Aleyhi: aletta go ahead and make a vort in the alien faction
[20:11:54]	[OOC] Kal'Taar: GIVE ME EYES
[20:12:00]	[OOC] Kal'Taar: EYESSSSSSSSSSSSS
[20:12:02]	[OOC] Har Tunn: GIVE ME EYES
[20:12:06]	Aleyhi exited observer at their location.
[20:12:06]	Aleyhi entered observer.
[20:12:11]	[OOC] Har Tunn: I HAVE NO MOUTH AND MUST SCREAM
[20:12:17]	[OOC] Kal'Taar: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
[20:12:18]	[OOC] Har Tunn: I HAVE NO EYES AND MUST WITNESS
[20:12:22]	Enclave has connected.
[20:12:30]	Kal'Taar exited observer.
[20:12:32]	Aleyhi exited observer at their location.
[20:12:32]	Aleyhi entered observer.
[20:12:34]	Aleyhi exited observer at their location.
[20:12:34]	Kal'Taar entered observer.
[20:12:34]	Aleyhi entered observer.
[20:12:42]	Aleyhi exited observer at their location.
[20:12:43]	Aleyhi entered observer.
[20:12:44]	Aleyhi exited observer at their location.
[20:12:44]	Aleyhi entered observer.
[20:12:45]	Aleyhi exited observer at their location.
[20:12:46]	Aleyhi entered observer.
[20:12:48]	Aleyhi exited observer at their location.
[20:12:49]	Aleyhi entered observer.
[20:12:54]	Enclave loaded the character 'Galargalar'Ralag'
[20:12:54]	Aleyhi exited observer at their location.
[20:12:55]	Aleyhi entered observer.
[20:12:56]	[OOC] Har Tunn: DEUS NIHILI SUM, INUTILE CREATURA SINE NATURA
[20:12:56]	Aleyhi exited observer at their location.
[20:13:05]	Kal'Taar exited observer.
[20:13:07]	Kal'Taar entered observer.
[20:13:09]	Aleyhi entered observer.
[20:13:11]	Kal'Taar exited observer.
[20:13:12]	Aleyhi exited observer at their location.
[20:13:15]	Aleyhi entered observer.
[20:13:20]	[LOOC] Galargalar'Ralag: Look at that, no errors this time
[20:13:26]	[LOOC] Kal'Taar: holy fuck help me
[20:13:30]	[LOOC] Kal'Taar: please drop the setting up
[20:13:30]	Aleyhi used command '/CharSetModel har models/vortigaunt_blue_ep2anims'.
[20:13:39]	[OOC] Har Tunn: please give me fucking eyes
[20:13:39]	Aleyhi used command '/CharSetModel har models/vortigaunt_blue_ep2anims.mdl'.
[20:13:44]	[LOOC] Galargalar'Ralag: I didnt get the setting up this time
[20:13:52]	[OOC] Har Tunn: god theres no textures now
[20:14:00]	[OOC] Aleyhi: the no textures isn't a bug
[20:14:03]	Galargalar'Ralag has taken 25 damage from Har Tunn.
[20:14:04]	[OOC] Aleyhi: stop
[20:14:05]	Galargalar'Ralag has taken 25 damage from Har Tunn.
[20:14:05]	[OOC] Galargalar'Ralag: I got textrures i think, atleast in this room
[20:14:13]	Aletta Brandy has taken 25 damage from Har Tunn.
[20:14:15]	Aletta Brandy has taken 25 damage from Har Tunn.
[20:14:16]	[OOC] Kal'Taar: GABE
[20:14:19]	[OOC] Aleyhi: hey enclave
[20:14:20]	Aletta Brandy has taken 25 damage from Har Tunn.
[20:14:20]	[OOC] Aleyhi: let's not say slurs
[20:14:22]	Aletta Brandy has taken 25 damage from Har Tunn.
[20:14:22]	Har Tunn has killed Aletta Brandy with weapon_vortswep.
[20:14:23]	Har Tunn has killed Har Tunn.
[20:14:25]	Cheese (STEAM_0:1:95201949) has disconnected.
[20:14:25]	[OOC] Galargalar'Ralag: mb
[20:14:27]	Aleyhi exited observer at their location.
[20:14:27]	Aleyhi entered observer.
[20:14:37]	[OOC] Galargalar'Ralag: I do apologize 
[20:14:45]	[OOC] Kal'Taar: gabe unmute
[20:14:45]	[OOC] Aleyhi: alright well tundra is going ot be considered AFK for
[20:14:47]	[OOC] Aleyhi: now*
[20:14:52]	[OOC] Aleyhi: oh
[20:14:53]	[OOC] Kal'Taar: unmute
[20:14:54]	[OOC] Aleyhi: tundra is talking
[20:14:57]	[OOC] Kal'Taar: yes.
[20:15:14]	Aleyhi exited observer at their location.
[20:15:14]	Aleyhi entered observer.
[20:15:14]	Kal'Taar used command '/CharDesc'.
[20:15:39]	Kal'Taar used command '/CharDesc A lanky Vortigaunt. Their tough hide is scarred, but they seem approachable.'.
[20:15:49]	Kal'Taar used command '/CharDesc'.
[20:15:59]	Kal'Taar used command '/CharDesc A lanky Vortigaunt. Their tough hide is scarred, but they seem approachable. They wear a poncho and have a bag slung over their shoulder.'.
[20:16:06]	[OOC] Galargalar'Ralag: Why is the vortessence an smg?
[20:16:09]	Cheese has connected.
[20:16:09]	Aletta Brandy has killed Aletta Brandy.
[20:16:31]	Tundra created the character 'Mak 'Braam'
[20:16:35]	Tundra loaded the character 'Mak 'Braam'
[20:16:53]	Cheese loaded the character 'Har Tunn'
[20:16:57]	[OOC] Har Tunn: eyes
[20:17:01]	[OOC] Har Tunn: I HAVE EYES
[20:17:04]	[ME] Galargalar'Ralag: plays in xenowater
[20:17:08]	[OOC] Kal'Taar: LUCKY
[20:17:10]	[OOC] Har Tunn: no vortibeam though
[20:17:14]	Aleyhi exited observer at their location.
[20:17:16]	Aleyhi entered observer.
[20:17:22]	[OOC] Aleyhi: one more lag spike to get these models weorking and we are set for sure
[20:17:26]	[OOC] Har Tunn: ,GOD
[20:17:30]	[OOC] Har Tunn: I HATE YOU
[20:17:37]	[LOOC] Galargalar'Ralag: I was playing in the vort water pit :(
[20:18:10]	Aleyhi used command '/Event alright, one more lag spike and we're good'.
[20:18:41]	[LOOC] Galargalar'Ralag: tpose vort
[20:18:41]	[OOC] Har Tunn: NO!
[20:18:41]	Aleyhi used command '/CharSetModel kal models/vortigaunt_blue_ep2anims.mdl'.
[20:19:11]	[OOC] Galargalar'Ralag: yea
[20:19:19]	[OOC] Har Tunn: the wreck of edmund fitzgerald by gordon lightfofoot is honestly one of my favorite songs for no reason at all
[20:19:31]	Aleyhi used command '/CharSetModel aley models/vortigaunt_blue_ep2anims.mdl'.
[20:19:36]	[ME] Aleyhi: would proceed to tie the individual. Would they resist?
[20:19:47]	[LOOC] Galargalar'Ralag: small vort
[20:19:49]	[OOC] Har Tunn: yes i would resist
[20:20:27]	Aleyhi exited observer at their location.
[20:20:27]	Aleyhi entered observer.
[20:20:27]	Aleyhi exited observer at their location.
[20:20:28]	Aleyhi entered observer.
[20:20:28]	Aleyhi exited observer at their location.
[20:20:29]	Aleyhi entered observer.
[20:20:47]	Aleyhi exited observer at their location.
[20:20:47]	Aleyhi entered observer.
[20:20:48]	Aleyhi exited observer at their location.
[20:20:49]	Aleyhi entered observer.
[20:20:55]	[OOC] Har Tunn: ME WANT POOL TIME
[20:20:59]	[OOC] Aleyhi: alright
[20:21:01]	[OOC] Galargalar'Ralag: same
[20:21:02]	[LOOC] Kal'Taar: hellworld.
[20:21:06]	Aleyhi used command '/ClearScreenDraws'.
[20:21:10]	Aleyhi used command '/DrawBlackScreen'.
[20:21:13]	[LOOC] Galargalar'Ralag: print("hello world")
[20:21:17]	Aleyhi used command '/SetScreenText Prologue'.
[20:21:19]	[OOC] Har Tunn: where am i now
[20:21:20]	[OOC] Har Tunn: oh
[20:21:25]	Aleyhi exited observer at their location.
[20:21:26]	[OOC] Galargalar'Ralag: prologue
[20:21:30]	[LOOC] Kal'Taar: PROLOGUE
[20:21:51]	Aleyhi used command '/ClearScreenDraws'.
[20:21:52]	[LOOC] Mak 'Braam: [B]ortigaunt
[20:22:01]	Kal'Taar entered observer.
[20:22:02]	Kal'Taar exited observer.
[20:22:04]	Aleyhi used command '/Event It is the Earth year 382 BC.'.
[20:22:20]	[LOOC] Kal'Taar: WHY ARE WE ALL DIFFERENT SIZES
[20:22:41]	Aleyhi used command '/Event In a faraway world, several vortigaunt adolescents are taught by an adept.'.
[20:22:44]	[LOOC] Galargalar'Ralag: nah 6'2 is the big one, we all are small
[20:22:49]	[LOOC] Kal'Taar: WE'RE BABY
[20:23:16]	Aleyhi used command '/CharSetClass aley freevort'.
[20:23:32]	[OOC] Har Tunn: why am i tposing
[20:23:41]	Kal'Taar entered observer.
[20:23:41]	[OOC] Galargalar'Ralag: I tpose if i crouch
[20:23:42]	Kal'Taar exited observer.
[20:23:43]	[OOC] Aleyhi: you';re not to me
[20:23:48]	[OOC] Aleyhi: oh i know how to fix it
[20:23:48]	[OOC] Har Tunn: must just be third person
[20:23:51]	[OOC] Mak 'Braam: the tpose when crouched is client side
[20:23:51]	Mak 'Braam has killed Mak 'Braam.
[20:23:51]	Kal'Taar has killed Kal'Taar.
[20:23:51]	Har Tunn has killed Har Tunn.
[20:23:51]	Galargalar'Ralag has killed Galargalar'Ralag.
[20:23:55]	Aleyhi entered observer.
[20:23:56]	Aleyhi exited observer at their location.
[20:23:56]	[OOC] Galargalar'Ralag: ow
[20:23:58]	Aleyhi entered observer.
[20:23:58]	Aleyhi exited observer at their location.
[20:24:06]	[OOC] Galargalar'Ralag: Im taking that death IC btw
[20:24:08]	[OOC] Aleyhi: unironocally fixed
[20:24:16]	[OOC] Galargalar'Ralag: oh nice, its fixed, thx
[20:24:16]	[LOOC] Kal'Taar: parent.
[20:24:21]	[Y] Aleyhi: Vortigaunts!
[20:24:28]	Aleyhi used command '/Event Already, we're genuinely IC.'.
[20:24:33]	Kal'Taar entered observer.
[20:24:34]	Kal'Taar exited observer.
[20:24:34]	[LOOC] Har Tunn: father i wish for death
[20:24:39]	[Y] Aleyhi: Today is your first day of formal schooling. .
[20:24:47]	[LOOC] Har Tunn: oh god
[20:24:57]	[LOOC] Har Tunn: i didnt getmy good shoes
[20:25:05]	[Y] Aleyhi: Today, you will learn the many powers of the vortessence.
[20:25:09]	[ME] Kal'Taar: quietly observes. Very quietly.
[20:25:21]	[Y] Aleyhi: Focus yourselves, but do not harm each other. We are kin.
[20:25:30]	[OOC] Aleyhi: yelling isn't an error for you guys right
[20:25:34]	[OOC] Aleyhi: because some guy had that error like
[20:25:35]	[OOC] Kal'Taar: no
[20:25:35]	[OOC] Aleyhi: last week
[20:25:37]	[OOC] Aleyhi: and it was weird as fuck
[20:25:40]	[OOC] Mak 'Braam: nah its good
[20:25:40]	[ME] Har Tunn: Stares at the elder vort
[20:25:41]	[OOC] Galargalar'Ralag: No i can see it
[20:25:47]	[ME] Aleyhi: would actually be an adept.
[20:25:50]	[OOC] Har Tunn: alk good for me
[20:26:02]	Aleyhi used command '/ToggleRaise'.
[20:26:03]	[LOOC] Har Tunn: adept***************************
[20:26:06]	Aleyhi used command '/ToggleRaise'.
[20:26:20]	[LOOC] Aleyhi: Hold b for the radial menu.
[20:26:27]	[OOC] Aleyhi: you can select different types of attacks.
[20:26:31]	[Y] Aleyhi: We will start with ranged attacks!
[20:26:36]	[LOOC] Kal'Taar: im holding b
[20:26:40]	[LOOC] Kal'Taar: nothing happens.
[20:26:40]	[LOOC] Aleyhi: is it not
[20:26:42]	[LOOC] Aleyhi: what
[20:26:44]	[LOOC] Aleyhi: what the fuck
[20:26:47]	[LOOC] Aleyhi: you're joking right
[20:26:49]	[LOOC] Galargalar'Ralag: B doesnt do anything
[20:26:50]	Aleyhi used command '/ToggleRaise'.
[20:26:51]	[LOOC] Kal'Taar: no
[20:26:53]	[OOC] Aleyhi: what the fuck
[20:26:54]	[LOOC] Kal'Taar: im not joking
[20:26:55]	[OOC] Aleyhi: OH
[20:26:56]	[LOOC] Mak 'Braam: B works for me
[20:26:56]	[OOC] Aleyhi: I KNOW WHY
[20:26:57]	[OOC] Aleyhi: fuck me
[20:27:03]	[OOC] Aleyhi: you guys gotta bind your zoom keys
[20:27:08]	[LOOC] Har Tunn: bruh
[20:27:09]	[OOC] Mak 'Braam: bind b +zoom
[20:27:12]	[OOC] Aleyhi: whatever key you use for zoom, that's the key you gotta use for your radial menu
[20:27:13]	[OOC] Mak 'Braam: in console
[20:27:16]	[OOC] Aleyhi: ^
[20:27:24]	[LOOC] Kal'Taar: THATS N
[20:27:25]	Aleyhi used command '/ToggleRaise'.
[20:27:26]	[LOOC] Kal'Taar: NERD
[20:27:28]	[LOOC] Har Tunn: thats an error
[20:27:29]	[LOOC] Galargalar'Ralag: right ctrl cause I diont zoom lol
[20:27:31]	[LOOC] Aleyhi: FOR ME IT'S B
[20:27:36]	Aleyhi used command '/ToggleRaise'.
[20:27:39]	[LOOC] Aleyhi: I LIKE B
[20:27:45]	[LOOC] Mak 'Braam: whatever +zoom is
[20:27:51]	[LOOC] Har Tunn: yeah i just get a solid texture block over the vortessence menu
[20:27:56]	[LOOC] Galargalar'Ralag: ^^
[20:27:56]	[LOOC] Aleyhi: fuck
[20:27:58]	[LOOC] Aleyhi: fucking shit
[20:28:00]	[LOOC] Aleyhi: why is it not mounted
[20:28:10]	[LOOC] Aleyhi: i'm going to fucking screma
[20:28:12]	[LOOC] Aleyhi: it is IN the content pack
[20:28:26]	[LOOC] Har Tunn: you sure you were ready to do this event? we can give you some tie
[20:28:27]	[OOC] Aleyhi: it has been working fine for me
[20:28:30]	[LOOC] Har Tunn: time*
[20:28:54]	[OOC] Aleyhi: let me figure this shit out rq on the fly
[20:29:22]	[OOC] Galargalar'Ralag: Can we play in ythe pool in the meantime instead of staying in the tunnel
[20:29:34]	[OOC] Galargalar'Ralag: If it takes awhile
[20:29:34]	[OOC] Kal'Taar: aaa
[20:29:37]	[LOOC] Har Tunn: like i can see the menu wheel, but when i put my mouse over it, it becomes a texture block
[20:29:42]	[LOOC] Aleyhi: ah
[20:29:44]	[LOOC] Galargalar'Ralag: ^^
[20:30:00]	[OOC] Aleyhi: i know why that is
[20:30:03]	[OOC] Aleyhi: i can tfix tghis real quick
[20:30:23]	Mak 'Braam has taken 15 damage from Kal'Taar.
[20:30:23]	Mak 'Braam has taken 15 damage from Kal'Taar.
[20:30:45]	Aleyhi has taken 15 damage from Har Tunn.
[20:30:45]	Har Tunn has killed Aleyhi with weapon_vortswep.
[20:30:52]	[LOOC] Har Tunn: bozo!!!
[20:31:06]	[OOC] Har Tunn: ME WANT POOL TIME
[20:31:13]	Galargalar'Ralag has taken 25 damage from Kal'Taar.
[20:31:16]	Mak 'Braam has taken 25 damage from Kal'Taar.
[20:31:37]	[OOC] Aleyhi: to fixc it veautifully requires a restart sos i'm not doing that, i'll do it the other way
[20:32:04]	[OOC] Har Tunn: it dont matter, it works. i can tell what ive equipped
[20:32:17]	Aleyhi used command '/ToggleRaise'.
[20:32:25]	[OOC] Kal'Taar: WE CAN BEGIN THINGS WORK
[20:32:26]	[OOC] Har Tunn: JESUS ITS ALL WONKY NOW
[20:32:35]	[OOC] Kal'Taar: GABE
[20:32:37]	[OOC] Kal'Taar: PLEASE
[20:32:38]	[LOOC] Har Tunn: THERES ONLY MELEE BUTTONS
[20:32:41]	[OOC] Aleyhi: this works for now
[20:32:41]	Aleyhi entered observer.
[20:32:47]	Aleyhi exited observer at their location.
[20:32:47]	Aleyhi entered observer.
[20:32:47]	[OOC] Har Tunn: okay its good now
[20:32:47]	Aleyhi exited observer at their location.
[20:32:48]	Aleyhi entered observer.
[20:32:48]	Aleyhi exited observer at their location.
[20:32:48]	Aleyhi entered observer.
[20:32:49]	Aleyhi exited observer at their location.
[20:32:49]	Aleyhi entered observer.
[20:32:50]	Aleyhi exited observer at their location.
[20:32:53]	[OOC] Aleyhi: alright back IC
[20:32:55]	[OOC] Har Tunn: i had only melee
[20:33:00]	[LOOC] Aleyhi: alright ,so for the ranged attacks
[20:33:13]	[LOOC] Aleyhi: left mnouse is a regular vort zap
[20:33:17]	[LOOC] Aleyhi: fast, good, and cool
[20:33:31]	[LOOC] Aleyhi: right mouse is a quick zap. less vortessence use, but less damage to buff that out
[20:33:47]	[LOOC] Aleyhi: alt + left mouse is the dispel attack. it damages things in a range. it shouldn't hurt your fellow vorts or humans
