[11:17:30]	MilkyWay has connected.
[12:27:03]	Andrew Philip has gained a 'Powercord' #6915.
[12:27:10]	[OOC] CCA.C17-JUDGE.i2.69124: gg
[12:27:10]	[LOOC] Teressa 'Tess' Richards: gg
[12:27:11]	Andrew Philip has taken 10 damage from npc_poisonzombie.
[12:27:13]	Andrew Philip has taken 10 damage from npc_poisonzombie.
[12:27:15]	Andrew Philip has taken 10 damage from npc_poisonzombie.
[12:27:15]	CCA.C17-JUDGE.i2.69124 has lost 30 tokens.
[12:27:15]	CCA.C17-JUDGE.i2.69124 used command '/DropTokens 30'.
[12:27:18]	Andrew Philip has taken 10 damage from npc_poisonzombie.
[12:27:24]	[OOC] CCA.C17-JUDGE.i2.69124: have some tokens
[12:27:26]	Andrew Philip ran 'take' on item 'Scrap Metal' (#6916)
[12:27:26]	Andrew Philip has gained a 'Scrap Metal' #6916.
[12:27:31]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[12:27:33]	Andrew Philip ran 'take' on item 'AA Battery' (#6917)
[12:27:33]	Andrew Philip has gained a 'AA Battery' #6917.
[12:27:33]	[LOOC] Teressa 'Tess' Richards: free money heck yeah
[12:27:42]	Teressa 'Tess' Richards has gained 30 tokens.
[12:27:43]	CCA.C17-JUDGE.i2.69124 entered observer.
[12:28:11]	Andrew Philip ran 'ApplySelf' on item 'Bandage' (#6549)
[12:28:11]	Andrew Philip ran 'ApplySelf' on item 'Bandage' (#6549)
[12:28:12]	Andrew Philip ran 'ApplySelf' on item 'Bandage' (#6549)
[12:28:17]	Andrew Philip ran 'ApplySelf' on item 'Bandage' (#6549)
[12:28:23]	Teressa 'Tess' Richards used command '/PM CCA you a super admin?'.
[12:28:42]	CCA.C17-JUDGE.i2.69124 used command '/PM teressa I have super admin powers but not the actual rank'.
[12:28:45]	Andrew Philip ran 'take' on item 'Wrench' (#6761)
[12:28:45]	Andrew Philip has gained a 'Wrench' #6761.
[12:29:02]	Teressa 'Tess' Richards used command '/Reply F nevermind then'.
[12:30:02]	Andrew Philip ran 'drop' on item 'Blue Pre-War Shirt' (#6790)
[12:30:02]	Andrew Philip has lost a 'Blue Pre-War Shirt' #6790.
[12:30:03]	Andrew Philip opened the '' #493 container.
[12:30:08]	Andrew Philip ran 'drop' on item 'Blue Pre-War Shirt' (#6912)
[12:30:08]	Andrew Philip ran 'drop' on item 'Blue Pre-War Shirt' (#6892)
[12:30:09]	Andrew Philip ran 'drop' on item 'Fingerless Gloves' (#6896)
[12:30:10]	Andrew Philip ran 'drop' on item 'Fingerless Gloves' (#6906)
[12:30:12]	Andrew Philip closed the '' #493 container.
[12:30:23]	CCA.C17-JUDGE.i2.69124 used command '/adminspawnmenu'.
[12:30:27]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:28]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:28]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:29]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:29]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:30]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:30]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:31]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:31]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:32]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:32]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:33]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:33]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:33]	Andrew Philip ran 'drop' on item 'Fingerless Gloves' (#6789)
[12:30:33]	Andrew Philip has lost a 'Fingerless Gloves' #6789.
[12:30:34]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:34]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:35]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:36]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:36]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:37]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:43]	CCA.C17-JUDGE.i2.69124 used command '/adminspawnmenu'.
[12:30:48]	Andrew Philip ran 'drop' on item 'Suitcase' (#5348)
[12:30:48]	Andrew Philip has lost a 'Suitcase' #5348.
[12:30:48]	Andrew Philip has lost a 'Padlock' #6721.
[12:30:48]	Andrew Philip has lost a 'Flashlight' #1618.
[12:30:48]	Andrew Philip has lost a 'Padlock' #6365.
[12:30:48]	Andrew Philip has lost a 'Padlock' #2027.
[12:30:48]	Andrew Philip has lost a 'AA Battery' #6917.
[12:30:48]	Andrew Philip has lost a 'Scrap Metal' #6916.
[12:30:48]	Andrew Philip has lost a 'Wrench' #6761.
[12:30:50]	Andrew Philip ran 'drop' on item 'Suitcase' (#6109)
[12:30:50]	Andrew Philip has lost a 'Suitcase' #6109.
[12:30:50]	Andrew Philip has lost a 'Bandage' #6764.
[12:30:50]	Andrew Philip has lost a 'Bandage' #6885.
[12:30:50]	Andrew Philip has lost a 'Pack of Nails' #6610.
[12:30:50]	Andrew Philip has lost a 'Bandage' #6549.
[12:30:50]	Andrew Philip has lost a 'Powercord' #6915.
[12:30:50]	Andrew Philip has lost a 'Fingerless Gloves' #6791.
[12:30:50]	Andrew Philip has lost a 'AA Battery' #6763.
[12:30:51]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:51]	Andrew Philip ran 'drop' on item 'Suitcase' (#6117)
[12:30:51]	Andrew Philip has lost a 'Suitcase' #6117.
[12:30:51]	Andrew Philip has lost a 'Citizen Filter' #6565.
[12:30:51]	Andrew Philip has lost a 'Civil Workers' Union ID' #6204.
[12:30:51]	Andrew Philip has lost a 'Citizen Filter' #6602.
[12:30:51]	Andrew Philip has lost a 'Citizen ID' #1593.
[12:30:51]	Andrew Philip has lost a 'Scrap Metal' #6914.
[12:30:51]	Andrew Philip has lost a 'Wires' #6910.
[12:30:51]	Andrew Philip has lost a 'Citizen Filter' #6603.
[12:30:51]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:30:52]	Andrew Philip ran 'drop' on item 'Suitcase' (#5347)
[12:30:52]	Andrew Philip has lost a 'Suitcase' #5347.
[12:30:52]	Andrew Philip has lost a 'AA Battery' #6740.
[12:30:52]	Andrew Philip has lost a 'Pliers' #6857.
[12:30:52]	Andrew Philip has lost a 'Pack of Screws' #6858.
[12:30:52]	Andrew Philip has lost a 'Sewn Cloth' #6913.
[12:30:52]	Andrew Philip has lost a 'Flavored Consulate Water' #6770.
[12:30:52]	Andrew Philip has lost a 'Sewn Cloth' #6884.
[12:30:55]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6937)
[12:30:55]	Andrew Philip has gained a 'Cloth Scrap' #6937.
[12:30:56]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6938)
[12:30:56]	Andrew Philip has gained a 'Cloth Scrap' #6938.
[12:30:58]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6934)
[12:30:58]	Andrew Philip has gained a 'Cloth Scrap' #6934.
[12:30:59]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6936)
[12:30:59]	Andrew Philip has gained a 'Cloth Scrap' #6936.
[12:31:00]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6932)
[12:31:00]	Andrew Philip has gained a 'Cloth Scrap' #6932.
[12:31:02]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6922)
[12:31:02]	Andrew Philip has gained a 'Cloth Scrap' #6922.
[12:31:03]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6923)
[12:31:03]	Andrew Philip has gained a 'Cloth Scrap' #6923.
[12:31:04]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6935)
[12:31:04]	Andrew Philip has gained a 'Cloth Scrap' #6935.
[12:31:05]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6921)
[12:31:05]	Andrew Philip has gained a 'Cloth Scrap' #6921.
[12:31:06]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6926)
[12:31:06]	Andrew Philip has gained a 'Cloth Scrap' #6926.
[12:31:08]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6927)
[12:31:08]	Andrew Philip has gained a 'Cloth Scrap' #6927.
[12:31:09]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6925)
[12:31:09]	Andrew Philip has gained a 'Cloth Scrap' #6925.
[12:31:11]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6930)
[12:31:11]	Andrew Philip has gained a 'Cloth Scrap' #6930.
[12:31:12]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6928)
[12:31:12]	Andrew Philip has gained a 'Cloth Scrap' #6928.
[12:31:13]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6929)
[12:31:13]	Andrew Philip has gained a 'Cloth Scrap' #6929.
[12:31:15]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6924)
[12:31:16]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6924)
[12:31:21]	Andrew Philip has lost a 'Cloth Scrap' #6932.
[12:31:21]	Andrew Philip has lost a 'Cloth Scrap' #6926.
[12:31:21]	Andrew Philip has gained a 'Sewn Cloth' #6939.
[12:31:21]	Andrew Philip has lost a 'Cloth Scrap' #6930.
[12:31:21]	Andrew Philip has lost a 'Cloth Scrap' #6922.
[12:31:21]	Andrew Philip has gained a 'Sewn Cloth' #6940.
[12:31:22]	Andrew Philip has lost a 'Cloth Scrap' #6928.
[12:31:22]	Andrew Philip has lost a 'Cloth Scrap' #6929.
[12:31:22]	Andrew Philip has gained a 'Sewn Cloth' #6941.
[12:31:23]	Andrew Philip has lost a 'Cloth Scrap' #6934.
[12:31:23]	Andrew Philip has lost a 'Cloth Scrap' #6925.
[12:31:23]	Andrew Philip has gained a 'Sewn Cloth' #6942.
[12:31:24]	Andrew Philip has lost a 'Cloth Scrap' #6927.
[12:31:24]	Andrew Philip has lost a 'Cloth Scrap' #6937.
[12:31:24]	Andrew Philip has gained a 'Sewn Cloth' #6943.
[12:31:24]	Andrew Philip has lost a 'Cloth Scrap' #6923.
[12:31:24]	Andrew Philip has lost a 'Cloth Scrap' #6938.
[12:31:24]	Andrew Philip has gained a 'Sewn Cloth' #6944.
[12:31:25]	Andrew Philip has lost a 'Cloth Scrap' #6921.
[12:31:25]	Andrew Philip has lost a 'Cloth Scrap' #6935.
[12:31:25]	Andrew Philip has gained a 'Sewn Cloth' #6945.
[12:31:29]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6920)
[12:31:29]	Andrew Philip has gained a 'Cloth Scrap' #6920.
[12:31:30]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6918)
[12:31:30]	Andrew Philip has gained a 'Cloth Scrap' #6918.
[12:31:32]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6931)
[12:31:32]	Andrew Philip has gained a 'Cloth Scrap' #6931.
[12:31:33]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6924)
[12:31:33]	Andrew Philip has gained a 'Cloth Scrap' #6924.
[12:31:34]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6919)
[12:31:34]	Andrew Philip has gained a 'Cloth Scrap' #6919.
[12:31:36]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6933)
[12:31:36]	Andrew Philip has gained a 'Cloth Scrap' #6933.
[12:31:56]	Andrew Philip opened the '' #491 container.
[12:32:00]	Andrew Philip closed the '' #491 container.
[12:32:02]	Andrew Philip has lost a 'Cloth Scrap' #6920.
[12:32:02]	Andrew Philip has lost a 'Cloth Scrap' #6924.
[12:32:02]	Andrew Philip has gained a 'Sewn Cloth' #6946.
[12:32:02]	Andrew Philip has lost a 'Cloth Scrap' #6918.
[12:32:02]	Andrew Philip has lost a 'Cloth Scrap' #6931.
[12:32:02]	Andrew Philip has gained a 'Sewn Cloth' #6947.
[12:32:03]	Andrew Philip has lost a 'Cloth Scrap' #6919.
[12:32:03]	Andrew Philip has lost a 'Cloth Scrap' #6933.
[12:32:03]	Andrew Philip has gained a 'Sewn Cloth' #6948.
[12:32:06]	Andrew Philip has lost a 'Sewn Cloth' #6948.
[12:32:06]	Andrew Philip has lost a 'Sewn Cloth' #6942.
[12:32:06]	Andrew Philip has lost a 'Sewn Cloth' #6939.
[12:32:06]	Andrew Philip has gained a 'Bandage' #6948.
[12:32:07]	Andrew Philip has lost a 'Sewn Cloth' #6940.
[12:32:07]	Andrew Philip has lost a 'Sewn Cloth' #6943.
[12:32:07]	Andrew Philip has lost a 'Sewn Cloth' #6946.
[12:32:07]	Andrew Philip has gained a 'Bandage' #6949.
[12:32:09]	Andrew Philip has lost a 'Sewn Cloth' #6947.
[12:32:09]	Andrew Philip has lost a 'Sewn Cloth' #6941.
[12:32:09]	Andrew Philip has lost a 'Sewn Cloth' #6945.
[12:32:09]	Andrew Philip has gained a 'Bandage' #6950.
[12:32:18]	Andrew Philip opened the '' #491 container.
[12:32:21]	Andrew Philip has gained a 'Refined Electronics' #6688.
[12:32:21]	CCA.C17-JUDGE.i2.69124 ran 'View' on item 'Paper' (#5257)
[12:32:21]	Andrew Philip has gained a 'Refined Electronics' #6687.
[12:32:22]	Andrew Philip closed the '' #491 container.
[12:32:25]	Andrew Philip ran 'drop' on item 'Refined Electronics' (#6687)
[12:32:25]	Andrew Philip has lost a 'Refined Electronics' #6687.
[12:32:27]	Andrew Philip ran 'drop' on item 'Refined Electronics' (#6688)
[12:32:27]	Andrew Philip has lost a 'Refined Electronics' #6688.
[12:32:30]	Andrew Philip opened the '' #491 container.
[12:32:31]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[12:32:33]	Andrew Philip has gained a 'Scrap Metal' #6716.
[12:32:34]	Andrew Philip has gained a 'Scrap Metal' #6891.
[12:32:36]	Andrew Philip has gained a 'Wires' #6908.
[12:32:37]	Andrew Philip has gained a 'Wires' #6860.
[12:32:37]	Andrew Philip closed the '' #491 container.
[12:32:41]	Andrew Philip ran 'drop' on item 'Wires' (#6860)
[12:32:41]	Andrew Philip has lost a 'Wires' #6860.
[12:32:43]	Andrew Philip ran 'drop' on item 'Wires' (#6908)
[12:32:43]	Andrew Philip has lost a 'Wires' #6908.
[12:32:45]	Andrew Philip ran 'drop' on item 'Scrap Metal' (#6891)
[12:32:45]	Andrew Philip has lost a 'Scrap Metal' #6891.
[12:32:47]	Andrew Philip ran 'drop' on item 'Scrap Metal' (#6716)
[12:32:47]	Andrew Philip has lost a 'Scrap Metal' #6716.
[12:32:49]	Andrew Philip opened the '' #493 container.
[12:32:51]	Andrew Philip closed the '' #493 container.
[12:32:53]	Andrew Philip opened the '' #493 container.
[12:32:57]	Andrew Philip has gained a 'Pack of Screws' #6738.
[12:32:58]	Andrew Philip closed the '' #493 container.
[12:33:00]	Andrew Philip ran 'take' on item 'Suitcase' (#5348)
[12:33:00]	Andrew Philip has gained a 'Suitcase' #5348.
[12:33:00]	Andrew Philip has gained a 'Padlock' #6721.
[12:33:00]	Andrew Philip has gained a 'Flashlight' #1618.
[12:33:00]	Andrew Philip has gained a 'Padlock' #6365.
[12:33:00]	Andrew Philip has gained a 'Padlock' #2027.
[12:33:00]	Andrew Philip has gained a 'AA Battery' #6917.
[12:33:00]	Andrew Philip has gained a 'Scrap Metal' #6916.
[12:33:00]	Andrew Philip has gained a 'Wrench' #6761.
[12:33:05]	Andrew Philip ran 'drop' on item 'AA Battery' (#6917)
[12:33:05]	Andrew Philip has lost a 'AA Battery' #6917.
[12:33:07]	Andrew Philip ran 'take' on item 'Suitcase' (#5347)
[12:33:07]	Andrew Philip has gained a 'Suitcase' #5347.
[12:33:07]	Andrew Philip has gained a 'AA Battery' #6740.
[12:33:07]	Andrew Philip has gained a 'Pliers' #6857.
[12:33:07]	Andrew Philip has gained a 'Pack of Screws' #6858.
[12:33:07]	Andrew Philip has gained a 'Sewn Cloth' #6913.
[12:33:07]	Andrew Philip has gained a 'Flavored Consulate Water' #6770.
[12:33:07]	Andrew Philip has gained a 'Sewn Cloth' #6884.
[12:33:14]	Andrew Philip ran 'drop' on item 'AA Battery' (#6740)
[12:33:14]	Andrew Philip has lost a 'AA Battery' #6740.
[12:33:38]	Teressa 'Tess' Richards ran 'View' on item 'Notepad' (#1945)
[12:33:41]	Andrew Philip opened the '' #493 container.
[12:33:47]	Andrew Philip closed the '' #493 container.
[12:34:07]	Andrew Philip ran 'take' on item 'Suitcase' (#6109)
[12:34:21]	Andrew Philip opened the '' #493 container.
[12:34:26]	Andrew Philip closed the '' #493 container.
[12:34:27]	Andrew Philip opened the '' #491 container.
[12:34:36]	Andrew Philip has gained a 'Scrap Metal' #6903.
[12:34:37]	Andrew Philip has gained a 'Wires' #6724.
[12:34:38]	Andrew Philip closed the '' #491 container.
[12:34:39]	Andrew Philip opened the '' #491 container.
[12:34:41]	Andrew Philip closed the '' #491 container.
[12:34:47]	Andrew Philip has lost a 'Sewn Cloth' #6944.
[12:34:47]	Andrew Philip has lost a 'Sewn Cloth' #6913.
[12:34:47]	Andrew Philip has lost a 'Sewn Cloth' #6884.
[12:34:47]	Andrew Philip has gained a 'Bandage' #6951.
[12:34:53]	Andrew Philip ran 'drop' on item 'Sewing Kit' (#5337)
[12:34:53]	Andrew Philip has lost a 'Sewing Kit' #5337.
[12:34:54]	Andrew Philip ran 'drop' on item 'Cloth Scrap' (#6936)
[12:34:54]	Andrew Philip has lost a 'Cloth Scrap' #6936.
[12:34:55]	Andrew Philip ran 'drop' on item 'Pack of Screws' (#6738)
[12:34:55]	Andrew Philip has lost a 'Pack of Screws' #6738.
[12:34:56]	Andrew Philip ran 'drop' on item 'Bandage' (#6951)
[12:34:56]	Andrew Philip has lost a 'Bandage' #6951.
[12:34:57]	Andrew Philip ran 'ApplySelf' on item 'Bandage' (#6949)
[12:34:59]	Andrew Philip ran 'drop' on item 'Bandage' (#6949)
[12:34:59]	Andrew Philip has lost a 'Bandage' #6949.
[12:35:00]	Andrew Philip ran 'drop' on item 'Bandage' (#6948)
[12:35:00]	Andrew Philip has lost a 'Bandage' #6948.
[12:35:01]	Andrew Philip ran 'drop' on item 'Bandage' (#6950)
[12:35:01]	Andrew Philip has lost a 'Bandage' #6950.
[12:35:04]	Andrew Philip ran 'take' on item 'Suitcase' (#6109)
[12:35:04]	Andrew Philip has gained a 'Suitcase' #6109.
[12:35:04]	Andrew Philip has gained a 'Bandage' #6764.
[12:35:04]	Andrew Philip has gained a 'Bandage' #6885.
[12:35:04]	Andrew Philip has gained a 'Pack of Nails' #6610.
[12:35:04]	Andrew Philip has gained a 'Bandage' #6549.
[12:35:04]	Andrew Philip has gained a 'Powercord' #6915.
[12:35:04]	Andrew Philip has gained a 'Fingerless Gloves' #6791.
[12:35:04]	Andrew Philip has gained a 'AA Battery' #6763.
[12:35:05]	Andrew Philip ran 'take' on item 'Suitcase' (#6117)
[12:35:05]	Andrew Philip has gained a 'Suitcase' #6117.
[12:35:05]	Andrew Philip has gained a 'Citizen Filter' #6565.
[12:35:05]	Andrew Philip has gained a 'Civil Workers' Union ID' #6204.
[12:35:05]	Andrew Philip has gained a 'Citizen Filter' #6602.
[12:35:05]	Andrew Philip has gained a 'Citizen ID' #1593.
[12:35:05]	Andrew Philip has gained a 'Scrap Metal' #6914.
[12:35:05]	Andrew Philip has gained a 'Wires' #6910.
[12:35:05]	Andrew Philip has gained a 'Citizen Filter' #6603.
[12:35:14]	Andrew Philip ran 'drop' on item 'Wrench' (#6761)
[12:35:14]	Andrew Philip has lost a 'Wrench' #6761.
[12:35:18]	Andrew Philip ran 'drop' on item 'Pliers' (#6857)
[12:35:18]	Andrew Philip has lost a 'Pliers' #6857.
[12:35:22]	Andrew Philip ran 'drop' on item 'Pack of Nails' (#6610)
[12:35:22]	Andrew Philip has lost a 'Pack of Nails' #6610.
[12:35:26]	Andrew Philip ran 'take' on item 'Sewing Kit' (#5337)
[12:35:26]	Andrew Philip has gained a 'Sewing Kit' #5337.
[12:35:30]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6936)
[12:35:30]	Andrew Philip has gained a 'Cloth Scrap' #6936.
[12:35:31]	Andrew Philip ran 'take' on item 'Bandage' (#6948)
[12:35:31]	Andrew Philip has gained a 'Bandage' #6948.
[12:35:34]	Andrew Philip ran 'take' on item 'Bandage' (#6951)
[12:35:34]	Andrew Philip has gained a 'Bandage' #6951.
[12:35:36]	Andrew Philip ran 'take' on item 'Bandage' (#6949)
[12:35:36]	Andrew Philip has gained a 'Bandage' #6949.
[12:35:38]	Andrew Philip ran 'take' on item 'Bandage' (#6950)
[12:35:38]	Andrew Philip has gained a 'Bandage' #6950.
[12:35:39]	Andrew Philip ran 'take' on item 'Pack of Screws' (#6738)
[12:35:39]	Andrew Philip has gained a 'Pack of Screws' #6738.
[12:35:44]	Andrew Philip ran 'drop' on item 'Fingerless Gloves' (#6791)
[12:35:44]	Andrew Philip has lost a 'Fingerless Gloves' #6791.
[12:35:55]	CCA.C17-JUDGE.i2.69124 used command '/adminspawnmenu'.
[12:35:55]	Andrew Philip ran 'drop' on item 'Pack of Screws' (#6858)
[12:35:55]	Andrew Philip has lost a 'Pack of Screws' #6858.
[12:35:58]	Andrew Philip ran 'drop' on item 'Pack of Screws' (#6738)
[12:35:58]	Andrew Philip has lost a 'Pack of Screws' #6738.
[12:35:59]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:35:59]	CCA.C17-JUDGE.i2.69124 has spawned "Cloth Scrap"
[12:36:08]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6952)
[12:36:08]	Andrew Philip has gained a 'Cloth Scrap' #6952.
[12:36:09]	Andrew Philip ran 'take' on item 'Cloth Scrap' (#6953)
[12:36:09]	Andrew Philip has gained a 'Cloth Scrap' #6953.
[12:36:26]	Andrew Philip ran 'drop' on item 'Wires' (#6910)
[12:36:26]	Andrew Philip has lost a 'Wires' #6910.
[12:36:43]	Andrew Philip ran 'take' on item 'AA Battery' (#6760)
[12:36:43]	Andrew Philip has gained a 'AA Battery' #6760.
[12:36:44]	Andrew Philip ran 'take' on item 'Pack of Screws' (#6911)
[12:36:44]	Andrew Philip has gained a 'Pack of Screws' #6911.
[12:36:47]	Andrew Philip ran 'drop' on item 'Wires' (#6724)
[12:36:47]	Andrew Philip has lost a 'Wires' #6724.
[12:36:50]	Andrew Philip ran 'drop' on item 'Scrap Metal' (#6903)
[12:36:50]	Andrew Philip has lost a 'Scrap Metal' #6903.
[12:36:52]	Andrew Philip ran 'drop' on item 'Powercord' (#6915)
[12:36:52]	Andrew Philip has lost a 'Powercord' #6915.
[12:37:11]	Andrew Philip ran 'drop' on item 'AA Battery' (#6760)
[12:37:11]	Andrew Philip has lost a 'AA Battery' #6760.
[12:37:17]	Andrew Philip ran 'drop' on item 'Scrap Metal' (#6914)
[12:37:17]	Andrew Philip has lost a 'Scrap Metal' #6914.
[12:37:24]	Andrew Philip ran 'drop' on item 'Scrap Metal' (#6916)
[12:37:24]	Andrew Philip has lost a 'Scrap Metal' #6916.
[12:37:39]	Andrew Philip ran 'take' on item 'Wrench' (#6761)
[12:37:44]	Andrew Philip ran 'take' on item 'Wrench' (#6761)
[12:37:44]	Andrew Philip has gained a 'Wrench' #6761.
[12:37:46]	Andrew Philip ran 'take' on item 'Pliers' (#6857)
