[09:50:01]	MLG Painevan has connected.
[22:00:59]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:01:02]	Eric Brown used command '/ToggleRaise'.
[22:01:09]	Vendo Pan™ loaded the character 'Elizabeth Skülberg'
[22:01:20]	[OOC] Elizabeth Skülberg: god Q help me!!
[22:01:22]	Eric Brown entered observer.
[22:01:24]	[OOC] Elizabeth Skülberg: ahhh
[22:01:35]	[OOC] CCA.C14-UNION.EpU.72633: Do I hear death?
[22:01:37]	[OOC] Elizabeth Skülberg: thanks
[22:01:56]	[OOC] Elizabeth Skülberg: Isn't there a way to make like a report to call damins without talking in OOC?
[22:01:57]	Eric Brown exited observer at their location.
[22:01:59]	Eric Brown entered observer.
[22:02:02]	[OOC] Eric Brown: yes, @
[22:02:06]	[OOC] Eric Brown: put @ before your message
[22:02:06]	[OOC] Elizabeth Skülberg: Oh sorry
[22:02:09]	Eric Brown exited observer at their location.
[22:02:10]	Eric Brown entered observer.
[22:02:14]	[OOC] Eric Brown: no you're finer
[22:02:23]	Eric Brown exited observer at their location.
[22:02:27]	Eric Brown entered observer.
[22:02:46]	Marc 'Watcher 1' Temple entered observer.
[22:02:48]	Marc 'Watcher 1' Temple exited observer at their location.
[22:02:56]	Eric Brown used command '/PM epu can you please hop on your one other char after that'.
[22:03:01]	CCA.C14-UNION.EpU.72633 used command '/Reply One moment'.
[22:03:13]	Eric Brown used command '/ToggleRaise'.
[22:03:38]	Eric Brown has spawned a 'NPC [2677][npc_metropolice]'.
[22:03:42]	Marc 'Watcher 1' Temple ran 'drop' on item 'Refined Electronics' (#21844)
[22:03:42]	Marc 'Watcher 1' Temple has lost a 'Refined Electronics' #21844.
[22:03:43]	Eric Brown has spawned a 'NPC [2697][npc_metropolice]'.
[22:03:43]	Marc 'Watcher 1' Temple ran 'take' on item 'Refined Electronics' (#21844)
[22:03:43]	Marc 'Watcher 1' Temple has gained a 'Refined Electronics' #21844.
[22:03:56]	[Y] Elizabeth Skülberg: Help me.
[22:03:58]	[Y] Elizabeth Skülberg: Help.
[22:04:01]	Eric Brown used command '/ToggleRaise'.
[22:04:32]	Eric Brown used command '/ToggleRaise'.
[22:04:38]	[LOOC] Elizabeth Skülberg: lol, this character is mentally unfit
[22:04:39]	Marc 'Watcher 1' Temple ran 'drop' on item '12 Gauge Shells' (#6385)
[22:04:39]	Marc 'Watcher 1' Temple has lost a '12 Gauge Shells' #6385.
[22:04:41]	Marc 'Watcher 1' Temple ran 'take' on item '12 Gauge Shells' (#6385)
[22:04:41]	Marc 'Watcher 1' Temple has gained a '12 Gauge Shells' #6385.
[22:04:43]	Marc 'Watcher 1' Temple ran 'drop' on item 'Car Door' (#6456)
[22:04:43]	Marc 'Watcher 1' Temple has lost a 'Car Door' #6456.
[22:04:48]	Eric Brown used command '/ToggleRaise'.
[22:04:52]	Eric Brown entered observer.
[22:04:54]	Marc 'Watcher 1' Temple ran 'take' on item 'Car Door' (#6456)
[22:04:54]	Marc 'Watcher 1' Temple has gained a 'Car Door' #6456.
[22:04:57]	[LOOC] CCA.C14-UNION.EpU.72633: Bruh
[22:05:00]	Marc 'Watcher 1' Temple ran 'drop' on item 'Refined Electronics' (#21844)
[22:05:00]	Marc 'Watcher 1' Temple has lost a 'Refined Electronics' #21844.
[22:05:08]	Marc 'Watcher 1' Temple ran 'take' on item 'Refined Electronics' (#21844)
[22:05:08]	Marc 'Watcher 1' Temple has gained a 'Refined Electronics' #21844.
[22:05:09]	Marc 'Watcher 1' Temple entered observer.
[22:05:10]	Marc 'Watcher 1' Temple entered observer.
[22:05:10]	Marc 'Watcher 1' Temple exited observer at their location.
[22:05:20]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit reporting......one HELIX unit has dissapeared. Unknown cause.'.
[22:05:34]	[LOOC] Elizabeth Skülberg: it started burning
[22:05:52]	[ME] CCA.C14-UNION.EpU.72633: Quickly takes out his stunstick and begins beating the civvie
[22:05:59]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:06:00]	[ME] Elizabeth Skülberg: points at the sky
[22:06:03]	Elizabeth Skülberg has taken 5 damage from CCA.C14-UNION.EpU.72633.
[22:06:04]	Elizabeth Skülberg has taken 5 damage from CCA.C14-UNION.EpU.72633.
[22:06:04]	Eric Brown used command '/ToggleRaise'.
[22:06:21]	Eric Brown used command '/Dispatch unrest structure'.
[22:06:25]	matt saton loaded the character 'Dispatch'
[22:06:26]	Ollie Garner loaded the character 'OTA.C14-ECHO.OWC.13228'
[22:06:30]	Dispatch used command '/Dispatch unrest structure'.
[22:06:31]	Dispatch entered observer.
[22:06:38]	Dispatch used command '/ChangeSocioStatus us'.
[22:06:49]	matt saton loaded the character 'Eric Brown'
[22:06:49]	Eric Brown entered observer.
[22:06:59]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit beginning a 10-50, requesting a extra unit to assist'.
[22:07:01]	OTA.C14-ECHO.OWC.13228 used command '/Radio What's the situation? I was just heading to my usual post at the QZ.'.
[22:07:14]	CCA.C14-UNION.EpU.72633 used command '/Radio A HELIX unit.......well dissapeared right in front of me'.
[22:07:26]	OTA.C14-ECHO.OWC.13228 used command '/Radio 10-4, will keep a lookout'.
[22:07:31]	CCA.C14-UNION.EpU.72633 used command '/Radio Good'.
[22:07:58]	Eric Brown has spawned a 'Entity [2677][npc_crouched_shooting_metrocop]'.
[22:08:40]	Eric Brown has spawned a 'Entity [2677][npc_entrance_blocker_cop]'.
[22:08:41]	Eric Brown has spawned a 'Entity [2699][npc_entrance_blocker_cop]'.
[22:08:53]	Eric Brown used command '/ToggleRaise'.
[22:09:20]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit reporting.....another unit has dissapeared.....this one was a UNION'.
[22:09:26]	OTA.C14-ECHO.OWC.13228 used command '/Radio 10-4.'.
[22:09:27]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-20 Trainstation'.
[22:09:34]	OTA.C14-ECHO.OWC.13228 used command '/Radio Will keep a lookout.'.
[22:09:41]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy'.
[22:09:59]	Eric Brown used command '/ToggleRaise'.
[22:10:09]	CCA.C14-UNION.EpU.72633 used command '/Radio ECHO.....10-0, be on lookout for any Xenobes'.
[22:10:11]	Eric Brown has spawned a 'Entity [2681][npc_idleunarmed_combinesoldier]'.
[22:10:24]	Eric Brown has spawned a 'Entity [2681][npc_idleunarmed_combinesoldier]'.
[22:10:25]	Eric Brown has spawned a 'Entity [2704][npc_idleunarmed_combinesoldier]'.
[22:10:33]	Eric Brown has spawned a 'Entity [2681][npc_idleunarmed_combinesoldier]'.
[22:10:39]	[ME] Elizabeth Skülberg: points at the sky
[22:10:41]	[ME] CCA.C14-UNION.EpU.72633: takes out his Stunstick and begins beating the women.
[22:10:42]	Elizabeth Skülberg has taken 5 damage from CCA.C14-UNION.EpU.72633.
[22:10:43]	Elizabeth Skülberg has taken 5 damage from CCA.C14-UNION.EpU.72633.
[22:10:44]	Eric Brown has spawned a 'Entity [2681][npc_idleunarmed_combinesoldier]'.
[22:10:59]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:11:03]	Eric Brown has spawned a 'Entity [2703][npc_idleunarmed_combinesoldier]'.
[22:11:04]	Eric Brown has spawned a 'Entity [2681][npc_walking_unarmed_combine_soldier]'.
[22:11:29]	Eric Brown used command '/ToggleRaise'.
[22:11:48]	Eric Brown has spawned a 'Entity [2681][npc_entrance_blocker_cop]'.
[22:11:51]	Eric Brown has spawned a 'Entity [2704][npc_entrance_blocker_cop]'.
[22:11:54]	Eric Brown has spawned a 'Entity [2681][npc_entrance_blocker_cop]'.
[22:11:57]	Eric Brown has spawned a 'Entity [2681][npc_entrance_blocker_cop]'.
[22:12:01]	[LOOC] CCA.C14-UNION.EpU.72633: k
[22:12:06]	Eric Brown has spawned a 'Entity [2681][npc_entrance_blocker_cop]'.
[22:12:07]	Eric Brown has spawned a 'Entity [2704][npc_entrance_blocker_cop]'.
[22:12:12]	Eric Brown has spawned a 'Entity [2681][npc_entrance_blocker_cop]'.
[22:12:15]	Elizabeth Skülberg rolled 62 out of 100.
[22:12:15]	Elizabeth Skülberg used command '/Roll'.
[22:12:22]	OTA.C14-ECHO.OWC.13228 entered observer.
[22:12:54]	Eric Brown has spawned a 'Entity [2704][npc_knocking_cop]'.
[22:12:58]	Eric Brown has spawned a 'Entity [2704][npc_knocking_cop]'.
[22:13:00]	Eric Brown has spawned a 'Entity [2704][npc_knocking_cop]'.
[22:13:03]	Eric Brown has spawned a 'Entity [2709][npc_knocking_cop]'.
[22:13:06]	Eric Brown has spawned a 'Entity [2704][npc_knocking_cop]'.
[22:13:10]	[OOC] Elizabeth Skülberg: i love the boot description
[22:13:10]	Eric Brown has spawned a 'Entity [2704][npc_knocking_cop]'.
[22:13:12]	OTA.C14-ECHO.OWC.13228 exited observer at their location.
[22:13:14]	[OOC] Elizabeth Skülberg: "fuck you"
[22:13:22]	Eric Brown used command '/ToggleRaise'.
[22:13:54]	CCA.C14-UNION.EpU.72633 used command '/Radio ugh.....unit reporting....another UNION unit has dissapeared.....'.
[22:14:06]	Eric Brown used command '/CharSetModel eric models/kingpin.mdl'.
[22:14:08]	Eric Brown exited observer at their location.
[22:14:12]	Eric Brown entered observer.
[22:14:12]	OTA.C14-ECHO.OWC.13228 used command '/Radio 10-4'.
[22:14:15]	[LOOC] Elizabeth Skülberg: lag
[22:14:19]	Eric Brown exited observer at their location.
[22:14:26]	Ollie Garner loaded the character 'Morgan Beck'
[22:14:30]	[OOC] CCA.C14-UNION.EpU.72633: Imagine wanting to say "Go deal with it then" even though nobody has any idea why it's happening
[22:14:30]	[LOOC] Elizabeth Skülberg: how the fuck did i get here
[22:14:36]	Morgan Beck ran 'drop' on item 'Pan' (#25658)
[22:14:36]	Morgan Beck has lost a 'Pan' #25658.
[22:14:37]	Morgan Beck ran 'take' on item 'Pan' (#25658)
[22:14:37]	Morgan Beck has gained a 'Pan' #25658.
[22:14:39]	Eric Brown entered observer.
[22:14:49]	Eric Brown used command '/ToggleRaise'.
[22:15:31]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit requesting another unit to become 10-8, we're sweeping the city.'.
[22:15:37]	[OOC] Elizabeth Skülberg: Elizabeth Skulberg will be the most Mentally Unfit in City 14
[22:15:39]	matt saton loaded the character 'Wallace Breen'
[22:15:40]	Wallace Breen entered observer.
[22:15:42]	[OOC] CCA.C14-UNION.EpU.72633: I can't do shit since I don't have another unit
[22:15:54]	CCA.C14-UNION.EpU.72633 used command '/Radio Another unit has.....dissapeared.....'.
[22:15:59]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:16:07]	Wallace Breen has spawned a 'NPC [2671][npc_breen]'.
[22:16:20]	Wallace Breen used command '/Broadcast Hello!'.
[22:16:38]	Wallace Breen used command '/Broadcast My name is Wallace Breen, I'm the proud inspector of this wonderful city.'.
[22:16:47]	Wallace Breen used command '/Radio That's not me.'.
[22:16:48]	[OOC] Elizabeth Skülberg: is Wallace Broadcast acces only to one person or can many people acces to it?
[22:16:51]	Wallace Breen has gained a 'Hybrid Radio' #25666.
[22:16:51]	Wallace Breen used command '/CharGiveItem breen hybrid'.
[22:16:57]	[OOC] Elizabeth Skülberg: sorry
[22:16:58]	[OOC] Morgan Beck: They're on screens
[22:17:00]	[OOC] Wallace Breen: just staff because of how important it is until we can find osmebody else
[22:17:00]	[OOC] CCA.C14-UNION.EpU.72633: multiple Breense be like
[22:17:01]	[OOC] Elizabeth Skülberg: is wallace breen*
[22:17:03]	Wallace Breen ran 'Toggle' on item 'Hybrid Radio' (#25666)
[22:17:04]	Wallace Breen ran 'Frequency' on item 'Hybrid Radio' (#25666)
[22:17:06]	[OOC] Elizabeth Skülberg: Ok
[22:17:08]	Wallace Breen used command '/SetFreq 127.3'.
[22:17:14]	Wallace Breen ran 'Frequency' on item 'Hybrid Radio' (#25666)
[22:17:16]	Wallace Breen used command '/SetFreq 135.8'.
[22:17:19]	Morgan Beck entered observer.
[22:17:19]	Morgan Beck exited observer at their location.
[22:17:22]	Wallace Breen used command '/Radio What is the meaning of this?'.
[22:17:24]	Wallace Breen used command '/Radio That's not me.'.
[22:17:40]	[ME] Elizabeth Skülberg: puts the hand up 
[22:17:48]	[ME] Elizabeth Skülberg: puts her hand down
[22:17:51]	CCA.C14-UNION.EpU.72633 used command '/Radio Ugh......unit moving to the Nexus.'.
[22:18:08]	Wallace Breen used command '/Broadcast It is my pleasure to be speaking to you todayt.'.
[22:18:15]	CCA.C14-UNION.EpU.72633 used command '/Radio I'll need a higher ranking unit to assist'.
[22:18:46]	[OOC] CCA.C14-UNION.EpU.72633: Might need Ollie to hop on DvL ;-;
[22:18:47]	Wallace Breen used command '/Broadcast Today, I would like to speak about-'.
[22:18:50]	Wallace Breen used command '/ToggleRaise'.
[22:18:51]	[OOC] Elizabeth Skülberg: Until you can find someone else? and if you find that someone else, is that person the ONLY person with acces to that Role?
[22:19:05]	Wallace Breen used command '/Event Suddenly, Wallace Breen disintegrates on the screen.'.
[22:19:06]	Wallace Breen exited observer at their location.
[22:19:11]	Wallace Breen entered observer.
[22:19:14]	[OOC] Elizabeth Skülberg: what the-?
[22:19:22]	CCA.C14-UNION.EpU.72633 used command '/Radio What happened? he stopped talking?'.
[22:19:25]	Wallace Breen exited observer at their location.
[22:19:25]	Wallace Breen entered observer.
[22:19:31]	Mr. Chief loaded the character 'OTA.C08-KING.EOT.50919'
[22:19:48]	Wallace Breen used command '/CharSetName king OTA.C14-KING.EOW.50919'.
[22:19:59]	Wallace Breen exited observer at their location.
[22:20:07]	[Y] Wallace Breen: THAT WASN'T ME!
[22:20:08]	[Y] Wallace Breen: FIX IT!
[22:20:16]	Wallace Breen used command '/Broadcast -WASN'T ME! FIX IT!'.
[22:20:25]	Wallace Breen entered observer.
[22:20:35]	Wallace Breen exited observer at their location.
[22:20:37]	Morgan Beck ran 'Equip' on item 'Pan' (#25658)
[22:20:39]	Wallace Breen has gained 50 tokens.
[22:20:50]	Wallace Breen used command '/CharSetModel breen models/breen.mdl'.
[22:20:54]	[OOC] CCA.C14-UNION.EpU.72633: When CCA can't do shit about this.
[22:20:59]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:21:03]	OTA.C14-KING.EOW.50919 used command '/Radio All units, be advised. Situation level unconfirmed.'.
[22:21:10]	Wallace Breen used command '/Radio What was that?'.
[22:21:16]	Wallace Breen used command '/Radio I need an answer.'.
[22:21:20]	[OOC] Elizabeth Skülberg: why did the CA just desintegrated in the middle of the broadcast?
[22:21:22]	Wallace Breen used command '/Radio Union.'.
[22:21:28]	Wallace Breen entered observer.
[22:21:28]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy?'.
[22:21:33]	[OOC] Elizabeth Skülberg: how? why? when? where?
[22:21:36]	[OOC] Morgan Beck: :)
[22:21:44]	Wallace Breen exited observer at their location.
[22:21:49]	Wallace Breen entered observer.
[22:21:52]	Wallace Breen exited observer at their location.
[22:21:54]	Wallace Breen entered observer.
[22:21:55]	[OOC] Elizabeth Skülberg: EpUs and EpUs+ can only be union?
[22:21:56]	OTA.C14-KING.EOW.50919 used command '/Radio Current investigation shows n/a remaining physical mass.'.
[22:22:01]	[OOC] Morgan Beck: Nope
[22:22:05]	CCA.C14-UNION.EpU.72633 used command '/Radio Units have been dissapearing for a unknown reason, i'll assume he dissapeared just the same'.
[22:22:06]	[OOC] OTA.C14-KING.EOW.50919: UNION is default
[22:22:06]	[OOC] Wallace Breen: no, any division can be EpU and EpU+
[22:22:10]	Wallace Breen has spawned a 'NPC [2697][npc_frostsquid]'.
[22:22:11]	Wallace Breen has spawned a 'NPC [2699][npc_frostsquid]'.
[22:22:14]	Wallace Breen has spawned a 'NPC [2703][npc_frostsquid]'.
[22:22:26]	[OOC] Elizabeth Skülberg: but i mean, can a judge become EpU or DvL?
[22:22:26]	Wallace Breen exited observer at their location.
[22:22:30]	[OOC] Morgan Beck: UNIONs are just basic bitches, and if you see a EpU, its because they don't want to be a special boi
[22:22:31]	Wallace Breen used command '/Radio What the hell is happening up there?'.
[22:22:31]	Wallace Breen entered observer.
[22:22:35]	[OOC] Morgan Beck: ANd yeah, they can
[22:22:35]	OTA.C14-KING.EOW.50919 used command '/Radio CONTACT UPPER FLOOR NEXUS'.
[22:22:41]	[OOC] Elizabeth Skülberg: Oh nice
[22:22:44]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy, 10-76'.
[22:22:46]	Wallace Breen has spawned a 'NPC [2697][monster_bullsquid]'.
[22:22:48]	Wallace Breen has spawned a 'NPC [2697][monster_bullsquid]'.
[22:22:54]	Wallace Breen has spawned a 'NPC [3258][monster_bullsquid]'.
[22:22:58]	CCA.C14-UNION.EpU.72633 used command '/Radio With permission of course.'.
[22:23:00]	Wallace Breen has spawned a 'NPC [2699][npc_frostsquid]'.
[22:23:03]	[OOC] Morgan Beck: I'm currently the HELIX DvL, as much as I hate staff DvLs. But considering its HELIX, it does need some form of direction
[22:23:05]	Wallace Breen has spawned a 'NPC [2727][npc_combine_s]'.
[22:23:11]	Wallace Breen has spawned a 'NPC [2697][npc_combine_s]'.
[22:23:12]	Wallace Breen has spawned a 'NPC [2699][npc_combine_s]'.
[22:23:13]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:23:13]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:23:13]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:23:13]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:23:15]	Wallace Breen has spawned a 'NPC [2697][npc_combine_s]'.
[22:23:16]	Wallace Breen has spawned a 'NPC [2699][npc_combine_s]'.
[22:23:17]	Wallace Breen has spawned a 'NPC [2706][npc_combine_s]'.
[22:23:18]	Wallace Breen has spawned a 'NPC [2709][npc_combine_s]'.
[22:23:18]	[OOC] Elizabeth Skülberg: the addon tfa-hl2-redux is creating errors
[22:23:20]	Wallace Breen has spawned a 'NPC [3195][npc_combine_s]'.
[22:23:21]	[OOC] Elizabeth Skülberg: ??
[22:23:27]	[OOC] Wallace Breen: ignore it, it's just a bug
[22:23:29]	Wallace Breen has spawned a 'NPC [3238][npc_combine_s]'.
[22:23:30]	Wallace Breen has spawned a 'NPC [3255][npc_combine_s]'.
[22:23:30]	[OOC] Elizabeth Skülberg: Ok
[22:23:31]	OTA.C14-KING.EOW.50919 used command '/Radio Xenobe threats. Dispatched, sustainage of minimal damage.'.
[22:23:31]	Elizabeth Skülberg opened the '' #1896 container.
[22:23:34]	Wallace Breen used command '/Radio Evacuationg!'.
[22:23:34]	Elizabeth Skülberg closed the '' #1896 container.
[22:23:37]	Elizabeth Skülberg opened the '' #1897 container.
[22:23:41]	Elizabeth Skülberg closed the '' #1897 container.
[22:23:52]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-4, currently standing by in the Nexus until further instruction'.
[22:23:55]	Wallace Breen exited observer at their location.
[22:23:57]	Wallace Breen entered observer.
[22:24:06]	Wallace Breen has spawned a 'NPC [3259][npc_combine_s]'.
[22:24:07]	Wallace Breen has spawned a 'NPC [3261][npc_combine_s]'.
[22:24:15]	Elizabeth Skülberg used command '/DoorBuy'.
[22:24:16]	Wallace Breen has spawned a 'NPC [3249][npc_frostsquid]'.
[22:24:18]	Wallace Breen has spawned a 'NPC [3255][npc_frostsquid]'.
[22:24:19]	Elizabeth Skülberg used command '/DoorBuy'.
[22:24:19]	Elizabeth Skülberg used command '/DoorBuy'.
[22:24:21]	OTA.C14-KING.EOW.50919 used command '/Radio Xenobe-type classification = Bullsquid. Sect= Frost/default.'.
[22:24:21]	Wallace Breen has spawned a 'NPC [3267][monster_bullsquid]'.
[22:24:27]	Wallace Breen has spawned a 'NPC [3278][monster_panthereye]'.
[22:24:31]	Wallace Breen has spawned a 'NPC [3263][monster_panthereye]'.
[22:24:33]	Wallace Breen has spawned a 'NPC [3260][monster_hound_eye]'.
[22:24:36]	OTA.C14-KING.EOW.50919 has taken 12 damage from monster_hound_eye.
[22:24:39]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy that, report if you need assistance'.
[22:24:44]	Wallace Breen exited observer at their location.
[22:24:45]	Wallace Breen entered observer.
[22:24:45]	Wallace Breen exited observer at their location.
[22:24:50]	Morgan Beck entered observer.
[22:24:58]	Wallace Breen used command '/PM king /dispatch judgment waiver'.
[22:25:02]	Wallace Breen entered observer.
[22:25:12]	OTA.C14-KING.EOW.50919 used command '/Dispatch judgment waiver'.
[22:25:20]	Wallace Breen used command '/PM king /changesociostatus jw'.
[22:25:20]	Morgan Beck exited observer at their location.
[22:25:21]	Wallace Breen exited observer at their location.
[22:25:22]	Wallace Breen entered observer.
[22:25:23]	[Y] Morgan Beck: FUCK.
[22:25:23]	Wallace Breen exited observer at their location.
[22:25:32]	Wallace Breen entered observer.
[22:25:39]	Wallace Breen has gained 50 tokens.
[22:25:47]	OTA.C14-KING.EOW.50919 used command '/Radio KING squad attacked; Casualty = 3. Remaining survivors = 2.'.
[22:25:52]	matt saton loaded the character 'Eric Brown'
[22:25:52]	Eric Brown entered observer.
[22:25:53]	Morgan Beck entered observer.
[22:25:59]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[22:26:06]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-4, currently moving 10-91's to their housing blocks'.
[22:26:06]	Morgan Beck exited observer at their location.
[22:26:08]	Morgan Beck entered observer.
[22:26:09]	[OOC] Elizabeth Skülberg: Why is JW sound so quiet?
[22:26:17]	Morgan Beck exited observer at their location.
[22:26:17]	Morgan Beck entered observer.
[22:26:18]	Morgan Beck exited observer at their location.
[22:26:27]	[OOC] Elizabeth Skülberg: yeah like that
[22:26:28]	Eric Brown exited observer at their location.
[22:26:29]	Morgan Beck entered observer.
[22:26:29]	Eric Brown entered observer.
[22:26:31]	Morgan Beck exited observer at their location.
[22:26:33]	Eric Brown exited observer at their location.
[22:26:34]	OTA.C14-KING.EOW.50919 used command '/Radio Attack of Xenobe species = Bullsquid[Frost/Default],  anthereye."'.
[22:26:36]	Eric Brown entered observer.
[22:26:40]	[Y] Morgan Beck: Fuck my life.
[22:27:01]	[Y] CCA.C14-UNION.EpU.72633: <:: MOVE IT TO YOUR HOUSING BLOCKS. ::>
[22:27:03]	Eric Brown has spawned a 'NPC [2681][monster_bullsquid]'.
[22:27:06]	Eric Brown has spawned a 'NPC [2699][monster_bullsquid]'.
[22:27:10]	Eric Brown has spawned a 'NPC [3195][npc_poisonsquid]'.
[22:27:12]	Eric Brown has spawned a 'NPC [2671][npc_poisonsquid]'.
[22:27:15]	Eric Brown has spawned a 'NPC [3195][npc_poisonsquid]'.
[22:27:19]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:19]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:19]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:19]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:19]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:20]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:27:20]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:27:20]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:27:20]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:27:21]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:27:21]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:27:21]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:27:21]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:27:21]	OTA.C14-KING.EOW.50919 has taken 4 damage from monster_bullsquid.
[22:27:21]	OTA.C14-KING.EOW.50919 has taken 50 damage from npc_poisonsquid.
[22:27:22]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:22]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:24]	OTA.C14-KING.EOW.50919 has taken 20 damage from npc_poisonsquid.
[22:27:24]	OTA.C14-KING.EOW.50919 has taken 20 damage from npc_poisonsquid.
[22:27:34]	Doughnut has connected.
[22:27:36]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:36]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:39]	Eric Brown used command '/CharGiveFlag eric Xx'.
[22:27:42]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:42]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:42]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:42]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:42]	OTA.C14-KING.EOW.50919 has taken 4 damage from npc_poisonsquid.
[22:27:43]	Eric Brown used command '/xe DAMN!'.
[22:27:52]	Eric Brown used command '/xe FIGHT HARDER!'.
[22:27:55]	Eric Brown used command '/CharSetModel eric models/tor.mdl'.
[22:28:09]	Eric Brown has spawned a 'NPC [2699][monster_hound_eye]'.
[22:28:11]	OTA.C14-KING.EOW.50919 used command '/Radio Contact of Toxic=classification Bullsquid.'.
[22:28:16]	OTA.C14-KING.EOW.50919 used command '/Radio Noises present.'.
[22:28:24]	Eric Brown exited observer at their location.
[22:28:25]	Eric Brown entered observer.
[22:28:26]	Eric Brown exited observer at their location.
[22:28:27]	OTA.C14-KING.EOW.50919 used command '/Radio Injuries sustained.'.
[22:28:27]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-4, 10-0'.
[22:28:37]	Eric Brown entered observer.
[22:28:37]	Eric Brown exited observer at their location.
[22:28:38]	Eric Brown entered observer.
[22:28:39]	Eric Brown has spawned a 'NPC [2699][monster_archer]'.
[22:28:43]	Eric Brown exited observer at their location.
[22:28:47]	Eric Brown entered observer.
[22:28:51]	Eric Brown has spawned a 'NPC [2681][npc_stukabat]'.
[22:28:57]	Eric Brown has spawned a 'NPC [2681][npc_stukabat]'.
[22:29:00]	Eric Brown exited observer at their location.
[22:29:03]	Eric Brown entered observer.
[22:29:06]	Eric Brown has spawned a 'NPC [2699][npc_stukabat]'.
[22:29:06]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit reporting, all citizens have been moved to their housing blocks'.
[22:29:07]	Eric Brown has spawned a 'NPC [2709][npc_stukabat]'.
[22:29:08]	Eric Brown has spawned a 'NPC [2710][npc_stukabat]'.
[22:29:09]	Eric Brown has spawned a 'NPC [3207][npc_stukabat]'.
[22:29:10]	Eric Brown has spawned a 'NPC [3263][npc_stukabat]'.
[22:29:12]	Eric Brown has spawned a 'NPC [3270][npc_stukabat]'.
[22:29:16]	OTA.C14-KING.EOW.50919 used command '/Radio Loud foodsteps reported. Confirm?'.
[22:29:22]	Morgan Beck opened the '' #1717 container.
[22:29:24]	Morgan Beck closed the '' #1717 container.
[22:29:47]	Eric Brown has spawned a 'NPC [2699][monster_panthereye]'.
[22:29:49]	CCA.C14-UNION.EpU.72633 used command '/Radio I'm currently near Moscow, possible intruder in the Nexus'.
[22:29:49]	Eric Brown has spawned a 'NPC [2681][monster_panthereye]'.
[22:29:54]	[ME] Morgan Beck: grabs a cig from a pack, and soon striked it against the container
[22:30:00]	Morgan Beck ran 'Take' on item 'UU Brand Cigarette Pack' (#19064)
[22:30:00]	Morgan Beck has gained a 'UU Brand Cigarette' #25667.
