[17:03:49]	wheat has connected.
[18:14:37]	[OOC] CCA.C08-QrM.98240: uhhhh, shit fuck
[18:14:37]	Odell Cubbage exited observer at their location.
[18:14:37]	CCA.C08-QrM.98240 exited observer at their location.
[18:14:37]	Odell Cubbage entered observer.
[18:14:37]	CCA.C08-QrM.98240 entered observer.
[18:14:40]	CCA.C08-QrM.98240 exited observer at their location.
[18:14:41]	CCA.C08-QrM.98240 entered observer.
[18:14:41]	CCA.C08-QrM.98240 exited observer at their location.
[18:14:42]	CCA.C08-QrM.98240 entered observer.
[18:14:42]	CCA.C08-QrM.98240 exited observer at their location.
[18:14:43]	CCA.C08-QrM.98240 entered observer.
[18:15:00]	CCA.C08-QrM.98240 exited observer at their location.
[18:15:01]	CCA.C08-QrM.98240 entered observer.
[18:15:01]	CCA.C08-QrM.98240 exited observer at their location.
[18:15:03]	CCA.C08-QrM.98240 entered observer.
[18:15:10]	CCA.C08-QrM.98240 exited observer at their location.
[18:15:11]	CCA.C08-QrM.98240 entered observer.
[18:15:11]	CCA.C08-QrM.98240 exited observer at their location.
[18:15:11]	CCA.C08-QrM.98240 entered observer.
[18:15:15]	CCA.C08-QrM.98240 exited observer at their location.
[18:15:15]	CCA.C08-QrM.98240 entered observer.
[18:15:20]	CCA.C08-QrM.98240 exited observer at their location.
[18:15:34]	CCA.C08-QrM.98240 entered observer.
[18:15:34]	CCA.C08-QrM.98240 exited observer at their location.
[18:15:36]	CCA.C08-QrM.98240 entered observer.
[18:15:54]	Odell Cubbage exited observer at their location.
[18:15:55]	Odell Cubbage entered observer.
[18:15:55]	Odell Cubbage exited observer at their location.
[18:15:57]	Odell Cubbage entered observer.
[18:16:04]	Odell Cubbage exited observer at their location.
[18:16:04]	Odell Cubbage entered observer.
[18:16:04]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:04]	Odell Cubbage exited observer at their location.
[18:16:05]	CCA.C08-QrM.98240 entered observer.
[18:16:05]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:06]	Odell Cubbage entered observer.
[18:16:06]	CCA.C08-QrM.98240 entered observer.
[18:16:06]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:06]	Odell Cubbage exited observer at their location.
[18:16:06]	CCA.C08-QrM.98240 entered observer.
[18:16:06]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:07]	Odell Cubbage entered observer.
[18:16:07]	CCA.C08-QrM.98240 entered observer.
[18:16:08]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:08]	Odell Cubbage exited observer at their location.
[18:16:08]	Odell Cubbage entered observer.
[18:16:09]	Odell Cubbage exited observer at their location.
[18:16:09]	CCA.C08-QrM.98240 entered observer.
[18:16:09]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:09]	CCA.C08-QrM.98240 entered observer.
[18:16:09]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:10]	CCA.C08-QrM.98240 entered observer.
[18:16:10]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:11]	CCA.C08-QrM.98240 entered observer.
[18:16:11]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:11]	CCA.C08-QrM.98240 entered observer.
[18:16:11]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:12]	Odell Cubbage entered observer.
[18:16:12]	CCA.C08-QrM.98240 entered observer.
[18:16:21]	CCA.C08-QrM.98240 exited observer at their location.
[18:16:44]	CCA.C08-QrM.98240 entered observer.
[18:17:08]	CCA.C08-QrM.98240 exited observer at their location.
[18:17:09]	CCA.C08-QrM.98240 entered observer.
[18:17:13]	CCA.C08-QrM.98240 exited observer at their location.
[18:17:21]	CCA.C08-QrM.98240 entered observer.
[18:17:22]	CCA.C08-QrM.98240 exited observer at their location.
[18:17:23]	CCA.C08-QrM.98240 has spawned 'models/props_combineal/combine_breenscreen_recruit_intr.mdl'.
[18:17:26]	CCA.C08-QrM.98240 has spawned 'models/props_combineal/combine_battery_large.mdl'.
[18:17:30]	CCA.C08-QrM.98240 has spawned 'models/props_combineal/combine_quarantine_door.mdl'.
[18:17:32]	CCA.C08-QrM.98240 has spawned 'models/props_combineal/combine_light001b.mdl'.
[18:17:48]	CCA.C08-QrM.98240 has spawned 'models/cmb-bio-computer/cmb-bio-computer.mdl'.
[18:18:00]	CCA.C08-QrM.98240 entered observer.
[18:18:01]	CCA.C08-QrM.98240 exited observer at their location.
[18:18:01]	CCA.C08-QrM.98240 entered observer.
[18:18:02]	CCA.C08-QrM.98240 exited observer at their location.
[18:18:14]	CCA.C08-QrM.98240 entered observer.
[18:18:15]	CCA.C08-QrM.98240 exited observer at their location.
[18:18:17]	CCA.C08-QrM.98240 entered observer.
[18:18:22]	CCA.C08-QrM.98240 exited observer at their location.
[18:18:25]	CCA.C08-QrM.98240 has gained 10 tokens.
[18:18:56]	CCA.C08-QrM.98240 has spawned 'models/props_combineal/vr_combine_interface_01.mdl'.
[18:19:05]	CCA.C08-QrM.98240 entered observer.
[18:19:06]	CCA.C08-QrM.98240 exited observer at their location.
[18:19:16]	CCA.C08-QrM.98240 entered observer.
[18:19:17]	CCA.C08-QrM.98240 exited observer at their location.
[18:19:27]	CCA.C08-QrM.98240 has spawned 'models/props_combineal/vr_combine_interface_01.mdl'.
[18:19:41]	CCA.C08-QrM.98240 has spawned 'models/props_combineal/combine_weaponcrate_1.mdl'.
[18:20:01]	CCA.C08-QrM.98240 has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[18:20:03]	CCA.C08-QrM.98240 has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[18:20:07]	CCA.C08-QrM.98240 has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[18:20:11]	CCA.C08-QrM.98240 entered observer.
[18:20:12]	CCA.C08-QrM.98240 exited observer at their location.
[18:20:43]	CCA.C08-QrM.98240 has spawned 'models/cmb-bio-computer/cmb-bio-computer.mdl'.
[18:20:46]	CCA.C08-QrM.98240 entered observer.
[18:20:47]	CCA.C08-QrM.98240 exited observer at their location.
[18:20:53]	CCA.C08-QrM.98240 has spawned 'models/cmb-bio-computer/cmb-bio-computer.mdl'.
[18:20:58]	CCA.C08-QrM.98240 entered observer.
[18:20:58]	CCA.C08-QrM.98240 exited observer at their location.
[18:21:10]	CCA.C08-QrM.98240 entered observer.
[18:21:10]	CCA.C08-QrM.98240 exited observer at their location.
[18:21:36]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_interface003.mdl'.
[18:21:41]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_interface001.mdl'.
[18:21:45]	CCA.C08-QrM.98240 has spawned 'models/props_trainstation/benchoutdoor01a.mdl'.
[18:21:47]	CCA.C08-QrM.98240 has spawned 'models/props_combine/breenconsole.mdl'.
[18:22:15]	CCA.C08-QrM.98240 has spawned 'models/props_combine/CombineThumper001a.mdl'.
[18:22:17]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_monitorbay.mdl'.
[18:22:19]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[18:22:43]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[18:22:45]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[18:22:48]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[18:22:49]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_intmonitor001.mdl'.
[18:22:59]	CCA.C08-QrM.98240 entered observer.
[18:23:00]	CCA.C08-QrM.98240 exited observer at their location.
[18:23:01]	CCA.C08-QrM.98240 entered observer.
[18:23:03]	CCA.C08-QrM.98240 exited observer at their location.
[18:23:08]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_interface001.mdl'.
[18:23:10]	CCA.C08-QrM.98240 entered observer.
[18:23:18]	CCA.C08-QrM.98240 exited observer at their location.
[18:23:19]	CCA.C08-QrM.98240 entered observer.
[18:23:22]	CCA.C08-QrM.98240 exited observer at their location.
[18:23:23]	CCA.C08-QrM.98240 entered observer.
[18:23:24]	CCA.C08-QrM.98240 exited observer at their location.
[18:23:25]	CCA.C08-QrM.98240 has gained 10 tokens.
[18:23:32]	CCA.C08-QrM.98240 entered observer.
[18:23:36]	CCA.C08-QrM.98240 exited observer at their location.
[18:23:50]	CCA.C08-QrM.98240 entered observer.
[18:23:51]	CCA.C08-QrM.98240 exited observer at their location.
[18:23:52]	CCA.C08-QrM.98240 entered observer.
[18:23:52]	CCA.C08-QrM.98240 exited observer at their location.
[18:23:53]	CCA.C08-QrM.98240 entered observer.
[18:23:56]	CCA.C08-QrM.98240 exited observer at their location.
[18:24:02]	CCA.C08-QrM.98240 entered observer.
[18:24:02]	CCA.C08-QrM.98240 exited observer at their location.
[18:24:25]	DRD has connected.
[18:25:09]	CCA.C08-QrM.98240 has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[18:25:12]	CCA.C08-QrM.98240 has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[18:25:14]	CCA.C08-QrM.98240 has spawned 'models/props_wasteland/kitchen_shelf002a.mdl'.
[18:25:20]	CCA.C08-QrM.98240 has spawned 'models/props_wasteland/kitchen_shelf002a.mdl'.
[18:25:24]	CCA.C08-QrM.98240 has spawned 'models/props_wasteland/laundry_cart001.mdl'.
[18:25:27]	CCA.C08-QrM.98240 entered observer.
[18:25:27]	CCA.C08-QrM.98240 exited observer at their location.
[18:25:33]	CCA.C08-QrM.98240 entered observer.
[18:25:34]	CCA.C08-QrM.98240 exited observer at their location.
[18:25:40]	CCA.C08-QrM.98240 has spawned 'models/props_wasteland/laundry_cart002.mdl'.
[18:25:54]	CCA.C08-QrM.98240 entered observer.
[18:26:04]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:04]	CCA.C08-QrM.98240 entered observer.
[18:26:06]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:06]	CCA.C08-QrM.98240 entered observer.
[18:26:06]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:07]	CCA.C08-QrM.98240 entered observer.
[18:26:07]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:08]	CCA.C08-QrM.98240 entered observer.
[18:26:08]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:09]	CCA.C08-QrM.98240 entered observer.
[18:26:10]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:10]	CCA.C08-QrM.98240 entered observer.
[18:26:11]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:11]	CCA.C08-QrM.98240 entered observer.
[18:26:16]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:16]	CCA.C08-QrM.98240 entered observer.
[18:26:16]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:17]	CCA.C08-QrM.98240 entered observer.
[18:26:18]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:19]	CCA.C08-QrM.98240 entered observer.
[18:26:19]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:20]	CCA.C08-QrM.98240 entered observer.
[18:26:20]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:39]	CCA.C08-QrM.98240 has spawned 'models/props_debris/barricade_tall02a.mdl'.
[18:26:42]	CCA.C08-QrM.98240 entered observer.
[18:26:44]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:44]	CCA.C08-QrM.98240 entered observer.
[18:26:45]	DRD loaded the character 'Grasshopper'
[18:26:45]	CCA.C08-QrM.98240 exited observer at their location.
[18:26:49]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[18:26:59]	Grasshopper entered observer.
[18:27:07]	Grasshopper exited observer at their location.
[18:27:12]	[OOC] CCA.C08-QrM.98240: Jesus christ
[18:27:16]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[18:27:32]	Grasshopper entered observer.
[18:27:44]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[18:27:48]	CCA.C08-QrM.98240 entered observer.
[18:27:49]	CCA.C08-QrM.98240 exited observer at their location.
[18:27:51]	CCA.C08-QrM.98240 entered observer.
[18:27:53]	CCA.C08-QrM.98240 exited observer at their location.
[18:27:53]	CCA.C08-QrM.98240 entered observer.
[18:27:54]	CCA.C08-QrM.98240 exited observer at their location.
[18:27:55]	CCA.C08-QrM.98240 entered observer.
[18:27:55]	CCA.C08-QrM.98240 exited observer at their location.
[18:27:56]	CCA.C08-QrM.98240 entered observer.
[18:27:56]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:03]	CCA.C08-QrM.98240 entered observer.
[18:28:14]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:15]	CCA.C08-QrM.98240 entered observer.
[18:28:15]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:17]	Grasshopper exited observer at their location.
[18:28:19]	Grasshopper entered observer.
[18:28:24]	CCA.C08-QrM.98240 entered observer.
[18:28:25]	CCA.C08-QrM.98240 has gained 10 tokens.
[18:28:26]	Grasshopper exited observer at their location.
[18:28:27]	Grasshopper entered observer.
[18:28:28]	Grasshopper exited observer at their location.
[18:28:28]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:28]	CCA.C08-QrM.98240 entered observer.
[18:28:30]	Grasshopper entered observer.
[18:28:30]	Grasshopper exited observer at their location.
[18:28:31]	Grasshopper entered observer.
[18:28:31]	Grasshopper exited observer at their location.
[18:28:32]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:33]	Grasshopper entered observer.
[18:28:33]	Grasshopper exited observer at their location.
[18:28:39]	CCA.C08-QrM.98240 entered observer.
[18:28:43]	Grasshopper entered observer.
[18:28:44]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:44]	CCA.C08-QrM.98240 entered observer.
[18:28:45]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:45]	CCA.C08-QrM.98240 entered observer.
[18:28:46]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:47]	CCA.C08-QrM.98240 entered observer.
[18:28:47]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:47]	CCA.C08-QrM.98240 entered observer.
[18:28:48]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:48]	CCA.C08-QrM.98240 entered observer.
[18:28:49]	CCA.C08-QrM.98240 exited observer at their location.
[18:28:50]	CCA.C08-QrM.98240 entered observer.
[18:28:52]	CCA.C08-QrM.98240 exited observer at their location.
[18:29:00]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_debris256barricade001a.mdl'.
[18:29:01]	CCA.C08-QrM.98240 entered observer.
[18:29:01]	CCA.C08-QrM.98240 exited observer at their location.
[18:29:02]	CCA.C08-QrM.98240 entered observer.
[18:29:09]	CCA.C08-QrM.98240 exited observer at their location.
[18:29:09]	CCA.C08-QrM.98240 entered observer.
[18:29:09]	CCA.C08-QrM.98240 exited observer at their location.
[18:29:12]	Grasshopper exited observer at their location.
[18:29:19]	CCA.C08-QrM.98240 entered observer.
[18:29:23]	Grasshopper entered observer.
[18:29:31]	CCA.C08-QrM.98240 exited observer at their location.
[18:29:32]	CCA.C08-QrM.98240 entered observer.
[18:29:32]	CCA.C08-QrM.98240 exited observer at their location.
[18:29:33]	CCA.C08-QrM.98240 entered observer.
[18:29:33]	CCA.C08-QrM.98240 exited observer at their location.
[18:29:33]	CCA.C08-QrM.98240 entered observer.
[18:29:36]	CCA.C08-QrM.98240 exited observer at their location.
[18:29:37]	Grasshopper exited observer at their location.
[18:29:48]	Grasshopper entered observer.
[18:30:03]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_interface001.mdl'.
[18:30:08]	Grasshopper exited observer at their location.
[18:30:10]	Grasshopper entered observer.
[18:30:14]	Grasshopper has spawned 'models/combinefortification/personalbarricade.mdl'.
[18:30:23]	CCA.C08-QrM.98240 entered observer.
[18:30:24]	CCA.C08-QrM.98240 exited observer at their location.
[18:30:24]	CCA.C08-QrM.98240 entered observer.
[18:30:25]	CCA.C08-QrM.98240 exited observer at their location.
[18:30:26]	Grasshopper has spawned 'models/combinefortification/personalbarricade.mdl'.
[18:30:27]	CCA.C08-QrM.98240 has spawned 'models/props_combine/combine_interface001.mdl'.
[18:30:34]	CCA.C08-QrM.98240 entered observer.
[18:30:34]	CCA.C08-QrM.98240 exited observer at their location.
[18:30:35]	Grasshopper has spawned 'models/props_combine/combine_barricade_short03a.mdl'.
[18:30:43]	CCA.C08-QrM.98240 entered observer.
[18:30:44]	CCA.C08-QrM.98240 exited observer at their location.
[18:31:01]	Grasshopper exited observer at their location.
[18:31:03]	Grasshopper has spawned 'models/combinefortification/personalbarricade.mdl'.
[18:31:07]	CCA.C08-QrM.98240 has spawned 'models/cmb-bio-computer/cmb-bio-computer.mdl'.
[18:31:12]	Grasshopper has spawned 'models/combinefortification/personalbarricade.mdl'.
[18:31:14]	CCA.C08-QrM.98240 entered observer.
[18:31:15]	CCA.C08-QrM.98240 exited observer at their location.
[18:31:17]	CCA.C08-QrM.98240 entered observer.
[18:31:18]	CCA.C08-QrM.98240 exited observer at their location.
[18:31:19]	Grasshopper has spawned 'models/combinefortification/personalbarricade.mdl'.
[18:31:20]	CCA.C08-QrM.98240 entered observer.
[18:31:24]	Grasshopper entered observer.
[18:31:26]	Grasshopper exited observer at their location.
[18:31:27]	Grasshopper entered observer.
[18:31:27]	Grasshopper exited observer at their location.
[18:31:28]	Grasshopper entered observer.
[18:31:28]	Grasshopper exited observer at their location.
[18:31:29]	CCA.C08-QrM.98240 exited observer at their location.
[18:31:31]	Grasshopper has spawned 'models/military/barricade64.mdl'.
[18:31:31]	CCA.C08-QrM.98240 entered observer.
[18:31:34]	CCA.C08-QrM.98240 exited observer at their location.
[18:31:34]	CCA.C08-QrM.98240 entered observer.
[18:31:52]	Grasshopper has spawned 'models/props_combine/combine_barricade_med03b.mdl'.
[18:32:00]	Grasshopper has spawned 'models/props_combine/combine_barricade_med04b.mdl'.
[18:32:02]	Grasshopper has spawned 'models/props_combine/combine_barricade_med04b.mdl'.
[18:32:03]	Grasshopper has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[18:32:14]	Grasshopper entered observer.
[18:32:15]	Grasshopper exited observer at their location.
[18:32:19]	CCA.C08-QrM.98240 exited observer at their location.
[18:32:19]	CCA.C08-QrM.98240 entered observer.
[18:32:20]	CCA.C08-QrM.98240 exited observer at their location.
[18:32:20]	Grasshopper has spawned 'models/props_combine/combine_barricade_short02a.mdl'.
[18:32:20]	CCA.C08-QrM.98240 entered observer.
[18:32:21]	CCA.C08-QrM.98240 exited observer at their location.
[18:32:21]	CCA.C08-QrM.98240 entered observer.
[18:32:26]	CCA.C08-QrM.98240 exited observer at their location.
[18:32:28]	CCA.C08-QrM.98240 entered observer.
[18:32:34]	CCA.C08-QrM.98240 exited observer at their location.
[18:32:34]	Grasshopper has spawned 'models/props_combine/combine_barricade_tall03b.mdl'.
[18:32:36]	Grasshopper has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[18:32:40]	Grasshopper has spawned 'models/combinefortification/personalbarricade.mdl'.
[18:32:50]	Grasshopper has spawned 'models/combinefortification/personalbarricade.mdl'.
[18:32:55]	Grasshopper entered observer.
