[12:07:54]	Mettaton Ex has connected.
[23:07:39]	CAC.S71-VRP.50195 has taken 5 damage from npc_headcrab_fast.
[23:07:41]	CAC.S71-VRP.50195 has taken 5 damage from npc_headcrab_fast.
[23:07:41]	[Y] CAC.S71-VRP.50195: Pass on.
[23:07:41]	Brandon Miller has taken 5 damage from npc_headcrab_fast.
[23:07:42]	CAC.S71-VRP.50195 has taken 5 damage from npc_headcrab_fast.
[23:07:51]	CAC.S71-VRP.50195 entered observer.
[23:08:28]	[ME] Brandon Miller: stares up at the wording on the screen, its all nonsense to him
[23:08:50]	CAC.S71-VRP.50195 has spawned a 'NPC [80][npc_combot]'.
[23:08:53]	CAC.S71-VRP.50195 has spawned a 'NPC [80][npc_cscanner]'.
[23:08:55]	CAC.S71-VRP.50195 has spawned a 'NPC [80][npc_cscanner]'.
[23:08:59]	CAC.S71-VRP.50195 has spawned a 'NPC [80][npc_cscanner]'.
[23:09:11]	[LOOC] Brandon Miller: void that
[23:09:32]	[ME] CAC.S71-VRP.50195: would proceed to type on the interface.
[23:10:06]	[Y] CAC.S71-VRP.50195: The other side, please.
[23:10:22]	[Y] CAC.S71-VRP.50195: No.. the other side of this section. The large section.
[23:10:26]	[Y] CAC.S71-VRP.50195: Opposite this terminal.
[23:10:28]	CAC.S71-VRP.50195 entered observer.
[23:10:33]	CAC.S71-VRP.50195 has spawned a 'NPC [83][npc_zombie]'.
[23:10:35]	CAC.S71-VRP.50195 has spawned a 'NPC [206][npc_zombie]'.
[23:10:37]	CAC.S71-VRP.50195 has spawned a 'NPC [228][npc_zombie]'.
[23:10:41]	CAC.S71-VRP.50195 has spawned a 'NPC [237][npc_zombie]'.
[23:10:44]	CAC.S71-VRP.50195 has spawned a 'NPC [243][npc_zombie_torso]'.
[23:10:47]	CAC.S71-VRP.50195 has spawned a 'NPC [83][npc_zombie]'.
[23:10:54]	CAC.S71-VRP.50195 has spawned a 'NPC [241][npc_zombie]'.
[23:10:55]	CAC.S71-VRP.50195 has spawned a 'NPC [250][npc_zombie]'.
[23:10:56]	CAC.S71-VRP.50195 has spawned a 'NPC [206][npc_zombie]'.
[23:10:57]	Brandon Miller has taken 12 damage from Anastasia Ivanovich.
[23:10:58]	CAC.S71-VRP.50195 has spawned a 'NPC [266][npc_zombie]'.
[23:11:01]	CAC.S71-VRP.50195 has spawned a 'NPC [268][npc_zombie]'.
[23:11:02]	Anastasia Ivanovich ran 'Equip' on item 'Combat Knife' (#20582)
[23:11:04]	CAC.S71-VRP.50195 has spawned a 'NPC [276][npc_zombie]'.
[23:11:05]	Brandon Miller destroyed a 'Empty Paint Can' #20872.
[23:11:06]	CAC.S71-VRP.50195 has spawned a 'NPC [274][npc_zombie]'.
[23:11:07]	CAC.S71-VRP.50195 has spawned a 'NPC [83][npc_zombie_torso]'.
[23:11:08]	Anastasia Ivanovich has taken 10 damage from npc_zombie_torso.
[23:11:11]	[Y] Brandon Miller: LADY!
[23:11:16]	[Y] Brandon Miller: Over here!
[23:11:19]	[Y] Brandon Miller: Lady!
[23:11:34]	[Y] Anastasia Ivanovich: Shovel.
[23:11:39]	[OOC] CAC.S71-VRP.50195: on point ai noding
[23:11:41]	Brandon Miller has taken 10 damage from npc_zombie.
[23:11:45]	Brandon Miller has taken 10 damage from npc_zombie.
[23:11:50]	Brandon Miller has taken 10 damage from npc_zombie.
[23:11:53]	Brandon Miller has taken 10 damage from npc_zombie.
[23:12:03]	Anastasia Ivanovich has taken 10 damage from npc_zombie_torso.
[23:12:04]	Anastasia Ivanovich has taken 10 damage from npc_zombie_torso.
[23:12:06]	Anastasia Ivanovich has taken 10 damage from npc_zombie_torso.
[23:12:07]	Anastasia Ivanovich has taken 10 damage from npc_zombie_torso.
[23:12:18]	CAC.S71-VRP.50195 exited observer at their location.
[23:12:22]	Brandon Miller ran 'take' on item 'Empty Paint Can' (#20869)
[23:12:22]	Brandon Miller has gained a 'Empty Paint Can' #20869.
[23:12:23]	Anastasia Ivanovich ran 'take' on item 'AA Battery' (#20875)
[23:12:23]	Anastasia Ivanovich has gained a 'AA Battery' #20875.
[23:12:24]	Brandon Miller ran 'take' on item 'Empty Paint Can' (#20874)
[23:12:24]	Brandon Miller has gained a 'Empty Paint Can' #20874.
[23:12:30]	CAC.S71-VRP.50195 entered observer.
[23:12:38]	CAC.S71-VRP.50195 has spawned a 'NPC [80][npc_chumtoad]'.
[23:12:42]	Anastasia Ivanovich ran 'take' on item 'Fingerless Gloves' (#20870)
[23:12:42]	Anastasia Ivanovich has gained a 'Fingerless Gloves' #20870.
[23:12:48]	Brandon Miller ran 'drop' on item 'Empty Paint Can' (#20874)
[23:12:48]	Brandon Miller has lost a 'Empty Paint Can' #20874.
[23:13:02]	CAC.S71-VRP.50195 has spawned a 'NPC [83][npc_pigeon]'.
[23:13:06]	Anastasia Ivanovich ran 'take' on item 'Empty Paint Can' (#20874)
[23:13:06]	Anastasia Ivanovich has gained a 'Empty Paint Can' #20874.
[23:13:20]	Brandon Miller ran 'take' on item 'Fingerless Gloves' (#20871)
[23:13:20]	Brandon Miller has gained a 'Fingerless Gloves' #20871.
[23:14:03]	Anastasia Ivanovich ran 'EquipUn' on item 'Combat Knife' (#20582)
[23:14:11]	CAC.S71-VRP.50195 exited observer at their location.
[23:14:53]	[LOOC] CAC.S71-VRP.50195: don't worry ,not to meta, but there's things there that will happen
[23:15:06]	[LOOC] Brandon Miller: alright
[23:15:26]	[ME] Anastasia Ivanovich: hides her knife in a safe spot...
[23:15:39]	CAC.S71-VRP.50195 used command '/Event Eventually, a helicopter comes.'.
[23:15:43]	[IT] Anastasia Ivanovich: Her Boot in specific.
[23:15:45]	CAC.S71-VRP.50195 used command '/Event It's slow, but it makes it there.'.
[23:15:45]	[ME] Brandon Miller: leaves behind the now ammoless shotgun and SMG
[23:16:01]	[ME] Anastasia Ivanovich: does not leave behind her guns. There is still ammo.
[23:16:17]	[ME] Brandon Miller: enters
[23:16:18]	[ME] Anastasia Ivanovich: entered.
[23:16:23]	[ME] CAC.S71-VRP.50195: would enter.
[23:18:53]	matt saton has connected.
[23:18:54]	hnbug01 has connected.
[23:19:35]	matt saton loaded the character 'Lee Maylor'
[23:19:37]	hnbug01 loaded the character 'Feng Yi 'Eric' Hseuh'
[23:19:38]	Lee Maylor entered observer.
[23:19:51]	Spooky Wolf has connected.
[23:21:00]	Lee Maylor has spawned 'models/vehicle/helicopter.mdl'.
[23:21:33]	Nihhut has connected.
[23:21:43]	Lee Maylor exited observer at their location.
[23:21:46]	Lee Maylor entered observer.
[23:22:08]	Spooky Wolf loaded the character 'Anastasia Ivanovich'
[23:22:18]	Lee Maylor exited observer at their location.
[23:22:18]	Lee Maylor entered observer.
[23:22:19]	Lee Maylor exited observer at their location.
[23:22:28]	Lee Maylor entered observer.
[23:22:40]	[OOC] Lee Maylor: sup
[23:22:48]	Nihhut loaded the character 'Brandon Miller'
[23:22:48]	[OOC] Anastasia Ivanovich: yo
[23:22:52]	[OOC] Brandon Miller: hello
[23:23:02]	[OOC] Brandon Miller: im heating up some coffee
[23:23:09]	matt saton loaded the character 'CAC.S71-VRP.50195'
[23:23:11]	CAC.S71-VRP.50195 entered observer.
[23:23:14]	CAC.S71-VRP.50195 exited observer at their location.
[23:23:29]	[OOC] CAC.S71-VRP.50195: let us know when you're back
[23:23:32]	CAC.S71-VRP.50195 entered observer.
[23:23:33]	CAC.S71-VRP.50195 exited observer at their location.
[23:23:38]	[OOC] Brandon Miller: i can press escape and be unblinded lol
[23:23:42]	[OOC] Brandon Miller: im here
[23:23:45]	[OOC] CAC.S71-VRP.50195: yeah just dw
[23:24:25]	CAC.S71-VRP.50195 used command '/Event Eventually, the helicopter lands. Soldiers approach the helicopter and open the door. The vortigaunt is the first to go.'.
[23:24:26]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:28]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:30]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:31]	matt saton loaded the character 'OTA.C17-ECHO.OSS.19520'
[23:24:32]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:34]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:36]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:38]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:40]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:42]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:44]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:46]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:48]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:50]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:51]	OTA.C17-ECHO.OSS.19520 used command '/ChangeSocioStatus green'.
[23:24:52]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:54]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:54]	OTA.C17-ECHO.OSS.19520 used command '/ChangeSocioStatus echo models/combine_arctic_s.mdl'.
[23:24:56]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:58]	OTA.C17-ECHO.OSS.19520 used command '/CharSetModel echo models/combine_arctic_s.mdl'.
[23:24:58]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:24:58]	[ME] Brandon Miller: has no weapons on him
[23:25:00]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:25:02]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:25:04]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:25:06]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:25:08]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:25:08]	OTA.C17-ECHO.OSS.19520 used command '/CharSetModel echo models/player/combine_arctic_s.mdl'.
[23:25:10]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:25:12]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:25:14]	Feng Yi 'Eric' Hseuh has taken 10 damage from worldspawn.
[23:25:14]	worldspawn has killed Feng Yi 'Eric' Hseuh.
[23:25:36]	OTA.C17-ECHO.OSS.19520 used command '/Event More soldiers come. The citizens are ushered off. Your eyes need a second to adjust to all the sunlight.'.
[23:25:47]	[ME] Anastasia Ivanovich: has a weapon... But its hidden... presuming they didn't search her completely.
[23:26:04]	[LOOC] OTA.C17-ECHO.OSS.19520: sorry abouit the anims but i'm not doing a lag spike to fix it
[23:26:07]	[LOOC] OTA.C17-ECHO.OSS.19520: not worth it
[23:26:30]	[ME] OTA.C17-ECHO.OSS.19520: would remove two blindfolds from a satchel on his back. He would hand one to each.
[23:26:31]	[ME] Brandon Miller: has a shovel
[23:26:34]	[LOOC] OTA.C17-ECHO.OSS.19520: each citizen* fuck
[23:26:40]	[ME] Anastasia Ivanovich: takes the satchel.
[23:26:49]	[LOOC] OTA.C17-ECHO.OSS.19520: no, i hand you the blindfold not the satchel
[23:26:54]	[LOOC] Anastasia Ivanovich: oh
[23:27:04]	[ME] Anastasia Ivanovich: puts on the blindfold.
[23:27:13]	[IT] Brandon Miller: the blindfold doesnt cover Brandon's entire mask
[23:27:26]	[Y] OTA.C17-ECHO.OSS.19520: <:: Echo. ::>
[23:27:33]	[Y] OTA.C17-ECHO.OSS.19520: <:: This one's blindfold doesn't fit. ::>
[23:27:41]	[ME] Brandon Miller: removes the suit's hood and puts the blindfold on
[23:27:43]	[Y] OTA.C17-ECHO.OSS.19520: <:: Copy that. ::>
[23:27:49]	[Y] OTA.C17-ECHO.OSS.19520: <:: Nevermind, problem solved. ::>
[23:27:58]	[ME] OTA.C17-ECHO.OSS.19520: would grab both citizens by the arm and lead them.
[23:28:03]	[ME] Anastasia Ivanovich: is lead
[23:28:19]	[ME] Brandon Miller: slings the shovel across his back, silently wishing that he will be allowed to keep it
[23:28:30]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:29:19]	Anastasia Ivanovich ran 'EquipUn' on item 'Gloves' (#20549)
[23:29:20]	Anastasia Ivanovich ran 'Equip' on item 'Fingerless Gloves' (#20870)
[23:29:59]	[ME] Anastasia Ivanovich: wonders where they're being taken... She wonders if Brandon will lose the shovel... Hopefully not.
[23:30:06]	[LOOC] Brandon Miller: lmao
[23:30:29]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:30:30]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:30:30]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:30:31]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:30:31]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:30:32]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:30:34]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:30:34]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:30:35]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:30:36]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:30:37]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:30:37]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:30:57]	Brandon Miller ran 'EquipUn' on item 'Shovel' (#20581)
[23:31:20]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:31:32]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:31:34]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:31:35]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:31:39]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:31:40]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:31:42]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:31:51]	[ME] OTA.C17-ECHO.OSS.19520: would remove both of their blindfolds.
[23:32:00]	[ME] Anastasia Ivanovich: is unblinded.
[23:32:52]	[ME] Anastasia Ivanovich: was silent...
[23:33:00]	[ME] OTA.C17-ECHO.OSS.19520: would turn toward the woman.
[23:33:26]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:33:30]	[ME] Brandon Miller: takes his suit off, revealing his sweaty matted hair
[23:33:33]	Brandon Miller ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#20005)
[23:33:39]	OTA.C17-ECHO.OSS.19520 has spawned a 'Entity [671][ix_airvent]'.
[23:33:59]	[IT] Brandon Miller: Brandon looks disgusting from having lived inside a suit for most of his life
[23:34:21]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:34:23]	[ME] Brandon Miller: straps on a respirator to be safe
[23:34:25]	Brandon Miller ran 'Equip' on item 'Respirator' (#20812)
[23:34:30]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:34:30]	Brandon Miller ran 'EquipUn' on item 'Respirator' (#20812)
[23:34:34]	[ME] Anastasia Ivanovich: made a disgusted look and immediately searched for literally anything to wipe his face off.
[23:34:34]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:34:34]	Brandon Miller ran 'Equip' on item 'Respirator' (#20812)
[23:34:34]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:34:35]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:34:37]	Anastasia Ivanovich rolled 25 out of 100.
[23:34:37]	Anastasia Ivanovich used command '/Roll'.
[23:34:38]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:34:44]	[ME] Anastasia Ivanovich: finds a singular tissue...
[23:34:47]	[IT] Anastasia Ivanovich: And its used.
[23:34:51]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:34:51]	OTA.C17-ECHO.OSS.19520 has spawned 'models/hunter/blocks/cube1x1x1.mdl'.
[23:34:53]	[ME] Anastasia Ivanovich: sighed.
[23:34:56]	OTA.C17-ECHO.OSS.19520 has spawned 'models/hunter/blocks/cube075x075x025.mdl'.
[23:34:59]	[ME] Anastasia Ivanovich: let it go.
[23:35:25]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:35:30]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:35:30]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:35:31]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:35:32]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:35:34]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:35:38]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:35:39]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:35:41]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:35:49]	[ME] Anastasia Ivanovich: searched the cabinents for anything remotely interesting.
[23:35:54]	[W] Brandon Miller: Man what a shit hole...
[23:35:58]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:35:59]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:35:59]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:36:00]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:36:00]	[ME] Brandon Miller: tests the door
[23:36:11]	OTA.C17-ECHO.OSS.19520 used command '/Dispatch overwatch acknowledges'.
[23:36:13]	OTA.C17-ECHO.OSS.19520 used command '/ToggleRaise'.
[23:36:13]	OTA.C17-ECHO.OSS.19520 used command '/ToggleRaise'.
[23:36:19]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:36:21]	Anastasia Ivanovich rolled 77 out of 100.
[23:36:21]	Anastasia Ivanovich used command '/Roll'.
[23:36:24]	[ME] Anastasia Ivanovich: finds?
[23:36:33]	[OOC] Anastasia Ivanovich: rolled a 77 for searching cabinent
[23:36:37]	OTA.C17-ECHO.OSS.19520 used command '/Dispatch mission failure'.
[23:36:38]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:36:44]	[OOC] OTA.C17-ECHO.OSS.19520: you finddddd
[23:36:45]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:36:50]	[OOC] Brandon Miller: critical estrogen breach
[23:36:59]	[OOC] OTA.C17-ECHO.OSS.19520: you find a little journal
[23:37:00]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:37:06]	[ME] Anastasia Ivanovich: reads the journal
[23:37:14]	[OOC] Anastasia Ivanovich: is it written or no?
[23:37:18]	[OOC] OTA.C17-ECHO.OSS.19520: it is written in yes
[23:37:27]	[OOC] Anastasia Ivanovich: /me reads the journal.
[23:37:38]	[ME] Brandon Miller: unpacks a bit, leaving his extra respirator on the desk
[23:37:39]	[ME] Anastasia Ivanovich: reads out for the man.
[23:37:44]	Brandon Miller ran 'drop' on item 'Respirator' (#20067)
[23:37:44]	Brandon Miller has lost a 'Respirator' #20067.
[23:38:02]	[IT] OTA.C17-ECHO.OSS.19520: The first page of the journal reads as follows:
[23:38:17]	[IT] OTA.C17-ECHO.OSS.19520: Date: 2/18/2003
[23:38:22]	[IT] OTA.C17-ECHO.OSS.19520: Entry:
[23:38:58]	[IT] OTA.C17-ECHO.OSS.19520: So far, progress has been slow. We've had ten reported sightings this week. Confirmed? Zero. These reindeer are rough to track.
[23:39:16]	[IT] OTA.C17-ECHO.OSS.19520: The entry ends. Pretty concise.
[23:39:17]	[LOOC] Brandon Miller: what could it mean...
[23:39:22]	Brandon Miller ran 'take' on item 'Respirator' (#20067)
[23:39:22]	Brandon Miller has gained a 'Respirator' #20067.
[23:39:23]	[ME] Anastasia Ivanovich: looked for any other entry.
[23:39:26]	[IT] OTA.C17-ECHO.OSS.19520: Date: 4/2/2003
[23:39:29]	[IT] OTA.C17-ECHO.OSS.19520: Entry:
[23:39:31]	[ME] Anastasia Ivanovich: reads it outloud
[23:40:06]	[IT] OTA.C17-ECHO.OSS.19520: Radio messages are talking about some kind of war outside of the island. Connections are bad, so it's hard to get updates.
[23:40:17]	[IT] OTA.C17-ECHO.OSS.19520: So far, we've heard about emergency alerts in 33 countries.
[23:40:45]	[IT] OTA.C17-ECHO.OSS.19520: We're not sure why, but the few communications that do come in are very worrying. If I didn't know any better, I would suspect space aliens.
[23:41:05]	[IT] OTA.C17-ECHO.OSS.19520: I'm probably going crazy out here. God knows it's lonely here, even with a crew of fourty-five.
[23:41:26]	[ME] Anastasia Ivanovich: reads another entry if there's any left.
[23:41:55]	[LOOC] Brandon Miller: is 2003 pre seven hour war?
[23:42:01]	[LOOC] Brandon Miller: makes sense if it is
[23:42:14]	[LOOC] OTA.C17-ECHO.OSS.19520: yeah, the war was in 2003 in houj lore here
[23:42:23]	[IT] OTA.C17-ECHO.OSS.19520: Another entry, seemingly the last one. Dated 10/9/2004
[23:42:32]	[ME] Anastasia Ivanovich: reads it outloud again.
[23:43:11]	[IT] OTA.C17-ECHO.OSS.19520: We were right. They're scoping something out. I can't imagine they'd want the seed vault. Why would they?
[23:43:28]	[IT] OTA.C17-ECHO.OSS.19520: Still, we've lost Jerry.
[23:43:37]	[IT] OTA.C17-ECHO.OSS.19520: I really hope they don't make it in. This place is secure.
[23:43:48]	[IT] OTA.C17-ECHO.OSS.19520: The entry ends.
[23:43:53]	[IT] OTA.C17-ECHO.OSS.19520: That's the rest of them.
[23:44:04]	[ME] Anastasia Ivanovich: closed it
[23:44:25]	[ME] Anastasia Ivanovich: searched the desk
[23:44:28]	Anastasia Ivanovich rolled 52 out of 100.
[23:44:28]	Anastasia Ivanovich used command '/Roll'.
[23:44:30]	[ME] Anastasia Ivanovich: finds?
[23:44:44]	[IT] OTA.C17-ECHO.OSS.19520: You find a book on the svalbard seed vault.
[23:44:56]	[ME] Brandon Miller: searches the bedside desk, searching underneath and around and behind it too
[23:44:58]	Brandon Miller rolled 50 out of 100.
[23:44:58]	Brandon Miller used command '/Roll 100'.
[23:45:01]	[IT] OTA.C17-ECHO.OSS.19520: It's informational, describing what it is, how it's secured, what it's for, and all relevant information.
[23:45:10]	[IT] OTA.C17-ECHO.OSS.19520: You find a picture of a family.
[23:45:11]	[LOOC] Brandon Miller: do I find anything?
[23:45:12]	[ME] Anastasia Ivanovich: gave the Seed Vault a brief read-through.
[23:45:43]	[OOC] OTA.C17-ECHO.OSS.19520: basically the svalbard seed vault is this vault of seeds and germs for different plants, it's one of the most secure places on earth
[23:45:50]	[OOC] OTA.C17-ECHO.OSS.19520: scientists have it just in case shit fucks up
[23:45:58]	[ME] Brandon Miller: whispered that /\
[23:46:19]	[LOOC] Brandon Miller: what do I find inside this bedside thing, I rolled a 50
[23:46:27]	[LOOC] OTA.C17-ECHO.OSS.19520: you found a photo of a family
[23:46:27]	[ME] Anastasia Ivanovich: searched the closet.
[23:46:29]	Anastasia Ivanovich rolled 89 out of 100.
[23:46:29]	Anastasia Ivanovich used command '/Roll'.
[23:46:31]	[LOOC] Brandon Miller: ah
[23:46:33]	[ME] Anastasia Ivanovich: finds?
[23:46:39]	Brandon Miller has taken 5 damage from prop_physics.
[23:46:44]	[OOC] OTA.C17-ECHO.OSS.19520: it's located in svalbard, an island in the arctic that's technically norway's but it's barely close to norway.
[23:46:48]	[IT] OTA.C17-ECHO.OSS.19520: You find..
[23:47:04]	[IT] OTA.C17-ECHO.OSS.19520: A .357 Magnum, loaded with 6 shots.
[23:47:21]	[ME] Anastasia Ivanovich: checked the barrel.
[23:47:30]	[LOOC] Brandon Miller: that light system up there is extrordinaly well modeled, isnt it?
[23:47:57]	[ME] Brandon Miller: is silent
[23:48:23]	[ME] Anastasia Ivanovich: puts it back for now.
[23:48:29]	[Y] Brandon Miller: Alien!
[23:48:47]	[ME] Anastasia Ivanovich: searched the other cabinent.
[23:48:49]	[ME] Brandon Miller: grabs a chair, intending to use it as a weapon
[23:48:50]	Anastasia Ivanovich rolled 60 out of 100.
[23:48:50]	Anastasia Ivanovich used command '/Roll'.
[23:49:00]	[OOC] Anastasia Ivanovich: I search the other cabinent for 60
[23:49:03]	[LOOC] OTA.C17-ECHO.OSS.19520: you find uhhhh
[23:49:13]	[LOOC] OTA.C17-ECHO.OSS.19520: a bandage
[23:49:14]	[ME] Brandon Miller: braces the door with the chair
[23:49:16]	OTA.C17-ECHO.OSS.19520 used command '/adminspawnmenu'.
[23:49:22]	[LOOC] OTA.C17-ECHO.OSS.19520: oh
[23:49:25]	[LOOC] OTA.C17-ECHO.OSS.19520: the item is missing
[23:49:25]	[LOOC] OTA.C17-ECHO.OSS.19520: fun
[23:49:28]	[LOOC] OTA.C17-ECHO.OSS.19520: you find
[23:49:30]	[LOOC] Brandon Miller: can somebody with a physgun set this chair up so its bracing the door
[23:49:39]	[LOOC] Brandon Miller: thanks
[23:49:57]	[LOOC] OTA.C17-ECHO.OSS.19520: you find...
[23:49:58]	[LOOC] OTA.C17-ECHO.OSS.19520: uhhhh
[23:50:09]	OTA.C17-ECHO.OSS.19520 has gained a 'Printer Paper' #20876.
[23:50:09]	OTA.C17-ECHO.OSS.19520 used command '/CharGiveItem oss printer paper'.
[23:50:13]	OTA.C17-ECHO.OSS.19520 ran 'drop' on item 'Printer Paper' (#20876)
[23:50:13]	OTA.C17-ECHO.OSS.19520 has lost a 'Printer Paper' #20876.
[23:50:19]	[LOOC] Brandon Miller: lol
[23:50:40]	Brandon Miller ran 'take' on item 'Printer Paper' (#20876)
[23:50:40]	Brandon Miller has gained a 'Printer Paper' #20876.
[23:51:15]	[ME] Anastasia Ivanovich: decides not to use a knife. She just takes her hands and ripped the sheets to make a small hole to search the bedding.
[23:51:21]	Anastasia Ivanovich rolled 71 out of 100.
[23:51:21]	Anastasia Ivanovich used command '/Roll'.
[23:51:28]	[OOC] Anastasia Ivanovich: 71 as I rip the sheets to find?
[23:51:37]	[IT] OTA.C17-ECHO.OSS.19520: You find mattress filling.
[23:51:44]	[ME] Anastasia Ivanovich: stuffs it back
[23:51:54]	[OOC] Brandon Miller: find a bunch of money like its the 1920s
[23:52:36]	OTA.C17-ECHO.OSS.19520 used command '/Dispatch Vortipode subjects retrieved.'.
[23:53:02]	OTA.C17-ECHO.OSS.19520 used command '/Dispatch Biotic subject has been lost. All units prepare for assimilation.'.
[23:53:13]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:53:14]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:53:16]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:53:18]	[MEY] Anastasia Ivanovich: goes to sleep.
[23:53:23]	[ME] Brandon Miller: does not
[23:53:23]	[Y] OTA.C17-ECHO.OSS.19520: <:: FINDLAY THE FOWOM! ::>
[23:53:24]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:53:25]	OTA.C17-ECHO.OSS.19520 exited observer at their location.
[23:53:29]	[Y] OTA.C17-ECHO.OSS.19520: <:: Razor. ::>
[23:53:32]	[LOOC] OTA.C17-ECHO.OSS.19520: this is all IC
[23:53:34]	[Y] OTA.C17-ECHO.OSS.19520: <:: 10-0, 10-0, viscerator is hunting! ::>
[23:53:36]	[MEY] Anastasia Ivanovich: wakes up
[23:53:43]	[Y] OTA.C17-ECHO.OSS.19520: <:: Loose parasitics! ::>
[23:53:50]	[Y] OTA.C17-ECHO.OSS.19520: <:: Quicksand. ::>
[23:53:58]	[Y] OTA.C17-ECHO.OSS.19520: <:: So, I'm thinking of enlisting. ::>
[23:54:03]	[Y] OTA.C17-ECHO.OSS.19520: <:: All units, BOL, we have 34-S at... ::>
[23:54:11]	[Y] OTA.C17-ECHO.OSS.19520: <:: Protection-teams at location, report in. ::>
[23:54:20]	[Y] OTA.C17-ECHO.OSS.19520: <:: Go sharp! ::>
[23:54:23]	OTA.C17-ECHO.OSS.19520 entered observer.
[23:54:27]	[ME] Anastasia Ivanovich: makes a makeshift barricade.
