[11:06:46]	Nums has connected.
[13:02:52]	Andrew Cloverman has spawned 'models/props_combine/combine_lightning001b.mdl'.
[13:02:54]	agentgollem loaded the character 'George Wach'
[13:03:02]	Andrew Cloverman has spawned 'models/props_combine/combine_ballsocket.mdl'.
[13:03:09]	Andrew Cloverman has spawned 'models/props_combine/corecontrolmonitor.mdl'.
[13:03:10]	Andrew Cloverman has spawned 'models/props_combine/corecontrol_set001.mdl'.
[13:03:11]	Andrew Cloverman entered observer.
[13:03:14]	George Wach ran 'Equip' on item 'Cyclopic Citizen Suit' (#28254)
[13:03:23]	Andrew Cloverman has spawned 'models/effects/intro_vortshield.mdl'.
[13:03:25]	Andrew Cloverman has spawned 'models/effects/introtear.mdl'.
[13:04:04]	Andrew Cloverman has spawned 'models/props_combine/combine_citadelburst.mdl'.
[13:04:08]	Andrew Cloverman has spawned 'models/props_combine/combine_lightning001b.mdl'.
[13:04:17]	George Wach ran 'take' on item 'Empty Pill Bottle' (#27476)
[13:04:17]	George Wach has gained a 'Empty Pill Bottle' #27476.
[13:04:26]	Andrew Cloverman has spawned 'models/combinecannon/cironwall.mdl'.
[13:05:00]	Andrew Cloverman exited observer at their location.
[13:05:04]	Andrew Cloverman has spawned 'models/props_silo/silo_hatch.mdl'.
[13:05:06]	Andrew Cloverman entered observer.
[13:05:08]	Andrew Cloverman exited observer at their location.
[13:05:16]	Andrew Cloverman has spawned 'models/props_silo/eli_weapon.mdl'.
[13:05:18]	Andrew Cloverman has spawned 'models/props_silo/eli_weapon_phys.mdl'.
[13:05:28]	Andrew Cloverman has spawned 'models/props_combine/combine_citadelcloud001b.mdl'.
[13:05:29]	Andrew Cloverman has spawned 'models/props_combine/sphere.mdl'.
[13:05:37]	Andrew Cloverman has spawned 'models/combine_turrets/combine_cannon_stand02.mdl'.
[13:06:10]	George Wach used the 'Shopkeeper Jim' vendor.
[13:06:17]	Andrew Cloverman has spawned 'models/combine_turrets/combine_cannon_powergen.mdl'.
[13:06:35]	Andrew Cloverman has spawned 'models/combinecannon/remnants.mdl'.
[13:06:40]	Andrew Cloverman has spawned 'models/combinecannon/debris.mdl'.
[13:07:37]	Andrew Cloverman has spawned 'models/props_combine/combine_intwallunit.mdl'.
[13:07:57]	Andrew Cloverman has spawned 'models/props_building_details/Storefront_Template001a_Bars.mdl'.
[13:07:59]	Andrew Cloverman entered observer.
[13:08:07]	Andrew Cloverman has spawned 'models/props_building_details/Storefront_Template001a_Bars.mdl'.
[13:08:12]	Andrew Cloverman exited observer at their location.
[13:08:12]	Andrew Cloverman has spawned 'models/props_building_details/Storefront_Template001a_Bars.mdl'.
[13:08:25]	Andrew Cloverman used command '/ToggleRaise'.
[13:08:27]	Andrew Cloverman entered observer.
[13:08:30]	Andrew Cloverman exited observer at their location.
[13:08:40]	Andrew Cloverman entered observer.
[13:08:43]	Andrew Cloverman exited observer at their location.
[13:08:47]	Andrew Cloverman entered observer.
[13:08:51]	Andrew Cloverman exited observer at their location.
[13:08:55]	Andrew Cloverman entered observer.
[13:08:56]	Andrew Cloverman has spawned 'models/props_building_details/storefront_template001a_bars.mdl'.
[13:09:02]	Andrew Cloverman has spawned 'models/props_building_details/storefront_template001a_bars.mdl'.
[13:09:06]	Andrew Cloverman exited observer at their location.
[13:09:15]	Andrew Cloverman has spawned 'models/props_building_details/storefront_template001a_bars.mdl'.
[13:09:16]	Andrew Cloverman entered observer.
[13:09:18]	Andrew Cloverman exited observer at their location.
[13:09:30]	Andrew Cloverman has spawned 'models/props_building_details/storefront_template001a_bars.mdl'.
[13:09:34]	Andrew Cloverman has spawned 'models/props_building_details/storefront_template001a_bars.mdl'.
[13:09:36]	Andrew Cloverman has spawned 'models/props_building_details/storefront_template001a_bars.mdl'.
[13:09:37]	Andrew Cloverman has spawned 'models/props_building_details/storefront_template001a_bars.mdl'.
[13:09:43]	Andrew Cloverman entered observer.
[13:10:32]	Apex has connected.
[13:10:38]	George Wach has killed George Wach.
[13:10:56]	[OOC] Andrew Cloverman: sup agentgollem. i can't GM right now bucasei 'm just propping while i listen to my lectures
[13:11:06]	Andrew Cloverman exited observer at their location.
[13:11:06]	Apex loaded the character 'Denford F. MacMillian'
[13:11:06]	George Wach has killed George Wach.
[13:11:07]	Andrew Cloverman entered observer.
[13:11:07]	Andrew Cloverman exited observer at their location.
[13:11:07]	[OOC] George Wach: i just died for some reason wtf
[13:11:09]	Andrew Cloverman has spawned 'models/props_building_details/Storefront_Template001a_Bars.mdl'.
[13:11:17]	[OOC] George Wach: happend again
[13:11:19]	[OOC] Andrew Cloverman: did you starve to death
[13:11:21]	Painevan has connected.
[13:11:26]	[OOC] George Wach: i doubt
[13:11:29]	[OOC] Andrew Cloverman: dehydrate?
[13:11:32]	[OOC] Denford F. MacMillian: POV: death
[13:11:36]	Andrew Cloverman has spawned 'models/props_c17/fence02b.mdl'.
[13:11:37]	Andrew Cloverman has spawned 'models/props_c17/fence01a.mdl'.
[13:11:37]	[OOC] George Wach: idk
[13:11:42]	[OOC] Andrew Cloverman: sup apex
[13:11:44]	[OOC] Denford F. MacMillian: Did you run out of air?
[13:11:46]	[OOC] Denford F. MacMillian: Sup.
[13:11:53]	[OOC] George Wach: nah i have 10 min left
[13:11:55]	[OOC] Andrew Cloverman: i cannot GM right now because i am just propping while listen to my lecture
[13:12:07]	[OOC] Denford F. MacMillian: I'm gonna be writing my CCA app.
[13:12:11]	[OOC] Andrew Cloverman: tight
[13:12:30]	Andrew Cloverman has spawned 'models/props_combine/combine_barricade_bracket01a.mdl'.
[13:12:41]	Andrew Cloverman has spawned 'models/props_combine/combine_mortar01b.mdl'.
[13:12:44]	Andrew Cloverman has spawned 'models/props_combine/combine_mortar01b.mdl'.
[13:12:45]	Andrew Cloverman has spawned 'models/props_combine/combine_mortar01a.mdl'.
[13:12:47]	Andrew Cloverman has spawned 'models/props_combine/combine_mortar01b.mdl'.
[13:12:50]	[OOC] George Wach: btw how do you see your thirst and hunger ?
[13:13:00]	[OOC] Denford F. MacMillian: Me?
[13:13:03]	[OOC] Andrew Cloverman: go into your tab menu settings and turn on "always show bars"
[13:13:07]	[OOC] Denford F. MacMillian: Oh, you mean.
[13:13:20]	Andrew Cloverman has spawned 'models/props_combine/combinebuttress.mdl'.
[13:13:20]	Andrew Cloverman has taken 5 damage from prop_physics.
[13:13:20]	Andrew Cloverman has taken 5 damage from prop_physics.
[13:13:20]	Andrew Cloverman has taken 5 damage from prop_physics.
[13:13:20]	Andrew Cloverman has taken 5 damage from prop_physics.
[13:13:20]	Andrew Cloverman has taken 5 damage from prop_physics.
[13:13:20]	Andrew Cloverman has taken 5 damage from prop_physics.
[13:13:20]	Andrew Cloverman has taken 5 damage from prop_physics.
[13:13:20]	Andrew Cloverman has taken 5 damage from prop_physics.
[13:13:33]	Andrew Cloverman entered observer.
[13:13:34]	[OOC] George Wach: oh thanks and what is the green bar ?
[13:13:36]	Andrew Cloverman exited observer at their location.
[13:13:38]	[OOC] Andrew Cloverman: hunger
[13:13:50]	[OOC] Andrew Cloverman: the symbols for it are fucked up for some reason so they're just showign up as ones
[13:13:56]	[OOC] Denford F. MacMillian: Hunger is green, Blue is thrist.
[13:14:02]	[OOC] George Wach: the yellow one then ?
[13:14:06]	Andrew Cloverman has spawned 'models/props_combine/combine_generator01.mdl'.
[13:14:06]	[OOC] Denford F. MacMillian: Stamina.
[13:14:10]	[OOC] Denford F. MacMillian: Like when you spirnt.
[13:14:14]	George Wach has taken 1 damage from worldspawn.
[13:14:15]	George Wach has taken 1 damage from worldspawn.
[13:14:15]	George Wach has taken 1 damage from worldspawn.
[13:14:16]	George Wach has taken 1 damage from worldspawn.
[13:14:17]	George Wach has taken 1 damage from worldspawn.
[13:14:18]	George Wach has taken 1 damage from worldspawn.
[13:14:18]	George Wach has taken 1 damage from worldspawn.
[13:14:19]	George Wach has taken 1 damage from worldspawn.
[13:14:20]	George Wach ran 'equip' on item 'Citizen Filter' (#29283)
[13:14:27]	Andrew Cloverman entered observer.
[13:14:30]	[ME] Denford F. MacMillian: Nods.
[13:14:36]	Andrew Cloverman exited observer at their location.
[13:14:39]	Denford F. MacMillian has gained a 'Horse Statue' #29427.
[13:14:42]	[OOC] George Wach: alright thanks
[13:14:43]	Andrew Cloverman has spawned 'models/props_combine/combine_door01.mdl'.
[13:14:44]	Denford F. MacMillian ran 'drop' on item 'Horse Statue' (#29427)
[13:14:44]	Denford F. MacMillian has lost a 'Horse Statue' #29427.
[13:14:46]	Andrew Cloverman has spawned 'models/props_combine/combineinnerwallcluster1024_003a.mdl'.
[13:14:48]	Andrew Cloverman has spawned 'models/props_combine/combine_tptrack.mdl'.
[13:14:53]	Andrew Cloverman has spawned 'models/props_combine/combineinnerwall001a.mdl'.
[13:14:55]	Andrew Cloverman has spawned 'models/props_combine/pipes01_cluster02b.mdl'.
[13:14:58]	Andrew Cloverman has spawned 'models/props_combine/pod_extractor.mdl'.
[13:15:00]	Andrew Cloverman has spawned 'models/props_combine/portalball.mdl'.
[13:15:02]	Andrew Cloverman has spawned 'models/props_combine/portalskydome.mdl'.
[13:15:05]	Andrew Cloverman has spawned 'models/props_combine/strut_array_01.mdl'.
[13:15:09]	Andrew Cloverman entered observer.
[13:15:13]	George Wach used the 'Shopkeeper Jim' vendor.
[13:15:16]	Andrew Cloverman exited observer at their location.
[13:15:18]	George Wach has lost 2 tokens.
[13:15:18]	George Wach has gained a 'Citizen Filter' #29428.
[13:15:28]	Andrew Cloverman has spawned 'models/props/cs_assault/handtruck.mdl'.
[13:15:43]	Andrew Cloverman has spawned 'models/props_junk/wood_pallet001a.mdl'.
[13:15:46]	Andrew Cloverman entered observer.
[13:15:47]	Andrew Cloverman exited observer at their location.
[13:16:09]	Andrew Cloverman has spawned 'models\props/CS_militia/sawhorse.mdl'.
[13:16:24]	Andrew Cloverman has spawned 'models\props/cs_militia/sawhorse.mdl'.
[13:16:39]	Andrew Cloverman entered observer.
[13:16:42]	Andrew Cloverman exited observer at their location.
[13:16:48]	Andrew Cloverman has spawned 'models\props/CS_militia/sawhorse.mdl'.
[13:16:55]	Andrew Cloverman entered observer.
[13:17:01]	Andrew Cloverman exited observer at their location.
[13:17:02]	Andrew Cloverman entered observer.
[13:17:02]	Andrew Cloverman exited observer at their location.
[13:17:04]	George Wach has gained a 'Scrap Glass' #29429.
[13:17:13]	George Wach ran 'drop' on item 'Scrap Glass' (#29429)
[13:17:13]	George Wach has lost a 'Scrap Glass' #29429.
[13:17:14]	Andrew Cloverman has spawned 'models\props/cs_militia/sawhorse.mdl'.
[13:17:20]	George Wach has gained a 'Pin' #29430.
[13:17:22]	Andrew Cloverman has spawned 'models\props/cs_militia/sawhorse.mdl'.
[13:17:23]	George Wach ran 'drop' on item 'Pin' (#29430)
[13:17:23]	George Wach has lost a 'Pin' #29430.
[13:17:26]	George Wach opened the '' #2551 container.
[13:17:29]	George Wach closed the '' #2551 container.
[13:17:37]	George Wach opened the '' #2736 container.
[13:17:39]	George Wach closed the '' #2736 container.
[13:17:40]	Andrew Cloverman has spawned 'models/props_lab/tpswitch.mdl'.
[13:17:41]	Andrew Cloverman entered observer.
[13:17:43]	Andrew Cloverman exited observer at their location.
[13:17:45]	Andrew Cloverman has spawned 'models/props_lab/tpswitch.mdl'.
[13:17:49]	George Wach opened the '' #2549 container.
[13:17:51]	George Wach closed the '' #2549 container.
[13:18:21]	Andrew Cloverman has spawned 'models/props_combine/combine_intwallunit.mdl'.
[13:18:49]	Andrew Cloverman entered observer.
[13:18:50]	Andrew Cloverman exited observer at their location.
[13:18:54]	Andrew Cloverman entered observer.
[13:18:57]	Andrew Cloverman exited observer at their location.
[13:19:36]	Andrew Cloverman has spawned 'models/props_combine/combine_citadel_animated.mdl'.
[13:19:38]	Andrew Cloverman has spawned 'models/props_combine/combine_teleport_2.mdl'.
[13:19:40]	Andrew Cloverman has spawned 'models/props_combine/combineinnerwall001a.mdl'.
[13:20:04]	George Wach has gained a 'Scrap Electronics' #29431.
[13:20:12]	George Wach ran 'drop' on item 'Scrap Electronics' (#29431)
[13:20:12]	George Wach has lost a 'Scrap Electronics' #29431.
[13:20:21]	George Wach has gained a 'Empty Tin Can' #29432.
[13:20:24]	George Wach ran 'drop' on item 'Empty Pill Bottle' (#27476)
[13:20:24]	George Wach has lost a 'Empty Pill Bottle' #27476.
[13:20:25]	George Wach ran 'drop' on item 'Empty Tin Can' (#29432)
[13:20:25]	George Wach has lost a 'Empty Tin Can' #29432.
[13:20:54]	George Wach ran 'View' on item 'Notepad' (#17310)
[13:22:16]	George Wach ran 'View' on item 'Paper' (#26871)
[13:22:42]	Denford F. MacMillian ran 'Equip' on item 'Respirator' (#27421)
[13:23:44]	[ME] George Wach: sit on the bench and wait for the time to pass.
[13:24:27]	Painevan loaded the character 'Jonathan Jackson'
[13:28:52]	[OOC] George Wach: uhh i'am stuck in the loading screen of the terminal of the messages
[13:29:38]	[OOC] George Wach: it loads to infinity for some reason
[13:30:26]	agentgollem (STEAM_0:0:236606906) has disconnected.
[13:31:19]	agentgollem has connected.
[13:32:03]	agentgollem loaded the character 'George Wach'
[13:35:22]	[ME] George Wach: wash his hands and whisper to hisself "if only i was relocated to that other city everyone is talking about"
[13:35:41]	George Wach ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#28254)
[13:41:39]	George Wach ran 'Equip' on item 'Cyclopic Citizen Suit' (#28254)
[13:42:28]	[OOC] Jonathan Jackson: Who is talking about my batteries in the fridge, it is proven by Bill Nye that it makes them last longer
[13:42:42]	[OOC] George Wach: i will note that
[13:43:21]	[OOC] Jonathan Jackson: He is a science guy after all
[13:43:46]	Jonathan Jackson opened the '' #2726 container.
[13:43:52]	Jonathan Jackson closed the '' #2726 container.
[13:43:59]	[OOC] Jonathan Jackson: when rATION
[13:44:01]	[OOC] Jonathan Jackson: I need
[13:45:27]	[LOOC] Jonathan Jackson: Do you not see the thing on my face?
[13:45:33]	[OOC] George Wach: nop
[13:45:45]	[LOOC] Jonathan Jackson: It's a pac thing
[13:45:50]	[LOOC] George Wach: ooh yea pac
[13:46:02]	[LOOC] Jonathan Jackson: But it is on there so maybe you don't have some content or something
[13:46:54]	[OOC] Jonathan Jackson: Do the flavored drinks fill the thirst meter more?
[13:47:02]	[OOC] Jonathan Jackson: More than the regular ones I mean
[13:48:35]	George Wach ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#28254)
[13:48:40]	George Wach ran 'Consume' on item 'Consulate Water' (#29106)
[13:49:00]	[ME] George Wach: drink a can of water while sitting on the couch
[13:51:47]	Jonathan Jackson has lost 5 tokens.
[13:51:50]	Jonathan Jackson ran 'take' on item 'Consulate Water' (#29433)
[13:51:50]	Jonathan Jackson has gained a 'Consulate Water' #29433.
[13:51:52]	Jonathan Jackson has lost 7 tokens.
[13:51:56]	Jonathan Jackson ran 'take' on item 'Flavored Consulate Water' (#29434)
[13:51:56]	Jonathan Jackson has gained a 'Flavored Consulate Water' #29434.
[13:52:01]	Jonathan Jackson ran 'drop' on item 'Consulate Water' (#29433)
[13:52:01]	Jonathan Jackson has lost a 'Consulate Water' #29433.
[13:52:03]	Jonathan Jackson ran 'Consume' on item 'Consulate Water' (#29433)
[13:52:06]	Jonathan Jackson ran 'drop' on item 'Flavored Consulate Water' (#29434)
[13:52:06]	Jonathan Jackson has lost a 'Flavored Consulate Water' #29434.
[13:52:09]	Jonathan Jackson ran 'Consume' on item 'Flavored Consulate Water' (#29434)
[13:52:17]	Jonathan Jackson ran 'Consume' on item 'Standard Grade Food Product (Potato Flavor)' (#28369)
[13:52:36]	[OOC] Jonathan Jackson: man the cz is so cool
[13:53:05]	Jonathan Jackson ran 'Equip' on item 'Green Citizen Suit' (#28351)
[13:53:08]	George Wach ran 'Equip' on item 'Cyclopic Citizen Suit' (#28254)
[13:54:01]	agentgollem (STEAM_0:0:236606906) has disconnected.
[13:56:32]	Andrew Cloverman entered observer.
[13:56:36]	Andrew Cloverman exited observer at their location.
[13:56:37]	Andrew Cloverman entered observer.
[13:56:37]	Andrew Cloverman exited observer at their location.
[13:56:38]	Andrew Cloverman entered observer.
[13:56:39]	Jonathan Jackson opened the '' #235 container.
[13:56:43]	Andrew Cloverman exited observer at their location.
[13:56:44]	Jonathan Jackson closed the '' #235 container.
[13:56:54]	[OOC] Jonathan Jackson: we need more construction zone rp
[13:57:13]	Andrew Cloverman has spawned 'models\props/CS_militia/refrigerator01.mdl'.
[13:57:14]	Andrew Cloverman has spawned 'models\props/CS_militia/paintbucket01.mdl'.
[13:58:26]	Andrew Cloverman entered observer.
[13:59:53]	Jonathan Jackson ran 'take' on item 'Electric Drill' (#29352)
[13:59:53]	Jonathan Jackson has gained a 'Electric Drill' #29352.
[14:00:52]	Andrew Cloverman exited observer at their location.
[14:00:52]	Andrew Cloverman entered observer.
[14:00:52]	Andrew Cloverman exited observer at their location.
[14:00:55]	Andrew Cloverman entered observer.
[14:00:56]	Andrew Cloverman exited observer at their location.
[14:01:00]	Andrew Cloverman entered observer.
[14:01:00]	Andrew Cloverman exited observer at their location.
[14:01:00]	Andrew Cloverman entered observer.
[14:01:01]	Andrew Cloverman exited observer at their location.
[14:01:01]	Andrew Cloverman entered observer.
[14:01:02]	Andrew Cloverman exited observer at their location.
[14:01:02]	Andrew Cloverman entered observer.
[14:01:02]	Andrew Cloverman exited observer at their location.
[14:01:09]	Jonathan Jackson has taken 10 damage from npc_poisonzombie.
[14:01:31]	Jonathan Jackson has gained 30 tokens.
[14:01:50]	Jonathan Jackson has taken 5 damage from npc_headcrab.
[14:02:00]	Jonathan Jackson has taken 5 damage from npc_headcrab.
[14:02:55]	Andrew Cloverman entered observer.
[14:03:58]	Denford F. MacMillian has gained a 'Adjustable Wrench' #29442.
[14:04:05]	Denford F. MacMillian ran 'drop' on item 'Adjustable Wrench' (#29442)
[14:04:05]	Denford F. MacMillian has lost a 'Adjustable Wrench' #29442.
