[00:46:29]	Bean has connected.
[10:50:03]	Emily Brown ran 'place' on item 'Cremator Poster' (#25119)
[10:51:31]	[ME] CCA.C17-UNION.i5.12391: takes her usp out from her holster
[10:51:41]	[ME] CCA.C17-UNION.i5.07722: unholsters his usp.
[10:53:05]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[10:54:18]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[10:55:44]	[OOC] Jackson Steere: dying from thirst is a unique experience
[10:56:07]	[OOC] Jackson Steere: and soon I will experience it
[10:56:50]	Jackson Steere used the 'Shopkeeper' vendor.
[10:57:16]	Jackson Steere has lost 5 tokens.
[10:57:20]	Jackson Steere ran 'Consume' on item 'Consulate Water' (#25206)
[10:57:32]	[OOC] CCA.C17-UNION.i5.12391: brb
[10:57:35]	[LOOC] Jackson Steere: voices no
[10:57:52]	Jackson Steere has lost 7 tokens.
[10:57:53]	CCA.C17-UNION.i5.07722 used command '/Radio Unit 07722, and Unit 12391 have finished 10-50. Returning to plaza. No viscon.'.
[10:57:56]	Jackson Steere ran 'take' on item 'Flavored Consulate Water' (#25207)
[10:57:56]	Jackson Steere has gained a 'Flavored Consulate Water' #25207.
[10:58:05]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[10:58:10]	[ME] Jackson Steere: he turns on his heal, eyeing the individual from head down
[10:58:53]	[OOC] CCA.C17-UNION.i5.12391: back
[10:59:07]	Jackson Steere ran 'drop' on item 'Flavored Consulate Water' (#25207)
[10:59:07]	Jackson Steere has lost a 'Flavored Consulate Water' #25207.
[10:59:09]	Jackson Steere ran 'take' on item 'Flavored Consulate Water' (#25207)
[10:59:09]	Jackson Steere has gained a 'Flavored Consulate Water' #25207.
[10:59:18]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[10:59:49]	Jackson Steere ran 'Consume' on item 'Flavored Consulate Water' (#25207)
[11:03:00]	[OOC] Jackson Steere: all fun n games until file explorer.exe has stopped working
[11:03:05]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[11:03:37]	[LOOC] CCA.C17-UNION.i5.07722: indeed*
[11:04:05]	Johnathan has connected.
[11:04:18]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[11:04:33]	CCA.C17-UNION.i5.07722 used command '/ViewObjectives'.
[11:06:21]	[LOOC] CCA.C17-UNION.i5.12391: wish I could be a razor
[11:06:32]	[LOOC] CCA.C17-UNION.i5.12391: cuz I can do funny slums patrol all day
[11:06:37]	[LOOC] CCA.C17-UNION.i5.07722: not even a thing
[11:06:42]	[LOOC] CCA.C17-UNION.i5.12391: I know
[11:06:46]	[LOOC] CCA.C17-UNION.i5.12391: thats why I said I wish
[11:08:05]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[11:08:29]	Johnathan Ironskys has gained a 'Green Citizen Suit' #25207.
[11:08:29]	Johnathan Ironskys has gained a 'Citizen Filter' #25208.
[11:08:29]	Johnathan created the character 'Johnathan Ironskys'
[11:08:29]	Johnathan Ironskys has gained a 'Suitcase' #25209.
[11:08:29]	Johnathan Ironskys has gained a 'Relocation Coupon' #25210.
[11:08:29]	Johnathan loaded the character 'Johnathan Ironskys'
[11:08:32]	[LOOC] CCA.C17-UNION.i5.07722: when ever you go afk you have to say like "Unit 12391 going 10-7."
[11:09:05]	[LOOC] CCA.C17-UNION.i5.12391: well sometimes I don't have the time to do that
[11:09:08]	[OOC] CCA.C17-UNION.i5.07722: where do be everyone?
[11:09:14]	[OOC] CCA.C17-UNION.i5.12391: find out ic :troll:
[11:09:15]	[OOC] Jackson Steere: vibin
[11:09:18]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[11:09:27]	[OOC] CCA.C17-UNION.i5.07722: they all afk lmao?
[11:09:29]	[OOC] Jackson Steere: y'all got a new customer to process
[11:09:40]	[OOC] CCA.C17-UNION.i5.07722: k
[11:09:51]	[OOC] CCA.C17-UNION.i5.07722: i was never trained for this
[11:10:08]	CCA.C17-UNION.i5.12391 used command '/rooc .// I might have to go in a few mins so can you do it?'.
[11:10:17]	[OOC] Jackson Steere: then let 91 do it or somethin ;w; 
[11:10:18]	CCA.C17-UNION.i5.07722 used command '/rooc sure'.
[11:10:35]	[OOC] CCA.C17-UNION.i5.12391: I got trained yesterday, it took 3 hours and this wasnt even explained
[11:10:49]	[OOC] CCA.C17-UNION.i5.12391: then I logged off cuz it was 11pm for me
[11:10:59]	[OOC] Jackson Steere: yikes what did Q even show you guys ;w; woa big rip
[11:11:05]	[ME] Johnathan Ironskys: gives him the coupon
[11:11:23]	[LOOC] CCA.C17-UNION.i5.07722: drop it
[11:11:26]	Johnathan Ironskys ran 'drop' on item 'Relocation Coupon' (#25210)
[11:11:26]	Johnathan Ironskys has lost a 'Relocation Coupon' #25210.
[11:11:29]	CCA.C17-UNION.i5.07722 ran 'take' on item 'Relocation Coupon' (#25210)
[11:11:29]	CCA.C17-UNION.i5.07722 has gained a 'Relocation Coupon' #25210.
[11:11:32]	[OOC] CCA.C17-UNION.i5.12391: he went into detail, also he was the only staff on too so he did that stuff as well
[11:11:33]	[ME] CCA.C17-UNION.i5.07722: takes the coupon.
[11:11:40]	[OOC] CCA.C17-UNION.i5.12391: like into a lot of detail
[11:11:57]	CCA.C17-UNION.i5.07722 ran 'take' on item 'Citizen ID' (#25211)
[11:11:57]	CCA.C17-UNION.i5.07722 has gained a 'Citizen ID' #25211.
[11:12:16]	[OOC] Jackson Steere: interesting... like suspicously too much into detail typa' detail lol?
[11:12:22]	[ME] CCA.C17-UNION.i5.07722: would give the coupon to the citizen.
[11:12:24]	CCA.C17-UNION.i5.07722 ran 'drop' on item 'Citizen ID' (#25211)
[11:12:24]	CCA.C17-UNION.i5.07722 has lost a 'Citizen ID' #25211.
[11:12:27]	[ME] Johnathan Ironskys: he takes the coupon
[11:12:28]	[OOC] CCA.C17-UNION.i5.12391: somethin like that
[11:12:30]	Johnathan Ironskys ran 'take' on item 'Citizen ID' (#25211)
[11:12:30]	Johnathan Ironskys has gained a 'Citizen ID' #25211.
[11:12:41]	[LOOC] CCA.C17-UNION.i5.07722: do /apply
[11:12:42]	CCA.C17-UNION.i5.12391 used command '/Radio Unit 12391 going 10-7'.
[11:12:47]	Johnathan Ironskys used command '/Apply'.
[11:12:48]	CCA.C17-UNION.i5.07722 used command '/Radio 10-4.'.
[11:12:52]	[OOC] CCA.C17-UNION.i5.12391: brb
[11:13:05]	CCA.C17-UNION.i5.07722 used command '/ViewData johnathan ironskys'.
[11:13:05]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[11:14:15]	[OOC] Robbert Garth: Teach'em dilly
[11:14:17]	[OOC] Johnathan Ironskys: text only or is voice allowed
[11:14:18]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[11:14:25]	[OOC] Jackson Steere: text only usually
[11:14:26]	CCA.C17-UNION.i5.07722 used command '/ViewData johnathan ironskys'.
[11:14:41]	[OOC] Jackson Steere: server leans more on the serious rp side good budyd
[11:14:46]	[OOC] Jackson Steere: buddy*
[11:16:24]	CCA.C17-UNION.i5.07722 opened the '' #2498 container.
[11:16:27]	CCA.C17-UNION.i5.07722 closed the '' #2498 container.
[11:16:28]	CCA.C17-UNION.i5.07722 opened the '' #2499 container.
[11:16:31]	CCA.C17-UNION.i5.07722 closed the '' #2499 container.
[11:16:34]	CCA.C17-UNION.i5.07722 opened the '' #203 container.
[11:16:43]	CCA.C17-UNION.i5.07722 closed the '' #203 container.
[11:16:55]	Johnathan Ironskys has lost 7 tokens.
[11:17:15]	Johnathan Ironskys has lost 7 tokens.
[11:17:28]	Johnathan Ironskys ran 'take' on item 'Flavored Consulate Water' (#25213)
[11:17:28]	Johnathan Ironskys has gained a 'Flavored Consulate Water' #25213.
[11:17:29]	Johnathan Ironskys ran 'Consume' on item 'Flavored Consulate Water' (#25212)
[11:18:15]	Johnathan (STEAM_0:0:419547290) has disconnected.
[11:18:25]	[OOC] Jackson Steere: my brother in christ what did we do wrong
[11:18:49]	[OOC] CCA.C17-UNION.i5.12391: most people come to hl2rp from semi-serious like impulse
[11:18:50]	CCA.C17-UNION.i5.07722 used command '/ViewData jackson steere'.
[11:19:04]	[OOC] Jackson Steere: correction.... most people *now* 
[11:19:10]	[OOC] Jackson Steere: not what it used to be
[11:19:12]	[OOC] Jackson Steere: ;-;
[11:19:18]	[OOC] CCA.C17-UNION.i5.12391: sadly
[11:19:18]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[11:19:29]	[OOC] CCA.C17-UNION.i5.12391: I'm gona bounce I'l be back later
[11:19:34]	Gridlock (STEAM_0:0:137765918) has disconnected.
[11:19:36]	[OOC] Jackson Steere: 10-4 good-
[11:19:39]	[OOC] Jackson Steere: buddy...
[11:19:46]	[OOC] CCA.C17-UNION.i5.07722: e
[11:20:03]	CCA.C17-UNION.i5.07722 used command '/Radio Unit 07722 going on 10-50. Standard route. Reporting viscon.'.
[11:22:12]	[OOC] CCA.C17-UNION.i5.07722: afk
[11:22:20]	CCA.C17-UNION.i5.07722 used command '/Radio Unit 07722 going 10-7.'.
[11:25:28]	Bean has connected.
[11:26:06]	Bean loaded the character 'Alex Palovichov'
[11:26:18]	Alex Palovichov ran 'drop' on item 'CWU Leadership Suit' (#24484)
[11:26:18]	Alex Palovichov has lost a 'CWU Leadership Suit' #24484.
[11:26:19]	Alex Palovichov ran 'take' on item 'CWU Leadership Suit' (#24484)
[11:26:19]	Alex Palovichov has gained a 'CWU Leadership Suit' #24484.
[11:26:21]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[11:28:22]	[OOC] Alex Palovichov: I'll join back later, got a bit of stuff to do
[11:28:25]	Bean (STEAM_0:1:591779303) has disconnected.
[11:30:15]	[OOC] Jackson Steere: do be like that 
[11:32:03]	Dilly_ loaded the character 'Crimson'
[11:34:49]	[OOC] Crimson: 10-4 good buddy
[11:34:55]	twitch_subbot has connected.
[11:35:13]	[OOC] Crimson: most peeps are afk from the looks so you're free to go whenever
[11:36:02]	twitch_subbot loaded the character 'Matthew Freeman'
[11:36:19]	Matthew Freeman used command '/Discord'.
[11:37:20]	Matthew Freeman used command '/Content'.
[11:37:33]	[OOC] Robbert Garth: yeah im kinda afk atm
[11:37:50]	[OOC] Matthew Freeman: hello 
[11:39:35]	Bean has connected.
[11:39:57]	Bean loaded the character 'Alex Palovichov'
[11:40:37]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[11:40:38]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[11:41:58]	[OOC] CCA.C17-UNION.i5.07722: back
[11:42:06]	CCA.C17-UNION.i5.07722 used command '/Radio Unit 07722 10-8.'.
[11:42:07]	[OOC] Matthew Freeman: welcome back, server will restart i think
[11:42:42]	[LOOC] Matthew Freeman: sorry i am lagging
[11:42:47]	[LOOC] Matthew Freeman: the content was mounting
[11:42:56]	[LOOC] Matthew Freeman: the content was mounting so i apologize
[11:43:03]	[LOOC] Matthew Freeman: everything is an error
[11:43:04]	Matthew Freeman used command '/CharFallOver'.
[11:52:31]	Global Defence Initiative has connected.
[11:53:13]	Dilly_ has connected.
[11:55:01]	Global Defence Initiative loaded the character 'Robbert Garth'
[11:55:09]	[OOC] Robbert Garth: Livin
[11:55:26]	Robbert Garth opened the '' #2456 container.
[11:55:27]	Robbert Garth closed the '' #2456 container.
[11:57:18]	Dilly_ loaded the character 'Jackson Steere'
[11:57:31]	[OOC] Jackson Steere: whatcha know about goin down n the deep
[11:59:17]	Jackson Steere used command '/Content'.
[12:00:58]	twitch_subbot has connected.
[12:01:06]	[OOC] Robbert Garth: e
[12:01:20]	[OOC] Jackson Steere: done?
[12:02:20]	twitch_subbot loaded the character 'Matthew Freeman'
[12:02:30]	[OOC] Matthew Freeman: yipeee!!!!
[12:02:45]	[OOC] Jackson Steere: e
[12:03:17]	Bean has connected.
[12:03:58]	twitch_subbot (STEAM_0:0:585787645) has disconnected (timed out).
[12:06:28]	twitch_subbot has connected.
[12:06:54]	twitch_subbot loaded the character 'Matthew Freeman'
[12:06:54]	Matthew Freeman has taken 1 damage from worldspawn.
[12:06:55]	Matthew Freeman has taken 1 damage from worldspawn.
[12:06:56]	Matthew Freeman has taken 1 damage from worldspawn.
[12:06:57]	Matthew Freeman has taken 1 damage from worldspawn.
[12:06:57]	Matthew Freeman has taken 1 damage from worldspawn.
[12:06:58]	Matthew Freeman has taken 1 damage from worldspawn.
[12:06:59]	Matthew Freeman has taken 1 damage from worldspawn.
[12:07:00]	Matthew Freeman has taken 1 damage from worldspawn.
[12:07:00]	Matthew Freeman has taken 1 damage from worldspawn.
[12:07:01]	Matthew Freeman has taken 1 damage from worldspawn.
[12:07:02]	Matthew Freeman has taken 1 damage from worldspawn.
[12:07:03]	Matthew Freeman has taken 1 damage from worldspawn.
[12:07:03]	Matthew Freeman has taken 1 damage from worldspawn.
[12:07:04]	Matthew Freeman ran 'equip' on item 'Citizen Filter' (#23508)
[12:07:22]	Bean loaded the character 'Alex Palovichov'
[12:07:29]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[12:07:29]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[12:08:53]	[OOC] Jackson Steere: bein afk for a sec... doin moosic stuffs
[12:09:06]	[OOC] Jackson Steere: meanwhile zomberts be floodin
[12:09:07]	[OOC] Matthew Freeman: oh alright
[12:09:24]	[OOC] Matthew Freeman: zombers being zombers
[12:09:24]	Matthew Freeman has taken 5 damage from npc_headcrab.
[12:09:27]	Matthew Freeman has taken 5 damage from npc_headcrab.
[12:09:46]	Alex Palovichov ran 'Equip' on item 'Crowbar' (#24740)
[12:10:18]	Matthew Freeman ran 'take' on item 'Pack of Nails' (#25028)
[12:10:18]	Matthew Freeman has gained a 'Pack of Nails' #25028.
[12:10:22]	Alex Palovichov ran 'take' on item 'Blue Pre-War Shirt' (#25214)
[12:10:22]	Alex Palovichov has gained a 'Blue Pre-War Shirt' #25214.
[12:10:37]	Matthew Freeman ran 'take' on item 'Scrap Metal' (#25107)
[12:10:37]	Matthew Freeman has gained a 'Scrap Metal' #25107.
[12:10:40]	Alex Palovichov ran 'take' on item 'Powercord' (#25215)
[12:10:40]	Alex Palovichov has gained a 'Powercord' #25215.
[12:10:51]	Matthew Freeman used command '/CharFallOver'.
[12:10:55]	Matthew Freeman used command '/CharGetUp'.
[12:10:56]	Matthew Freeman used command '/CharGetUp'.
[12:11:01]	[LOOC] Matthew Freeman: nooo!!
[12:11:03]	Matthew Freeman used command '/CharGetUp'.
[12:11:04]	Matthew Freeman used command '/CharGetUp'.
[12:11:13]	[Y] Alex Palovichov: Get outta here!
[12:11:29]	Alex Palovichov ran 'take' on item 'Powercord' (#25216)
[12:11:29]	Alex Palovichov has gained a 'Powercord' #25216.
[12:11:40]	Matthew Freeman ran 'take' on item 'Fingerless Gloves' (#25074)
[12:11:40]	Matthew Freeman has gained a 'Fingerless Gloves' #25074.
[12:11:43]	Alex Palovichov ran 'take' on item 'Cloth Scrap' (#25217)
[12:11:43]	Alex Palovichov has gained a 'Cloth Scrap' #25217.
[12:11:50]	Alex Palovichov ran 'take' on item 'AA Battery' (#25218)
[12:11:50]	Alex Palovichov has gained a 'AA Battery' #25218.
[12:11:52]	Matthew Freeman ran 'drop' on item 'Fingerless Gloves' (#25074)
[12:11:52]	Matthew Freeman has lost a 'Fingerless Gloves' #25074.
[12:12:07]	Alex Palovichov has taken 10 damage from npc_zombie.
[12:12:31]	Alex Palovichov ran 'take' on item 'Pack of Screws' (#25222)
[12:12:31]	Alex Palovichov has gained a 'Pack of Screws' #25222.
[12:12:39]	Alex Palovichov ran 'take' on item 'Powercord' (#25223)
[12:12:39]	Alex Palovichov has gained a 'Powercord' #25223.
[12:13:30]	matt saton has connected.
[12:13:38]	[ME] Matthew Freeman: Would shake their head no and would afterwards say "No weapon."
[12:14:02]	Matthew Freeman ran 'take' on item 'Padlock' (#25111)
[12:14:02]	Matthew Freeman has gained a 'Padlock' #25111.
[12:14:42]	Alex Palovichov has taken 10 damage from npc_poisonzombie.
[12:14:44]	Alex Palovichov ran 'take' on item 'Padlock' (#25224)
[12:14:44]	Alex Palovichov has gained a 'Padlock' #25224.
[12:14:57]	matt saton loaded the character 'Ryan Maley'
[12:14:59]	Ryan Maley entered observer.
[12:15:14]	Ryan Maley exited observer at their location.
[12:15:15]	Alex Palovichov ran 'take' on item 'Pliers' (#25225)
[12:15:15]	Alex Palovichov has gained a 'Pliers' #25225.
[12:15:15]	Ryan Maley entered observer.
[12:15:28]	Ryan Maley has spawned a 'Entity [1703][ix_testent7]'.
[12:15:37]	Ryan Maley has spawned a 'Entity [1010][ix_testent7]'.
[12:15:39]	Ryan Maley has spawned a 'Entity [1009][ix_testent7]'.
[12:15:40]	Alex Palovichov opened the '' #240 container.
[12:15:42]	Alex Palovichov closed the '' #240 container.
[12:15:53]	Ryan Maley has spawned a 'Entity [926][ix_testent7]'.
[12:15:54]	[OOC] Alex Palovichov: Heya Q
[12:15:57]	[OOC] Ryan Maley: no
[12:16:01]	[OOC] Ryan Maley: look in general chat
[12:16:01]	[OOC] Alex Palovichov: Okay...then
[12:16:03]	Ryan Maley has spawned a 'Entity [1716][ix_testent7]'.
[12:16:04]	[OOC] Matthew Freeman: hello ryan, hello ryan.
[12:16:05]	Ryan Maley has spawned a 'Entity [1728][ix_testent8]'.
[12:16:05]	Ryan Maley has spawned a 'Entity [1743][ix_testent7]'.
[12:16:10]	Ryan Maley has spawned a 'Entity [1728][ix_testent7]'.
[12:16:15]	[OOC] Alex Palovichov: Well...
[12:16:19]	[OOC] Ryan Maley: alright udmpster ents palced bye
[12:16:19]	[OOC] Alex Palovichov: Uhm
[12:16:24]	[OOC] Alex Palovichov: Bye...then
[12:16:34]	[OOC] Matthew Freeman: WAIT
[12:16:44]	Alex Palovichov opened the '' #240 container.
[12:16:45]	Alex Palovichov closed the '' #240 container.
[12:16:50]	[OOC] Matthew Freeman: before you leave, how do you craft stuff? like the crafting menu only has refining and only breaking down crap
[12:17:17]	[OOC] Alex Palovichov: I could teach you...If you paypal me 20$
[12:17:30]	Alex Palovichov has gained a 'Scrap Glass' #25226.
[12:17:42]	[OOC] Alex Palovichov: LETS GOOOO FIRST ITEM IS SCRAP GLASS
[12:17:50]	Matthew Freeman opened the '' #242 container.
[12:17:50]	[OOC] Alex Palovichov: I'm so LUCKY
[12:17:53]	Matthew Freeman closed the '' #242 container.
[12:17:55]	[OOC] Alex Palovichov: I could...
[12:17:59]	[OOC] Alex Palovichov: Eat it I guess
[12:18:06]	Alex Palovichov opened the '' #2385 container.
[12:18:15]	Alex Palovichov closed the '' #2385 container.
[12:18:17]	[OOC] Matthew Freeman: no balls
[12:18:20]	Alex Palovichov opened the '' #2415 container.
[12:18:21]	Alex Palovichov closed the '' #2415 container.
[12:18:26]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[12:18:31]	Alex Palovichov opened the '' #2384 container.
[12:18:34]	Alex Palovichov closed the '' #2384 container.
[12:18:35]	Alex Palovichov opened the '' #2383 container.
[12:18:38]	Alex Palovichov ran 'View' on item 'Notepad' (#25014)
[12:19:13]	Matthew Freeman ran 'drop' on item 'Pack of Nails' (#25028)
[12:19:13]	Matthew Freeman has lost a 'Pack of Nails' #25028.
[12:19:34]	Matthew Freeman ran 'take' on item '4.6x30 Rounds' (#2026)
[12:19:34]	Matthew Freeman has gained a '4.6x30 Rounds' #2026.
[12:19:37]	Alex Palovichov closed the '' #2383 container.
[12:20:15]	Alex Palovichov opened the '' #2383 container.
[12:20:21]	Alex Palovichov ran 'View' on item 'Notepad' (#25186)
[12:20:23]	Alex Palovichov closed the '' #2383 container.
[12:20:41]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[12:20:50]	Alex Palovichov opened the '' #2395 container.
[12:20:54]	Alex Palovichov closed the '' #2395 container.
[12:21:04]	Matthew Freeman has taken 5 damage from npc_fastzombie.
[12:21:08]	Alex Palovichov ran 'View' on item 'Paper' (#24871)
[12:21:12]	Alex Palovichov opened the '' #2396 container.
[12:21:17]	Alex Palovichov closed the '' #2396 container.
[12:21:17]	Alex Palovichov opened the '' #2395 container.
[12:21:17]	Alex Palovichov closed the '' #2395 container.
[12:21:41]	Matthew Freeman has taken 15 damage from Antlion Spitter.
[12:21:41]	Matthew Freeman has taken 5 damage from obj_antlion_spit.
[12:22:53]	Matthew Freeman has taken 17 damage from Antlion Spitter.
[12:22:55]	Matthew Freeman has taken 13 damage from Antlion Spitter.
[12:23:02]	Matthew Freeman has taken 15 damage from Antlion Spitter.
[12:23:04]	Matthew Freeman has taken 15 damage from Antlion Spitter.
[12:23:04]	Antlion Spitter has killed Matthew Freeman.
[12:23:18]	Alex Palovichov ran 'take' on item 'Blue Pre-War Shirt' (#25227)
[12:23:18]	Alex Palovichov has gained a 'Blue Pre-War Shirt' #25227.
[12:23:37]	Alex Palovichov ran 'take' on item 'Pack of Nails' (#25228)
[12:23:37]	Alex Palovichov has gained a 'Pack of Nails' #25228.
[12:24:03]	Alex Palovichov has gained 10 tokens.
[12:24:08]	Matthew Freeman used command '/CharFallOver'.
[12:24:10]	Matthew Freeman used command '/CharGetUp'.
[12:24:13]	Matthew Freeman used command '/CharGetUp'.
[12:24:13]	Matthew Freeman used command '/CharGetUp'.
[12:24:29]	Matthew Freeman used command '/CharFallOver'.
[12:24:31]	Matthew Freeman used command '/CharGetUp'.
[12:24:39]	Matthew Freeman used command '/CharGetUp'.
[12:24:51]	Matthew Freeman used command '/CharFallOver'.
[12:24:53]	Matthew Freeman used command '/CharGetUp'.
