[02:39:56]	guswagner937 has connected.
[22:43:34]	Jimmy 'Watcher 3' John used command '/CharDesc A dirty six-foot-three tank of a man. He has short, messy, brown hair. He has a calm demeanor, yet his voice booms with malicious intent.'.
[22:45:14]	[ME] Jimmy 'Watcher 3' John: would take a deep breath... "Alright, Jim... Loot and come back, nothin' else.
[22:45:15]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[22:46:25]	[OOC] Jimmy 'Watcher 3' John: single handedly the most creepy thing ive ever seen
[22:46:30]	OTA.C14-ECHO.OWC.22527 has spawned a 'NPC [2710][npc_zombie]'.
[22:46:34]	OTA.C14-ECHO.OWC.22527 has spawned a 'NPC [2714][npc_zombie]'.
[22:48:18]	OTA.C14-ECHO.OWC.22527 has spawned a 'NPC [2710][npc_combine_s]'.
[22:48:20]	OTA.C14-ECHO.OWC.22527 has spawned a 'NPC [2714][npc_zombie]'.
[22:48:49]	[W] Jimmy 'Watcher 3' John: Shit...
[22:49:53]	[OOC] CCA.C14-GRID.i4.36307: ALRIGHT
[22:49:56]	[OOC] CCA.C14-GRID.i4.36307: im off for the night
[22:49:58]	OTA.C14-ECHO.OWC.22527 has spawned a 'NPC [2710][npc_zombie]'.
[22:49:58]	[OOC] CCA.C14-GRID.i4.36307: cya guys
[22:50:02]	[OOC] OTA.C14-ECHO.OWC.22527: k bye
[22:50:11]	[OOC] Jimmy 'Watcher 3' John: only you and me now. an ultimate showdown.
[22:50:15]	CCA.C14-GRID.i4.36307 has gained 10 tokens.
[22:50:29]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected.
[22:51:51]	OTA.C14-ECHO.OWC.22527 exited observer at their location.
[22:51:53]	OTA.C14-ECHO.OWC.22527 entered observer.
[22:51:58]	[IT] Jimmy 'Watcher 3' John: A body wall fall from the third floor.
[22:52:03]	[LOOC] Jimmy 'Watcher 3' John: would*
[22:52:15]	[LOOC] Jimmy 'Watcher 3' John: the charred one
[22:52:41]	[CGN] Painevan loaded the character 'Karl Von Habsburg'
[22:52:42]	Karl Von Habsburg entered observer.
[22:52:50]	Karl Von Habsburg has spawned 'models/Humans/Charple01.mdl'.
[22:54:52]	Karl Von Habsburg exited observer at their location.
[22:54:52]	[LOOC] Jimmy 'Watcher 3' John: tahts what im doing
[22:54:56]	Karl Von Habsburg entered observer.
[22:55:19]	[ME] Jimmy 'Watcher 3' John: would crouch down, opening the box... What does it hold?
[22:55:20]	Jimmy 'Watcher 3' John rolled 49 out of 100.
[22:55:20]	Jimmy 'Watcher 3' John used command '/Roll'.
[22:55:27]	Karl Von Habsburg used command '/adminspawnmenu'.
[22:55:36]	Karl Von Habsburg has spawned "Bullet Casings"
[22:55:45]	Jimmy 'Watcher 3' John ran 'take' on item 'Bullet Casings' (#26034)
[22:55:45]	Jimmy 'Watcher 3' John has gained a 'Bullet Casings' #26034.
[22:56:15]	[IT] Karl Von Habsburg: If only you had a crowbar to open these crates.
[22:56:32]	[ME] Jimmy 'Watcher 3' John: would state the obvious now, "Well, if only I had a crowbar."
[22:57:15]	[ME] Jimmy 'Watcher 3' John: would search for any type of opening on the tank, do I find one?
[22:57:41]	[IT] Karl Von Habsburg: The seal has been long since rusted shut.
[22:58:29]	Karl Von Habsburg has spawned a 'Entity [1396][npc_attacking_slumped_zambo]'.
[22:58:40]	Karl Von Habsburg has spawned a 'Entity [2712][npc_attacking_slumped_zambo]'.
[22:58:46]	Karl Von Habsburg has spawned a 'Entity [2710][npc_attacking_slumped_zambo]'.
[22:58:54]	[LOOC] Jimmy 'Watcher 3' John: scared the fuck out of me
[22:59:12]	Karl Von Habsburg has spawned a 'NPC [2714][npc_fastzombie]'.
[22:59:37]	Jimmy 'Watcher 3' John has taken 5 damage from npc_fastzombie.
[22:59:38]	Jimmy 'Watcher 3' John has taken 3 damage from npc_fastzombie.
[22:59:44]	[Y] Jimmy 'Watcher 3' John: FUCK!
[23:00:26]	[ME] Jimmy 'Watcher 3' John: would swing the dumpster top open rather quickly, looking for anything of use.
[23:00:26]	Jimmy 'Watcher 3' John rolled 9 out of 100.
[23:00:26]	Jimmy 'Watcher 3' John used command '/Roll'.
[23:00:36]	[IT] Karl Von Habsburg: It has long since emptied
[23:01:23]	[ME] Jimmy 'Watcher 3' John: would pick up the contraption of a gun and spray the goo all over himself, effectively removing whatever infection was on me
[23:01:37]	Karl Von Habsburg has spawned a 'NPC [2714][npc_zombie]'.
[23:01:57]	Karl Von Habsburg has spawned a 'NPC [2714][npc_combine_s]'.
[23:01:59]	Karl Von Habsburg has spawned a 'NPC [3206][npc_zombie]'.
[23:02:01]	Karl Von Habsburg has spawned a 'NPC [3223][npc_zombie]'.
[23:02:02]	Karl Von Habsburg has spawned a 'NPC [3227][npc_zombie]'.
[23:02:03]	Karl Von Habsburg has spawned a 'NPC [3244][npc_zombie]'.
[23:02:04]	Karl Von Habsburg has spawned a 'NPC [3250][npc_zombie]'.
[23:03:02]	Karl Von Habsburg has spawned a 'NPC [2714][npc_zombie]'.
[23:03:33]	Jimmy 'Watcher 3' John has taken 10 damage from prop_physics.
[23:04:28]	Jimmy 'Watcher 3' John has taken 10 damage from npc_zombie.
[23:05:12]	Karl Von Habsburg has spawned a 'NPC [3206][npc_zombie]'.
[23:06:03]	[IT] Karl Von Habsburg: You could probally empty the bullets in the turrets.
[23:07:02]	[ME] Jimmy 'Watcher 3' John: would look around the turret, seeing if there were any other bullets left
[23:07:16]	[IT] Karl Von Habsburg: The turret is locked down, you can't access anything.
[23:07:34]	[ME] Jimmy 'Watcher 3' John: would jump to the other turret, looking for ammo instead on this guy.
[23:07:46]	Jimmy 'Watcher 3' John rolled 93 out of 100.
[23:07:46]	Jimmy 'Watcher 3' John used command '/Roll'.
[23:07:51]	[LOOC] Jimmy 'Watcher 3' John: LOl
[23:07:56]	Karl Von Habsburg used command '/adminspawnmenu'.
[23:08:11]	Karl Von Habsburg has spawned ".357 Rounds"
[23:08:14]	Karl Von Habsburg has spawned "12 Gauge Shells"
[23:08:25]	Jimmy 'Watcher 3' John ran 'take' on item '12 Gauge Shells' (#26036)
[23:08:26]	[IT] Karl Von Habsburg: Various ammo types are stored in it
[23:08:33]	Karl Von Habsburg has spawned a 'NPC [3257][npc_zombie]'.
[23:08:44]	Jimmy 'Watcher 3' John ran 'drop' on item 'Scrap Electronics' (#6455)
[23:08:44]	Jimmy 'Watcher 3' John has lost a 'Scrap Electronics' #6455.
[23:08:46]	Jimmy 'Watcher 3' John ran 'take' on item '12 Gauge Shells' (#26036)
[23:08:46]	Jimmy 'Watcher 3' John has gained a '12 Gauge Shells' #26036.
[23:08:54]	Jimmy 'Watcher 3' John ran 'use' on item 'Pulse Ammunition' (#26024)
[23:08:59]	Jimmy 'Watcher 3' John ran 'take' on item '.357 Rounds' (#26035)
[23:08:59]	Jimmy 'Watcher 3' John has gained a '.357 Rounds' #26035.
[23:09:53]	Jimmy 'Watcher 3' John has taken 5 damage from npc_turret_floor.
[23:10:18]	[ME] Jimmy 'Watcher 3' John: would get down, swinging the top of the box open
[23:10:19]	Jimmy 'Watcher 3' John rolled 94 out of 100.
[23:10:19]	Jimmy 'Watcher 3' John used command '/Roll'.
[23:10:22]	[OOC] Karl Von Habsburg: you have 5 mins left before I have to get off
[23:10:26]	Karl Von Habsburg used command '/adminspawnmenu'.
[23:10:35]	[OOC] Jimmy 'Watcher 3' John: did you see my roll and my /me
[23:10:49]	Karl Von Habsburg has spawned "Combat Knife"
[23:11:03]	[IT] Karl Von Habsburg: You find a combat knife ready to use.
[23:11:16]	Jimmy 'Watcher 3' John ran 'drop' on item 'Bullet Casings' (#26034)
[23:11:16]	Jimmy 'Watcher 3' John has lost a 'Bullet Casings' #26034.
[23:11:18]	Jimmy 'Watcher 3' John ran 'take' on item 'Combat Knife' (#26037)
[23:11:18]	Jimmy 'Watcher 3' John has gained a 'Combat Knife' #26037.
[23:11:25]	Jimmy 'Watcher 3' John ran 'drop' on item 'Combat Knife' (#26037)
[23:11:25]	Jimmy 'Watcher 3' John has lost a 'Combat Knife' #26037.
[23:11:27]	Jimmy 'Watcher 3' John ran 'take' on item 'Combat Knife' (#26037)
[23:11:27]	Jimmy 'Watcher 3' John has gained a 'Combat Knife' #26037.
[23:11:29]	Jimmy 'Watcher 3' John ran 'Equip' on item 'Combat Knife' (#26037)
[23:11:58]	Jimmy 'Watcher 3' John ran 'take' on item 'Combine Hazmat Worker Outfit' (#25765)
[23:12:30]	[LOOC] Jimmy 'Watcher 3' John: no i have no inventory space lol
[23:12:34]	[OOC] Karl Von Habsburg: rip
[23:12:53]	Jimmy 'Watcher 3' John ran 'drop' on item 'Gunpowder' (#26025)
[23:12:53]	Jimmy 'Watcher 3' John has lost a 'Gunpowder' #26025.
[23:12:55]	Jimmy 'Watcher 3' John ran 'take' on item 'Combine Hazmat Worker Outfit' (#25765)
[23:12:55]	Jimmy 'Watcher 3' John has gained a 'Combine Hazmat Worker Outfit' #25765.
[23:13:30]	Karl Von Habsburg has spawned a 'NPC [3260][npc_combine_s]'.
[23:13:33]	Karl Von Habsburg has spawned a 'NPC [3262][npc_combine_s]'.
[23:13:56]	Jimmy 'Watcher 3' John ran 'drop' on item 'MP7U' (#6361)
[23:13:56]	Jimmy 'Watcher 3' John has lost a 'MP7U' #6361.
[23:14:14]	Karl Von Habsburg ran 'take' on item 'MP7U' (#6361)
[23:14:14]	Karl Von Habsburg has gained a 'MP7U' #6361.
[23:14:16]	Karl Von Habsburg entered observer.
[23:14:22]	Jimmy 'Watcher 3' John has taken 3 damage from npc_combine_s.
[23:14:41]	Karl Von Habsburg has spawned a 'NPC [1590][npc_combine_s]'.
[23:14:43]	Karl Von Habsburg has spawned a 'NPC [3262][npc_combine_s]'.
[23:14:58]	Karl Von Habsburg has spawned a 'NPC [3267][npc_combine_s]'.
[23:15:06]	Jimmy 'Watcher 3' John has taken 27 damage from npc_combine_s.
[23:15:09]	Jimmy 'Watcher 3' John has taken 3 damage from npc_combine_s.
[23:15:11]	Jimmy 'Watcher 3' John has taken 21 damage from npc_combine_s.
[23:15:11]	Jimmy 'Watcher 3' John has taken 6 damage from npc_combine_s.
[23:15:12]	Jimmy 'Watcher 3' John has taken 9 damage from npc_combine_s.
[23:15:51]	Jimmy 'Watcher 3' John has taken 3 damage from npc_combine_s.
[23:15:57]	Karl Von Habsburg has spawned a 'NPC [3260][npc_combine_s]'.
[23:16:48]	[OOC] Jimmy 'Watcher 3' John: and my mp7 disappeared ._.
[23:16:52]	Karl Von Habsburg ran 'drop' on item 'MP7U' (#6361)
[23:16:52]	Karl Von Habsburg has lost a 'MP7U' #6361.
[23:16:54]	Jimmy 'Watcher 3' John ran 'take' on item 'MP7U' (#6361)
[23:16:54]	Jimmy 'Watcher 3' John has gained a 'MP7U' #6361.
[23:16:56]	Karl Von Habsburg entered observer.
[23:16:58]	[LOOC] Jimmy 'Watcher 3' John: oh 
[23:17:04]	[LOOC] Jimmy 'Watcher 3' John: all the way back in city o'eight
[23:17:10]	[LOOC] Jimmy 'Watcher 3' John: yeah lol
[23:17:27]	[ME] Karl Von Habsburg: Shows ID, Name:TK-66068-394, Rank: Private, Regiment: Stormtrooper
[23:17:32]	[OOC] Karl Von Habsburg: Alright gtg
[23:17:36]	[OOC] Jimmy 'Watcher 3' John: ok goodnight
[23:17:53]	[OOC] Karl Von Habsburg: I hope to see you again tmr if you can, the other Watcher is supposed to get on,
[23:18:00]	[OOC] Karl Von Habsburg: Also QZ door is locked
[23:18:02]	[OOC] Jimmy 'Watcher 3' John: i'll make sure to hop on
[23:18:05]	[OOC] Jimmy 'Watcher 3' John: ok
[23:18:21]	Jimmy 'Watcher 3' John ran 'use' on item '.357 Rounds' (#26035)
[23:18:25]	Jimmy 'Watcher 3' John ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#25765)
[23:18:29]	Jimmy 'Watcher 3' John ran 'EquipUn' on item 'Combine Hazmat Worker Outfit' (#25765)
[23:18:31]	Jimmy 'Watcher 3' John ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#25765)
[23:18:36]	Jimmy 'Watcher 3' John ran 'EquipUn' on item 'Combine Hazmat Worker Outfit' (#25765)
[23:18:45]	Karl Von Habsburg has spawned a 'NPC [3305][npc_zombie]'.
[23:18:53]	[CGN] Painevan (STEAM_0:0:68118061) has disconnected.
[23:19:57]	Jimmy 'Watcher 3' John has spawned 'models/props_borealis/bluebarrel001.mdl'.
[23:21:38]	Jimmy 'Watcher 3' John has taken 10 damage from prop_physics.
[23:21:51]	Jimmy 'Watcher 3' John has taken 5 damage from prop_physics.
[23:22:47]	[ME] Jimmy 'Watcher 3' John: would set the door back up, this time, with sheet metal blocking the bottom and top of the door
[23:23:08]	Jimmy 'Watcher 3' John has spawned 'models/props_debris/metal_panel01a.mdl'.
[23:23:10]	Jimmy 'Watcher 3' John has taken 100 damage from Jimmy 'Watcher 3' John.
[23:23:10]	Jimmy 'Watcher 3' John has taken 10 damage from Jimmy 'Watcher 3' John.
[23:24:40]	Jimmy 'Watcher 3' John opened the '' #1924 container.
[23:24:43]	Jimmy 'Watcher 3' John closed the '' #1924 container.
[23:25:00]	[ME] Jimmy 'Watcher 3' John: would take a large piece of scrap metal, setting it up so no thieves would take his stuff
[23:25:13]	Jimmy 'Watcher 3' John has spawned 'models/props_debris/metal_panel02a.mdl'.
[23:25:25]	Jimmy 'Watcher 3' John has spawned 'models/props_debris/metal_panel02a.mdl'.
[23:25:34]	Jimmy 'Watcher 3' John has spawned 'models/props_debris/metal_panel02a.mdl'.
[23:25:37]	Jimmy 'Watcher 3' John has spawned 'models/props_debris/metal_panel02a.mdl'.
[23:25:37]	Jimmy 'Watcher 3' John has taken 10 damage from prop_physics.
[23:25:56]	[ME] Jimmy 'Watcher 3' John: would take his last piece, blocking off the entrance.
[23:25:57]	Jimmy 'Watcher 3' John has spawned 'models/props_debris/metal_panel02a.mdl'.
[23:26:17]	Jimmy 'Watcher 3' John has spawned 'models/props_debris/metal_panel02a.mdl'.
[23:27:09]	XYZ509 (STEAM_0:1:116497963) has disconnected.
