[00:02:50]	Bean has connected.
[06:46:01]	CCA.C17-HELIX.i3.39867 has lost a 'Zip Tie' #27026.
[06:46:02]	CCA.C17-HELIX.i3.39867 destroyed a 'Zip Tie' #27026.
[06:46:03]	CCA.C17-HELIX.i3.39867 destroyed a 'Zip Tie' #19366.
[06:46:04]	CCA.C17-HELIX.i3.39867 destroyed a 'Stimshot' #26985.
[06:46:06]	CCA.C17-HELIX.i3.39867 ran 'take' on item 'Pipe' (#26908)
[06:46:06]	CCA.C17-HELIX.i3.39867 has gained a 'Pipe' #26908.
[06:46:08]	CCA.C17-HELIX.i3.39867 destroyed a 'Resin' #27410.
[06:46:10]	CCA.C17-HELIX.i3.39867 ran 'take' on item 'Suitcase' (#26637)
[06:46:14]	CCA.C17-HELIX.i3.39867 ran 'drop' on item 'Zip Tie' (#19362)
[06:46:14]	CCA.C17-HELIX.i3.39867 has lost a 'Zip Tie' #19362.
[06:46:15]	CCA.C17-HELIX.i3.39867 ran 'drop' on item 'Zip Tie' (#19365)
[06:46:15]	CCA.C17-HELIX.i3.39867 has lost a 'Zip Tie' #19365.
[06:46:15]	[LOOC] Denford F. MacMillian: I'm sorry in advanced.
[06:46:15]	CCA.C17-HELIX.i3.39867 ran 'drop' on item 'Zip Tie' (#27010)
[06:46:15]	CCA.C17-HELIX.i3.39867 has lost a 'Zip Tie' #27010.
[06:46:20]	CCA.C17-HELIX.i3.39867 ran 'take' on item 'Suitcase' (#26637)
[06:46:30]	[LOOC] CCA.C17-HELIX.i3.39867: um why dont i have enough space for this item
[06:46:34]	[LOOC] Denford F. MacMillian: It's 2x2.
[06:46:44]	CCA.C17-HELIX.i3.39867 destroyed a 'Suitcase' #26637.
[06:46:47]	[LOOC] Denford F. MacMillian: NO!
[06:46:53]	[LOOC] Denford F. MacMillian: NOOOOO-
[06:46:54]	[LOOC] CCA.C17-HELIX.i3.39867: shit sorry
[06:46:57]	CCA.C17-HELIX.i3.39867 has gained 10 tokens.
[06:46:57]	[LOOC] CCA.C17-HELIX.i3.39867: ill get you that back
[06:47:00]	CCA.C17-HELIX.i3.39867 destroyed a 'Zip Tie' #19362.
[06:47:00]	[LOOC] Denford F. MacMillian: Do you wanna know what it had?
[06:47:01]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[06:47:04]	[LOOC] CCA.C17-HELIX.i3.39867: yeah
[06:47:04]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[06:47:06]	CCA.C17-HELIX.i3.39867 ran 'take' on item 'Zip Tie' (#19365)
[06:47:06]	CCA.C17-HELIX.i3.39867 has gained a 'Zip Tie' #19365.
[06:47:07]	CCA.C17-HELIX.i3.39867 ran 'take' on item 'Zip Tie' (#27010)
[06:47:07]	CCA.C17-HELIX.i3.39867 has gained a 'Zip Tie' #27010.
[06:47:10]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[06:47:13]	[LOOC] Denford F. MacMillian: 4 false CIDs and 4 false transfer cards.
[06:47:24]	[LOOC] CCA.C17-HELIX.i3.39867: alright
[06:47:27]	[LOOC] Denford F. MacMillian: And I have a clip of such thing if required,.
[06:47:30]	[LOOC] CCA.C17-HELIX.i3.39867: kk
[06:48:09]	[ME] Denford F. MacMillian: spoke in a comedic and fun tone, he was clearly trying to give the officer a playful calm time.
[06:48:37]	[ME] CCA.C17-HELIX.i3.39867: would blindfold the individual with a cloth, tightly tying it around the back of their head. Their shoulder was then gripped and pulled along.
[06:49:31]	[ME] CCA.C17-HELIX.i3.39867: slides open the cell door and pushes the man inside.  As the unit held open the door, he removed the individuals blindfold, before stepping out and slamming it shut, leaving him them up inside
[06:49:42]	[ME] CCA.C17-HELIX.i3.39867: pivots to walk away
[06:50:02]	Denford F. MacMillian used command '/PM 39867 Wait, did I trespass into the NEXUS or is it the gate area that counts.'.
[06:51:26]	Denford F. MacMillian used command '/PM ashl I know the pain of being left to rot in a cell.'.
[06:51:28]	CCA.C17-HELIX.i3.39867 used command '/PM denford youll find out icly but i cant do anything without a judge'.
[06:51:43]	Denford F. MacMillian used command '/PM helix Alright, I can wait.'.
[06:51:48]	Ashley Adams used command '/PM denford what the heck happened?'.
[06:51:54]	CCA.C17-HELIX.i3.39867 used command '/PM denford we'll need to wait for q, do you have another character you can use for now? this one will be detained until we can get an interrogation unit. sorry.'.
[06:51:57]	CCA.C17-HELIX.i3.39867 has gained 10 tokens.
[06:52:12]	Denford F. MacMillian used command '/PM helix I sadly do not.'.
[06:52:45]	CCA.C17-HELIX.i3.39867 used command '/PM den hm'.
[06:53:20]	CCA.C17-HELIX.i3.39867 used command '/PM denford i already dmed Q but it seems like he's busy doing dev work on visual studio'.
[06:53:31]	CCA.C17-HELIX.i3.39867 used command '/PM den we might have to wait a little bit'.
[06:53:44]	Denford F. MacMillian used command '/PM helix Alright.'.
[06:54:05]	CCA.C17-HELIX.i3.39867 used command '/PM denford did you say you had a clip of the cids? i'm a dumbass for destroying that suitcase, ill get q to give you another one when we're done, it was a stupid mistake'.
[06:54:39]	Dilly_ has connected.
[06:54:48]	[OOC] Denford F. MacMillian: So...Turns out.
[06:54:53]	[OOC] Denford F. MacMillian: My clipping software.
[06:54:56]	[OOC] Denford F. MacMillian: At the worst possible time.
[06:54:59]	[OOC] Denford F. MacMillian: Decided to fuck me over.
[06:55:03]	[OOC] Ashley Adams: damnnnn
[06:55:08]	[OOC] CCA.C17-HELIX.i3.39867: oof
[06:55:21]	[OOC] Denford F. MacMillian: *Thanks, PC.*
[06:55:33]	Dilly_ loaded the character 'Douglas Hudson'
[06:55:46]	[OOC] Douglas Hudson: oh fuck that's right content
[06:56:08]	Denford F. MacMillian used command '/PM douglas Do you have a JUDGE unit.'.
[06:56:35]	[OOC] CCA.C17-HELIX.i3.39867: hi dilly
[06:56:43]	[OOC] CCA.C17-HELIX.i3.39867: the background music still aint workin for me damnit
[06:56:47]	[OOC] Ashley Adams: I think hes still loading in
[06:56:57]	CCA.C17-HELIX.i3.39867 has gained 10 tokens.
[06:57:02]	[LOOC] CCA.C17-HELIX.i3.39867: wait dilly might have a judge
[06:57:03]	[OOC] Ashley Adams: that or hes afk
[06:57:07]	Douglas Hudson used command '/PM Macmillian no'.
[06:57:09]	[OOC] Douglas Hudson: nope
[06:57:11]	[LOOC] Denford F. MacMillian: he said no.
[06:57:14]	[OOC] Douglas Hudson: loading 300 addons
[06:57:15]	[OOC] Douglas Hudson: brb
[06:57:16]	[OOC] Ashley Adams: there he is.
[06:57:17]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[06:57:22]	[OOC] Ashley Adams: XD
[06:57:37]	[Y] Denford F. MacMillian: Keeping me locked in here's not really fun.
[06:57:52]	[OOC] CCA.C17-HELIX.i3.39867: bruhhhhhhh
[06:58:05]	[OOC] Ashley Adams: he'll be back
[06:58:07]	Mr.Ganar has connected.
[06:58:29]	Mr.Ganar (STEAM_0:0:80909581) has disconnected.
[06:58:31]	Dilly_ has connected.
[06:58:32]	[ME] Denford F. MacMillian: leaned onto the cell bars, they spoke calmly and in a passive tone...For a Citizen who's in detainment, he seemed relaxed.
[06:58:53]	[W] CCA.C17-HELIX.i3.39867: <:: Nutjob.. ::>
[06:58:58]	[Y] Denford F. MacMillian: Heard that.
[06:59:11]	[OOC] Denford F. MacMillian: It's almost 10pm..
[06:59:21]	[OOC] CCA.C17-HELIX.i3.39867: :(
[06:59:22]	[OOC] Denford F. MacMillian: Since Cyto fucked their sleep for GMod.
[06:59:26]	[OOC] Denford F. MacMillian: I'm gonna do the exact sam-
[06:59:30]	[OOC] CCA.C17-HELIX.i3.39867: i did
[06:59:32]	[OOC] Denford F. MacMillian: But I am gonna brush my teeth so brb.
[06:59:34]	[OOC] CCA.C17-HELIX.i3.39867: and ill do it again
[06:59:36]	[OOC] CCA.C17-HELIX.i3.39867: alright 
[06:59:55]	Dilly_ loaded the character 'Douglas Hudson'
[07:00:18]	Douglas Hudson used command '/Content'.
[07:00:30]	[OOC] Douglas Hudson: aww piss
[07:00:39]	[OOC] CCA.C17-HELIX.i3.39867: is 
[07:00:40]	[OOC] Douglas Hudson: it still don't do
[07:00:47]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[07:00:50]	[OOC] CCA.C17-HELIX.i3.39867: is spooky the one with alex?
[07:00:53]	[OOC] CCA.C17-HELIX.i3.39867: the cwu?
[07:01:28]	[ME] Denford F. MacMillian: Salutes the higher ranking individual, even if he doesn't want too.
[07:01:33]	[OOC] Ashley Adams: void
[07:01:38]	[OOC] Ashley Adams: that was meant for OOC
[07:01:39]	[OOC] Denford F. MacMillian: Back.
[07:01:57]	CCA.C17-HELIX.i3.39867 has gained 10 tokens.
[07:02:20]	[ME] Ashley Adams: complys
[07:02:24]	[ME] CCA.C17-HELIX.i3.39867: pats down the woman
[07:02:27]	CCA.C17-HELIX.i3.39867 used command '/CharSearch'.
[07:02:43]	Mr.Ganar has connected.
[07:03:10]	[ME] CCA.C17-HELIX.i3.39867: would blindfold the woman, tightly placing a cloth over her eyes and tying it around the back of her head.
[07:03:16]	[ME] CCA.C17-HELIX.i3.39867: would now guide the woman along
[07:03:39]	[Y] Denford F. MacMillian: Hey Ash.
[07:03:50]	[ME] CCA.C17-HELIX.i3.39867: removes the womans blindfold
[07:04:25]	[ME] CCA.C17-HELIX.i3.39867: unclips the handheld PDA from their utility belt.
[07:04:43]	Mr.Ganar (STEAM_0:0:80909581) has disconnected.
[07:05:49]	[ME] CCA.C17-HELIX.i3.39867: would seemingly take notes.
[07:06:57]	CCA.C17-HELIX.i3.39867 has gained 10 tokens.
[07:07:11]	[ME] CCA.C17-HELIX.i3.39867: continues to take notes 
[07:07:12]	Dilly_ has connected.
[07:07:25]	[ME] Ashley Adams: arms are placed on the table, no signs of tenceing up.
[07:08:20]	Dilly_ loaded the character 'Douglas Hudson'
[07:08:32]	[OOC] Douglas Hudson: er we go
[07:09:38]	[OOC] Denford F. MacMillian: This roof is...
[07:09:40]	[OOC] Denford F. MacMillian: It's very detailed.
[07:09:57]	[OOC] Ashley Adams: cant see mine.
[07:10:12]	[ME] CCA.C17-HELIX.i3.39867: would once again blindfold the woman, before beginning to drag her out.
[07:10:56]	[ME] CCA.C17-HELIX.i3.39867: removes the womans blindfold
[07:11:13]	Douglas Hudson ran 'View' on item 'Paper' (#23948)
[07:11:57]	CCA.C17-HELIX.i3.39867 has gained 10 tokens.
[07:12:31]	Douglas Hudson ran 'View' on item 'Paper' (#26871)
[07:12:50]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:51]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:52]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:52]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:53]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:54]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:55]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:55]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:56]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:57]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:58]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:58]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:12:59]	[OOC] Denford F. MacMillian: WAIT.
[07:12:59]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:00]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:01]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:01]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:02]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:03]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:03]	[OOC] Denford F. MacMillian: IT DOESN'T LET ME USE THE THING!
[07:13:04]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:04]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:05]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:06]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:07]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:07]	[OOC] Ashley Adams: hm?
[07:13:08]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:08]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:09]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:10]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:11]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:11]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:12]	[OOC] Denford F. MacMillian: I CAN'T USE MY FILTER!
[07:13:12]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:13]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:13]	[OOC] Douglas Hudson: the thingy?
[07:13:14]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:14]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:15]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:16]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:17]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:17]	[OOC] Douglas Hudson: wa
[07:13:17]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:18]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:19]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:20]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:20]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:21]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:21]	[OOC] Denford F. MacMillian: I'm zip-tied!
[07:13:22]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:23]	[OOC] Ashley Adams: welp
[07:13:23]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:23]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:24]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:25]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:26]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:26]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:27]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:28]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:29]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:30]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:30]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:31]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:32]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:33]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:33]	[OOC] Ashley Adams: you should still be able
[07:13:33]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:34]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:35]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:35]	[OOC] Denford F. MacMillian: The end of Denford: Wrongfully detained and died from existing.
[07:13:36]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:36]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:37]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:38]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:39]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:39]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:40]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:41]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:42]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:42]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:43]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:44]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:45]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:45]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:46]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:47]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:48]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:48]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:49]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:50]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:51]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:51]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:52]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:53]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:54]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:54]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:55]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:55]	Denford F. MacMillian used command '/PM doug Does it count as trespassing if someone enters the lobby of the NEXUS but doesn't go pass the gate, is that trespassing?'.
[07:13:56]	[OOC] Ashley Adams: i mean you'll just be brought back
[07:13:56]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:57]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:58]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:58]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:13:59]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:14:00]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:14:01]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:14:01]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:14:02]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:14:03]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:14:04]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:14:04]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:14:05]	Denford F. MacMillian has taken 1 damage from worldspawn.
[07:14:05]	worldspawn has killed Denford F. MacMillian.
[07:14:12]	[OOC] Ashley Adams: there the combine, they can find a way to revive you.
[07:14:14]	[OOC] CCA.C17-HELIX.i3.39867: im sorry i know this is boring
[07:14:18]	Denford F. MacMillian ran 'equip' on item 'Citizen Filter' (#27417)
[07:14:26]	[OOC] Denford F. MacMillian: YOU COULD'VE AT LEAST UN-TIED ME TO LET ME USE THE FILTER!
[07:14:27]	[OOC] CCA.C17-HELIX.i3.39867: q is doing some dev work and its hard to get through to him
[07:14:27]	Douglas Hudson used command '/PM Macmillian from my understanding the nexus lobby isn't trepassing'.
[07:14:31]	[OOC] CCA.C17-HELIX.i3.39867: uh oh
[07:14:36]	Denford F. MacMillian used command '/PM DOUG I got arrested...For going into the lobby.'.
[07:14:40]	[OOC] CCA.C17-HELIX.i3.39867: im coming now
[07:14:45]	[OOC] CCA.C17-HELIX.i3.39867: void that death 
[07:14:46]	Denford F. MacMillian used command '/PM douglas and I lost...My suit-case.'.
[07:14:51]	Douglas Hudson used command '/PM Macmillian since we literally got a sign infront'.
[07:14:51]	[OOC] Ashley Adams: Den, Your saying that like your losing something
[07:15:03]	[OOC] Denford F. MacMillian: Yeah, I lost my dignity.
[07:15:09]	[OOC] Ashley Adams: XD
[07:15:12]	Douglas Hudson used command '/PM Macmillian for letters / that's how people get transfered into CWU n stuff'.
[07:15:14]	[OOC] Denford F. MacMillian: Back in I go.
[07:15:30]	[OOC] CCA.C17-HELIX.i3.39867: when the anti-citizen detains themself
[07:15:37]	[OOC] Denford F. MacMillian: HOW AM I AN ANTI-CITIZEN!
[07:15:42]	[OOC] CCA.C17-HELIX.i3.39867: lmao
[07:15:53]	[OOC] Denford F. MacMillian: IS IT THE SUIT!
[07:15:57]	[OOC] CCA.C17-HELIX.i3.39867: yes.
[07:16:09]	[OOC] Denford F. MacMillian: *You know this is standard issue, right?*
[07:16:28]	Denford F. MacMillian used command '/PM douglas I lost my suitcase because of the suit.'.
[07:16:34]	Denford F. MacMillian used command '/PM douglas Discrimination.'.
[07:16:57]	CCA.C17-HELIX.i3.39867 has gained 10 tokens.
[07:17:16]	Denford F. MacMillian used command '/PM helix Are you serious about the suit?'.
[07:17:36]	CCA.C17-HELIX.i3.39867 used command '/PM den no lmao'.
[07:17:51]	Denford F. MacMillian used command '/PM HELIX What did I do then!'.
[07:17:57]	CCA.C17-HELIX.i3.39867 used command '/PM denford meta !!!!!!'.
[07:18:03]	Denford F. MacMillian used command '/PM HELIX YOU HAVE TO TELL ME!'.
[07:18:06]	Denford F. MacMillian used command '/PM HELIX ICLY!'.
[07:18:14]	CCA.C17-HELIX.i3.39867 used command '/PM den you dont need to know my ways puny citizen'.
[07:18:25]	Denford F. MacMillian used command '/PM HELIX Bro if I'm locked up for no charge I'm legit about to sob.'.
[07:18:36]	CCA.C17-HELIX.i3.39867 used command '/PM den you're locked up for several charges, ill tell you that much'.
