[05:57:53]	MegamanNick has connected.
[12:56:12]	Douglas Hudson ran 'drop' on item 'Raw Headcrab Meat' (#35408)
[12:56:12]	Douglas Hudson has lost a 'Raw Headcrab Meat' #35408.
[12:56:14]	Douglas Hudson ran 'drop' on item 'Raw Headcrab Meat' (#34918)
[12:56:14]	Douglas Hudson has lost a 'Raw Headcrab Meat' #34918.
[12:56:15]	Douglas Hudson ran 'drop' on item 'Raw Headcrab Meat' (#34940)
[12:56:15]	Douglas Hudson has lost a 'Raw Headcrab Meat' #34940.
[12:58:55]	Douglas Hudson ran 'take' on item 'Motor Controller' (#35391)
[12:58:55]	Douglas Hudson has gained a 'Motor Controller' #35391.
[12:59:21]	Douglas Hudson ran 'take' on item 'Nylon Cord' (#35396)
[12:59:21]	Douglas Hudson has gained a 'Nylon Cord' #35396.
[13:00:07]	theodore felts has connected.
[13:03:03]	Douglas Hudson ran 'EquipUn' on item 'Gray and Brown Coat and Sweater' (#33929)
[13:03:04]	Douglas Hudson ran 'Equip' on item 'Gray and Brown Coat and Sweater' (#33929)
[13:03:44]	theodore felts loaded the character 'CCA.C14-UNION.i4.39867'
[13:04:05]	[OOC] CCA.C14-UNION.i4.39867: mr chief biotic noob
[13:04:19]	[OOC] Douglas Hudson: le no
[13:04:35]	[OOC] Douglas Hudson: hey are you able to open the general store?
[13:04:44]	[OOC] CCA.C14-UNION.i4.39867: dont have one yet need to wait for an admi 
[13:04:51]	[OOC] CCA.C14-UNION.i4.39867: well for q to hop onto cwu director
[13:04:58]	[OOC] CCA.C14-UNION.i4.39867: oh
[13:04:59]	[OOC] CCA.C14-UNION.i4.39867: you mean
[13:05:00]	[OOC] CCA.C14-UNION.i4.39867: open the door
[13:05:01]	[OOC] CCA.C14-UNION.i4.39867: ok
[13:05:03]	[OOC] Douglas Hudson: ye
[13:05:11]	[LOOC] Douglas Hudson: /doorkick
[13:05:13]	[LOOC] Douglas Hudson: c:
[13:05:17]	[LOOC] CCA.C14-UNION.i4.39867: not a thing here
[13:05:20]	CCA.C14-UNION.i4.39867 used command '/ToggleRaise'.
[13:05:25]	[LOOC] Douglas Hudson: /kickdoor
[13:05:27]	CCA.C14-UNION.i4.39867 used command '/kickdoor'.
[13:05:30]	CCA.C14-UNION.i4.39867 used command '/kickdoor'.
[13:05:38]	[LOOC] CCA.C14-UNION.i4.39867: cannot open this specific door
[13:05:40]	[LOOC] Douglas Hudson: hek
[13:05:42]	[LOOC] CCA.C14-UNION.i4.39867: its locked probably an admin vendor
[13:05:43]	[LOOC] Douglas Hudson: :c
[13:05:48]	[LOOC] CCA.C14-UNION.i4.39867: i will ask to get my general store open
[13:05:53]	[LOOC] CCA.C14-UNION.i4.39867: once an admin comes on
[13:05:55]	[LOOC] CCA.C14-UNION.i4.39867: if you need to buy shit
[13:06:00]	[LOOC] Douglas Hudson: thankie
[13:06:07]	[LOOC] Douglas Hudson: yus yus
[13:06:50]	CCA.C14-UNION.i4.39867 used command '/CharDesc'.
[13:07:32]	CCA.C14-UNION.i4.39867 used command '/CharDesc Slim, basic CCA unit wearing a standard issue Civil Protection uniform.'.
[13:07:38]	CCA.C14-UNION.i4.39867 used command '/CharDesc'.
[13:07:43]	CCA.C14-UNION.i4.39867 used command '/CharDesc A slim, basic CCA unit wearing a standard issue Civil Protection uniform.'.
[13:08:44]	CCA.C14-UNION.i4.39867 has gained 10 tokens.
[13:11:21]	CCA.C14-UNION.i4.39867 used command '/ViewData doug'.
[13:13:44]	CCA.C14-UNION.i4.39867 has gained 10 tokens.
[13:14:54]	[LOOC] Douglas Hudson: psst
[13:15:01]	[LOOC] Douglas Hudson: can you open the general store door? c: 
[13:15:01]	[LOOC] CAC.C17-BIOTIC.45914:  yo
[13:15:20]	[LOOC] CAC.C17-BIOTIC.45914: 1 sec
[13:15:23]	[LOOC] Douglas Hudson: ye ye
[13:15:27]	Mr. Chief loaded the character 'CCA.C14-UNION.i2.60437'
[13:15:40]	[LOOC] Douglas Hudson: happy dilly noises
[13:15:44]	Douglas Hudson used the 'General Store Vendor' vendor.
[13:15:50]	Mr. Chief loaded the character 'Klaus Ludwig'
[13:16:01]	[OOC] Klaus Ludwig: 2 people are joining soon
[13:16:03]	[OOC] Klaus Ludwig: chad moment
[13:16:05]	[OOC] CCA.C14-UNION.i4.39867: i know
[13:16:16]	CCA.C14-UNION.i4.39867 opened the '' #2403 container.
[13:16:16]	CCA.C14-UNION.i4.39867 closed the '' #2403 container.
[13:16:17]	CCA.C14-UNION.i4.39867 used the 'General Store Vendor' vendor.
[13:16:26]	[OOC] CCA.C14-UNION.i4.39867: they need to remove the general store vendor
[13:16:33]	[OOC] CCA.C14-UNION.i4.39867: and the cca one
[13:16:36]	[OOC] Douglas Hudson: why's that?
[13:16:49]	[OOC] CCA.C14-UNION.i4.39867: because then theres little point in having a qrm or cwu commerce
[13:17:01]	[OOC] CCA.C14-UNION.i4.39867: if you can just buy shit from a bot
[13:17:14]	[OOC] Klaus Ludwig: without a vendor for general store, no one would be able to buy shit
[13:17:19]	[OOC] Douglas Hudson: Just don't make it everything, just basic necessities 
[13:17:21]	[OOC] Douglas Hudson: Ye
[13:17:39]	[OOC] Klaus Ludwig: and the vendor is for QrM to give shit to units
[13:18:07]	[OOC] CCA.C14-UNION.i4.39867: yea but cops can access it whats stopping me from getting 20 mags when nobodys on
[13:18:15]	[OOC] Klaus Ludwig: wait tf? they can?
[13:18:18]	[OOC] CCA.C14-UNION.i4.39867: yep
[13:18:23]	[OOC] Klaus Ludwig: son of a fuckin
[13:18:34]	[OOC] Klaus Ludwig: ok i'll tell q, that's not supposed to be how it is
[13:18:43]	[OOC] CCA.C14-UNION.i4.39867: wuntch is coming on now
[13:18:44]	CCA.C14-UNION.i4.39867 has gained 10 tokens.
[13:18:48]	[OOC] Klaus Ludwig: funky fresh
[13:18:49]	[OOC] Douglas Hudson: You can set the venders by rank eh?
[13:18:57]	[OOC] Klaus Ludwig: we can set them by class
[13:19:00]	[OOC] Douglas Hudson: ye ye
[13:19:06]	[OOC] CCA.C14-UNION.i4.39867: shawtys like a melody
[13:19:14]	Douglas Hudson ran 'drop' on item 'Motor Controller' (#35391)
[13:19:14]	Douglas Hudson has lost a 'Motor Controller' #35391.
[13:19:44]	FB|| light ROOM has connected.
[13:20:18]	FB|| light ROOM loaded the character 'Theban 'Simmons' Revolt'
[13:20:30]	[OOC] Theban 'Simmons' Revolt: Gamer time
[13:20:43]	[OOC] Douglas Hudson: Oui oui
[13:20:59]	Chicken has connected.
[13:21:08]	Douglas Hudson used the 'General Store Vendor' vendor.
[13:21:16]	Douglas Hudson has lost 14 tokens.
[13:21:16]	Douglas Hudson has gained a 'Suitcase' #35465.
[13:21:30]	Douglas Hudson ran 'EquipUn' on item 'Gloves' (#35313)
[13:21:32]	Douglas Hudson ran 'Equip' on item 'Gloves' (#35313)
[13:21:35]	Douglas Hudson used the 'General Store Vendor' vendor.
[13:21:39]	Douglas Hudson has lost 14 tokens.
[13:21:39]	Douglas Hudson has gained a 'Suitcase' #35466.
[13:21:50]	Douglas Hudson used the 'General Store Vendor' vendor.
[13:21:54]	Douglas Hudson has lost 14 tokens.
[13:21:54]	Douglas Hudson has gained a 'Suitcase' #35467.
[13:22:11]	Chicken loaded the character 'Achille 'Tucker' Tristram'
[13:22:16]	Theban 'Simmons' Revolt ran 'take' on item 'Handcannon' (#35446)
[13:22:16]	Theban 'Simmons' Revolt has gained a 'Handcannon' #35446.
[13:22:18]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35446)
[13:22:23]	Theban 'Simmons' Revolt ran 'drop' on item 'Handcannon' (#35446)
[13:22:23]	Theban 'Simmons' Revolt has lost a 'Handcannon' #35446.
[13:22:25]	Theban 'Simmons' Revolt ran 'take' on item 'Handcannon' (#35433)
[13:22:25]	Theban 'Simmons' Revolt has gained a 'Handcannon' #35433.
[13:22:26]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[13:22:35]	Klaus Ludwig ran 'take' on item 'Handcannon' (#35446)
[13:22:35]	Klaus Ludwig has gained a 'Handcannon' #35446.
[13:22:38]	Klaus Ludwig ran 'Equip' on item 'Handcannon' (#35446)
[13:22:38]	Theban 'Simmons' Revolt ran 'drop' on item 'Handcannon Packing' (#35439)
[13:22:38]	Theban 'Simmons' Revolt has lost a 'Handcannon Packing' #35439.
[13:22:39]	Klaus Ludwig ran 'EquipUn' on item 'Pipe' (#31103)
[13:22:40]	Theban 'Simmons' Revolt ran 'drop' on item 'Handcannon Packing' (#35449)
[13:22:40]	Theban 'Simmons' Revolt has lost a 'Handcannon Packing' #35449.
[13:22:40]	[OOC] CCA.C14-UNION.i4.39867: what are the sector names
[13:22:44]	Klaus Ludwig ran 'Equip' on item 'Handcannon' (#35446)
[13:22:56]	[OOC] Theban 'Simmons' Revolt: D2 is to the right of the Nexus, D3 is to the left and D4 is the industrial.
[13:23:07]	[OOC] Klaus Ludwig: D2 = slums, D1 = plaza, D3 = residential, D4= industrial
[13:23:21]	[OOC] CCA.C14-UNION.i4.39867: wheres the industrial??/
[13:23:30]	[OOC] Theban 'Simmons' Revolt: Near the Grid bay.
[13:23:31]	[OOC] Klaus Ludwig: behind gridbay
[13:23:35]	Achille 'Tucker' Tristram ran 'take' on item 'Combat Knife' (#28411)
[13:23:35]	Achille 'Tucker' Tristram has gained a 'Combat Knife' #28411.
[13:23:38]	Achille 'Tucker' Tristram ran 'Equip' on item 'Combat Knife' (#28411)
[13:23:44]	CCA.C14-UNION.i4.39867 has gained 10 tokens.
[13:23:46]	[OOC] CCA.C14-UNION.i4.39867: is gridbay the big petrol building
[13:23:49]	[OOC] CCA.C14-UNION.i4.39867: with the garages
[13:23:52]	[OOC] Klaus Ludwig: yup
[13:24:03]	Douglas Hudson ran 'take' on item 'Motor Controller' (#35391)
[13:24:03]	Douglas Hudson has gained a 'Motor Controller' #35391.
[13:24:07]	[OOC] CCA.C14-UNION.i4.39867: industrial isnt restricted right
[13:24:15]	[OOC] Theban 'Simmons' Revolt: Yeah
[13:24:20]	Achille 'Tucker' Tristram ran 'EquipUn' on item 'Combat Knife' (#28411)
[13:24:24]	[OOC] Theban 'Simmons' Revolt: People should be able to go there, but Q locks it some times.
[13:24:27]	[OOC] Theban 'Simmons' Revolt: On purpose of course.
[13:24:29]	[OOC] CCA.C14-UNION.i4.39867: ok
[13:24:56]	[OOC] CCA.C14-UNION.i4.39867: lightroom you saw my dm correct
[13:25:03]	[OOC] CCA.C14-UNION.i4.39867: why is it snowing
[13:25:04]	[OOC] Theban 'Simmons' Revolt: Yeah
[13:25:08]	[OOC] Theban 'Simmons' Revolt: Weather mod
[13:25:12]	Theban 'Simmons' Revolt ran 'take' on item 'Bandage' (#33994)
[13:25:12]	Theban 'Simmons' Revolt has gained a 'Bandage' #33994.
[13:25:16]	Theban 'Simmons' Revolt ran 'take' on item 'Bandage' (#34001)
[13:25:16]	Theban 'Simmons' Revolt has gained a 'Bandage' #34001.
[13:25:17]	Theban 'Simmons' Revolt ran 'take' on item 'Bandage' (#34000)
[13:25:17]	Theban 'Simmons' Revolt has gained a 'Bandage' #34000.
[13:25:17]	[OOC] CCA.C14-UNION.i4.39867: yea but its snowing  lol
[13:25:19]	Theban 'Simmons' Revolt ran 'Apply' on item 'Bandage' (#34001)
[13:25:21]	Theban 'Simmons' Revolt ran 'Apply' on item 'Bandage' (#33994)
[13:25:21]	Theban 'Simmons' Revolt ran 'Apply' on item 'Bandage' (#34000)
[13:25:32]	[OOC] Theban 'Simmons' Revolt: Eh, pretty cool in my opinion.
[13:25:46]	[OOC] CCA.C14-UNION.i4.39867: itd be cool if the terrain was snowy
[13:25:53]	[OOC] CCA.C14-UNION.i4.39867: idk why but i want a snow city
[13:26:08]	Klaus Ludwig ran 'use' on item 'Handcannon Packing' (#35439)
[13:26:11]	Klaus Ludwig ran 'use' on item 'Handcannon Packing' (#35449)
[13:26:13]	[OOC] Douglas Hudson: New snow map? ;3; reee
[13:26:16]	[OOC] Theban 'Simmons' Revolt: REEEE
[13:26:29]	Douglas Hudson ran 'take' on item 'Raw Headcrab Meat' (#34940)
[13:26:29]	Douglas Hudson has gained a 'Raw Headcrab Meat' #34940.
[13:26:32]	Douglas Hudson ran 'take' on item 'Raw Headcrab Meat' (#35458)
[13:26:32]	Douglas Hudson has gained a 'Raw Headcrab Meat' #35458.
[13:26:35]	Douglas Hudson ran 'take' on item 'Raw Headcrab Meat' (#35456)
[13:26:35]	Douglas Hudson has gained a 'Raw Headcrab Meat' #35456.
[13:26:38]	Douglas Hudson ran 'take' on item 'Raw Fast Headcrab Meat' (#35459)
[13:26:38]	Douglas Hudson has gained a 'Raw Fast Headcrab Meat' #35459.
[13:26:39]	Douglas Hudson ran 'take' on item 'Raw Headcrab Meat' (#35401)
[13:26:39]	Douglas Hudson has gained a 'Raw Headcrab Meat' #35401.
[13:26:43]	Douglas Hudson ran 'take' on item 'Raw Headcrab Meat' (#34918)
[13:26:43]	Douglas Hudson has gained a 'Raw Headcrab Meat' #34918.
[13:26:44]	Douglas Hudson ran 'take' on item 'Raw Headcrab Meat' (#35462)
[13:26:44]	Douglas Hudson has gained a 'Raw Headcrab Meat' #35462.
[13:26:45]	Douglas Hudson ran 'take' on item 'Raw Headcrab Meat' (#35408)
[13:26:45]	Douglas Hudson has gained a 'Raw Headcrab Meat' #35408.
[13:27:07]	Douglas Hudson ran 'take' on item 'Boot' (#35364)
[13:27:07]	Douglas Hudson has gained a 'Boot' #35364.
[13:27:12]	Douglas Hudson ran 'drop' on item 'Boot' (#35364)
[13:27:12]	Douglas Hudson has lost a 'Boot' #35364.
[13:27:55]	[OOC] CCA.C14-UNION.i4.39867: gta 5 rp sucks it has age limits
[13:27:58]	Klaus Ludwig ran 'EquipUn' on item 'Blue and White Coat' (#31100)
[13:27:59]	Klaus Ludwig ran 'Equip' on item 'Gray Jacket and Sweater' (#33192)
[13:28:00]	Klaus Ludwig ran 'Equip' on item 'Black Beanie' (#33185)
[13:28:00]	[OOC] Theban 'Simmons' Revolt: Bruh what
[13:28:11]	[OOC] Achille 'Tucker' Tristram: i play gta rp too
[13:28:13]	[OOC] CCA.C14-UNION.i4.39867: fivem most servers have age limits
[13:28:22]	Douglas Hudson ran 'EquipUn' on item 'Gloves' (#35313)
[13:28:23]	Douglas Hudson ran 'EquipUn' on item 'Gray and Brown Coat and Sweater' (#33929)
[13:28:25]	Douglas Hudson ran 'EquipUn' on item 'Sweatpants' (#33930)
[13:28:44]	CCA.C14-UNION.i4.39867 has gained 10 tokens.
[13:29:11]	[OOC] Theban 'Simmons' Revolt: Philip, why are you bringing Chicken into the Nexus?
[13:29:18]	[OOC] CCA.C14-UNION.i4.39867: i'm not
[13:29:47]	[ME] CCA.C14-UNION.i4.39867: unholsters, lowering
[13:30:19]	[LOOC] Theban 'Simmons' Revolt: HOld
[13:30:22]	[LOOC] Theban 'Simmons' Revolt: Wait a moment boi
[13:30:25]	[LOOC] Theban 'Simmons' Revolt: Get back there my guy
[13:30:27]	[LOOC] CCA.C14-UNION.i4.39867: i saw you
[13:30:28]	[LOOC] CCA.C14-UNION.i4.39867: lol
[13:30:29]	[LOOC] Theban 'Simmons' Revolt: We were doing the /me
[13:30:34]	[LOOC] CCA.C14-UNION.i4.39867: yes i did
[13:30:38]	[LOOC] CCA.C14-UNION.i4.39867: i can see your legs
[13:30:40]	[LOOC] Theban 'Simmons' Revolt: Get back onto that corner.
[13:30:45]	[LOOC] CCA.C14-UNION.i4.39867: look
[13:30:49]	[LOOC] CCA.C14-UNION.i4.39867: come over here
[13:31:04]	[LOOC] Theban 'Simmons' Revolt: Any admin would force you back onto that corner.
[13:31:06]	[LOOC] CCA.C14-UNION.i4.39867: i can see
[13:31:07]	[LOOC] CCA.C14-UNION.i4.39867: you 
[13:31:09]	[LOOC] CCA.C14-UNION.i4.39867: r legs
[13:31:10]	[LOOC] Theban 'Simmons' Revolt: Like actually
[13:31:34]	[LOOC] CCA.C14-UNION.i4.39867: i can see your
[13:31:36]	[LOOC] CCA.C14-UNION.i4.39867: legs
[13:31:37]	[LOOC] Achille 'Tucker' Tristram: no you cant
[13:31:38]	[LOOC] Theban 'Simmons' Revolt: And?
[13:31:44]	[LOOC] Achille 'Tucker' Tristram: we are like in the fucking shadows
[13:31:53]	[LOOC] Theban 'Simmons' Revolt: You just see legs.
[13:32:02]	[LOOC] Theban 'Simmons' Revolt: Not anything else until you turned and we started a /me
[13:32:25]	[LOOC] Achille 'Tucker' Tristram: so phillip stand here
[13:32:29]	[LOOC] CCA.C14-UNION.i4.39867: this is stupid as hell theres no other officers on
[13:32:37]	[LOOC] Theban 'Simmons' Revolt: Wiat what
[13:32:38]	[LOOC] CCA.C14-UNION.i4.39867: i spawned with this
[13:32:47]	[LOOC] Theban 'Simmons' Revolt: You're not supposed to have a cloak
[13:32:48]	[LOOC] Theban 'Simmons' Revolt: Bruh
[13:33:05]	[LOOC] Theban 'Simmons' Revolt: Let us be clear, if you happen to die it won't be a PK.
[13:33:18]	[LOOC] Theban 'Simmons' Revolt: It'll just be an NLR.
[13:33:26]	Achille 'Tucker' Tristram ran 'Equip' on item 'Combat Knife' (#28411)
[13:33:33]	Achille 'Tucker' Tristram ran 'EquipUn' on item 'Combat Knife' (#28411)
[13:33:36]	[LOOC] Theban 'Simmons' Revolt: Also, we can wait till Admins get on.
[13:33:41]	[LOOC] Theban 'Simmons' Revolt: Whatever you want honestly.
[13:33:44]	CCA.C14-UNION.i4.39867 has gained 10 tokens.
[13:33:53]	[LOOC] CCA.C14-UNION.i4.39867: i cannot be bothered to fight back so do whatever
[13:33:58]	[LOOC] Theban 'Simmons' Revolt: Bruh
[13:34:24]	[LOOC] Theban 'Simmons' Revolt: It would affectively be inexperienced spraying at this range for you.
[13:34:25]	[LOOC] Achille 'Tucker' Tristram: phillip are you brained washed?
[13:34:31]	Douglas Hudson opened the '' #1614 container.
[13:34:31]	Douglas Hudson closed the '' #1614 container.
[13:34:32]	Douglas Hudson opened the '' #1614 container.
[13:34:34]	Douglas Hudson closed the '' #1614 container.
[13:34:34]	[LOOC] CCA.C14-UNION.i4.39867: no im not brain washed
[13:34:35]	Douglas Hudson opened the '' #1612 container.
[13:34:36]	Douglas Hudson closed the '' #1612 container.
[13:34:37]	[LOOC] CCA.C14-UNION.i4.39867: im union washed
[13:34:38]	[LOOC] CCA.C14-UNION.i4.39867: slightly
[13:34:40]	[LOOC] CCA.C14-UNION.i4.39867: from the rct
[13:34:44]	[LOOC] Achille 'Tucker' Tristram: so are you scared?
[13:34:46]	[LOOC] CCA.C14-UNION.i4.39867: thats it i can not fight back if i want 
[13:34:48]	[LOOC] CCA.C14-UNION.i4.39867: yes obviously
[13:34:50]	[LOOC] Theban 'Simmons' Revolt: Then you would probably be kinda spooked.
[13:35:04]	[LOOC] Theban 'Simmons' Revolt: And wouldn't feel the need to kill us all before anything else.
[13:35:12]	[LOOC] Theban 'Simmons' Revolt: So we can get through this without killing you.
[13:35:59]	[LOOC] Theban 'Simmons' Revolt: I believe so
[13:37:59]	[ME] CCA.C14-UNION.i4.39867: drops the gun, slowly raising his hands
[13:38:14]	[ME] Klaus Ludwig: taps simmons on the back.
[13:38:28]	[LOOC] CCA.C14-UNION.i4.39867: missclick
[13:38:44]	CCA.C14-UNION.i4.39867 has gained 10 tokens.
[13:38:48]	[ME] Theban 'Simmons' Revolt: Stands up and walks to the left while aiming his weapon directly at the units head.
[13:39:07]	[LOOC] Theban 'Simmons' Revolt: Alright, so feel free to do whatever unit.
[13:39:14]	[LOOC] Theban 'Simmons' Revolt: But of course, fearRP.
[13:39:17]	[ME] CCA.C14-UNION.i4.39867: cant do anything
[13:39:23]	[LOOC] Theban 'Simmons' Revolt: Alright, that works.
[13:39:31]	[ME] Achille 'Tucker' Tristram: kicks gun away
[13:40:15]	Douglas Hudson ran 'View' on item 'Notepad' (#33921)
[13:40:37]	[ME] Achille 'Tucker' Tristram: grabs usp
[13:40:38]	Douglas Hudson ran 'take' on item 'Screw Nuts' (#33962)
[13:40:38]	Douglas Hudson has gained a 'Screw Nuts' #33962.
[13:41:12]	[ME] Douglas Hudson: raises a brow, "Hm?"
[13:42:09]	[LOOC] Theban 'Simmons' Revolt: So fucking weird to see a i4 with a cloak lmao
[13:43:00]	Theban 'Simmons' Revolt ran 'Equip' on item 'Gloves' (#35429)
[13:43:08]	[LOOC] Theban 'Simmons' Revolt: Bruh, my beanie is gone
[13:43:13]	Madeline Wuntch has connected.
[13:43:24]	[ME] Douglas Hudson: takes a few steps aside
[13:43:44]	CCA.C14-UNION.i4.39867 has gained 10 tokens.
[13:44:08]	[ME] Douglas Hudson: steps back from the vending machine, eyeing for a second
[13:44:23]	Madeline Wuntch loaded the character 'CCA.C17-GRID.i2.36307'
[13:44:24]	[W] Klaus Ludwig: Take off your vest.
[13:44:37]	Achille 'Tucker' Tristram has lost 10 tokens.
[13:44:40]	CCA.C17-GRID.i2.36307 used command '/Radio Unit is 10-8, status is green.'.
[13:44:44]	[LOOC] Theban 'Simmons' Revolt: SHIt
[13:44:50]	[ME] Douglas Hudson: grabs the can
[13:44:51]	Douglas Hudson ran 'take' on item 'Sparkling Breen's Water' (#35468)
[13:44:51]	Douglas Hudson has gained a 'Sparkling Breen's Water' #35468.
[13:44:52]	[ME] Achille 'Tucker' Tristram: hands to douglas
[13:44:54]	[LOOC] Theban 'Simmons' Revolt: Void me saying Klaus and change it to Tucker.
[13:45:02]	[ME] Douglas Hudson: nods
[13:45:06]	[LOOC] Theban 'Simmons' Revolt: I was being dumbo and forgot the names.
[13:45:07]	[ME] CCA.C14-UNION.i4.39867: pulls off my vest
[13:45:27]	CCA.C17-GRID.i2.36307 used command '/Radio Ground units report'.
[13:45:29]	[ME] Klaus Ludwig: picks up the vest.
[13:46:03]	[W] CCA.C14-UNION.i4.39867: <:: I can call him off. ::>
[13:46:08]	CCA.C17-GRID.i2.36307 used command '/Radio UNION'.
[13:46:13]	CCA.C17-GRID.i2.36307 used command '/Radio What is your status?'.
[13:46:22]	Achille 'Tucker' Tristram ran 'View' on item 'Notepad' (#33921)
[13:46:27]	CCA.C17-GRID.i2.36307 used command '/Radio Do you require assistance?'.
[13:46:29]	[ME] Achille 'Tucker' Tristram: reads note
[13:46:31]	[W] Theban 'Simmons' Revolt: I'll be taking your radio, don't do anything yeah?
[13:46:33]	Douglas Hudson ran 'View' on item 'Notepad' (#33921)
[13:46:34]	Achille 'Tucker' Tristram ran 'View' on item 'Notepad' (#33921)
[13:46:43]	[ME] Theban 'Simmons' Revolt: Grabs at the radio and yanks it off of his vest.
[13:46:54]	CCA.C14-UNION.i4.39867 ran 'drop' on item 'Hybrid Radio' (#18911)
[13:46:54]	CCA.C14-UNION.i4.39867 has lost a 'Hybrid Radio' #18911.
[13:47:05]	[LOOC] Theban 'Simmons' Revolt: Bruh what
[13:47:10]	[LOOC] Theban 'Simmons' Revolt: It was on my QrM
[13:47:10]	CCA.C17-GRID.i2.36307 used command '/RadioYell WHO THE FUCK LEFT THE GRIDBAY OPEN?!'.
[13:47:11]	[LOOC] CCA.C14-UNION.i4.39867: lol im stuck on iut
[13:47:17]	CCA.C14-UNION.i4.39867 used command '/ToggleRaise'.
[13:47:18]	Klaus Ludwig ran 'take' on item 'Hybrid Radio' (#18911)
[13:47:18]	Klaus Ludwig has gained a 'Hybrid Radio' #18911.
[13:47:20]	CCA.C14-UNION.i4.39867 used command '/ToggleRaise'.
[13:47:21]	[LOOC] Theban 'Simmons' Revolt: Tucker has to take it ;-;
[13:47:24]	Klaus Ludwig ran 'Toggle' on item 'Hybrid Radio' (#18911)
[13:47:35]	CCA.C17-GRID.i2.36307 used command '/Radio I repeat,'.
[13:47:42]	CCA.C17-GRID.i2.36307 used command '/Radio UNION, What is your status?'.
[13:47:42]	[ME] CCA.C14-UNION.i4.39867: shrugs
[13:47:51]	[LOOC] Theban 'Simmons' Revolt: Should have one
[13:47:57]	CCA.C14-UNION.i4.39867 ran 'drop' on item 'Combat Knife' (#22008)
[13:47:57]	CCA.C14-UNION.i4.39867 has lost a 'Combat Knife' #22008.
[13:48:00]	[ME] CCA.C14-UNION.i4.39867: unclips knife from belrt
[13:48:01]	[ME] CCA.C14-UNION.i4.39867: drops
[13:48:02]	[ME] Klaus Ludwig: holds out the radio to the unit. "Say your status is fine."
[13:48:08]	Theban 'Simmons' Revolt ran 'take' on item 'Combat Knife' (#22008)
[13:48:08]	Theban 'Simmons' Revolt has gained a 'Combat Knife' #22008.
[13:48:14]	CCA.C14-UNION.i4.39867 used command '/Radio Sorry, I'm back.'.
[13:48:15]	CCA.C17-GRID.i2.36307 used command '/Radio Do you read me?'.
[13:48:18]	[LOOC] CCA.C14-UNION.i4.39867: i need radio to do thsi
[13:48:22]	Klaus Ludwig ran 'drop' on item 'Hybrid Radio' (#18911)
[13:48:22]	Klaus Ludwig has lost a 'Hybrid Radio' #18911.
[13:48:24]	CCA.C14-UNION.i4.39867 ran 'take' on item 'Hybrid Radio' (#18911)
[13:48:24]	CCA.C14-UNION.i4.39867 has gained a 'Hybrid Radio' #18911.
[13:48:29]	CCA.C14-UNION.i4.39867 ran 'Toggle' on item 'Hybrid Radio' (#18911)
