[15:09:21]	hnbug01 has connected.
[19:56:24]	John Smith has taken 3 damage from npc_combine_s.
[19:56:25]	John Smith has taken 3 damage from npc_combine_s.
[19:56:25]	John Smith has taken 1 damage from env_laser.
[19:56:26]	Cameron Nixon has taken 6 damage from npc_combine_s.
[19:56:27]	John Smith has taken 3 damage from npc_combine_s.
[19:56:27]	John Smith has taken 3 damage from npc_combine_s.
[19:56:28]	Cameron Nixon has taken 6 damage from npc_combine_s.
[19:56:28]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:56:29]	John Smith has taken 3 damage from npc_combine_s.
[19:56:29]	John Smith has taken 3 damage from npc_combine_s.
[19:56:31]	John Smith has taken 3 damage from npc_combine_s.
[19:56:35]	Cameron Nixon has taken 6 damage from npc_combine_s.
[19:56:37]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:56:37]	John Smith has taken 15 damage from npc_combine_s.
[19:56:39]	John Smith has taken 3 damage from npc_combine_s.
[19:56:39]	John Smith has taken 3 damage from npc_combine_s.
[19:56:40]	John Smith has taken 3 damage from npc_combine_s.
[19:56:40]	John Smith has taken 3 damage from npc_combine_s.
[19:56:51]	John Smith has taken 3 damage from npc_combine_s.
[19:56:51]	John Smith has taken 6 damage from npc_combine_s.
[19:57:01]	John Smith has taken 4 damage from npc_manhack.
[19:57:08]	John Smith has taken 4 damage from npc_manhack.
[19:57:08]	John Smith has taken 4 damage from npc_manhack.
[19:57:11]	John Smith has taken 4 damage from npc_manhack.
[19:57:27]	John Smith has taken 4 damage from npc_manhack.
[19:57:40]	Victor exited observer at their location.
[19:57:40]	Victor entered observer.
[19:57:41]	Victor exited observer at their location.
[19:57:47]	Victor used command '/ToggleRaise'.
[19:57:51]	[Y] Victor: WE DID IT!
[19:58:09]	Victor has taken 4 damage from npc_manhack.
[19:58:09]	John Smith has taken 4 damage from npc_manhack.
[19:58:34]	[Y] Cameron Nixon: Hunter!
[19:58:42]	[Y] Victor: FUCK'S SAKE!
[19:58:46]	[Y] Victor: Let me just.
[19:58:47]	Victor used command '/ToggleRaise'.
[19:58:51]	Victor used command '/ToggleRaise'.
[19:59:08]	[Y] Victor: IT'S ONLY FOR EMERGENCIES!
[19:59:28]	John Smith has taken 4 damage from npc_hunter.
[19:59:39]	Victor used command '/ToggleRaise'.
[20:00:02]	Victor used command '/ToggleRaise'.
[20:00:07]	[Y] Cameron Nixon: Most, if not all Vorts are dead, as I said they would be.
[20:00:08]	[Y] Cameron Nixon: But..
[20:00:10]	[Y] Cameron Nixon: One lives.
[20:00:29]	Victor used command '/ToggleRaise'.
[20:00:54]	[ME] Victor: puts down the minigun.
[20:01:28]	[ME] Victor: presses a button on a nearby box. He speaks into it.
[20:02:35]	[ME] Victor: unpresses the button, then hooks a wire up from one device to the back of the radio.
[20:03:29]	[LOOC] Victor: you cannot give your pulse SMG to another char my guy
[20:03:36]	[LOOC] Cameron Nixon: Why?
[20:03:44]	[LOOC] Cameron Nixon: I'm not giving it, I'm not the one getting it.
[20:04:09]	[LOOC] Victor: sorry, i mean another of your own char. Is Uriel not the one getting the gun?
[20:04:35]	[LOOC] Cameron Nixon: Uriel is the one getting the gun, Cameron's never had it, he's never held it. Never had it as an item. You're giving it, directly to him.
[20:04:38]	[LOOC] Cameron Nixon: It's not an item transfer.
[20:04:43]	[LOOC] Cameron Nixon: Cause it was never mine.
[20:05:08]	[LOOC] Victor: you gave it to me, and I unlocked it for you. You can't roleplay with your own characters, especially to get around a choice you made for yourself, knowing the risks.
[20:05:55]	[LOOC] Cameron Nixon: It's not getting around a choice you were alerted of this before I even *gave* you the gun
[20:06:01]	[LOOC] Cameron Nixon: That and I quote it wasn't for me
[20:06:09]	[LOOC] Cameron Nixon: and you acknowledged that.
[20:06:21]	[LOOC] Victor: i figured you meant to another character that wasn't yours
[20:06:29]	[LOOC] Victor: you didn't specify your own char
[20:06:37]	[LOOC] Cameron Nixon: The fact that its my own char shouldnt matter as I never had the gun.
[20:06:49]	[LOOC] Cameron Nixon: It was never on my person
[20:06:57]	[LOOC] Victor: I'm not gonna argue about this with you. Except for how it was when you grabbed it.
[20:07:13]	[LOOC] Victor: You're not gonna give the gun to Uriel, that's final. Sorry if you don't like that.
[20:07:21]	Victor entered observer.
[20:08:16]	Victor has spawned a 'NPC [55][npc_vortigaunt]'.
[20:08:53]	[ME] John Smith: would lean against the wall
[20:08:57]	Victor has spawned 'models/vortigaunt_blue.mdl'.
[20:09:02]	XxXRationEnthusiastXxX has connected.
[20:09:08]	Victor has spawned a 'NPC [85][npc_vortigaunt]'.
[20:09:54]	[OOC] John Smith: we are in the middle of an event, so you joined at a wierd time, but welcome! and check your inventory to get your hazmat suit and filter on
[20:10:02]	[OOC] Victor: he was on last night, he knows
[20:10:08]	[OOC] John Smith: ah, didn't know
[20:11:01]	[OOC] John Smith: brb
[20:11:32]	[OOC] Victor: well i don't think either of you are here so i'll wait to do the thing
[20:11:34]	XxXRationEnthusiastXxX loaded the character 'Ben Edge'
[20:12:05]	[OOC] Victor: wb ben
[20:12:07]	John Smith has taken 1 damage from worldspawn.
[20:12:08]	John Smith has taken 1 damage from worldspawn.
[20:12:09]	John Smith has taken 1 damage from worldspawn.
[20:12:10]	John Smith has taken 1 damage from worldspawn.
[20:12:10]	[OOC] Victor: cameron and john let me know when you're back
[20:12:11]	John Smith has taken 1 damage from worldspawn.
[20:12:11]	John Smith has taken 1 damage from worldspawn.
[20:12:12]	John Smith has taken 1 damage from worldspawn.
[20:12:13]	John Smith has taken 1 damage from worldspawn.
[20:12:14]	Victor used command '/PlySearch'.
[20:12:14]	John Smith has taken 1 damage from worldspawn.
[20:12:14]	John Smith has taken 1 damage from worldspawn.
[20:12:15]	John Smith has taken 1 damage from worldspawn.
[20:12:16]	John Smith has taken 1 damage from worldspawn.
[20:12:17]	John Smith has taken 1 damage from worldspawn.
[20:12:17]	John Smith has taken 1 damage from worldspawn.
[20:12:18]	John Smith has taken 1 damage from worldspawn.
[20:12:19]	John Smith has taken 1 damage from worldspawn.
[20:12:20]	John Smith has taken 1 damage from worldspawn.
[20:12:21]	John Smith has taken 1 damage from worldspawn.
[20:12:21]	John Smith has taken 1 damage from worldspawn.
[20:12:22]	John Smith has taken 1 damage from worldspawn.
[20:12:23]	John Smith has taken 1 damage from worldspawn.
[20:12:24]	John Smith has taken 1 damage from worldspawn.
[20:12:24]	John Smith has taken 1 damage from worldspawn.
[20:12:25]	John Smith has taken 1 damage from worldspawn.
[20:12:26]	John Smith has taken 1 damage from worldspawn.
[20:12:27]	John Smith has taken 1 damage from worldspawn.
[20:12:28]	John Smith has taken 1 damage from worldspawn.
[20:12:28]	John Smith has taken 1 damage from worldspawn.
[20:12:29]	John Smith has taken 1 damage from worldspawn.
[20:12:30]	John Smith has taken 1 damage from worldspawn.
[20:12:31]	John Smith has taken 1 damage from worldspawn.
[20:12:31]	John Smith has taken 1 damage from worldspawn.
[20:12:32]	John Smith has taken 1 damage from worldspawn.
[20:12:33]	John Smith has taken 1 damage from worldspawn.
[20:12:34]	John Smith has taken 1 damage from worldspawn.
[20:12:34]	John Smith has taken 1 damage from worldspawn.
[20:12:35]	John Smith has taken 1 damage from worldspawn.
[20:12:36]	John Smith has taken 1 damage from worldspawn.
[20:12:37]	John Smith has taken 1 damage from worldspawn.
[20:12:38]	John Smith has taken 1 damage from worldspawn.
[20:12:38]	John Smith has taken 1 damage from worldspawn.
[20:12:39]	John Smith has taken 1 damage from worldspawn.
[20:12:40]	John Smith has taken 1 damage from worldspawn.
[20:12:41]	John Smith has taken 1 damage from worldspawn.
[20:12:41]	John Smith has taken 1 damage from worldspawn.
[20:12:42]	John Smith has taken 1 damage from worldspawn.
[20:12:43]	John Smith has taken 1 damage from worldspawn.
[20:12:44]	John Smith has taken 1 damage from worldspawn.
[20:12:45]	John Smith has taken 1 damage from worldspawn.
[20:12:45]	John Smith has taken 1 damage from worldspawn.
[20:12:46]	John Smith has taken 1 damage from worldspawn.
[20:12:47]	John Smith has taken 1 damage from worldspawn.
[20:12:48]	John Smith ran 'equip' on item 'Conscript Filter' (#12497)
[20:13:00]	[OOC] John Smith: beck
[20:13:16]	[OOC] Victor: waiting for frost
[20:13:34]	[OOC] Ben Edge: can i get vortigaunt
[20:13:34]	Ben Edge has taken 1 damage from worldspawn.
[20:13:35]	Ben Edge has taken 1 damage from worldspawn.
[20:13:36]	Ben Edge has taken 1 damage from worldspawn.
[20:13:36]	Ben Edge has taken 1 damage from worldspawn.
[20:13:37]	Ben Edge has taken 1 damage from worldspawn.
[20:13:38]	Ben Edge has taken 1 damage from worldspawn.
[20:13:39]	Ben Edge has taken 1 damage from worldspawn.
[20:13:39]	Ben Edge has taken 1 damage from worldspawn.
[20:13:40]	Ben Edge has taken 1 damage from worldspawn.
[20:13:41]	[OOC] Victor: the whitelist isn't available
[20:13:41]	Ben Edge has taken 1 damage from worldspawn.
[20:13:42]	Ben Edge has taken 1 damage from worldspawn.
[20:13:42]	Ben Edge has taken 1 damage from worldspawn.
[20:13:43]	Ben Edge has taken 1 damage from worldspawn.
[20:13:44]	Ben Edge has taken 1 damage from worldspawn.
[20:13:45]	Ben Edge has taken 1 damage from worldspawn.
[20:13:46]	Ben Edge has gained a 'Citizen Filter' #12499.
[20:13:46]	Victor used command '/CharGiveItem ben citizen filter'.
[20:13:46]	Ben Edge has taken 1 damage from worldspawn.
[20:13:46]	[OOC] Ben Edge: can i get cp
[20:13:46]	Ben Edge has taken 1 damage from worldspawn.
[20:13:47]	Ben Edge has taken 1 damage from worldspawn.
[20:13:48]	[OOC] Victor: check  your inv ben
[20:13:48]	Ben Edge has taken 1 damage from worldspawn.
[20:13:49]	Ben Edge has taken 1 damage from worldspawn.
[20:13:49]	Ben Edge has taken 1 damage from worldspawn.
[20:13:50]	Ben Edge has taken 1 damage from worldspawn.
[20:13:50]	Ben Edge ran 'equip' on item 'Citizen Filter' (#12499)
[20:13:52]	[OOC] Victor: sure, apply for it when the apps are open
[20:13:55]	[OOC] Ben Edge: kk
[20:13:59]	Cameron Nixon has taken 1 damage from worldspawn.
[20:13:59]	Cameron Nixon ran 'equip' on item 'Conscript Filter' (#12498)
[20:14:02]	[OOC] John Smith: camerons back
[20:14:09]	[OOC] Cameron Nixon: ive always been here
[20:14:20]	Victor exited observer at their location.
[20:14:33]	Victor entered observer.
[20:14:47]	Ben Edge has taken 50 damage from npc_vortigaunt.
[20:14:50]	[OOC] Ben Edge: why is there an e-girl outside
[20:14:51]	[OOC] Victor: ignore him shooting
[20:14:55]	[OOC] Ben Edge: i lost hp
[20:14:55]	[OOC] Victor: fixed
[20:14:56]	[OOC] Ben Edge: :(
[20:15:08]	[OOC] John Smith: he is transparent
[20:15:17]	[OOC] Victor: WTF WHY ISN'T IT FIXED
[20:15:21]	Ben Edge has taken 50 damage from npc_vortigaunt.
[20:15:24]	[OOC] Ben Edge: hes a dumb mofo
[20:15:27]	Victor exited observer at their location.
[20:15:29]	[OOC] Ben Edge: i lost hp again
[20:15:32]	Cameron Nixon has taken 50 damage from npc_vortigaunt.
[20:15:36]	Victor entered observer.
[20:15:37]	John Smith has taken 50 damage from npc_vortigaunt.
[20:15:39]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12049)
[20:15:39]	[OOC] Victor: fuck's sake
[20:15:39]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12049)
[20:15:40]	Victor exited observer at their location.
[20:15:46]	[OOC] Victor: this sohuld be fine
[20:15:46]	Victor entered observer.
[20:15:47]	John Smith has taken 50 damage from npc_vortigaunt.
[20:15:47]	npc_vortigaunt has killed John Smith.
[20:15:50]	[OOC] Victor: OR NOT WHAT THE FUCK
[20:15:51]	[OOC] John Smith: NOPE
[20:15:58]	Victor has spawned 'models/hunter/blocks/cube4x4x025.mdl'.
[20:16:08]	Victor exited observer at their location.
[20:16:16]	[LOOC] Victor: void that
[20:16:17]	[LOOC] Victor: alright
[20:16:19]	[LOOC] Victor: this may be fine
[20:16:19]	Victor entered observer.
[20:16:19]	[OOC] John Smith: uh... tp to the boys...?
[20:16:54]	[OOC] Ben Edge: wtf is this
[20:17:04]	[W] John Smith: Is this God...?
[20:17:15]	[OOC] Ben Edge: how
[20:17:37]	[OOC] John Smith: bruh i lost my smg and shotgun :(
[20:17:39]	Victor used command '/Event The strange-looking vortigaunt disipates.'.
[20:17:45]	[OOC] Ben Edge: i lsot my shotgun yesterday
[20:17:46]	Victor exited observer at their location.
[20:17:53]	[OOC] Ben Edge: only admins can hav eguns
[20:18:06]	[OOC] John Smith: no, we can have them too
[20:18:27]	[OOC] John Smith: why are you using #'s?
[20:18:48]	[OOC] John Smith: why is ben using #'s?
[20:18:58]	[OOC] Cameron Nixon: He's trying to not be offensive.
[20:19:00]	[OOC] Cameron Nixon: Obviously.
[20:19:05]	[OOC] Ben Edge: I am very PC!
[20:19:17]	[OOC] Victor: Oh, you were part of *that* group from that one night.
[20:19:22]	[OOC] Victor: yeah, deuces
[20:19:26]	[OOC] Ben Edge: ?
[20:19:28]	XxXRationEnthusiastXxX (STEAM_0:1:226358281) has disconnected.
[20:19:33]	[OOC] Cameron Nixon: What, that guy was fine.
[20:19:36]	[OOC] Victor: he was not
[20:19:39]	[OOC] Cameron Nixon: He was.
[20:19:40]	Victor entered observer.
[20:19:45]	[OOC] Victor: this is not my first time seeing him
[20:19:52]	matt saton loaded the character 'Vortigaunt'
[20:19:53]	Vortigaunt entered observer.
[20:19:56]	[OOC] Cameron Nixon: Not mine either he was literally on 2 hours ago.
[20:20:03]	[OOC] Vortigaunt: no, he was on about a week ago too
[20:20:07]	Vortigaunt exited observer at their location.
[20:20:11]	[OOC] Cameron Nixon: That I am aware of as well.
[20:20:21]	[OOC] John Smith: what, did he do some racist shit?
[20:20:27]	[OOC] Vortigaunt: he was with a minge group
[20:22:13]	[OOC] John Smith: that explains why he was see-through
[20:26:27]	Vortigaunt entered observer.
[20:26:43]	matt saton loaded the character 'Victor'
[20:28:05]	Victor entered observer.
[20:28:05]	Victor exited observer at their location.
[20:28:05]	Victor entered observer.
[20:28:06]	Victor exited observer at their location.
[20:28:15]	Victor entered observer.
[20:28:24]	Victor has spawned a 'Entity [56][gmod_sent_vehicle_fphysics_base]'.
[20:28:31]	Victor has spawned a 'Entity [398][gmod_sent_vehicle_fphysics_base]'.
[20:28:32]	Victor exited observer at their location.
[20:29:51]	Victor has taken 2 damage from worldspawn.
[20:29:51]	John Smith has taken 2 damage from worldspawn.
[20:29:51]	Cameron Nixon has taken 2 damage from worldspawn.
[20:30:01]	[LOOC] Victor: /me takes off his blindfold.
[20:30:10]	[OOC] John Smith: bruh moment
[20:32:10]	[LOOC] John Smith: problem*
[20:32:21]	[ME] Victor: shuffles through his various pockets.
[20:32:55]	Victor has spawned 'models/gibs/advisorpod_wreckage_mid_3.mdl'.
[20:32:59]	[OOC] Victor: yes you are supposde to be blnid
[20:33:02]	Victor has spawned 'models/gibs/advisorpod_wreckage_mid_1.mdl'.
[20:33:03]	Victor has spawned 'models/gibs/advisorpod_wreckage_front.mdl'.
[20:33:10]	Victor has spawned 'models/gibs/gunship_gibs_eye.mdl'.
[20:33:11]	Victor has spawned 'models/gibs/gunship_gibs_engine.mdl'.
[20:33:11]	Victor has taken 50 damage from prop_physics.
[20:33:11]	Victor has taken 5 damage from prop_physics.
[20:33:13]	Victor has spawned 'models/gibs/gunship_gibs_midsection.mdl'.
[20:33:13]	Victor has spawned 'models/gibs/gunship_gibs_headsection.mdl'.
[20:33:14]	Victor has spawned 'models/gibs/gunship_gibs_tailsection.mdl'.
[20:33:16]	Victor has spawned 'models/gibs/gunship_gibs_wing.mdl'.
[20:33:19]	Victor has spawned 'models/gibs/strider_gib5.mdl'.
[20:33:19]	Victor has spawned 'models/gibs/strider_gib6.mdl'.
[20:33:22]	Victor has spawned 'models/gibs/shield_scanner_gib5.mdl'.
[20:33:27]	Victor has spawned 'models/gibs/shield_scanner_gib4.mdl'.
[20:33:28]	Victor has spawned 'models/gibs/shield_scanner_gib6.mdl'.
[20:33:31]	Victor has spawned 'models/gibs/shield_scanner_gib4.mdl'.
[20:33:33]	Victor has spawned 'models/gibs/shield_scanner_gib6.mdl'.
[20:33:40]	Victor has spawned 'models/gibs/strider_gib7.mdl'.
[20:33:42]	Victor has spawned 'models/gibs/strider_gib6.mdl'.
[20:33:43]	Victor entered observer.
[20:33:43]	Victor exited observer at their location.
[20:33:44]	Victor entered observer.
[20:33:45]	Victor exited observer at their location.
[20:33:46]	Victor entered observer.
[20:33:46]	Victor exited observer at their location.
[20:33:46]	Victor entered observer.
[20:33:46]	Victor exited observer at their location.
[20:33:47]	Victor has spawned 'models/gibs/shield_scanner_gib4.mdl'.
[20:33:49]	Victor has spawned 'models/gibs/metal_gib3.mdl'.
[20:33:51]	Victor has spawned 'models/gibs/shield_scanner_gib5.mdl'.
[20:34:30]	Victor has gained a 'Piece of an Unidentified Synth' #12497.
[20:34:30]	Victor used command '/CreateCustomItem Piece of an Unidentified Synth models/gibs/shield_scanner_gib5.mdl "A piece of an unfamiliar synth. Token item. (6/18/2021-6/19/2021)'.
[20:34:31]	Victor has gained a 'Piece of an Unidentified Synth' #12498.
[20:34:31]	Victor used command '/CreateCustomItem Piece of an Unidentified Synth models/gibs/shield_scanner_gib5.mdl "A piece of an unfamiliar synth. Token item. (6/18/2021-6/19/2021)'.
[20:34:36]	Victor has gained a 'Piece of an Unidentified Synth' #12499.
[20:34:36]	Victor used command '/CreateCustomItem Piece of an Unidentified Synth models/gibs/shield_scanner_gib5.mdl A piece of an unfamiliar synth. Token item. (6/18/2021-6/19/2021)'.
[20:34:37]	Victor has gained a 'Piece of an Unidentified Synth' #12500.
[20:34:37]	Victor used command '/CreateCustomItem Piece of an Unidentified Synth models/gibs/shield_scanner_gib5.mdl A piece of an unfamiliar synth. Token item. (6/18/2021-6/19/2021)'.
[20:34:56]	[ME] Victor: hands something to both of them.
[20:35:00]	Victor ran 'drop' on item 'Piece of an Unidentified Synth' (#12499)
[20:35:00]	Victor has lost a 'Piece of an Unidentified Synth' #12499.
[20:35:02]	Victor ran 'drop' on item 'Piece of an Unidentified Synth' (#12500)
[20:35:02]	Victor has lost a 'Piece of an Unidentified Synth' #12500.
[20:35:12]	John Smith ran 'take' on item 'Piece of an Unidentified Synth' (#12500)
[20:35:12]	John Smith has gained a 'Piece of an Unidentified Synth' #12500.
[20:35:26]	Cameron Nixon ran 'take' on item 'Piece of an Unidentified Synth' (#12499)
[20:35:26]	Cameron Nixon has gained a 'Piece of an Unidentified Synth' #12499.
[20:35:30]	Victor used command '/adminspawnmenu'.
[20:35:31]	[ME] Cameron Nixon: *he'd pick up the item.*
[20:35:39]	Victor has spawned "LA71 (Pulse SMG)"
[20:35:49]	Cameron Nixon ran 'EquipUn' on item 'Fingerless Gloves' (#12104)
[20:35:53]	Cameron Nixon ran 'take' on item 'LA71 (Pulse SMG)' (#12501)
[20:36:15]	Victor ran 'use' on item '12-Gauge Shells' (#12488)
[20:36:15]	Victor ran 'use' on item '12-Gauge Shells' (#12482)
[20:36:16]	Victor ran 'use' on item '12-Gauge Shells' (#12489)
[20:36:16]	Victor ran 'use' on item '12-Gauge Shells' (#12487)
[20:36:17]	Victor ran 'drop' on item 'Piece of an Unidentified Synth' (#12497)
[20:36:17]	Victor has lost a 'Piece of an Unidentified Synth' #12497.
[20:36:18]	Victor ran 'drop' on item 'Piece of an Unidentified Synth' (#12498)
[20:36:18]	Victor has lost a 'Piece of an Unidentified Synth' #12498.
[20:36:25]	Victor ran 'take' on item 'LA71 (Pulse SMG)' (#12501)
[20:36:25]	Victor has gained a 'LA71 (Pulse SMG)' #12501.
[20:36:27]	Victor ran 'drop' on item 'Suitcase' (#12434)
[20:36:27]	Victor has lost a 'Suitcase' #12434.
[20:36:27]	Victor has lost a 'LA71 (Pulse SMG)' #12501.
[20:36:29]	Cameron Nixon ran 'take' on item 'Suitcase' (#12434)
[20:36:29]	Cameron Nixon has gained a 'Suitcase' #12434.
[20:36:29]	Cameron Nixon has gained a 'LA71 (Pulse SMG)' #12501.
[20:36:51]	Cameron Nixon ran 'Equip' on item 'Fingerless Gloves' (#12104)
[20:38:23]	[Y] Victor: Seeya!
[20:38:31]	[Y] John Smith: So long!
[20:38:56]	[ME] Cameron Nixon: *he'd pick up a small Cardboard box, tucking it into his free arm.*
[20:38:57]	Victor has taken 2 damage from worldspawn.
[20:39:00]	Victor entered observer.
[20:43:37]	matt saton has connected.
[20:43:41]	Michλel's World has connected.
[20:43:54]	Odin has connected.
[20:44:11]	Michλel's World loaded the character 'John Smith'
[20:45:22]	Odin loaded the character 'Cameron Nixon'
[20:45:40]	Cameron Nixon opened the '' #1233 container.
[20:45:43]	Cameron Nixon closed the '' #1233 container.
[20:45:51]	[OOC] John Smith: bruh nixon isnt supposed to be here lmao
[20:45:55]	[OOC] Cameron Nixon: im workin on it
[20:45:59]	Cameron Nixon ran 'drop' on item 'Suitcase' (#12434)
[20:45:59]	Cameron Nixon has lost a 'Suitcase' #12434.
[20:45:59]	Cameron Nixon has lost a 'LA71 (Pulse SMG)' #12501.
[20:46:02]	[OOC] John Smith: he supposed to be in le outlands
[20:46:02]	Cameron Nixon destroyed a 'Suitcase' #12434.
[20:46:25]	Cameron Nixon has taken 5 damage from npc_headcrab.
[20:50:11]	[OOC] John Smith: welp
[20:50:25]	[OOC] John Smith: im gonna go make the Vort Clown Car poster
[20:50:32]	[OOC] John Smith: peace out
[20:50:34]	[OOC] Cameron Nixon: peace
[20:50:37]	Michλel's World (STEAM_0:1:75161355) has disconnected.
[21:13:25]	wheat has connected.
[21:13:26]	Odin loaded the character 'Erwin Ramstein'
[21:13:47]	Erwin Ramstein ran 'EquipUn' on item 'Pan' (#12427)
[21:14:11]	wheat loaded the character 'CAC.C08-CRM.34712'
[21:14:18]	wheat (STEAM_0:0:460056698) has disconnected.
[21:14:20]	Erwin Ramstein opened the '' #1183 container.
[21:14:22]	Erwin Ramstein closed the '' #1183 container.
[21:14:24]	Erwin Ramstein opened the '' #1184 container.
[21:15:08]	Erwin Ramstein closed the '' #1184 container.
[21:15:08]	Erwin Ramstein opened the '' #1184 container.
[21:15:14]	Erwin Ramstein closed the '' #1184 container.
[21:17:19]	Odin (STEAM_0:0:595064043) has disconnected.
[22:49:47]	matt saton (STEAM_0:1:53097688) has disconnected (timed out).
[22:54:51]	master slice has connected.
[22:56:59]	master slice created the character 'tommy'
[22:56:59]	tommy has gained a 'Suitcase' #12501.
[22:56:59]	tommy has gained a 'Relocation Coupon' #12502.
[22:56:59]	tommy has gained a 'Green Citizen Suit' #12503.
[22:56:59]	tommy has gained a 'Citizen Filter' #12504.
[22:56:59]	master slice loaded the character 'tommy'
[22:57:24]	tommy has taken 250 damage from trigger_hurt.
[22:57:24]	trigger_hurt has killed tommy.
[22:57:59]	tommy has taken 1 damage from worldspawn.
[22:58:00]	tommy has taken 1 damage from worldspawn.
[22:58:00]	tommy has taken 1 damage from worldspawn.
[22:58:01]	tommy has taken 1 damage from worldspawn.
[22:58:02]	tommy has taken 1 damage from worldspawn.
[22:58:03]	tommy has taken 1 damage from worldspawn.
[22:58:03]	tommy has taken 1 damage from worldspawn.
[22:58:04]	tommy has taken 1 damage from worldspawn.
[22:58:05]	tommy has taken 1 damage from worldspawn.
[22:58:06]	tommy has taken 1 damage from worldspawn.
[22:58:22]	tommy ran 'drop' on item 'Relocation Coupon' (#12502)
[22:58:22]	tommy has lost a 'Relocation Coupon' #12502.
[22:58:24]	tommy ran 'Equip' on item 'Green Citizen Suit' (#12503)
[22:58:27]	tommy ran 'equip' on item 'Citizen Filter' (#12504)
[22:58:35]	tommy ran 'take' on item 'Relocation Coupon' (#12502)
[22:58:35]	tommy has gained a 'Relocation Coupon' #12502.
[22:59:07]	master slice (STEAM_0:1:426595036) has disconnected.
