[03:18:23]	Bonkusgoosus has connected.
[14:08:05]	Jacob Desmone ran 'drop' on item 'Cables' (#38480)
[14:08:05]	Jacob Desmone has lost a 'Cables' #38480.
[14:08:09]	Jacob Desmone ran 'take' on item 'Pipe' (#38514)
[14:08:09]	Jacob Desmone has gained a 'Pipe' #38514.
[14:08:10]	Jacob Desmone ran 'take' on item 'Cables' (#38487)
[14:08:10]	Jacob Desmone has gained a 'Cables' #38487.
[14:08:13]	Jacob Desmone ran 'Equip' on item 'Pipe' (#38514)
[14:08:17]	Jacob Desmone has gained a 'Boot' #38515.
[14:08:21]	Jacob Desmone ran 'drop' on item 'Boot' (#38515)
[14:08:21]	Jacob Desmone has lost a 'Boot' #38515.
[14:08:33]	Jacob Desmone has gained a 'Bar of Soap' #38517.
[14:08:36]	Jacob Desmone ran 'drop' on item 'Bar of Soap' (#38517)
[14:08:36]	Jacob Desmone has lost a 'Bar of Soap' #38517.
[14:08:52]	Jacob Desmone has gained a 'Padlock' #38518.
[14:08:54]	Jacob Desmone ran 'Use' on item 'Padlock' (#38518)
[14:08:56]	Jacob Desmone ran 'drop' on item 'Padlock' (#38518)
[14:08:56]	Jacob Desmone has lost a 'Padlock' #38518.
[14:09:13]	Jacob Desmone has gained a 'Pin' #38519.
[14:09:16]	Jacob Desmone ran 'drop' on item 'Pin' (#38519)
[14:09:16]	Jacob Desmone has lost a 'Pin' #38519.
[14:10:04]	Jacob Desmone has gained a 'Green Citizen Suit' #38522.
[14:10:07]	Jacob Desmone ran 'drop' on item 'Green Citizen Suit' (#38522)
[14:10:07]	Jacob Desmone has lost a 'Green Citizen Suit' #38522.
[14:10:26]	Jacob Desmone has gained a 'Minimum Grade Supplements (Fish Flavor)' #38524.
[14:10:30]	Jacob Desmone ran 'Consume' on item 'Minimum Grade Supplements (Fish Flavor)' (#38524)
[14:11:18]	Dilly_ has connected.
[14:11:40]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#37041)
[14:11:40]	Jacob Desmone has lost a 'Scrap Metal' #37041.
[14:11:41]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#38468)
[14:11:41]	Jacob Desmone has lost a 'Scrap Metal' #38468.
[14:11:42]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#38465)
[14:11:42]	Jacob Desmone has lost a 'Scrap Metal' #38465.
[14:11:42]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#38466)
[14:11:42]	Jacob Desmone has lost a 'Scrap Metal' #38466.
[14:11:43]	Jacob Desmone ran 'drop' on item 'Charcoal' (#38502)
[14:11:43]	Jacob Desmone has lost a 'Charcoal' #38502.
[14:11:44]	Jacob Desmone ran 'drop' on item 'Cables' (#38473)
[14:11:44]	Jacob Desmone has lost a 'Cables' #38473.
[14:11:44]	Jacob Desmone ran 'drop' on item 'Cables' (#38487)
[14:11:44]	Jacob Desmone has lost a 'Cables' #38487.
[14:11:45]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#38494)
[14:11:45]	Jacob Desmone has lost a 'Scrap Metal' #38494.
[14:11:45]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#37555)
[14:11:45]	Jacob Desmone has lost a 'Scrap Metal' #37555.
[14:11:48]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#38491)
[14:11:48]	Jacob Desmone has lost a 'Scrap Metal' #38491.
[14:11:49]	Jacob Desmone opened the 'Reinforced Padlocked Crate' #2848 container.
[14:11:55]	Jacob Desmone ran 'drop' on item 'Wires' (#35212)
[14:11:57]	Jacob Desmone closed the 'Reinforced Padlocked Crate' #2848 container.
[14:11:58]	Jacob Desmone opened the 'Padlocked Locker' #2846 container.
[14:12:01]	Jacob Desmone ran 'drop' on item 'Screwdriver' (#35499)
[14:12:02]	Jacob Desmone closed the 'Padlocked Locker' #2846 container.
[14:12:03]	Jacob Desmone opened the 'Padlocked Locker' #2846 container.
[14:12:03]	Jacob Desmone closed the 'Padlocked Locker' #2846 container.
[14:12:04]	Jacob Desmone ran 'take' on item 'Screwdriver' (#35499)
[14:12:04]	Jacob Desmone has gained a 'Screwdriver' #35499.
[14:12:07]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38524.
[14:12:07]	Jacob Desmone has gained a 'Scrap Electronics' #38525.
[14:12:08]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38526.
[14:12:08]	Jacob Desmone has gained a 'Scrap Electronics' #38527.
[14:12:08]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38528.
[14:12:08]	Jacob Desmone has gained a 'Scrap Electronics' #38529.
[14:12:09]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38530.
[14:12:09]	Jacob Desmone has gained a 'Scrap Electronics' #38531.
[14:12:09]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38532.
[14:12:09]	Jacob Desmone has gained a 'Scrap Electronics' #38533.
[14:12:10]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38534.
[14:12:10]	Jacob Desmone has gained a 'Scrap Electronics' #38535.
[14:12:11]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38536.
[14:12:11]	Jacob Desmone has gained a 'Scrap Electronics' #38537.
[14:12:11]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38538.
[14:12:11]	Jacob Desmone has gained a 'Scrap Electronics' #38539.
[14:12:12]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38540.
[14:12:12]	Jacob Desmone has gained a 'Scrap Electronics' #38541.
[14:12:12]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38542.
[14:12:12]	Jacob Desmone has gained a 'Scrap Electronics' #38543.
[14:12:19]	Dilly_ loaded the character 'Douglas Hudson'
[14:12:20]	Jacob Desmone has gained a 'Refined Electronics' #38544.
[14:12:21]	Jacob Desmone has gained a 'Refined Electronics' #38545.
[14:12:21]	Jacob Desmone has gained a 'Refined Electronics' #38546.
[14:12:22]	Jacob Desmone has gained a 'Refined Electronics' #38547.
[14:12:22]	Jacob Desmone has gained a 'Refined Electronics' #38548.
[14:12:28]	Jacob Desmone has gained a 'RF Transmitter' #38549.
[14:12:29]	Jacob Desmone has gained a 'RF Transmitter' #38550.
[14:12:29]	Jacob Desmone has gained a 'RF Transmitter' #38551.
[14:12:29]	Jacob Desmone has gained a 'RF Transmitter' #38552.
[14:12:30]	Jacob Desmone has gained a 'RF Transmitter' #38553.
[14:12:39]	[OOC] Douglas Hudson: I got 15 minutes before my pc kills itself
[14:12:40]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38549)
[14:12:40]	Jacob Desmone has lost a 'RF Transmitter' #38549.
[14:12:41]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38550)
[14:12:41]	Jacob Desmone has lost a 'RF Transmitter' #38550.
[14:12:41]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38553)
[14:12:41]	Jacob Desmone has lost a 'RF Transmitter' #38553.
[14:12:42]	Jacob Desmone ran 'drop' on item 'Single-Channel RF Transmitter' (#38538)
[14:12:42]	Jacob Desmone has lost a 'Single-Channel RF Transmitter' #38538.
[14:12:43]	Jacob Desmone ran 'drop' on item 'Single-Channel RF Transmitter' (#38534)
[14:12:43]	Jacob Desmone has lost a 'Single-Channel RF Transmitter' #38534.
[14:12:44]	Jacob Desmone ran 'drop' on item 'Single-Channel RF Transmitter' (#38530)
[14:12:44]	Jacob Desmone has lost a 'Single-Channel RF Transmitter' #38530.
[14:12:45]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38552)
[14:12:45]	Jacob Desmone has lost a 'RF Transmitter' #38552.
[14:12:45]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38551)
[14:12:45]	Jacob Desmone has lost a 'RF Transmitter' #38551.
[14:12:47]	Jacob Desmone ran 'drop' on item 'Single-Channel RF Transmitter' (#38532)
[14:12:47]	Jacob Desmone has lost a 'Single-Channel RF Transmitter' #38532.
[14:12:48]	Jacob Desmone ran 'drop' on item 'Single-Channel RF Transmitter' (#38536)
[14:12:48]	Jacob Desmone has lost a 'Single-Channel RF Transmitter' #38536.
[14:12:50]	[OOC] Jacob Desmone: LOL
[14:12:54]	[OOC] Jacob Desmone: I forgot
[14:12:57]	[OOC] Jacob Desmone: are you part of the exiles
[14:12:58]	[OOC] Jacob Desmone: or
[14:13:15]	Jacob Desmone ran 'take' on item 'Single-Channel RF Transmitter' (#38536)
[14:13:15]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38536.
[14:13:16]	Jacob Desmone ran 'take' on item 'Single-Channel RF Transmitter' (#38530)
[14:13:16]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38530.
[14:13:18]	Jacob Desmone ran 'take' on item 'Single-Channel RF Transmitter' (#38532)
[14:13:18]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38532.
[14:13:21]	Jacob Desmone ran 'take' on item 'Single-Channel RF Transmitter' (#38538)
[14:13:21]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38538.
[14:13:26]	Jacob Desmone ran 'take' on item 'Single-Channel RF Transmitter' (#38534)
[14:13:26]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38534.
[14:13:29]	[OOC] Douglas Hudson: I'm running this on a craptop
[14:13:41]	[OOC] Jacob Desmone: im rn upgrading my
[14:13:44]	[OOC] Jacob Desmone: engineering
[14:13:52]	[OOC] Douglas Hudson: really good graphics, really good memmory... but holy fuck it cant cool
[14:13:56]	[OOC] Jacob Desmone: im at 55
[14:14:08]	[OOC] Douglas Hudson: grinding engineering 
[14:14:11]	[OOC] Douglas Hudson: very based
[14:14:17]	[OOC] Jacob Desmone: I found a thing for higher level engineers
[14:14:19]	[OOC] Jacob Desmone: you just need I tihnk 45
[14:14:24]	Jacob Desmone opened the 'Large Refrigerator' #2808 container.
[14:14:26]	[OOC] Douglas Hudson: ? what thing
[14:14:27]	Jacob Desmone ran 'drop' on item 'Refined Electronics' (#35202)
[14:14:28]	Jacob Desmone ran 'drop' on item 'Refined Electronics' (#34167)
[14:14:28]	Jacob Desmone ran 'drop' on item 'Refined Electronics' (#33594)
[14:14:29]	Jacob Desmone ran 'drop' on item 'Refined Electronics' (#35203)
[14:14:30]	Jacob Desmone ran 'drop' on item 'Refined Electronics' (#33590)
[14:14:30]	Jacob Desmone ran 'drop' on item 'Refined Electronics' (#33396)
[14:14:30]	[OOC] Douglas Hudson: guessing it's in the warehouse or somthn
[14:14:31]	Jacob Desmone closed the 'Large Refrigerator' #2808 container.
[14:14:33]	Jacob Desmone ran 'take' on item 'Refined Electronics' (#33590)
[14:14:33]	Jacob Desmone has gained a 'Refined Electronics' #33590.
[14:14:34]	Jacob Desmone ran 'take' on item 'Refined Electronics' (#35203)
[14:14:34]	Jacob Desmone has gained a 'Refined Electronics' #35203.
[14:14:35]	Jacob Desmone ran 'take' on item 'Refined Electronics' (#33594)
[14:14:35]	Jacob Desmone has gained a 'Refined Electronics' #33594.
[14:14:36]	Jacob Desmone ran 'take' on item 'Refined Electronics' (#33396)
[14:14:36]	Jacob Desmone has gained a 'Refined Electronics' #33396.
[14:14:36]	Jacob Desmone ran 'take' on item 'Refined Electronics' (#34167)
[14:14:36]	Jacob Desmone has gained a 'Refined Electronics' #34167.
[14:14:37]	Jacob Desmone ran 'take' on item 'Refined Electronics' (#35202)
[14:14:37]	Jacob Desmone has gained a 'Refined Electronics' #35202.
[14:14:39]	[OOC] Douglas Hudson: furnace 
[14:14:41]	[OOC] Jacob Desmone: Refined eletronics and making transmitters
[14:14:46]	[OOC] Jacob Desmone: costs 40 engineering
[14:14:46]	[OOC] Douglas Hudson: e
[14:14:52]	[OOC] Douglas Hudson: tools?
[14:14:52]	[OOC] Jacob Desmone: making refined eletronics costs
[14:14:56]	[OOC] Jacob Desmone: 10 engineering
[14:14:59]	[OOC] Jacob Desmone: thats 50 engineering per transmitter
[14:15:07]	[OOC] Jacob Desmone: so a level up
[14:15:09]	[OOC] Jacob Desmone: per transmitter
[14:15:17]	Jacob Desmone has gained a 'RF Transmitter' #38554.
[14:15:17]	Lildirtyharry04 has connected.
[14:15:17]	Jacob Desmone has gained a 'RF Transmitter' #38555.
[14:15:17]	Jacob Desmone has gained a 'RF Transmitter' #38556.
[14:15:18]	Jacob Desmone has gained a 'RF Transmitter' #38557.
[14:15:18]	Jacob Desmone has gained a 'RF Transmitter' #38558.
[14:15:28]	Jacob Desmone opened the 'Large Refrigerator' #2808 container.
[14:15:30]	Dilly_ loaded the character 'Kazuki Matsuda'
[14:15:34]	Jacob Desmone closed the 'Large Refrigerator' #2808 container.
[14:15:36]	Jacob Desmone ran 'drop' on item 'RF Transmitter' (#38555)
[14:15:36]	Jacob Desmone has lost a 'RF Transmitter' #38555.
[14:15:39]	Jacob Desmone ran 'drop' on item 'Refined Electronics' (#33594)
[14:15:39]	Jacob Desmone has lost a 'Refined Electronics' #33594.
[14:15:40]	Jacob Desmone ran 'take' on item 'Refined Electronics' (#33594)
[14:15:40]	Jacob Desmone has gained a 'Refined Electronics' #33594.
[14:15:41]	Jacob Desmone ran 'take' on item 'RF Transmitter' (#38555)
[14:15:41]	Jacob Desmone has gained a 'RF Transmitter' #38555.
[14:15:41]	Jacob Desmone opened the 'Large Refrigerator' #2808 container.
[14:15:46]	Jacob Desmone closed the 'Large Refrigerator' #2808 container.
[14:15:51]	[OOC] Kazuki Matsuda: fuck me my fingertips are already cooking
[14:15:56]	[OOC] Jacob Desmone: LOL
[14:16:10]	[OOC] Kazuki Matsuda: my main pc is at home, but I'm away visiting family reee
[14:16:17]	[OOC] Kazuki Matsuda: o well
[14:16:30]	Jacob Desmone has gained a 'Scrap Electronics' #38559.
[14:16:39]	Jacob Desmone has gained a 'Empty Glass Bottle' #38560.
[14:16:42]	Jacob Desmone ran 'drop' on item 'Empty Glass Bottle' (#38560)
[14:16:42]	Jacob Desmone has lost a 'Empty Glass Bottle' #38560.
[14:16:54]	Jacob Desmone ran 'take' on item 'Broken Computer Monitor' (#38321)
[14:16:54]	Jacob Desmone has gained a 'Broken Computer Monitor' #38321.
[14:16:55]	Jacob Desmone has gained a 'Empty Pill Bottle' #38561.
[14:16:57]	Kazuki Matsuda ran 'Equip' on item 'Crowbar' (#35164)
[14:16:59]	Jacob Desmone has gained a 'Scrap Electronics' #38562.
[14:16:59]	Jacob Desmone has gained a 'Scrap Electronics' #38563.
[14:16:59]	Jacob Desmone has gained a 'Scrap Plastic' #38564.
[14:17:01]	Jacob Desmone ran 'drop' on item 'Scrap Plastic' (#38564)
[14:17:01]	Jacob Desmone has lost a 'Scrap Plastic' #38564.
[14:17:03]	Jacob Desmone ran 'drop' on item 'Empty Pill Bottle' (#38561)
[14:17:03]	Jacob Desmone has lost a 'Empty Pill Bottle' #38561.
[14:17:08]	Jacob Desmone ran 'take' on item 'Refined Electronics' (#38477)
[14:17:08]	Jacob Desmone has gained a 'Refined Electronics' #38477.
[14:17:12]	Jacob Desmone has gained a 'Scrap Plastic' #38565.
[14:17:14]	Jacob Desmone ran 'drop' on item 'Scrap Plastic' (#38565)
[14:17:14]	Jacob Desmone has lost a 'Scrap Plastic' #38565.
[14:17:14]	Kazuki Matsuda ran 'EquipUn' on item 'Crowbar' (#35164)
[14:17:15]	Kazuki Matsuda ran 'Equip' on item 'Axe' (#35536)
[14:17:18]	Jacob Desmone has gained a 'Power Supply Unit' #38566.
[14:17:20]	Jacob Desmone ran 'drop' on item 'Power Supply Unit' (#38566)
[14:17:20]	Jacob Desmone has lost a 'Power Supply Unit' #38566.
[14:17:22]	Lildirtyharry04 loaded the character 'Richard Barley'
[14:17:28]	Jacob Desmone has gained a 'Small Thermos' #38567.
[14:17:29]	Kazuki Matsuda ran 'EquipUn' on item 'Axe' (#35536)
[14:17:30]	Jacob Desmone ran 'drop' on item 'Small Thermos' (#38567)
[14:17:30]	Jacob Desmone has lost a 'Small Thermos' #38567.
[14:17:40]	Jacob Desmone has gained a 'Bar of Soap' #38568.
[14:17:43]	Jacob Desmone ran 'drop' on item 'Bar of Soap' (#38568)
[14:17:43]	Jacob Desmone has lost a 'Bar of Soap' #38568.
[14:17:52]	Jacob Desmone has gained a 'Refined Electronics' #38569.
[14:18:02]	Jacob Desmone has gained a 'Scrap Metal' #38570.
[14:18:05]	[OOC] Kazuki Matsuda: one thing that explains the server pop is the crafting system being finally implemented lmao
[14:18:05]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#38570)
[14:18:05]	Jacob Desmone has lost a 'Scrap Metal' #38570.
[14:18:10]	[OOC] Jacob Desmone: ye
[14:18:14]	[OOC] Jacob Desmone: plus ive been on alot
[14:18:15]	[OOC] Jacob Desmone: to get ppl on
[14:18:17]	Jacob Desmone has gained a 'Scrap Glass' #38571.
[14:18:19]	Jacob Desmone ran 'drop' on item 'Scrap Glass' (#38571)
[14:18:19]	Jacob Desmone has lost a 'Scrap Glass' #38571.
[14:18:26]	Jacob Desmone has gained a 'Scrap Metal' #38572.
[14:18:28]	[OOC] Kazuki Matsuda: well having it sort of *keeps* players on
[14:18:28]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#38572)
[14:18:28]	Jacob Desmone has lost a 'Scrap Metal' #38572.
[14:18:32]	[OOC] Jacob Desmone: ye
[14:18:37]	Jacob Desmone has gained a 'Bolts' #38573.
[14:18:39]	Jacob Desmone ran 'drop' on item 'Bolts' (#38573)
[14:18:39]	Jacob Desmone has lost a 'Bolts' #38573.
[14:18:47]	[OOC] Kazuki Matsuda: without it we had just new players for atleast 2 weeks then it sort of faded out
[14:18:52]	Jacob Desmone has gained a 'Cloth Scrap' #38574.
[14:30:30]	Weaponized Turtles has connected.
[14:31:11]	Weaponized Turtles loaded the character 'Jacob Desmone'
[14:31:54]	Jacob Desmone has taken 5 damage from npc_headcrab_fast.
[14:32:01]	Jacob Desmone has gained a 'Scrap Electronics' #38576.
[14:32:07]	Jacob Desmone has gained a 'Refined Electronics' #38576.
[14:32:22]	Jacob Desmone destroyed a 'Circuit Board' #38497.
[14:32:43]	Lynch has connected.
[14:32:46]	Jacob Desmone has taken 10 damage from npc_poisonzombie.
[14:33:17]	Jacob Desmone ran 'drop' on item 'Cloth Scrap' (#38574)
[14:33:17]	Jacob Desmone has lost a 'Cloth Scrap' #38574.
[14:33:19]	Jacob Desmone ran 'take' on item 'Cloth Scrap' (#38574)
[14:33:19]	Jacob Desmone has gained a 'Cloth Scrap' #38574.
[14:33:42]	Jacob Desmone has gained 5 tokens.
[14:33:56]	Jacob Desmone has gained a 'Human Science Eye Poster' #38578.
[14:34:05]	Jacob Desmone has taken 10 damage from npc_zombie.
[14:34:18]	Jacob Desmone ran 'drop' on item 'Cloth Scrap' (#38574)
[14:34:18]	Jacob Desmone has lost a 'Cloth Scrap' #38574.
[14:34:20]	Jacob Desmone ran 'place' on item 'Human Science Eye Poster' (#38578)
[14:34:21]	Lynch loaded the character 'PVT Nathan Pierce'
[14:34:29]	Jacob Desmone has gained a 'Scrap Metal' #38580.
[14:34:32]	Jacob Desmone ran 'drop' on item 'Scrap Metal' (#38580)
[14:34:32]	Jacob Desmone has lost a 'Scrap Metal' #38580.
[14:34:42]	Jacob Desmone has gained a 'Circuit Board' #38581.
[14:34:45]	Jacob Desmone ran 'drop' on item 'Circuit Board' (#38581)
[14:34:45]	Jacob Desmone has lost a 'Circuit Board' #38581.
[14:35:10]	Jacob Desmone has gained a 'Pipe' #38582.
[14:35:13]	Jacob Desmone ran 'drop' on item 'Pipe' (#38582)
[14:35:13]	Jacob Desmone has lost a 'Pipe' #38582.
[14:35:43]	Jacob Desmone has gained a 'Empty Pill Bottle' #38583.
[14:35:46]	Jacob Desmone ran 'drop' on item 'Empty Pill Bottle' (#38583)
[14:35:46]	Jacob Desmone has lost a 'Empty Pill Bottle' #38583.
[14:36:03]	Jacob Desmone has gained a 'Cinderblock' #38584.
[14:36:05]	Jacob Desmone ran 'drop' on item 'Cinderblock' (#38584)
[14:36:05]	Jacob Desmone has lost a 'Cinderblock' #38584.
[14:36:45]	Jacob Desmone has gained a 'Empty Sparkling Consulate Water Can' #38586.
[14:36:48]	Jacob Desmone ran 'drop' on item 'Empty Sparkling Consulate Water Can' (#38586)
[14:36:48]	Jacob Desmone has lost a 'Empty Sparkling Consulate Water Can' #38586.
[14:37:28]	Jacob Desmone has taken 5 damage from npc_headcrab.
[14:38:17]	Lildirtyharry04 has connected.
[14:38:19]	[OOC] Jacob Desmone: im gonna visit you in a minute
[14:38:22]	[OOC] Jacob Desmone: I just gotta make some eletronics
[14:38:54]	Jacob Desmone ran 'take' on item 'Scrap Wood' (#37960)
[14:38:54]	Jacob Desmone has gained a 'Scrap Wood' #37960.
[14:38:57]	Jacob Desmone ran 'take' on item 'Broken Computer Monitor' (#35856)
[14:38:57]	Jacob Desmone has gained a 'Broken Computer Monitor' #35856.
[14:39:04]	Lildirtyharry04 loaded the character 'Richard Barley'
[14:40:17]	Jacob Desmone has gained a 'Scrap Electronics' #38587.
[14:40:17]	Jacob Desmone has gained a 'Scrap Electronics' #38588.
[14:40:17]	Jacob Desmone has gained a 'Scrap Plastic' #38589.
[14:40:21]	Jacob Desmone ran 'drop' on item 'Scrap Plastic' (#38589)
[14:40:21]	Jacob Desmone has lost a 'Scrap Plastic' #38589.
[14:40:23]	Jacob Desmone has gained a 'Refined Electronics' #38590.
[14:40:57]	Jacob Desmone used the 'Shopkeeper Jim' vendor.
[14:40:59]	Jacob Desmone has lost 10 tokens.
[14:40:59]	Jacob Desmone has gained a 'Request Device' #38591.
[14:41:00]	Jacob Desmone has lost 10 tokens.
[14:41:00]	Jacob Desmone has gained a 'Request Device' #38592.
[14:41:00]	Jacob Desmone has lost 10 tokens.
[14:41:00]	Jacob Desmone has gained a 'Request Device' #38593.
[14:41:03]	Jacob Desmone used the 'Shopkeeper Jim' vendor.
[14:41:05]	Jacob Desmone has lost 10 tokens.
[14:41:05]	Jacob Desmone has gained a 'Request Device' #38594.
[14:41:05]	Jacob Desmone has lost 10 tokens.
[14:41:05]	Jacob Desmone has gained a 'Request Device' #38595.
[14:41:06]	Jacob Desmone has lost 10 tokens.
[14:41:06]	Jacob Desmone has gained a 'Request Device' #38596.
[14:41:06]	Jacob Desmone has lost 10 tokens.
[14:41:06]	Jacob Desmone has gained a 'Request Device' #38597.
[14:41:07]	Jacob Desmone has lost 10 tokens.
[14:41:07]	Jacob Desmone has gained a 'Request Device' #38598.
[14:41:11]	Jacob Desmone has gained a 'Single-Channel RF Transmitter' #38599.
[14:41:11]	Jacob Desmone has gained a 'Scrap Electronics' #38600.
