[00:00:03]	[LOOC] Amahle Osthuizen: SAME
[00:19:18]	Paweł Kalinowski has gained a 'Standard Grade Ration' #17539.
[00:19:20]	Paweł Kalinowski closed the '' #1428 container.
[00:19:22]	Paweł Kalinowski opened the '' #1243 container.
[00:19:22]	Joseph Kimsler entered observer.
[00:19:23]	Joseph Kimsler exited observer at their location.
[00:19:24]	Paweł Kalinowski closed the '' #1243 container.
[00:19:25]	[LOOC] Khillari Klinton: are you char banning him
[00:19:25]	[LOOC] CCA.C08-UNION.i3.98240 [X]: I'm usually sitting in one spot so ya know.
[00:19:27]	[LOOC] Joseph Kimsler: no
[00:19:32]	[LOOC] Joseph Kimsler: i just need you on him rq
[00:19:32]	[LOOC] CCA.C08-UNION.i3.98240 [X]: Not hard too talk to me
[00:19:33]	CCA.C08-UNION.i3.98240 [X] used the 'Armory Operator' vendor.
[00:19:35]	[LOOC] Khillari Klinton: or doing something i wouldemt like
[00:19:35]	CCA.C08-HELIX.EpU.58841 used command '/Reply I mean, loosing all Character Development and Promotion progress is punishment enough imo'.
[00:19:37]	Paweł Kalinowski ran 'Open' on item 'Loyalist Grade Ration' (#17446)
[00:19:37]	Paweł Kalinowski has gained a 'Loyalist Grade Citizen Food Product' #17603.
[00:19:37]	Paweł Kalinowski has gained a 'Loyalist Grade Citizen Supplements' #17604.
[00:19:37]	Paweł Kalinowski has gained a 'Flavored Breen's Water' #17605.
[00:19:37]	Paweł Kalinowski has gained 40 tokens.
[00:19:38]	[LOOC] Khillari Klinton: okay
[00:19:38]	Paweł Kalinowski ran 'Open' on item 'Standard Grade Ration' (#17539)
[00:19:38]	Paweł Kalinowski has gained a 'Standard Grade Citizen Food Product' #17606.
[00:19:38]	Paweł Kalinowski has gained a 'Standard Grade Citizen Supplements' #17607.
[00:19:38]	Paweł Kalinowski has gained a 'Breen's Water' #17608.
[00:19:38]	Paweł Kalinowski has gained 20 tokens.
[00:19:41]	CCA.C17-RCT.65475 ran 'Equip' on item '.9mm Pistol' (#17595)
[00:19:41]	CCA.C08-UNION.i3.98240 [X] has lost 65 tokens.
[00:19:41]	CCA.C08-UNION.i3.98240 [X] has gained a 'Health Kit' #17609.
[00:19:43]	CCA.C17-RCT.65475 ran 'use' on item '9mm Pistol Bullets' (#17598)
[00:19:43]	Joseph Kimsler used command '/PM epu yeah true'.
[00:19:43]	CCA.C08-HELIX.EpU.58841 has gained 10 tokens.
[00:19:45]	Mrchicken loaded the character 'Kevin Right'
[00:19:47]	CCA.C17-RCT.65475 used the 'Armory Operator' vendor.
[00:19:47]	Joseph Kimsler entered observer.
[00:19:48]	[OOC] Kevin Right: scared af
[00:19:51]	CCA.C17-RCT.65475 has gained 0 tokens.
[00:19:51]	CCA.C17-RCT.65475 has gained a '9mm Pistol Bullets' #17610.
[00:19:52]	CCA.C17-RCT.65475 has gained 0 tokens.
[00:19:52]	CCA.C17-RCT.65475 has gained a '9mm Pistol Bullets' #17611.
[00:19:52]	CCA.C17-RCT.65475 has gained 0 tokens.
[00:19:53]	CCA.C17-RCT.65475 has gained a '9mm Pistol Bullets' #17612.
[00:19:53]	CCA.C17-RCT.65475 has gained 0 tokens.
[00:19:53]	CCA.C17-RCT.65475 has gained a '9mm Pistol Bullets' #17613.
[00:19:54]	CCA.C17-RCT.65475 has gained 0 tokens.
[00:19:54]	CCA.C17-RCT.65475 has gained a '9mm Pistol Bullets' #17614.
[00:19:54]	[OOC] CCA.C08-UNION.i3.98240 [X]: Why?
[00:19:54]	CCA.C17-RCT.65475 has gained 0 tokens.
[00:19:54]	CCA.C17-RCT.65475 has gained a '9mm Pistol Bullets' #17615.
[00:19:55]	CCA.C17-RCT.65475 has gained 0 tokens.
[00:19:55]	CCA.C17-RCT.65475 has gained a '9mm Pistol Bullets' #17616.
[00:19:55]	CCA.C08-HELIX.EpU.58841 used command '/Reply And it just bores both parties to re-train.'.
[00:19:55]	CCA.C17-RCT.65475 has gained 0 tokens.
[00:19:55]	CCA.C17-RCT.65475 has gained a '9mm Pistol Bullets' #17617.
[00:19:57]	[OOC] Kevin Right: q
[00:20:00]	[IT] Joseph Kimsler: Suddenly, the CWU worker begins violently heaving.
[00:20:02]	CCA.C17-RCT.65475 ran 'use' on item '9mm Pistol Bullets' (#17617)
[00:20:03]	Paweł Kalinowski ran 'Drink' on item 'Flavored Breen's Water' (#17605)
[00:20:04]	CCA.C17-RCT.65475 ran 'use' on item '9mm Pistol Bullets' (#17614)
[00:20:04]	Paweł Kalinowski ran 'Eat' on item 'Loyalist Grade Citizen Food Product' (#17603)
[00:20:05]	Paweł Kalinowski ran 'Eat' on item 'Loyalist Grade Citizen Supplements' (#17604)
[00:20:06]	CCA.C17-RCT.65475 ran 'use' on item '9mm Pistol Bullets' (#17610)
[00:20:07]	CCA.C17-RCT.65475 ran 'use' on item '9mm Pistol Bullets' (#17611)
[00:20:08]	[OOC] Kevin Right: heaving
[00:20:08]	CCA.C17-RCT.65475 ran 'use' on item '9mm Pistol Bullets' (#17612)
[00:20:08]	CCA.C17-RCT.65475 ran 'use' on item '9mm Pistol Bullets' (#17613)
[00:20:09]	CCA.C17-RCT.65475 ran 'use' on item '9mm Pistol Bullets' (#17616)
[00:20:10]	CCA.C17-RCT.65475 ran 'use' on item '9mm Pistol Bullets' (#17615)
[00:20:13]	[IT] Joseph Kimsler: He then vomits out a mixture of blood and bile.
[00:20:16]	CCA.C17-RCT.65475 used the 'Armory Operator' vendor.
[00:20:19]	[ME] Kevin Right: aaaaaaaaaaa
[00:20:20]	CCA.C17-RCT.65475 has gained 0 tokens.
[00:20:20]	CCA.C17-RCT.65475 has gained a 'Hybrid Radio' #17610.
[00:20:24]	CCA.C17-RCT.65475 ran 'AdMode' on item 'Hybrid Radio' (#17610)
[00:20:27]	CCA.C08-HELIX.EpU.58841 used command '/Reply Anyways, is it alright if I can just make him i5 then?'.
[00:20:27]	CCA.C17-RCT.65475 ran 'AdMode' on item 'Hybrid Radio' (#17610)
[00:20:29]	Paweł Kalinowski ran 'drop' on item 'Breen's Water' (#17608)
[00:20:29]	Paweł Kalinowski has lost a 'Breen's Water' #17608.
[00:20:30]	[LOOC] Jericho Snow: why
[00:20:30]	CCA.C17-RCT.65475 ran 'Toggle' on item 'Hybrid Radio' (#17610)
[00:20:31]	Paweł Kalinowski ran 'drop' on item 'Breen's Water' (#17589)
[00:20:31]	Paweł Kalinowski has lost a 'Breen's Water' #17589.
[00:20:32]	Joseph Kimsler used command '/PM epu yeah'.
[00:20:36]	CCA.C17-RCT.65475 ran 'Frequency' on item 'Hybrid Radio' (#17610)
[00:20:43]	CCA.C17-RCT.65475 used command '/SetFreq 135.8'.
[00:20:43]	CCA.C17-RCT.65475 has gained 10 tokens.
[00:20:48]	[ME] CCA.C08-HELIX.EpU.58841: hands the mask to the RCT.
[00:20:49]	CCA.C17-RCT.65475 used command '/Radio Testing.'.
[00:20:51]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[00:20:55]	[IT] Joseph Kimsler: He begins to violently heave, with each heave spitting out more red-tinted bile.
[00:21:02]	CCA.C08-JUDGE.i1.91412 used command '/Radio I require a HELIX outside the furniture store. ANother guy drank fucking bleach.'.
[00:21:04]	CCA.C17-RCT.65475 used command '/Apply'.
[00:21:04]	[W] Amahle Osthuizen: What a baby..
[00:21:08]	CCA.C08-HELIX.EpU.58841 used command '/Radio Who?'.
[00:21:09]	[W] Jericho Snow: Hah.
[00:21:15]	CCA.C08-JUDGE.i1.91412 used command '/Radio Kevin Right.'.
[00:21:26]	CCA.C08-HELIX.EpU.58841 used command '/Radio Oh. Fuck him then. Leave him alone.'.
[00:21:30]	[IT] Joseph Kimsler: He vomits out what looks like a menstrual chunj.
[00:21:33]	[LOOC] Joseph Kimsler: chunk.*
[00:21:35]	CCA.C17-RCT.65475 used the 'Armory Operator' vendor.
[00:21:40]	[LOOC] Jericho Snow: q
[00:21:44]	[W] Amahle Osthuizen: // W h y .
[00:21:45]	Joseph Kimsler has spawned 'models/half-life/hornet.mdl'.
[00:21:46]	[LOOC] Joseph Kimsler: yes
[00:21:47]	Joseph Kimsler has spawned 'models/half-life/hornet.mdl'.
[00:21:51]	[LOOC] Jericho Snow: qq
[00:21:51]	Joseph Kimsler has spawned 'models/half-life/hornet.mdl'.
[00:21:54]	[LOOC] Jericho Snow: qutie
[00:21:56]	[LOOC] Joseph Kimsler: lmao
[00:21:58]	[LOOC] Joseph Kimsler: qt
[00:22:00]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[00:22:01]	Paweł Kalinowski ran 'take' on item 'Breen's Water' (#17589)
[00:22:01]	Paweł Kalinowski has gained a 'Breen's Water' #17589.
[00:22:03]	CCA.C08-HELIX.EpU.58841 used command '/CharSetName RCT CCA.C08-UNION.i1.6547'.
[00:22:03]	Paweł Kalinowski ran 'take' on item 'Breen's Water' (#17608)
[00:22:03]	Paweł Kalinowski has gained a 'Breen's Water' #17608.
[00:22:14]	[LOOC] Jericho Snow: disable vc
[00:22:15]	[OOC] CCA.C08-HELIX.EpU.58841: SHIT
[00:22:19]	Paweł Kalinowski opened the '' #1428 container.
[00:22:22]	[OOC] Kevin Right: am i gagged
[00:22:24]	Paweł Kalinowski closed the '' #1428 container.
[00:22:25]	[OOC] Joseph Kimsler: no?
[00:22:32]	[IT] Joseph Kimsler: He feels a burning sensation in his gut and his mouth.
[00:22:39]	CCA.C08-HELIX.EpU.58841 used command '/CharSetName CCA.C08-UNION.i1.6547 CCA.C08-UNION.i5.6547'.
[00:22:44]	Paweł Kalinowski opened the '' #1484 container.
[00:22:46]	Paweł Kalinowski closed the '' #1484 container.
[00:22:46]	Paweł Kalinowski opened the '' #1484 container.
[00:22:46]	Paweł Kalinowski closed the '' #1484 container.
[00:22:47]	Paweł Kalinowski opened the '' #1485 container.
[00:22:49]	Paweł Kalinowski closed the '' #1485 container.
[00:22:54]	[IT] Joseph Kimsler: He heaves again, this being entirely vomit.
[00:22:58]	[ME] Kevin Right: aaaaaaaaaaaaaaa
[00:22:59]	[ME] Kevin Right: aaaaaaaaaaaaaaa
[00:22:59]	[LOOC] Jericho Snow: alt shift so you can crouch and type
[00:23:04]	Joseph Kimsler used command '/CharSetModel union.i5 models/ma/hla/metropolice.mdl'.
[00:23:13]	[LOOC] CCA.C08-UNION.i3.98240 [X]: ?
[00:23:22]	[OOC] Kevin Right: i can run while hirting
[00:23:23]	CCA.C08-UNION.i5.6547 used the 'Armory Operator' vendor.
[00:23:27]	CCA.C08-HELIX.EpU.58841 used command '/CharSetName CCA.C08-UNION.i5.654 CCA.C08-UNION.i5.65473'.
[00:23:32]	[OOC] Joseph Kimsler: YOU ARE LITERALLY VOMITING OUT PIECES OF YOUR STOMACH
[00:23:48]	CCA.C08-HELIX.EpU.58841 used command '/Radio Where is the civi? I'll make his death quick.'.
[00:23:51]	[OOC] Kevin Right: is this a pk
[00:23:54]	[OOC] CCA.C08-UNION.i5.65473: don't drink bleach kids
[00:23:55]	[OOC] Jericho Snow: yes
[00:23:55]	[IT] Joseph Kimsler: He violently dry heaves.
[00:23:55]	[W] Amahle Osthuizen: You owe me 10 tokens if he dies on the street.
[00:23:58]	[OOC] Joseph Kimsler: no
[00:23:58]	CCA.C08-JUDGE.i1.91412 used command '/Radio I can do it if you want.'.
[00:24:02]	Joseph Kimsler used command '/PM jericho hell yes it is'.
[00:24:04]	[OOC] Amahle Osthuizen: I say roll
[00:24:04]	CCA.C08-HELIX.EpU.58841 used command '/Radio I want to watch at least.'.
[00:24:08]	Jericho Snow rolled 40 out of 100.
[00:24:08]	Jericho Snow used command '/Roll'.
[00:24:12]	Joseph Kimsler used command '/PM amahle it's a PK, suicide is a pk'.
[00:24:14]	[W] Jericho Snow: Deal.
[00:24:16]	[ME] Kevin Right: tries to sto p it
[00:24:20]	Kevin Right used command '/RollStat agi'.
[00:24:23]	CCA.C08-JUDGE.i1.91412 used command '/Radio He's in front of the furniture store,'.
[00:24:24]	[ME] Kevin Right: fails
[00:24:26]	[IT] Joseph Kimsler: He fails miserably. Strength won't save him now.
[00:24:28]	Kevin Right has taken 39 damage from CCA.C08-JUDGE.i1.91412.
[00:24:29]	Kevin Right has taken 40 damage from CCA.C08-JUDGE.i1.91412.
[00:24:31]	Kevin Right has taken 30 damage from CCA.C08-JUDGE.i1.91412.
[00:24:31]	CCA.C08-JUDGE.i1.91412 has killed Kevin Right with weapon_shotgun.
[00:24:35]	[OOC] Kevin Right: wow great rp
[00:24:41]	Joseph Kimsler used command '/CharBan kevin'.
[00:24:42]	Jericho Snow has lost 10 tokens.
[00:24:42]	Jericho Snow used command '/DropTokens 10'.
[00:24:43]	CCA.C08-HELIX.EpU.58841 has gained 10 tokens.
[00:24:43]	[OOC] Joseph Kimsler: you were going to die anyways
[00:24:46]	[OOC] Joseph Kimsler: it was a pk, i lied
[00:24:48]	Amahle Osthuizen has gained 10 tokens.
[00:24:51]	Mrchicken loaded the character 'Khillari Klinton'
[00:24:55]	Joseph Kimsler has spawned 'models/Humans/Group01/Female_04.mdl'.
[00:24:58]	[OOC] Khillari Klinton: Q FUCKING ASSHOLE
[00:25:00]	Paweł Kalinowski opened the '' #1428 container.
[00:25:02]	[OOC] Joseph Kimsler: suicide is a pk
[00:25:03]	Paweł Kalinowski has gained a 'Flavored Breen's Water' #11429.
[00:25:04]	Paweł Kalinowski has gained a 'Flavored Breen's Water' #11430.
[00:25:05]	Paweł Kalinowski has gained a 'Flavored Breen's Water' #11431.
[00:25:07]	Paweł Kalinowski has gained a 'Flavored Breen's Water' #11432.
[00:25:08]	Paweł Kalinowski closed the '' #1428 container.
[00:25:10]	[OOC] Khillari Klinton: YOU FUCKING BANNED HIM FUCK THIS NO
[00:25:15]	[OOC] Khillari Klinton: YOU SAID IT WASENT A PK
[00:25:15]	Joseph Kimsler has spawned 'models/player/zelpa/male_04_extended.mdl'.
[00:25:20]	[OOC] CCA.C08-UNION.i5.65473: He was joking.
[00:25:22]	[OOC] CCA.C08-UNION.i3.98240 [X]: Why did you drink bleach bud?
[00:25:25]	Paweł Kalinowski opened the '' #1428 container.
[00:25:25]	[OOC] Khillari Klinton: IT WAS A OOC THING FFFFFFFFFFFFFFFFFFFFFFFFFIUCK WQWWQGEWFESFWES
[00:25:27]	CCA.C08-HELIX.EpU.58841 used command '/Radio Going 100-7'.
[00:25:28]	[OOC] CCA.C08-UNION.i5.65473: suicide is a pk
[00:25:31]	[OOC] Khillari Klinton: I LOST
[00:25:33]	Paweł Kalinowski closed the '' #1428 container.
[00:25:33]	CCA.C08-HELIX.EpU.58841 used command '/Radio //10-7'.
[00:25:36]	[OOC] Khillari Klinton: SO MANY CHARACTERS I LOVE
[00:25:37]	Paweł Kalinowski opened the '' #1428 container.
[00:25:39]	Paweł Kalinowski closed the '' #1428 container.
[00:25:39]	[OOC] CCA.C08-UNION.i5.65473: I thought the same thing for my CP and I still didn't even care.
[00:25:41]	[OOC] Joseph Kimsler: i lied, you know suicide is a pk. if i told you you were gonna be PKed, you wouldn't have gotten on your char
[00:25:42]	[OOC] Khillari Klinton: QQQQQQQ UNBAN HIM
[00:25:43]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[00:25:45]	[ME] Amahle Osthuizen: Would bend down and relieve the corpse of his shoes and identification before heaving him onto her own shoulders.
[00:25:51]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[00:25:59]	[OOC] CCA.C08-HELIX.EpU.58841: Chicken, you drank bleach. Which is a big fucking no no.
[00:26:03]	[OOC] Khillari Klinton: Q I FUCKING LOVED KEVIN PLEASE FUCKING UNBAN HIM
[00:26:04]	[LOOC] Jericho Snow: he does not like being picked up it seems
[00:26:04]	Ollie Garner loaded the character 'Morgan Beck'
[00:26:05]	[OOC] CCA.C08-UNION.i5.65473: Suicide = PK
[00:26:11]	[OOC] Joseph Kimsler: You drank bleach. Suicide. Pk. No.
[00:26:15]	[OOC] Khillari Klinton: Q PLZ FOR LOVE OF GOD I CANT LOOSE KEVIN
[00:26:21]	[OOC] Khillari Klinton: FICKKKKKKKKKKKKKKKKKKKKKKKKKK
[00:26:32]	[OOC] Khillari Klinton: FUCKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK HE WAS THE MOST IMPORTANT CHARACTER
[00:26:36]	[OOC] Joseph Kimsler: Please stop.
[00:26:40]	[OOC] Khillari Klinton: NO FUCKING Q
[00:26:43]	[OOC] CCA.C08-UNION.i5.65473: Chicken please
[00:26:43]	CCA.C08-UNION.i3.98240 [X] used command '/Radio UNION i5, Attach'.
[00:26:47]	[OOC] Khillari Klinton: I FUCKING LOVED  KEVIN
[00:26:53]	[OOC] Joseph Kimsler: You're frustrated, okay, but don't flood OOC with that frustration.
[00:26:57]	[OOC] Khillari Klinton: HE WAS MY FAVORTIE I WOULD LOST Q
[00:26:59]	[ME] Jericho Snow: nods
[00:27:00]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[00:27:04]	[OOC] Morgan Beck: Chicken. Please. Stop. 
[00:27:05]	[OOC] Khillari Klinton: I WOULD GAVE UP FRED OR JUSTIN
[00:27:13]	[OOC] Khillari Klinton: FOR FUCKING KEVIN
[00:27:18]	Joseph Kimsler set oocDelay to '15'.
[00:27:21]	Paweł Kalinowski used command '/PM Kimsler Can I get that fire extiguasure as an item, just to have in my invintory to flex on people.'.
[00:27:24]	[OOC] CCA.C08-JUDGE.i1.91412: don't drink bleach next time
[00:27:28]	Joseph Kimsler used command '/PM pawe shit, right'.
[00:27:29]	[OOC] Khillari Klinton: FUCJKCCCCFC YIOIIOO9IUJYHW3JHRK
[00:27:35]	matt saton loaded the character 'CCA.C08-GRID.i3.69192'
[00:27:37]	CCA.C08-GRID.i3.69192 entered observer.
[00:27:41]	[OOC] CCA.C08-JUDGE.i1.91412: when in ooc, we mention the CP got pked for it
[00:27:59]	CCA.C08-GRID.i3.69192 ran 'drop' on item 'Fire Extinguisher' (#17581)
[00:27:59]	CCA.C08-GRID.i3.69192 has lost a 'Fire Extinguisher' #17581.
[00:28:01]	Paweł Kalinowski ran 'take' on item 'Fire Extinguisher' (#17581)
[00:28:01]	Paweł Kalinowski has gained a 'Fire Extinguisher' #17581.
[00:28:06]	matt saton loaded the character 'James Albright'
[00:28:07]	James Albright entered observer.
[00:28:09]	[OOC] Khillari Klinton: FUCK THIS FUCK THIS FUCKING ASSHOLE YOU LIED IM TRYING TO FUCKOIKNHNJMG I CANT LOOSE HIM THIS IS WORST THEN JIMMY OR SPEAR I NEED HIM SO MUCH YOU FUCKING IM DONE IM FUCKOMGRTHRTHHER
[00:28:17]	[OOC] James Albright: Do you want me to mute you until you can act mature?
[00:28:18]	CCA.C08-JUDGE.i1.91412 used command '/Radio I'm going to find a CRM.'.
[00:28:25]	CCA.C08-UNION.i3.98240 [X] used command '/Radio copy that'.
[00:28:26]	[OOC] Khillari Klinton: FUCK OFF
[00:28:28]	Mrchicken (STEAM_0:0:143523274) has disconnected.
[00:28:30]	[OOC] Morgan Beck: Chicken, we have to make losses. If you cared about the-
[00:28:39]	[OOC] James Albright: damn, i was going to kick him for saying fuck off
[00:28:42]	[OOC] James Albright: and all of that shit before
[00:28:44]	[OOC] Morgan Beck: if he cared he wouldn't of drank bleach.
[00:28:46]	[LOOC] Amahle Osthuizen: >No vc
[00:28:50]	[OOC] James Albright: he's chicken
[00:28:59]	[LOOC] Jericho Snow: sex doll
[00:29:18]	matt saton loaded the character 'CAC.C08-CRM.55930'
[00:29:18]	CAC.C08-CRM.55930 entered observer.
[00:29:22]	CAC.C08-CRM.55930 exited observer at their location.
[00:29:27]	[LOOC] Jericho Snow: i like your dress btw
[00:29:31]	CAC.C08-CRM.55930 used command '/ToggleRaise'.
[00:29:58]	[ME] Amahle Osthuizen: Smacking her lips she'd simply say ''You make a fine point''
[00:30:27]	[ME] Amahle Osthuizen: Would casually drop the corpse at the unit's feet whilst not breaking eye contact and maintaining her deadpan expression
[00:30:43]	[LOOC] Amahle Osthuizen: Thrilling rp
[00:30:43]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[00:30:45]	[LOOC] Jericho Snow: its a nice dress he has
[00:30:51]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[00:31:09]	[LOOC] Amahle Osthuizen: These CP's are fucking boring
[00:31:15]	[LOOC] Jericho Snow: indeed they are
[00:31:27]	Paweł Kalinowski opened the '' #892 container.
[00:31:28]	Paweł Kalinowski closed the '' #892 container.
[00:31:30]	Paweł Kalinowski opened the '' #893 container.
[00:31:31]	Paweł Kalinowski closed the '' #893 container.
[00:31:33]	[LOOC] Amahle Osthuizen: Trying to spice things up
[00:31:39]	CAC.C08-CRM.55930 has spawned 'models/Humans/Charple04.mdl'.
[00:31:41]	CAC.C08-CRM.55930 has spawned 'models/Humans/Charple04.mdl'.
[00:31:45]	[LOOC] Amahle Osthuizen: Just mingegrabs and skiddadles away
[00:32:00]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[00:32:03]	CAC.C08-CRM.55930 used command '/ToggleRaise'.
[00:32:41]	[W] Amahle Osthuizen: Laugh harder.
[00:32:47]	[ME] Jericho Snow: laughs nervously
[00:32:58]	[LOOC] Jericho Snow: cutie
[00:33:10]	[ME] CAC.C08-CRM.55930: stares intently at the man.
[00:33:12]	Paweł Kalinowski opened the '' #1497 container.
[00:33:13]	CAC.C08-CRM.55930 used command '/ToggleRaise'.
[00:33:14]	Paweł Kalinowski closed the '' #1497 container.
[00:33:30]	[ME] CAC.C08-CRM.55930: slowly turns to face the unit.
[00:33:42]	Paweł Kalinowski opened the '' #1286 container.
[00:33:43]	Paweł Kalinowski closed the '' #1286 container.
[00:33:52]	[LOOC] CCA.C08-UNION.i3.98240 [X]: On me*
[00:34:06]	matt saton loaded the character 'James Albright'
[00:34:13]	James Albright entered observer.
[00:34:34]	[ME] Jericho Snow: chuckles
[00:34:43]	Morgan Beck entered observer.
[00:35:18]	Morgan Beck exited observer at their location.
[00:35:19]	Morgan Beck entered observer.
[00:35:21]	Morgan Beck exited observer at their location.
[00:35:23]	Paweł Kalinowski ran 'drop' on item 'Civil Protection Mask' (#17590)
[00:35:23]	Paweł Kalinowski has lost a 'Civil Protection Mask' #17590.
[00:35:28]	Morgan Beck entered observer.
[00:35:29]	CCA.C08-JUDGE.i1.91412 ran 'take' on item 'Civil Protection Mask' (#17590)
[00:35:29]	CCA.C08-JUDGE.i1.91412 has gained a 'Civil Protection Mask' #17590.
[00:35:38]	Morgan Beck exited observer at their location.
[00:35:39]	Morgan Beck used the 'Refrigerator' vendor.
[00:35:43]	CCA.C08-UNION.i5.65473 has gained 10 tokens.
[00:35:51]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[00:35:52]	[Y] Morgan Beck: Welcome!
[00:35:53]	CCA.C08-JUDGE.i1.91412 used command '/Apply'.
[00:36:02]	Morgan Beck ran 'View' on item 'Notepad' (#12572)
[00:36:04]	Paweł Kalinowski used command '/Apply'.
[00:36:05]	Jericho Snow ran 'View' on item 'Notepad' (#12572)
[00:36:08]	CCA.C08-JUDGE.i1.91412 used command '/ViewData paw'.
[00:36:09]	James Albright ran 'View' on item 'Notepad' (#12572)
[00:36:21]	Jericho Snow ran 'View' on item 'Notepad' (#12572)
